,user,Unnamed: 0,X,review
4,Tyrell Warner,997,996,This book only gets attention because it's controversial not because it actually has any deep meaningful content- an utter waste of time.
4,Scott Porter,999,998,don't care for writers style at 2% - abandoned
4,Ahmed Sharf Al-Din,1000,999,!!:/
4,Tera,1010,1009,"If I could I would give this a negative rating. I despised this book. I despised the characters. I despised the repetitive language ""blah blah blah nymphette"". I despised any reasoning that would make this a ""classic"". I even despised the author's notes on the book in the back. Hated it."
4,Margaret Baratta,1013,1012,"Honestly-I don't care who thinks this book is brilliant or blah blah, Nabokov may be a great writer but to read that type of description about a young girl is morbidly disgusting. I had to read this book for class, and with its reputation I might have read it without being forced to. But now that I know that everyone who boasts about this book has never actually read it, that it's not about a young prostitute or young love but a young girl who is tricked, seduced, raped, and ruined by a middle aged monster. While the literary merit of this novel could possibly be argued if you take emotion out of the reading, it is quite impossible for me to do so because in order to read fiction one must attach emotion. It's just too disgusting, as a female, to read this because even if it is fiction, this sick fuck Nabokov did come up with it, even if it's just fantasy aren't we as readers given the right to say your fantasy is sick and twisted?The back cover gives a quote from Vanity Fair as ""the only convincing love story of our century."" Well, we know whoever wrote this at Vanity Fair is to some degree a pedophile and has no concept of love.If this is America's version of a love story no wonder this country is so dense and going to hell."
4,Kelly Cochran,1015,1014,"I just couldn't get past the fact that this book is written from the POV of a pedophile. Couldn't finish it, regardless of its status as a ""classic."" YUCK. "
4,Sezín Koehler,1017,1016,"I do not understand how anyone could think a story of pedophilia is great literature. It's offensive and sick that a middle-aged man convinces himself a child is flirting and even initiates a sexual relationship with him. I have no idea how this novel has become considered a ""classic."" There is nothing classic about the sexual abuse of children."
4,Kim Cannon,1018,1017,Could NOT finish this book.......I could not get into a man who loved young children!!!! Disgusting!!!
4,Julianne,1026,1025,I'm going to withhold my rating on this one for a bit. I know it's a classic but it's also rather disturbing.
4,Carrie Middleton,1028,1027,Could not get through it. You would think a book so controversial would be more interesting.
4,Anne Freya,1038,1037,"Melihat cover barunya yg dipamerin Serambi, jadi teringat kalau buku yg satu ini blm kutambahkan dlm Goodreads. Dibaca bertahun-tahun yg lalu, cukup kesulitan menyelesaikannya waktu itu krn alur ceritanya membosankan. "
4,Ashley (mac&chip),1040,1039,"I freaking hated this book, especially the audio version – blah, blah, blah. It was boring, snotty and annoying. The sad thing is that I really wanted to like this book. I find the entire May-December relationship thing really fascinating, and have read many books on the topic, but I just couldn't do this one."
4,Kavity,1041,1040,"It was a painful affair, a horridly painful affair, reading about Humbert Humbert's fantasies of nymphets and his particularly perennial obsession with Lolita. And, therein, perhaps, lies the writer's victory - in having been able to depict in torrid imagery, the vulgarities of the protagonist's thoughts. As to those readers who have, over the years, interpreted this story as one of twelve year old Lo bewitching this old ass Humbert, I can only ask you to go back and read the book again, keeping in mind that Lo was ""twelve years old"" when this happened. As for me, I truly believe this book was not only a waste of my time, but also a drain on my mental capacities. And I can only attribute completing this book to my own obsession to not leaving books unfinished. Agreed that it is very well written prose, but the mental strain of reading something bordering on porn is a huge price to pay for very well written prose."
4,Marisa Whitaker,1045,1044,I'm trying to go back and read some classic novels. I tried to find any merit in this book. Instead I am disgusted in several levels. 
4,Ann Tracy,1047,1046,"Meh... Even less impressed with this book the second time around. Granted I'm going through a lot in my life right now so the subject matter was probably too heavy for me right now.I'm not sure if it's the subject matter that turns me off or the writing style. Perhaps I could muster through the subject matter if I loved his writing. But I don't. He just seems a bit full of himself. (That'd be the writer AND the main character, take your pick.)So shoot me, I don't like this book considered an American Classic - although why it's considered that I'm cluess as it's not that great and he isn't American."
4,Carlie,1050,1049,"Because it is written from the pedophile's point of view, I hated this book. When I read, I often identify with one of the main characters. It was impossible to do so wih this one. Everyone is mentally disturbed. If you have a high sense of morality and justice, trust me, this book will make you feel like you jumped headfirst into a latrine."
4,Mutia,1051,1050,"Heran kalo ada yang bilang buku ini bagus..penceritaannya biasa banget, p*rno, dan tidak ada intisari yang bisa diambil... peace!"
4,Verna Humphrey,1053,1052,Not really my cup of tea.did not like it
4,Shawna Pierce,1061,1060,All about thoughts of a pedophile.
4,Michelle warren,1063,1062,"I know it's a classic, but I thought it was sad and made me feel dirty."
4,Ginny,1066,1065,"I did not enjoy reading Lolita. Let me clarify. There were parts I liked, and I appreciate this book and respect Nabokov's writing style. I will definitely read more of his work and maybe even reread this someday... eh probably not. I like the premise of Humbert addressing his readers as his jury, but as his jury I absolutely loath him and couldn't enjoy his beautiful language or whatever. He was too vile a narrator to let myself get swept away in his tale of ""love"". I dragged my feet through this novel but will enjoy the future discussions I have with others who have also read Lolita."
4,Prinny White,1067,1066,"Many people have recommended this book to me. ""It's written from the perspective of a pedophile, but he's not the hero. The reason you read this book is not to sympathize with Humbert Humbert; it is for the sheer delight of reading Nabokov's prose.""I decided to give it a try. I love a beautifully written book, and can appreciate a morally ambiguous character. Sometimes, they're the most fun.Two pages in, I closed the book again, disgusted. ""Nope,"" I thought. ""It's still about a pedophile."""
4,Bayan,1069,1068,Disgusting 
4,Oriana,1071,1070,i don't know why i was curious to read this book but it didn't seem good to me i don't know i have a strange feeling with this book i don't know i know its a classic but it wasn't for me 
4,L'étudiant  Éternel,1075,1074,"لم أكمل االصفحان الأخيرة, لكن فيما يقارب ال200 صفحة الأولى هو أسوأ مماإعتقدت قيل لي أن من لا يملكه في عيادته ليس بمختص نفسي حقيقيأقول أن خراب الأخلاق و المبادئ تحت قناع الثقافة و الإستثقاف بدأ هناو لتلخيص رأيي:هذا الكتاب 'نجاسة' توجب غسل اليدين بعد حمله, فيها بدأ المستثقفون يصورون كل أنواع الشذوذ على أنها فن و حضارة و ثقافة, فإن كان هذا الكتاب فيه طابع جمالي 'كما يقولون' فالسلام على من بهرتهم الأسماء و اللغات فباعوا دينهم, دنياهم, مبادئهم بل و فطرتهم من أجل أن نقول عنهم متفتحين و مثقفين"
4,Reading Faerie,1078,1077,"I didn't get too far, and I couldn't finish it. It was just so messed up."
4,Awaliyah,1080,1079,"hmmmmm ,,bisa ya?"
4,Marilee,1084,1083,"So, I couldn't finish this book. It is beautifully written, but I find the subject matter so repulsive that it's just not worth reading. Seriously. I can't believe this book is a classic. "
4,Kerry Connelly,1087,1086,"I could not even finish this book. I don't mind controversial but this book made me feel ill - what I read of it and I could not get into the LONNNGGGG drawn out, angst ridden, lengthy sentence structures.One classic that will stay in the cupboard a LONG time before I try it again..if ever at all."
4,Hena,1088,1087,"I think I am not a Russian lit fan. While I appreciated the idea of this novel a bit more after reading Reading Lolita in Tehran, it was a struggle to get through most of this because of the author's writing style. Frickin' Russians. "
4,Melanie Laffin,1093,1092,This book was creepy and I don't understand why anyone would advocate reading this filth.
4,Trish,1094,1093,"Creepy, creepy. I know it's a classic, but I couldn't really move past the pedophile creepiness. I don't think I made it past the first 100 pages. "
4,Batool Alghanem,1096,1095,رواية مقززة مليئة بالشذوذ والجنون لا انصح بها ابدا.
4,emily,1097,1096,"I could say a lot about this book, but I'll put it simply. I did something I never do. Somewhere mid-way through I began to fold down the corners of the pages instead of using a respectful bookmark."
4,Brittney Colburn-Donovan,1100,1099,"So whoopee-doo yes there is so great prose in there but everything else in the book, for me, completely negates any positives one might manage to dredge up from the bottom sucking filth that the entire book consists of. I really don't understand why a book about pedophilia and utterly destroying a young girls life is considered to be such an amazing classic...WTFE I had an ebook of Lolita and promptly erased that bitch the minute I finally finished it, I can't remember the last time I wanted a book to end so badly. "
4,Elle,1101,1100,"This book disturbs me so much more this time around than when I read it in high school. Its rating is based on my emotional response to it, not Nabokov's craftsmanship, which remains diabolically clever. Nabokov employs vivid language to bring to life the narrator's lust for 12-yr-old Lolita, detailing how he first plots, plans and steals his pleasure, then how he becomes her guardian and ""has"" her. It reveals offhandedly the ways he subjugates her, making her earn ""the hard and nauseous way"" every treat her heart desires, the endless presents with which he tries to buy her love and cooperation--in essence the whole twisted and ultimately unsatisfying nature of his love and his dawning realization of what his love has done to her. The role of consumerism and the material struck me in their role as context, attempted bargain in exchange for her innocence and in the very culture's culpability in commodifying her sexuality from that young age. ""One day I removed from the car and destroyed an accumulation of teen-magazines. You know the sort. Stone Age at heart, up to date, at least Mycenan, as to hygiene."" Nabokov suggests the culture itself taught Lolita, little Dolores Haze, the role she was given as commodity, as property, as mirage and as dupe. ""She believed with a kind of celestial trust, any advertisement or advice that appeared in Movie Love or Screen Land.... The words 'novelties and souvenirs' simply entranced her by their trochaic lilt.... She it was to whom ads were dedicated: the ideal consumer, the subject and object of every foul poster."" The book's point-of-view puts the reader in the place of the pedophile and the consumer, asking us to see the world and Lolita through his eyes, making us voyeurs complicit in treating her as object and challenging us to feel sympathy for the predator as much as for his prey. In this manner, it's as courageous an undertaking as it is an uncomfortable one, even if one gets the sense that Nabokov is toying with us as Humbert toys with Lolita. "
4,Hafeth,1103,1102,"رواية عن علاقة شاذة بين رجل في الخمسين, و مراهقة في الثانية عشرة من عمرهااستغل موت أم هذه المراهقة, ليمارس فجوره و شذوذه معهاكنت أعرف موضوع الرواية, و هذا ما دفعني تحديدا لقراءتها, آملا أن تكون رواية عميقة بالتحليل النفسي لهذا النوع من الشذوذكنت آمل ذلك, خصوصا أن الكاتب روسي, و هم أساتذة التحليل النفسي, و الغوص في أعماق الشخصيات المأزومةللأسف, أصبت بخيبة أمل حيث لم أجد شيئا سوى تفاصيل قصة شاذة,عن علاقة العجوز بالفتاة القاصر, مما أحال الرواية إلى مجرد رواية إباحية رخيصة"
4,Adrielle,1106,1105,"I gave the very famous and highly acclaimed Lolita one star only because it was so uncomfortable to read. Nabokov is a phenomenal writer, which is what made the narrative too unsettling for me. I had to put the book down several times to shake the creepy crawlies out of my skin. "
4,Lizzobear,1112,1111,"Technically, this should be on my ""read but then summarily gave up"" shelf ... am I missing something here? I felt like I was going to be placed on government watch list just from reading the first 50 pages. Blegh."
4,Carly,1114,1113,This book was absolutely awful. I do not understand how it is considered such a masterpiece.
4,Toby,1115,1114,"ok...I'm giving it 5 instead of 1 because it made me feel disgusting and evil to read it, so i guess it's powerfully written."
4,Kris - My Novelesque Life,1118,1117,"1 STARS""Lolita is a novel by Vladimir Nabokov, written in English & published in 1955 in Paris, in 1958 in NY & in 1959 in London. It was later translated by its Russian-native author into Russian. The novel is notable for its controversial subject: the protagonist & unreliable narrator, a 37–38-year-old literature professor, Humbert Humbert, is obsessed with the 12-year-old Dolores Haze, with whom he becomes sexually involved after he becomes her stepfather. ""Lolita"" is his private nickname for Dolores."" (From Amazon)I know it is supposed to be a classic and while it is well-written I did not care for the characters or the story."
4,Yasmine Alfouzan,1126,1125,"I was going to be mature about this, you know. “Maybe I shouldn’t give it just one star. I mean, it’s very well-written, isn’t it? It’s not the worst book in the world. It’s not 50 Shades of Grey. It’s… literature.” No.I cannot imagine the last time I felt such despise towards a book. The Stand by Stephen King comes to mind, but that book was over 1200 pages long. You can’t blame me there. This book was so bland, that I questioned my love for reading. With such topic, I find it hard to believe, how can it be anything BUT interesting? Color me surprised. This novel is only about 350 pages long, and all I could think about was: when will this one-dimensional drivel be over? I get it. We are reading about an obsession. But this book is so monotone. So repetitive. It was not interesting. It lacked depth. It lacked revelations. Details. Nothing about it was controversial. In this day and age, nothing about this book surprised me or really changed my view about anything in life. Excuse me for not finding (wonderfully well-written) descriptions of how delectable 12 year olds are, something of great interest to me and my life. All in all, I’m glad I read it, just so I know exactly what to say whenever someone tells me that they thought Lolita is a work of art and one of the greatest books ever written. "
4,Gis González,1129,1128,No... no no no no....
4,Patty,1136,1135,"I did not like this book at all, I never finished it and never will."
4,Kettleen,1137,1136,"I would give this book 1.5 if I could figure out how to do it. I did not hate this book and I did not like it, I read it so the prose is not awful, in fact the writing style is enjoyable in places. Everything and everyone else is dislikable in the extreme, what's most interesting is that anyone ever thought that this was a comedy or a classic."
4,Abice07,1138,1137,"I'm not sure how V. Nabokov style of writing granted this book so much fame. Personally I felt this story quite sicking and I'm not sure how you could view it any other way. Simply it's about a self absorbed pedophile, the things he does to his step daughter, and how he rationalizes his disgusting actions and borderline brainwashing. I couldn't get past the pedophilia in this book, maybe some people can? "
4,Clare,1139,1138,"This book has caused more controversy in my book club than most! It is a hard read for a mother with daughters but in its defence it is beautifully written and in his 3rd language to boot! Some of the members of my book club have decided not to read more than the first 14 chapters as they think it is morally shocking but there is pathos, humour and wonderful literature if you can get past the subject matter! "
4,Parvati,1147,1146,"I just wanted to throw up the whole time I read this book. I don't care how well you write, I don't wanna read about pedophilia. Makes me sicl=k."
4,Yasmin M,1148,1147,What in the name of fuck?.. I don't even..
4,Cora,1154,1153,"Okay, so apparently this book is a classic and all, but I must admit I struggled to complete it. This was the first book chosen for my newly formed bookclub; I'm surprised that anyone showed up to the next meeting.Apart from the pedophilia bordering incestuous story line, the book was just plain hard to read. Paragraph after paragraph describing every detail to it's simplest form. The other major turn off about this story is the narrators narcissism; several times throughout the story the Humbert Humbert addressed the reader outside the storyline to discuss his effect on the ladies. It was a reach for me to identify with the main character on any level. Bouts of mental illness that the narrator/main character experienced throughout the book made it difficult for me to decipher reality from his delusions. You can imagine how this element contributed to the readability of this story. In conclusion: a slow, perverted, hard to read fictional story meant to be read as a memoire by a pedophiliac narcissist. The end. "
4,Raya Aljundi,1155,1154,لا استطيع وصف الشعور السيء الذي اعطتني اياه ال ١٧٠ صفحة التي قرأتها ، وكنت قد قرأت هذه الصفحات في انتظار تحسن الرواية ولكنني شعرت بالغثيان !! فتوقفت نصيحة : لا تقرأ الرواية مجرد رواية منحرفة ليس لها اي مغزى !!
4,Azra,1158,1157,"The writer knows his job, his thoughts and sayings are very good and he knows how to represent bad and unlogical things in his favour but I just couldnt deal with the fact that he is somehow sexually harassing 12 year old girl, because under all circumstances that's what it is. That was enough for me :)"
4,aRee,1159,1158,"Mungkin karena buku ini sedianya berasal dari jaman yang berbeda dimana kata-katanya amat penuh dengan simbol dan deskripsi hal-hal yang nggak gw pahami, jadilah saya sering melompat-lompat dari halaman ke halaman berikut.Singkat ceritanya...gak paham...apa karena terlalu sastra utk otak dan selera saya yang modern? ;P Entahlah...Pastinya, ada banyak perbincangan mengenai buku ini dengan semua penghargaan yang katanya pernah diterima dan kontroversi yang dia timbulkan. Harapan saya agak tinggi waktu membaca buku ini. Seperti salah satu buku karangan anak bangsa yang membuat saya melihat banyak hal yang saya tidak bisa pahami pada pilihan menjadi penyuka sesama jenis. Yah...menurutku Lolita gak sedikitpun kasi pengaruh seperti itu.Seperti yang saya lihat di salah satu review (Natalie kalo ga salah), dia benar2 mendeskripsikan pemikiran saya. Tidak ada ambigu moral setelah membaca buku ini, kesimpulannya tetap: Humbert 'sakit'. Lolita tidak mencintai Humbert dan yang dia lakukan pada Lolita, terserah dia bilang dia cinta, adalah pemerkosaan. Anak sekecil itu belum mengerti dan dia memanfaatkan itu. Dia menahan Lolita, membatasi pergaulannya dan..kapanpun dia ingin, he just do that to her. Gak peduli dia sakit, gak peduli dia nangis. Mengerikan...dan di review buku dibilang ini adalah salah satu novel terbaik sepanjang masa?? Aduh..."
4,Alyssa Armstrong,1160,1159,Did not finish. Super creepy.
4,Ashlie,1162,1161,"I actually didn't finish Lolita... yes, the writing was beautiful, but it just wasn't my thing. I just felt more and more uncomfortable getting deeper and deeper into that creep's head. I'm all for freedom of speech and there's little I hate more than censorship, so go Nabokov... I'm just not going to read it."
4,Doreen Cenci,1167,1166,"I never stop reading a book even when i hate it. But this book...ugh! I was able to put aside the inappropriate and rather disturbing subject matter, but I found Humbert obsessive to the point of annoyance. There were some times where i felt sympathy for him. He obviously never moved on from losing his first childhood love, Annabel. I loved how Nabokov used Poe's Annabel Leigh poem as his inspiration. Also I enjoyed Nabokov's dark sense of humor especially when Humbert would speak about Charlotte or plan or demise. I really wanted to like this book and even as I type out my review I think maybe I will try to continue. As of now, I am walking away."
4,Sammy Nicholas,1170,1169,"I had to read this for class, and I didn't get passed the second chapter of Part 2. There was a whole bunch of unneeded details or details that got redundant because they had been previously mentioned. So basically the book is about a PEDOPHILE who falls on love with this girl Annabel when he is also a boy, and forever only likes young girls, even though he is no longer a boy. He marries a woman who cheats on him and then divorces, he calls young girls that remind him of Ana nymphet, which are young girls between the ages of 10-14 that are just experiencing the brushes of womanhood. Then he meets Lolita, marries her mom, Charlotte, to stay close to her, and then they travel the U.S. Lolita eventually grows sick of him and runs away, and finally he realizes that his sick perverted self cost Lolita her childhood. It is a long book, and it is pretty hard to get through and the language is confusing. It is not worth the time, and if you have to read it Sparknotes is your best option. The characters were alright, but a lot of them were alike, which I realize is a common theme throughout the book, and it just made the characters all run together. If you have the option, don't read this book, it is awful."
4,Katie Wallbom,1173,1172,"I picked up this book, not really knowing what it was about, but hey it's a ""classic"" and must be good. I hated it. I kept reading, hoping that there would be some point. When I finished, I promptly threw it in the trash. I don't feel bad about it either & I love books.What happens in this book? Older man sleeps with a child, they drive around the country, and she ends up barefoot and pregnant in a hovel. The end."
4,Ludmirska,1178,1177,i hate this book!
4,Nancy Varley,1182,1181,Worst book I have ever finished. Felt compelled to finish just to say I have read it. It was written in an interesting manner but I did not care about any of the characters and the subject matter was awful. 
4,Teanna,1185,1184,"I felt like such a pervert reading this, that I couldn't even finish."
4,Jennifer Anderson,1186,1185,creepy gross
4,Ramiz Qudsi,1187,1186,:-/
4,Coco Torre,1189,1188,Ugh. Just couldn't get through it. Sick bastard.
4,Sara floerke,1200,1199,"I picked this up because it is a ""classic"" and I was reading ""Reading Lolita in Tehran"" and felt I needed the background. But this was like sifting through a dumpster from a fast food restaurant in order to find a quarter. Yuck.I didn't miss the point. It's written from the viewpoint of a pedophile. He knows he is evil, he knows this is all wrong, but I decided with a little prodding from the Spirit, that I didn't need to be dragged through all his twisted ideas. Why descend to hell if you don't have to?"
4,Zahra Hassan,1201,1200,"if it deserve a star is for the fluency of the story, other wise its a story of a paedophil trying to gain the world sympathy by convincing them it was the poor Lolita- who was crying for help all over the story - seduced him first and it was for her he became criminal at last.and it gives every paedophilic a reason to continue destroying many childrens life by calling this story ( a classic )"
4,Logan,1202,1201,Adored mostly by stupid internet chicks who seek attention by acting like 5 year olds.
4,Candace Larson,1204,1203,"Although I admit the book was written beautifully, I was never able to get over the subject matter. I generally dislike reading a narrator with zero redeemable qualities. I pushed through because it is on virtually every top 100 books-to-read list and because it came very highly recommended. I was ready to stop 20 pages in and, while it did get easier, I still felt dirty and gross. One critic called this book ""the only convincing love story of our century""--I disagree. It is about obsession, justification, greed, and the dismissal of human decency.I may be considered a prude or perhaps I missed the point of the novel. Regardless, I'm giving this book one star because I disliked reading every page."
4,Mason Thomas,1205,1204,"It took my awhile to write a review on this book because I really needed to digest what it was I had read. I hated this book. I absolutely hated this book. I love books that show man's decent and ultimate fall, but I just couldn't get past the pedophilia part. The description of his deep mental perversion for nymphets was just too much for me to read. It was disgusting, which I guess means the author was successful. I wrote on my American Psycho review that Easton Ellis wrote a book that was gorgeous but grotesque and it wouldn't be right for everyone. That is what Lolita was like for me. I respect the book for what it is but would not recommend it to anyone and would never dream of taking a second look at it."
4,Patricia O'Brien,1208,1207,It's well written but does that make it a good book? Vladimir Nabokov may know how to string words together but the cold hearted misogynistic stories he writes just make me want to throw his books across the room. I was alternately bored and appalled by the intellectual sniveling of Humbert. If I wasn't forced to read Lolita and Pale Fire for a class I wouldn't have bothered with them. What a waste of time. 
4,Mae-Lynn,1210,1209,"I'm into controversial subject matter in books, so I thought I'd love Lolita. Nope. I was bored. I didn't like the writing style. It just wasn't what I expected at all. I couldn't even finish the book. ""The most beautifully written book of all time""? Yeah right! I don't see what all the hype is about. "
4,Rachel Mackenzie,1215,1214,I made it about 80% through but I refuse to subject myself to the torture that is reading this book any longer *shakes head*
4,Greta,1219,1218,"Positive thing I've found about this book was the rich vocabulary and the expressions. A really talented author.Furethemore I was quite disturbed by the context and the similarity of the whole storyline, it was quite a boring read, the only reason I kept going was with the hope it picks up and the vocabulary. I have heard so many good things about this book but it did not fulfill my expectations."
4,Lizzie,1220,1219,"I honestly cannot understand how or why on earth this bizarre book has been labelled as a 'modern classic'. Perhaps I am missing something, but this is one of the most awful books I have ever had to read! The language is far from poetic; it is utterly ridiculous, and the characters are thoroughly unbelievable and unrealistic. "
4,Ann Single,1226,1225,"Nabokov says Lolita tackles one of three American taboos. Personally, I wish he'd used his considerable talent to write about a mixed race marriage or a successful atheist. It's hard to smile along with Humbert when I can hear a child sobbing in the background. I don't buy Humbert's remorse and think the author has a disturbing lack of compassion for Lolita who is not some siren-like creature. She's a little girl who is most horribly abused."
4,Jackie Marlowe,1227,1226,Should be banned! Ugh!
4,krlittleton,1230,1229,"My husband FORCED me to read this (in his defence, I had FORCED him to read several of my favoritses). There is nothing remotely redeemable about this book. I realize that it is a supposed masterpiece but...UGH. The characters are all horrible and the writing is nothing spectacular. And, it wasn't the subject matter that put me off; it was everything. I am sure some think I am missing the larger philosophy, but...UGH (again). Honestly, I am still mad at my husband for making me read this. "
4,Michele Even,1239,1238,hated it
4,Divya,1243,1242,"Disgusting, vile, perverted, yuck. Literally gagged."
4,Hor Haithm,1247,1246,!حقيقة لا أدرى ماسبب كل هذه الشهرة من وجهة نظرى انه عمل كلاسيكى سمج وبلا أى معنى من الدرجه الأولىهى عبارة عن رواية بائسه تجسد الاشمئزاز بكل شكل ممكنمافائدة السرد عن شخصية نهمه متحرشه بالاطفال وللكبار وقت الحاجة نعم هو جسد السوء والقبح والخطيئه بشكل مفزع مقزز ولكنحاولت البحث عن فائدة أو فلسفة واحدة أخرج بها منها ولكن بلا فائدةلا أنصح بقراءتهاالوقت أثمن من هذا فلنستغله فيما يفيد
4,Christine Beaulac,1249,1248,"I hate this book. Pulled my bookmark half way into it, after quickly reading other reader reviews/comments and decided that I've wasted enough time on it."
4,Rose,1250,1249,"I wouldn't read it again if I had to. It was really good in the writing, but the story was really boring."
4,Mariam Elgilany,1251,1250,معرفش ليه عندي مشكلة دائما مع الادب العالميمعرفش بسبب الترجمة ولا انا قدراتي العقلية لم تصل بعد لتقدير تلك الرواياتبس حقيقي قصة سخيفة وغلسة ولو حد شايف فيها قيمة انسانية ياريت بعض التوضيح
4,Tiphaniemolle,1256,1255,"This was a painful read, for many reasons. Maybe I just need to give up on classics because I'm always so disappointed in the end. I'm not sure why Lolita gets the great praise it does, it's just an odd story written in fancy English."
4,Lisa Loeb,1257,1256,I hate this book. Giving it one star was the most generous gesture I have ever made. Can anyone explain why this is on anyone's syllabus/reading list?
4,María Greene,1259,1258,"Sí, sé que es un clásico, probablemente tendré que intentarlo de nuevo, pero... no pude terminarlo. ¿No encuentran odioso al protagonista? Es prácticamente un viejo lascivo babeando sobre una prepúber. Huácala. Parece que sigue siendo demasiado fuerte para mí.No puedo negar que la pluma de Nabokov es estimulante. El principio del libro... es atrapante. A mí me dejó mal. Pero después sentí verdadero horror. Ya, quizá sigo siendo muy pechoña. Quizá lo intente después, pero por ahora una sola estrella, y no solo por el comportamiento pervertido (jaja), sino que porque, durante lo que alcancé a leer me pareció solamente eso, el retrato de una obsesión... nada más que eso. El largo relato de una obsesión. No hay mayor gracia en eso, me da la impresión. No encontré lecturas secundarias.Lo intentaré de nuevo más adelante. La tercera es la vencida (y si no, filo)."
4,Mira,1260,1259,"I hated this book. At the beginning it was interesting but then it got SLOW like FOREVER!!! i couldn't finish it!! he kept going on and on and on... it's i dunno Boring!!! Maybe back in the day it was a big HIT, but not now!"
4,Acer Pseudoplantatus,1291,1290,"My only reason for forcing myself to read Nabokov's Lolita was the recommendation and praise for it by a very good friend of mine, who had made me aware of Julian Barnes (a now favourite writer of mine).Her description had raised high expectations that were disappointed greatly. I wanted to like the book, I tried to like it and I continued to hope for some redeeming qualities while I was reading. But I couldn't. I can't stand it. Not a single bit; not a single aspect of it. And never has a book annoyed me so much.I'll discuss the style  first, since with this book it is style over substance and this style is being praised as beautiful, great and even genius even by many of those giving the book bad reviews. The way I see it, the style is neither; Language-wise, even though there are a few beautiful descriptions, the writing is decorative, hollow, pretentious (incredibly so), self indulgent, weightless in the bad sense, overwrought, smug, self regarding and sterile; a miserable failure at an attempt of being poetic not for artistic reasons but for appearing cultured and erudite. The style of the narrative  is repetitive, rambling, tedious, chaotic (switching between first and third person, in the beginning it was often unclear whom he spoke of) and unreliable (I still cannot understand, why some people seem to be so fond of unreliable narrators). Certainly the ""mastery"" of language displayed (word-plays, literary devices and so on) is impressive (especially when considering that English it is Nabokov's third language),however to me it is mere technical linguistic wanking,meaningless for the most part; eloquent without saying anything. I find neither beauty nor artistic validity or valuable essence in this technical exercise. Content -wise it is the attempt of Humbert Humbert to convince the reader that he, despite having raped a 12-year-old over and over, being a psychopath who degrades and objectifies women and a manipulative murderer he is actually a good guy. And not just a good guy, but a victim of ""demons"" (that disgusting and deluded ""nymphette"" concept as well as stating that he was ""seduced"", despite an failed attempt to drug and rape Dolores), that his objectification and abuse (what I mean here is not just the rape but the abusive relationship; isolation, control and so on) of a child are love and that being a paedophile he is aesthetically ahead of the curve for being able -unlike most men- to identify ""nymphettes"". Oh, and he's oh so tortured. And through all that he is condescending, degrading, often repeating how great he looks, how cultured he is and how he could have any woman. The excessive use of French again seems like an effort to appear cultured; not wanting to communicate any other idea but his own ""greatness"". But wait, it gets worse; he is one of the most flat,one-dimensional characters I've ever encountered. There is noting more to him than narcissism, occasional self-irony (yet not nearly enough to be redeeming in any way) and paedophilia. An abhorrent story presented or should I rather say distorted by an narcissistic psychopath. In conclusion ; I consider Lolita overrated rubbish; .a unjustifiably glorified (well crafted) piece of shit. The only way I can explain to myself that this book has become a classic and is so highly regarded, is that critics love(d) the pretentiousness and shock value and most readers are afraid of being called philistines or prudes. How someone at Vanity Fair can write that it is ""The only convincing love story of our century"" is beyond me; having not read the article I only hope that it was a sarcastic mockery, that the publisher mistook for praise, for it is neither convincing nor in any way about love. "
4,Anja,1293,1292,"DNF at 55%This is a first. I just dnf'd an audiobook. This has never happened before...Why the hell is this a classic? Because some guy said so? Because of the oh so beautiful writing style? Why?No, don't bother. I don't give a flying fig, tbh.This book is just awful. It's boring, tedious, verbose, and pretentious. And the main character is nothing more than a perverted asshole who never owns up to being a perverted asshole. All he does is justifying himself.Ugh. Ugh ugh ugh ugh ugh. Ugh."
4,lafon حمزة نوفل,1297,1296,Amazing writing. Incredibly vivid description. And yet I did not like it. Perhaps this is because I know that I am not secure in my own understanding of the world. Or that I realize that I am not ready to read about parts of humanity (word used loosely) alien to me. At any rate whatever the cause I only reccomend this book to people who know who they are completely and without judgement.
4,zainab,1300,1299,مضيعة للوقت والجهد والمال !
4,Max Claus nunes,1303,1302,I couldn't finish this book. I didn't like it. Probably because of my English level it was too hard to read. Anyway for me the story was boring.
4,Oliver,1304,1303,I didn't find it particularly interesting.
4,kari,1312,1311,no
4,Hafsa Essa,1319,1318,روايه سيئه اعتبرتها مضيعه للوقت لا تستحق القراءه..تتجلى فيهاكل معاني الانحلال الاخلاقي... 
