"","X","user","review"
"51",50,"Olivia Langford","First of all, I had to change the book on my shelf because I had accidentally picked a version here that was marked as abridged and I did not read the abridged version.This being my first exposure to Russian Literature, I wasn't prepared for what I began when I picked up this book several years ago at a used book store. This is not an easy read and I reccommend using Cliff's notes or another form of literary help when delving into this one. I didn't do that, and I think the novel would have been much more enjoyable for me if I had. The psychology and philiosophy in the story interested me most of all, as well as the main character Raskolnikov. While I felt sympathy toward him, I also felt pity, and was confounded at his choices. The writing is powerful and thought-provoking, albeit achingly slow.I gave this book two stars simply because I felt as though I were trudging through it. I consider it a feat that I even finished it, given my usual lack of patience for ""slow"" reading. I reccommend this book if you like classical literature and are not too impatient. A good memory helps too, as each character has about three different names that the narrator uses at any given time, and it can be very distracting if you can't remember who is who.If you do decide to go for it, good luck and keep with it. The ending (or perhaps just being able to say you finished it) will make it worth your effort."
"52",51,"Bardha Ajeti","Although a classic, this book was just really long and repetitive! Rasknikov plans the perfect murder- killing the pawnbroker who is hated by almost everyone. After committing the crime, Raskolnikov feels guilty for his action and tries to forget that unforgettable night. "
"53",52,"Doug Wright","Wordy wordy wordy...I know he's a classic, but I couldn't hang with 100 page descriptions about one scene...and the internal workings of a mad man's mind. But I would give this one a try again someday."
"56",55,"Roby","الكتاب ده مش عارفه اقيمه لانى مش عارفه اكمله ابدا كل ما ببدأ فيه يصبنى نوع من الاكتئاب ما اقدرش اكمله "
"57",56,"Ryan Mishap","Pretty silly from a modern viewpoint, but and intense murder scene."
"62",61,"Dr. E","Although vastly important as a classic, this one was both a crime and punishment for me as a teenager."
"65",64,"Silvana","Don't be angry with me, all ye Dostoyevsky fans!I could've given this book 3 stars but unfortunately it has the following traits that I could not ignore:- It got me yawning several times (a 3-star book could bore me at times but never induce a yawn) - The story should be much much more concise so it would be more efficient. I suppose 250 pages (around half) would have been great. Should have been a novella, even, as initially planned by Dostoyevsky himself (tut-tut...)- the self rambling of Raskolnikov is enough for anyone to tear his/her hair out. He's absolutely my least favorite character in the book. A wretched loser who didn't deserve any sympathy from me.- the overlengthy soliloquy/monologue/dialogue is too much for my taste. ""Get to the effin point, will ya!"" or ""So....what's your point?"" or ""Geez, this dude lost me at his third sentence..."" are my most used expressions when reading this book.Oh c'mon Silvana, are you sure this book, this so-called masterpiece classic, world-renowned, critically acclaimed, monumental writing, yadda yadda yadda, has no positive traits at all?Well, of course there are some. Well, I think the first hundred of pages are quite enthralling. Dostoyevsky was good with weaving words and stuffs (despite the lack of editing skill) and I've read worse narration from other classical writers. Most of the characters were predictable stereotypes, but as an ensemble they're okay. How about the philosophy? Was it THAT boring? Well, not exactly. Some ideas of nihilism and stuff were quite enjoyable to read. I also think this book is still a must-read if you're curious enough about Dostoyevsky and/or Russian literature. Ok so Dostoyevsky, Tolstoy, Solzhenitsyn, checked. Turgenev & Chekov next?"
"66",65,"Mindy Burch","Well, I gave this one the old college try. I couldn't get through it. There's something freeing about not finishing a book. I no longer finish just because I should. Ahhh."
"67",66,"Human Johnson","I really wanted to enjoy this book. I have started this book on three different occasions; this time making it to page 179. I just couldn't get into it even though I am intrigued by the concept."
"69",68,"Eugene Slaven","I liken the experience of reading Crime and Punishment to that of an exhausted man clothed in rags crawling through miles of desert in search of water. This is the only book I recall reading in my adult life that I desperately wanted to end. If you suddenly crave a 19th century Russian classic, and you're one of those people who has to finish a book even if it doesn't hold your interest, do not read Crime and Punishment.This exceedingly brooding tome is not terrible, per se, it's just not that good. The value you derive from reading this book is directly correlated to wasting your time.The main problem with the novel is that whatever insight into human nature C&P elucidates is buried under endless words: long-winded, often pointless monologues; trivial details about people and places; and redundant dialogues. There is no comic relief, no break from an intensely morose narrative. If you hate your life, I guess it couldn't hurt to read this tedious criminal drama/ soul crusher. But if you're not suicidal or not majoring in Classic Russian Literature with a concentration in Kill Me, there’s really no reason to pick up this book. The only reason I was compelled to read it is that ever since I dabbled in existentialist literature in high school—Camus, Sartre, etc.—I had heard that C&P is one of the original existentialist novels. And so I always wanted to give it a shot, even though I have grown to dislike Camus and Sartre, because I consider existentialism a rather trite rehash of other philosophies. The existentialist themes—e.g. alienation, absurdity—are woven through the novel, but their potency and resonance are greatly dulled by the clumsily constructed plot and, to be redundant, endless words. After nearly three months of struggling through this massive and gratuitously verbose tome, I have finally crawled out of this brutal literary desert. "
"71",70,"Alina","I may be the only Russian who didn't love this book. I got angry and frustrated with it, and was swearing under my breath while reading it. So it got me engaged emotionally, if not intellectually."
"75",74,"Cuatro","tedious.... very tedious...."
"77",76,"Rema Mohamd","you realy don't know after reading the novel the diffrence between the crime and who realy deserve the punishmint ;)"
"78",77,"Federico","Scritto magistralmente, e molto appassionante, per�� continua a non piacermi particolarmente, Dostooevskij."
"82",81,"Eidam289","S touto knihou som to vzdala. Bolo to obrovské sklamanie. Ešte prvých 100 strán sa táto kniha pohybovala vo sfére čiatateľnosti, ale potom to išlo veľmi prudko dole. Väčšinou mi nevadí, keď v knihe nie je veľa akcie, keď je o zaujímavých myšlienkach a úvahách, ale akcia tam úplne chýbala a to, čo predvádzal Raskoľnikov podľa mňa rozmýšľanie nebolo. Bol to sled náhodných slov, ktoré občas dávali zmysel, ale častejšie nie. Jediné rozumné veci, ktoré v tej knihe niekto povedal, rozhodne nepochádzali od neho. A upozorňujem, že Raskoľnikov mal takmer 150 stranový monológ!!! Samozrejme, boli tam našťastie párstranové prerušenia, keď sa zvyšné postavy bavili o tom, čo sa deje alebo riešili vlastný osud (a tieto časti boli naozaj dobré), ale všetko sa točilo okolo Raskoľnikova, ktorý sa stal jednou z mojich najneobľúbenejších knižných postáv a definitívne tou najotravnejšou knižnou postavou vôbec. Čo sa klasiky týka, vedela by som jeho chovanie prirovnať možno k Daisy z Veľkého Gatsbyho, ale aj tá sa chovala rozumnejšie ako on a aspoň sa 400 strán vo Veľkom Gatsbym neriešili jej ""myšlienkové"" pochody. Nedokážem si predtaviť, ako je možné, že táto kniha sa môže niekomu páčiť. Mám klasiku rada a na túto knihu som sa tešila, ale bol to podľa mňa des. Tešila som sa na ďalšie Dostojevského knihy, ale teraz veľmi vážne pochybujem o tom, že si ich prečítam. "
"83",82,"Amy Herrington","Maybe one I need to read again to get the full impact. As it was, I found it a bit hit and miss. "
"84",83,"Kini Chang","Seriously disliked this book but I think it was cause I was forced to read it my senior year in school. I think it might deserve another go. "
"87",86,"AnnaMarie","Finally done! This is a supremely long and boring book. But, I had to see what happened at the end. Some parts were interesting, but he could have easily cut out a few hundred pages. :) Never read that again."
"88",87,"Karen Hanson","Not really sure what the big deal is about this book. Very forgettable. Maybe I just don't like Dostoyevsky."
"91",90,"Clay","Okay, I give up. I've tried several different authors' books, but I'm faced with the inescapable conclusion that 19th century Russian novels just aren't for me. That's right -- I'm talking to you, Fyodor."
"99",98,"Synnin","My 2 stars are given only because i read that one too early. Being 14 and reading stuff like is EARLY. Unfortunately it was included into 9th grade school programme and i had no other choice than read it. I didnt really understand anything, it seemed boring and tedious for me, like to any 14 y/o kiddo.I will definately re-read ""Crime and Punishment"" NOW. It's a brilliant piece of literature absolutely worth reading.Of course if you got used to easy romance or detective reading - give up to like Dostoevsky."
"101",100,"Lisa J","can take this in only chunks.Yep, I gave up."
"102",101,"Clara","I probably could have loved this if it were about 300 pages shorter, but as it was, I had to drag myself through most of it. What's really disappointing is that just getting rid of the repetition could have gotten rid of most of the annoying length."
"104",103,"Elisabeth","The real punishment was reading it. "
"109",108,"Jared","I know it's a classic, but I've tried reading it twice and still haven't been able to finish it."
"110",109,"Lindsay Leshin","I tried, I really did. I am not sure if it was trying to keep track of all the similar looking Russian names or, again, if something was lost in translation, but I just couldn't get myself into this book. There were some bits of good reading when the narration was describing the thought process of Raskolnikov (how he was regretting his decision to murder the pawnbroker and her sister, his internal struggle at trying to make sense of the situation), but other than that, I wasn't thoroughly impressed. Looking back, a lot of it actually reminded me of Les Miserables, not only did you have the story of the despicable main character, but you had the side story of many other miserable people as well (Marmeladov and his wife, Dunya, etc. {and yes, I had to look in the book to spell all of these characters' names correctly}). I am not totally deterred from Dostoyevsky, but for now, I am deterred from this book. Maybe I will try again in a few years. "
"112",111,"Blake","Dostoevsky has not impressed his talents upon me. This story contained a wonderful intensity and at it's end a kind of catastrophe's calm aftermath. The feelings it bears in one are strong and well-defined, yet divorced from the characters and narrative. Perhaps The Brothers Karamazov can redeem him for me."
"115",114,"Ariel","Eh. I didn't enjoy reading this book. The twists of the plot make me want compare the author to Charles Dickens (who I don't much care for either). I prefer my twisty-turny soap opera plots in my television, and sexy-ified, thanks. To me, Raskolnikov as a character is what the book was all about, which is probably quite shallow (?). I didn't find R. particularly compelling in the way that others seem to. His madness/mania/whatever you want to call it didn't resonate with me (at least not at the time at which I read it), which is to say that I do not see my face reflected in his (as he sees his own face reflected in his victim's eyes...). The fact remains that R. is certainly a useful character to know, if only for the myriad pop culture references made to him. "
"116",115,"Robert","Pure agony. Maybe I'll give it another try someday."
"122",121,"S.","I kind of hated this, to be honest. Talk about pages upon pages of repetitive inner turmoil. If it wasn’t Rodya, it was the insufferable Katerina Ivanovna (whose turmoil was more external and just as tedious). I thought it might be better to read a book about C&P, say a Freudian interpretation, rather than the novel itself. Apologies to the Russian lovers, whom I count myself among.Hey, good structure, though! I liked the episodic narrative. "
"125",124,"Jane","I wanted to like it because it's a classic but found it too slow."
"127",126,"Brian Edwards","Having to read this book is cruel and unusual punishment for any crime. Tedious. Monotonous. Longwinded...Russian. Read MacBeth instead."
"139",138,"Isaac Cooper","Too, too long and boring. Has some interesting ideas, but the prose is so dense and packed that reading it becomes a chore."
"141",140,"اندروماخي","بانسبة لي ""شخصيا"" مللت من تكرار الشخصيات ..ويبدو ان الاخوة كارامازوف هي الافضل عموما هذا رابط لنقد افضل عن الرواية > http://www.arabicbooks.co.uk/2012/11/..."
"150",149,"Surfing Moose","Well finally finished it. The characters were overwrought and ham actors of old. Not that enjoyable of a read. I must admit the only section I enjoyed reading was the epilogue."
"151",150,"Suzie","I feel that reading this is a punishment....and should definitely be a crime. Well, the day has come, I'm finished!!! I have conquered the first quarter of school!"
"152",151,"Eveliina"," Did i miss something or why this book was so boring? I really liked the characters and they were the only thing why I bothered to finish this so called 'masterpiece'. "
"153",152,"Rama","i really enjoyed reading this one , and i couldnt wait to see how it endsi really didnt like the ending though..."
"159",158,"Wijdan","I have never seen such a long dialogues and monologues! I was so overwhelmed by them.It was also so psychotic and depressive it left in low spirits! and it's only January!I never wrote such a long review but this is a strange book and despite the hateful things I could say about it, I still believe it is a good one if you skip the dialogues/monologues."
"168",167,"Fraser Hoban","Maybe one I'll finish it, but the main character is still lying in bed and life might just be too short for this one"
"169",168,"Ina","Actually i feel guilty about my rating. I tried to find some good things in this book, something that would change my mind about it or make me look differently at some aspects concerning Raskolnikov and crime he commited. But nope. No. Nada. Zilch. I'm blaming myself that i don't understand such a great peace of classic, but for me ""Crime and punishment"" was like a theatrical performance. Everyone was way too much expressive, emotions were exaggerated and everyone was.... just hysteric.And after i finished it, i started to read reviews and some said that maybe in original ""Crime and punishment"" is better than in translations. Well, i need to dissapoint you. It wasn't better. Not in english. Not in latvian. And not even in russian.Maybe after some five or ten years i will re-read this book and my thoughts on it will change, but right now i can't stand that everthing in this book was overdone. Even if it's a classic.There! I said it!(you see even my review after reading this book is hysteric -_-)"
"170",169,"Yebbey","Story about law student who murders an acid old pawnbroker for money that he would use good and take he out of misery. Killing succeeds but he feels guilty and ends up in Siberia.The only good idea in the book was the same of Nietzsche, that there is no God or values that man cannot step over, if needed. Otherwise the book is slow paced and over described - pretty much boring."
"172",171,"Monkey of Doom","Required ReadingHa! I've finally started it!"
"175",174,"Min","I didn't really like this book. It was very slow. I guess if you read it when you're older, it's more interesting, so I'll give it another try in a few years because I saw some great reviews on this book, and the concept of it was really good... Overall, to me, it was a disappointment. "
"179",178,"Jerry","should prolly re-read it."
"181",180,"James Knowles","It's a decent story that deserves to be rated higher. However, personally I find Russian literature quite tedious, generally. Crime and Punishment was no exception. The story itself leaves a lot of questions unanswered especially with some characters' motivations for their actions. After Raskalikov's crime (I don't want to inject spoilers) I went back and re-read a couple of times, but was left very unsatisfied with regard to his own motivations. It's as though Dostoevsky wanted to just get to the aftereffects of the crime. That's what the book is about, so I'm willing to overlook a somewhat clumsy handling of the dirty deed. I took this story in small bites, reading over the web on my iPhone during moments of ""down time"". The book may be found at www.bartleby.com/318/"
"182",181,"Humphries","For me this was a tough book to read but, I'm glad I did. This book explores the human mind, paranoia, and what ""normal"" people can do when they are desperate."
"184",183,"Anothermattking","At times it felt like I was the one who had committed the crime and this was my punishment. Labour intensive read."
"185",184,"Grayson Queen","Have you ever been hyped for a movie and then when you see it find that the movie is just average. But you know if there hadn't been that hype you might have had a better opinion. Exact same thing here.Crime and Punishment has been heralded as a classic, praised and assigned as necessarily reading. I question however, the title of ""classic"" that has been given to this book, because to be a classic I think it should be also good. The fact is the only reason it's been given the title is because it's old. There is little a person can get from this book other than an insight into pre-Stalin Russia and the mindset of it's people.Most of the book consists of characters over verbalizing and ranting about this and that, making it feel more like platform for half realized philosophy. The same kind of philosophy that's developed by youthful ignorance. the other half of the book is filled with descriptions of people fainting, trembling and having fits. While I'm no expert on historical psychology I feel like all these frenzies were a dramatization that made the novel untrue to reality. Somewhere deep in paragraphs of diatribe from the main character I thought I was reading a poorly written play, watching Raskolnikov pace the stage talking moaning out loud about his thoughts so as to keep the story moving.And I know that it's uneducated of me to complain about, but I found the fact that every character had multiple names distracting. Despite knowing that it's a culture matter of translation.In the end that I had been duped. Crime and Punishment was less about punishment and poor about the criminal activities of the poor and unfortunate. Dostoyevsky may have attempted to compare the morality of humans and their crimes, but only succeeded in revealing his own person beliefs that in this day and age look petty, self centered and lacking integrity."
"186",185,"Dedarth","I decided to read this book for 3 reasons- a. I needed to read a classic for one of my book challenges, b. I am always partial to murder plots and c. I am also partial to Russian names. The only think the book delivered on was the Russian names and I am done with a classic. The plot on the other hand was let down. So Raskolnikov is a supposed brilliant mind, the synopsis says so, the author implies so - but I remain unconvinced. Raskolnikov, to me, feels like a delusional, pompous, week willed character with more luck than brains. But, most unforgivable of all is that he is so uninteresting, even in his angst. Maybe he is uninteresting because of his angst? I am not sure.What I am sure is that I would have loved the cast and plot if it could only have been rewritten by Somerset Maugham. "
"190",189,"حاتم عاشور","رواية قاسية أليمة .. حتى لم تعلم الحقبة التي كُتبت فيها فإن اللون الأسود والأبيض يعبق بكلماتها .. يحاول أن يوصل الكاتب رسالة أن الآثم سوف يعاقب ولو لاحقاً بما جنى على نفسه ولكن تفاصيل الرواية كثيرة جداً وتشعر بأن عديد الأحداث والسطور لا قيمة لها وإنما هي سرد فقط .. ومع فرق الثقافات الواضح في الأسماء يجعلك تضيع بين الشخصيات تماماً .. فتجد للشخصية أكثر من اسم طويل يجعلك تأخذ كثيراً من الوقت حتى تستطيع التمييز .. لم أستمتع بها أو أعش جوّها بالرغم من جودة الترجمة واللغة."
"192",191,"Janelle Kwan","After much hype from just about everyone I knew, I decided to pull out the Dostoevsky... I liked it, but I much preferred The Brothers Karamazov. "
"193",192,"Knightreader Mullen","Could not finnish it. It was too slow for me."
"198",197,"John Hernandez","Al fiiiiiin despues de tanto tiempo logre acabar este libro, la trama me parecio muy interesante pero el libro en si me parecio demasiado aburrido, el autor alargaba las cosas mas de lo que debia, lo dialogos entre los personajes se hacian muy monotonos, y cuando al fin pasaba algo interesante el libro se ponia aburrido y llegaba a cansar."
"200",199,"Nicole Fowler","Found it too over-dramatic, dragged out, soap-opera-in-a-book. Plus, not to mention that it was originally written in Russian, so some of the translations were a little obscure. Good plot, good ideas, just a dull presentation. It was very hard to read and finish this book, but it wasn't bad- just not a book I would recommend."
"204",203,"Monika","To be honest, I know I may be lynched for this, but I actually didn't enjoy the book at all. The idea is good, but the execution not so much to my liking, plus suddenly - POP! - propagating religious stuff. Nooo thanks. Dostoyevsky in general doesn't seem to be exactly my cup of tea. Still, I might be wrong, I need to read more stuff to make my mind up."
"210",209,"Isis","Maybe it's better in Russian."
"211",210,"Kelli","I enjoyed what I have read of this book, but I never seem to finsih it. I have tried at least 4 times to read the book in its entirety, but something always comes up as I reach the last 5 chapters and I have to put it down. Maybe someday I will finsih it. "
"215",214,"Will","One would think it is obvious by the title, but I read the whole book (including all of the hard to pronounce names) waiting to see if he would get away with it only to find out he ends up in prison! "
"217",216,"Richel","Raskolnikov murdered two people as a ""dare"" to himself. Just that.He thought he can get away with it; but no. He was tortured by the thought of his crime, so he chose to confess. His mother and sister, who knew that it wasn't natural for him to commit the crime, stood by him through his sufferings. Sonia, too, didn't desert him.Their love for Raskolnikov, was what made possible his ""gradual renewal"", his ""gradual regeneration"", "" his passing from one world into another, his initiation into a new unknown life""."
"219",218,"David Miller","Hated it the first time I read it. After re-reading it, liked the general theme of the story but was still thrown off by the overwhelming detail of the work. "
"220",219,"Spiffington","Is painful too strong? Don't think I'm any better of a human being for reading this book. Finished reading it just to be done with it. Recommending some form of surgery over reading C & P."
"221",220,"Ingrid","That's just too much misery - how depressed do you think a book can be?!?! Sorry, I tried but never finished it. I heard there is no happy end to it either..."
"226",225,"Grant_schwartz","I tried so hard to like it. I failed."
"228",227,"Alison Annon","Raskolnikov is weak.Whiny grad student with delusions of self-importance and unending bouts of excessive drama loses his mental faculty after murdering someone he considered an inferior species. Despite his logical assumptions on his spiritual right to murder people, he loses his grip on reality shortly after. Raskolnikov is later redeemed through religion and the love of a broken woman. Are you fucking kidding me??I do not understand the fuss over this classic. I do, however, appreciate the near legendary achievement of reading the entire piece. Based on years of pop culture references, I was expecting something far more dark and dramatic. I was highly impressed at the initial introduction of Raskolnikov's studies on the nature of superman and expected to read some amazing and terrifying acts of depravity. But, as noted, Rodka is weak."
"232",231,"Ale","tedious and numbing.... like most of his work"
"233",232,"Logan","Not worth the time."
"234",233,"Leslie","Jesus, finally finished. The Russians are not for me, although I will admit the last 100 pages were a million times better than the previous 400."
"235",234,"Sean","I didn't finish this book. Two thirds of the way through I just couldn't go on. I think this book is very overrated. It about a Russian student who is so obsessed with the idea of superior and inferior people that he decides that he, as a superior, has a right to murder other people. He does exactly that. Then the book gets so convoluted with dialogue that I lost interest. Oh, well. I gave it a shot. I didn't like the book and I make no apologies for it."
"237",236,"Aly","Like pulling teeth to get though. I read this book for AP English in high school, and, if I remember correctly, the teacher and I just talked about how much we hated it. I got an A."
"240",239,"Emily Sirko","this was nothing more than a noose. no no no no no."
"241",240,"Gabriela","Not quite sure what I think about it. I found some quotes quite interesting, but the character of Raskolnikov irritated me...a lot. So I would give this probably a 2.5. "
"242",241,"Steve Waters","I totally get why this book is so appreciated in the literary world. It's a well-crafted story about a specific time in Russian society that was critiqued by an author who had experienced its roughest aspects. The protagonist (?) represents the epitome of someone who has taken the full abuse of his surroundings and has become a demented, tortured human being because of it. It carries a powerful message, and delivers it well.The reason I gave it only two stars is simply because I didn't enjoy it, and I don't recommend it for someone who is looking for a downright good read. If you're looking to empathize with a downtrodden populace at a rough point in their history and really learn something about the human condition in a book, have at 'er. But if you're like me and you want a book that interests you while maybe teaching you something at the same time, look somewhere else. I realize that makes me sound like a shallow reader, but from a storyline perspective, this one is just tough. The main character is a psychopath (tough to relate to) and the story is intentionally written tediously in order to mirror the tedium of lower class Russian life at the time. Sound enjoyable?"
"244",243,"Michael Abbott","I am weak.I couldn't finish this. Quite enjoyed the first 150 pages up to the murder but after that it got more and more hard work. And the characters' names more and more confusing.Another 100 pages later I threw in the towel.Obviously its a classic though. "
"247",246,"Jan","Painful to read. "
"250",249,"Britnie West","I read this when I was in high school and got most of the way through it. I had maybe two or three pages left, and I'd skimmed them. I didn't really enjoy this book. It was too difficult for me, too dry, and the translation felt kind of strange. Content-wise, I'd say that it was okay, but the difficulty that I had reading it really took away from it. I was always excited to read more, but after the fact I can't remember why I thought it was so good. I would recommend it to specific people, but it's not a book I'd recommend to everybody."
"256",255,"Brian Martin","Sorry, this book was one big horrible internal rant-fest."
"260",259,"Nahla Noor aldeen","I'm a fan of Russian literature in general, and I love realistic in it .. I’m really surprised how fast I got through this book but at the same time I skimmed a lot of pages trying to reach the main point...I 'm going to write my review in points:1) I enjoyed getting deep to Raskolnikov's internal struggle and emotions .. he is really a conflicted character..On the one hand, he is cold, apathetic, and antisocial; on the other, he can be surprisingly warm ,compassionate, care for others and Give charity without thinking.. and then committed murder (I really feel sad for him )and he allowed his soul to be swallowed by darkness...2)although I like this Raskolnikov's intelligence and compassion, I hate his sick ideas , his dark thoughts , when he come to disbelieve in the lord , it doesn't matter for me .. it is his choice and he is the one responsible for it ,, but I really hate it when he bad-mouthed the prophet Mohammed and compared him with other criminals .. Prophet Muhammad was the embodiment of mercy, he showed compassion to all those around him, family, orphans, friends, strangers and even enemies. He also treated the environment and animals with respect and mercy.. The Prophet, may God praise him, said, “Whoever kills a sparrow or anything bigger than that without a just cause, God will hold him accountable on the Day of Judgment.” The listeners asked, “O Messenger of God, what is a just cause?” He replied, “That he will kill it to eat, not simply to chop off its head and then throw it away.3) I cant stop my tears from streaming down my face on the death of Marmeladov and my chest feels really tight on Raskolnikov's mother death from agony on her son ... 4) My favorite character : Polina -> Ten year old adopted daughter to Marmeladov ( such innocent ,pure hearted , assistant to her mother and caring for her family )5) finally i really like the story lines , the course of events and scenes are stunning in deep photographed the human psyche and motivations through psychoanalysis of each position and the way the author depicts the punishment that Raskolnikov received for his crime and each character in the story with amazing talent."
"271",270,"Chris Ko","""Crime and Punishment"" is a murder novel about Raskolnikov, a poor man who envisions a great dream to provide wealth for his impoverished neighborhood. He kills a pawnbroker to use her money for good, but ends up getting caught in several problems. As this novel continues, we see Raskolnikov developing a sense of guilt for the death of the pawnbroker. With all this going on he meets several characters that also builds up the tension of the novel. Despite the fact that this is a great murder novel, I found this book to be very lengthy. It was at a point in which I felt like every event was dragging the novel slowly. In addition, I expected this novel to be the typical murder-mystery book that I enjoy reading, however it turned out to be a book about the aftermath of a murder. Despite all this I did find it interesting how this book relates with our morals. Every character in this novel questions particular morals whether it can be considered good or bad. Overall, I did not enjoy this novel despite it being a classic."
"272",271,"Steph","I read this at gunpoint to satisfy one of my students who chose it for his summer reading title. I am not a philosopher and I quickly tire of drawn out discussions of, in this case, guilt, God, and retribution. When is a crime justified? An interesting question, but not for the entire length of the book. Nor do I care about the biographical links and the personal struggles of Dostoyevsky that frame the book. I also resent the role of women in the book: angel or whore and no in between. "
"275",274,"Jaclyn Jones","I highly recommend Russian literature translations by Richard Pevear and Larissa Volokhonsky. I started reading a different version but switched because I'd read their translation of Anna Karenina and loved it. "
"276",275,"Caidyn","Read for: AP Literature"
"281",280,"Arlen","Clearly a strong writer, but the world is so bleak and despairing... I bet this book is big at nihilist conventions! Not for me, though. Can't live there (in the world of this book) without serious depression.So, I only got through Raskolnikov's first 24 hours."
