"","X","user","review"
"240",239,"Angelo","Yet another book that is related to research I am doing for work. Dale Carnagie was known as Dale Carnagey until he changed the spelling of his name to that of the well known industrialist, Andrew Carnegie, in 1922. I wanted to read the original 1937 edition for historical purposes. Instead, I had to settle for an edition from the 1980s. Many of the allusions in the work are quite outdated--that's part of the fun of reading it. He clearly was focused on helping those in the business world, especially salesmen (and I mean MEN), become more successful. His advice reads like nothing but common sense to me. But apparently it is still much in demand (the latest edition was published in April 2007). I'd say to save your money, skip the book and follow the golden rule, which basically summarizes this book."
"241",240,"Rhonda","If you ever need a book to tell you how to change your personality for the better, this is it. Unfortunately, and perhaps my criticism is somewhat misplaced on the book itself, I find that most people are either generally friendly people and thus able to benefit readily from this advice or somewhat less than gregarious. It isn't that less gregarious people are incapable of profiting form this information, but that it appears, very often, a painful transition which they are unable to maintain for any length of time. This is the main reason this book is always worth revisiting, even if one intends to be a hermit crab."
"246",245,"Brandon Vanover","Kiss up. Feign interest. Tell others they are right even when they are wrong. A few of the nuggets of wisdom contained in this book. "
"256",255,"Jasmine","Couldn't finish it completely. Had a lot of good points, but I thought it was pretty obvious and self-explanatory. I just wrote down the main points and ideas to look at and think about for times when I feel like I want to work on being a better friend. "
"258",257,"Katie Henderson","The advice is nice: be kind to people, listen to them, make them feel important. It's just that it's all for this ultimate GOAL of getting rich. Yuck. The book is pretty fun to read, because he really was the first one to say all of it. Now the modern self-help business writers pretty much plagiarize what Dale Carnegie already wrote. Sorry Brian Tracy, you were 50 years too late.But I don't like Brian Tracy, and I don't like this either. I don't mind being told to be kind to people. But ughhhh, it's all for this self-serving purpose. It puts a bad taste in my mouth."
"266",265,"Ciara Garrett","This book is okay. I agree it would have revolutionary back in the early 19 century when it was written, but with so many books written on this topic I feel they have outdone this book. Credit where credit is due as the ideas contained within this book are where the books of today stemmed from. "
"269",268,"Eric Dykstra","Overall lots of good ideas, but just too little content for how many words there were. I found myself skipping sections because of how repetitive it was."
"272",271,"Conrad","After reading half the book I have concluded it's a how to manipulate and get away with being fake in hopes of achieving what you want at the cost of anyone and everybody else.....not impressed to say the least"
"274",273,"Rob Hunsicker","I totally feel influenced and befriended by people who condescendingly use my name thirty times in a two-minute conversation. "
"278",277,"Voidal","The book was egh, ok. But the book pretty much enlists obvious things that whoever listened to their parents should be able to do well in life."
"288",287,"Chris Via","For those who haven't read it: There's a main point (or imperative) at the end of every chapter, and a corresponding rollup at the end of each section. For those with common sense and intuition, you may wish to simply read through these lists, as each chapter is simply packed with quaint stories that illuminate the points, but that (for me) don't really elevate the book above a collection of good reminders."
"289",288,"Emeline","The book was fine and interesting but very dated. I'd call this more of an etiquette book: Carnegie puts emphasis on what would be called manners (remembering people, asking about them etc..). To be honest, this is all good, but won't give you any friends, only make you a doormat, and you might soon find that people flock to you to tell you about themselves, and walk away. So you'll be blessed with impeccable manners, but honestly I don't know anyone who gives importance to manners nowadays, unless you frequent Texan country clubs.He illustrates his points with examples, but they are very vague and repetitive, and I found myself doubting the veracity of more than half of them. The language used is very ""turn of the century"" and I doubt that some of the letters sent by Carnegie's students in order to resolve conflicts of interests would do any good nowadays.I'd say the book is useful in keeping friends and influencing people once you have already reached a leadership role."
"290",289,"Despoina","This book will teach you how to ""make friends quickly and easily"". Creepy... Worth reading for its eloquence and the vintage feel though!"
"301",300,"Alyssa Siefert","If you get in an argument, the best way out is to say 'Let's Google it'"
"303",302,"iyan dhiannia","a baca buku ini karena pinjeman dari kaka a, n dia nyaranin buat ngebacana...a baca sekilas aja nda semua...point""nya maksduna sebenere buku ini baguus buat kepribadian cuma masalahna buku ini terkesan sangat beroreintasi pada kehidupan dunia aja "
"305",304,"Jody Hultman","Should be called, ""How to Cave in Every Situation and Remain Spineless."" At the very least, not impressive. If I have tot say something nice, I'd say that there are a few good pointers in here that work when applicable, but not in every-day dealings and constant conversations with people. When dealing with peers, friends, and subordinates, I'm not a fan of placing flattery, sincere or not, in front of constructive criticism. Criticism is more well-received when direct and not coated in sugar. Respect is earned and not normally earned via politics and fluff- which is the majority of this book's composition."
"308",307,"Dev Nithiavel","This book is a sugar-coated candy that when taken excessively, could end up in diabetes. Maybe its useful if you're into sales. You can't use this like a bible as what some people claim. It's too superficial. The world is a much tougher place and by strictly following the tips in this book, you could end up miserable. Of course there are some good points here and there but, that's it. Just have a quick read to see what's so great about this overated book. And put it aside. This complicated world needs much better self-help books."
"312",311,"Marks54","This book presents one of the classic statements of popular psychology oriented around positive self-image, self reliance, and cooperative relationships with others. It is one of the most popular and influential books of its type ever and provided the foundations for contemporary self-help celebrities, such as Oprah Winfrey, as well as much of current motivational and organizational psychology that one finds in current business school curricula.What to make of it? I tend to side with the critics, who are numerous. It is difficult to argue with the basic points of the book, taken at a surface level. Most people enjoy being respected, agreed with, and successful. Confidence and self-reliance are no doubt important personal characteristics in personal success. Many people do not enjoy conflict or being disagreed with and would prefer instead cooperative relations with others. OK, but so what?The problem comes once it is realized that Carnegie is highlighting an ambivalence that is inherent in many of our social relationships. On the one hand, we can interact with people on their own terms and without expectations of obligations, duties, or norms of reciprocity. We can deal with and respect people as they are. On the other hand, however, much of what we do in social life involves either trying to accomplish something through other people or having other people trying to use us to accomplish something of importance to them. In trying to balance these two aspects of social relations, most of us become aware of the need to balance. We do not usually treat commercial relationships as close friends. We do not draw up elaborate performance-based contracts with loved ones such as family members. The problem is that people who expect to be treated as independent persons do not appreciate being used by others for some personal end. It is conceptually difficult to see how someone can be both taken authentically and respected as a person while at the same time being viewed as an agent for someone else. Family members and loved ones do not like to be used. Commercial partners do not appreciate being treated as friends when more immediate personal goals were the basis for interactions.Many adults learn to balance these differing perspectives towards others. Sometimes we treat others at arms length while at other times friendships can develop. Carnegie's classic work calls on the reader to both treat people on their own terms and also to attempt to influence them to get their cooperation in attaining one's objectives. Without more specification of how and where to balance, however, the book becomes a more cynical effort to redefine the problem of positive social relations in the form of a solution -- in order to influence people and get your way, treat them authentically. The rub, of course, is how to go about doing this. It is akin to arguing that the solution to poverty is easy -- just get some money!The faux sincerity and false positivity in the service of influencing others come across as phony and manipulative after a while. This recalls another old maxim - if something seems to good to be true, it probably is too good to be true. The oversimplified examples and testimonials also get old in a hurry. The reduction of large business enterprises and their managers to a series of positive work interactions with employees is simplistic at well. The details matter, individual skills matter, industry structures matter, history matters. It is nice to imagine that a positive attitude can conquer all and bring one riches. That lets a lot of other factors off the hook for explaining success or failure. But wishing it is so does not make it so. The more I read it, the more it sounds like a text on manipulation and less like an industrial manual."
"327",326,"Aaron Lord","Not sure it lives up to the hype. Could be reduced by 67% by removing silly redundant stories."
"328",327,"Anita Byrne","I read this when I graduated from cosmetology school at age 22 or so. It was helpful to me because I needed so much work in the area of personality development and social skills.My dad liked the book because it made him more wary of tactics of salesmen."
"351",350,"Ruri Gokou","The title is highly misleading. The situations and advice that the author gives is fine, but it seems more geared for a salesperson. It's about how to win business partners than any real lasting friendships. Don't get me wrong. There is some good advice in here but only about half of it seemed very real and applicable in my life. Furthermore this book needs to be updated with situations today. The examples given aren't fit for this day and age. Like the one about the old woman giving some young guy a car because he showed some interest in her old house. That in particular stuck in my mind as ridiculous. This book was so-so. I think the advice and principles are fine but it needs better examples to go with them. I don't see how it gets the high praise that it does. "
"383",382,"Candy Boisvert","Meh. Next."
"386",385,"D","This book was good, but there was nothing groundbreaking or out of the ordinary in here that I haven't already seen in other books. Great intro for people who are not emotionally intelligent. This would be great for a sociopath who doesn't know how to relate to people and wants to at least feign it."
"393",392,"Dana Jeri Maier","I listened to about half of this. Too sanctimonious to finish. "
"396",395,"Suzan Lauder","I didn't finish this book. It really annoyed me because it basically tells you how to suck up to people to get your own way. Carnegie people would argue against that, in fact, Carnegie himself is flabbergasted at one point in the book when someone makes that exact point to him. Sorry, but that's exactly how it reads to me."
"419",418,"Sarah Cv","Having read this book, you will look back on it and.... be unable to remember a single original thought. Mostly a lot of obvious sales garbage that you've probably already heard before."
"433",432,"Roberta","Most of the advices given by the author is a matter of good education. And even if it is a good idea to repeat them they are not very helpful. Some examples are good and applicable in other situations but most of them are not."
"434",433,"Esther Greenwood","this book made me so angry."
"439",438,"Alice","Okay, can't say I really learned much."
"445",444,"Emilia","It has good info on how to talk people but it's kinda boring"
"461",460,"Sripathi","was good to read but.......nothing really worked ???"
"472",471,"Brian Virtue","brilliant"
"484",483,"Marla","I'd like to say that the book helped, but what made me finish the book are the samples/short stories inserted between Carnegie's reiteration that you need to think of others' wants first prior your own and that you must control your temper. The way the book was written may have been better effective on a seminar rather than in a book. The reiteration was a bit dragging."
"496",495,"Christian Dibblee","Books like this are always good to read from a self-improvement standpoint. It's good to have some working knowledge of how to make good impressions on people. I enjoyed Carnegie's admission that he was not promoting a ""bag of tricks"" but rather a total change of life to become less superficial and more sincere.That said, this book is dated and I didn't enjoy the way it was laid out. The never-ending story of anecdotes was entertaining to begin with, but quickly became tedious and repetitive. Also, these stories aren't as helpful in 2012. I found myself saying, ""If I said that, this person would think I'm creepy."" There are different habits of interaction in 2012 that I don't think this books accurately addresses. It does provide a decent baseline, but I would caution anyone against following it to the letter right now but being more situational. Being more sincere is necessary, but whether you speak in the ways he recommends might work out well or poorly depending on the situation."
"497",496,"Morgan (Turbo)","The book started out nice but towards the middle the examples started to wear me out and left me wishing for a more modern version of this book"
"502",501,"Taylor Storey","In my estimation this is the most influential/original of the self help books. Id include Norman Vincent peale's ""the power of positive thinking"" an Napoleon hill's ""think and grow rich"" along the same caliber. I think every good reader needs to read one of those books, and needs to be aware of the immense impact of this way of thinking throughout western culture (especially American). The problem is that beyond being aware of it, in my opinion it's pretty much bullshit. It's not helping our world to ""mind over matter"" everything. It makes for good sports stars, good business sellers, but bad product development. You can trick yourself into loving a bad life, and into thinking you are contributing to the world. Maybe you are, probably you aren't. I recommend reading the last 5 pages of Steve jobs' biography by Walter Isaacson to understand the better version of the idea presented in this book. Be a product person, not a sales person. No mind tricks, find the things that are good in the world. "
"538",537,"Torsten","another book that seems to be liked by most people. sadly I cannot share that. while some points he is making are interesting and helpful, most of the content here makes a old-fashioned and badly crafted impression on me."
"566",565,"Vlad Kitaynik","Pretty obvious things"
"571",570,"Hannah Dubrow","I felt that the principles were too basic for anyone who is naturally personable, friendly, or observant. Maybe it's because I read an edition from the 80s, but this book felt extremely dated and a bit obsolete. You'd do better to read a few articles off lifehacker.com. "
"588",587,"Fredrick Danysh","Dale Carnegie's proclaimed course on how to interact with people to achieve favorable ressults."
"592",591,"Ioannis Papagiannis","Two stars:-One for actually giving good advice.-The second for inventing clickbaiting. Or rather, ""readbaiting"".The book was clearly ahead of its time."
"606",605,"Sherise Alexis","There are very good points in here, but after awhile it felt quite repetitive, and I feel like it could have been said in fewer pages.If you're in a rush, it may be better to just list out the main point from each chapter and then read the chapters of the tips you don't ""get""."
"639",638,"Emmy","I read this book for the first time forty years ago. It was an eye opener then. It outlined what you need to do to become ""popular"" and to get what you want whether it was a job or a new dress!Forty years later I find it less than admirable. It may have been ""right"" then but ""wrong"" now due to the shift from conformity to personal expression and the fact that we no longer label different as wrong. Or it could simply be that it no longer acceptable to me personally. I think it depends on what you want to accomplish. If it is only the results that matter then then this is the perfect book. It helps you manipulate people in a polite way that makes it increasingly difficult for them to say no. My problem with this is that the real you gets buried deeper and deeper under layers of initially agreeing to what you actually oppose. I respect more someone who has the integrity to state their beliefs while respecting others'."
"655",654,"Melvin ","This book was okay. I wouldn't r read it again, but I would recommend to a used car salesman. It just seemed like it was full of tactics to get over on people. I might be being a little critical, but, I just believe in being me and accepted for what I am, and this book seems like it teaches you to manipulate people in a very small way."
"672",671,"Afshar","این کتاب از نظر من عالی عالی نیست و حتی شاید خوب هم نباشهبدک نیستولی اونموقع دید بازتری بهم داددر مورد بعضی خصلت های آدمها"
"677",676,"Laura Woodyard","I appreciated that this book looks at how to integrate oneself into rising into the socialite and social hierarchy of society because for a number of people in this world, that is of importance, and I can sit back, and understand their mindset, and understand what it is that they are seeking to achieve, and then go against the flow and do my own thing.What I didn't appreciate is that in some ways I felt like I was closing each chapter, and walking away feeling slimy and sleezy. I felt untrue to myself, and that I was being untruthful; that It wasn't about a mutual exchange but more about what can that person do for me, instead of respect for that person and just recognizing that they exist in more of a non-judgement sort of way, and that they might not be of the status quo, but they deserve rights just like every other human.I understand opinions will be formed... for example, in the case of current history (2015), with a number of incidents with terrorist attacks, people will not like or appreciate actions or the integrity of certain individuals or consider them disrespectful, aggressive, and a bit immature, such as ISIS.As I repeat, for me, it was more of the sort of aspect where I felt it lacked a sort of consideration, and it was more about fulfilling someone's personal vanity fair status quo, as opposed to living up to their own self, and value system. Maybe for others, that is their sort of value system: it is all about social status and the status quo. And that is fine with me. For me, I would rather seek honesty and character assets of people who appreciate and show a sense of loyalty, empathy and respect towards others (it doesn't have to be everyone), even if they have nothing to give in return especially from a financial sense, but rather based on commensalism or for the mutual benefit of experiencing the shared moment together. Maybe it is just a philosophy and way of life.There have been a few people I have crossed paths with in my life, who have recommended Dale Carnegie theory, and they were not so nice of people, more of the mean guys and girls, acting in a not so nice sort of way, manipulated people, to a degree that really turned me off to the whole process. And some were critical of labels and if that means that materialism and affluenza is what defines those friendships, than I don't want to be your friend."
"686",685,"Sam Backus","Too many stories about and quotes from rich white men. "
"707",706,"David Warner","Kinda shallow, but some good ideas. I like Stephen Covey's ""7 Habits of Highly Effective People"" better."
"710",709,"Raushawna","This is a good book to get you started with building relationships. It isn't that exciting and is a little dated in the examples it uses. It did help me learn more about President Lincoln and Dale Carneige. "
"718",717,"Farrukh","This book had variable effects on me. Initially i was so impressed as i found it very direct and straight forward message which we all know that are universally correct principles of life but we forget to apply them and those who remember stand out in the usual stream. But later on i found those rules out to be an effort directed towards book writing and not very practical as to make all of them part of your personality is either next to impossible or if done will transform you into a hypocrite of highest order. To what extent person can or should hide his inner feelings, sentiments and his soul? This is a question that comes to my mind after reaching three fourth of the total volume. I feel person must segregate people as per his/ her intimacy and must be very clear to whom to speak his/her heart out and with whom to remain diplomatic. He must not assume a diplomatic role across the board."
"722",721,"Eslam Elsheikh","It's interesting on how to understand and deal with people.. If you don't manage to work on yourself to begin with, and to be sincere it's going to a whole another direction."
"735",734,"Elias","A collection of anecdotes and stories to illustrate simple but effective principles for becoming a nicer person. I personally found it somewhat boring as a book to read front-to-back though, and didn't discover any very impressionable bits."
"745",744,"Alisa","Finally after owning the book for years, I read it. Did not find it helpful at all. "
"758",757,"name","decent read, but information seems a little stale. felt like a primer for salesmen."
"771",770,"Kaialaia","I enjoyed it very helpful"
"800",799,"David ","This was kind of a random book to read, but a friend had given it to me and I'll read pretty much anything. Overall it was a quick read as each chapter is mostly stories on top of stories that illustrate the principle. Most of the principles are rather common sense - for example, it is better to listen more and talk less. I found the book boring at times, the stories were almost unnecessary fluff to build up the point. It would be almost as beneficial to simply list the principles here and save anyone else the time in reading the book. Yes it is considered a classic and it certainly offers good teaching on how to be a friend to others but, to say it again, much of each chapter just seemed like fluff built around the principle to provide enough information for a book.I did appreciate how the author emphasized at times that these principles are not meant to be used to manipulate people in a bad way. At the same time, the author seemed very arrogant when he, in the introduction, recommended reading the book once quickly, again slower, and then carrying it around and returning to it often. As I read that my thought was that the author was full of himself, as if this book hold the key to life. Overall, this book is worth perusing at a bookstore and the principles are valuable in terms of learning how to interact with people. "
"813",812,"Brendan","You shouldn't have to read a book to know how to be nice to people"
"829",828,"Chantal Cjk","It should be called ""how others won friends and influenced people""."
"832",831,"Tama","I read this book for two reasons. One is that my mother-in-law always tells everyone they should read this book. (although I think her husband read the book, not her.) Second, there was a feed on LinkedIn where people were asked what book influenced them. Many were those you would suspect, i.e. Lean In, The Greatest Generation, etc. But one person wrote a glowing review of this book. I tried to find the latest edition, but am not truly sure I did. Although SOME of the concepts remain relative (people want to talk about themselves), others seem dated (""creating competition to improve productivity is infallable!"") Carnegie takes a ""father knows best' approach to communication, which may have worked when society committed to a job and hoped to stay in it for life, moving up in the company. Many of the examples were of ""the boss"" making a statement to employees to inspire them. In today's society, many of those statements may encourage the employee to look for a job in another company. Other examples were of family life. I believe there is a place for a book on this topic in today's society and would love to see an updated version. There is a newer book related to technology. I may check that out....some day!"
"838",837,"Adam Calhoun","ehbe nice to peopleeveryone's favorite person is themselvesetc"
"864",863,"Judith Wills","Meh! Don't take it too seriously! Certainly don't live your life by it else you risk David Brent-like tendencies to smarminess, but, there are some good bite-size principles in there, I guess. Easily digestible. Although all the back stories he tells to illustrate each point get a bit much."
"871",870,"Tracyrn03","Was a slow and hard to get into read but was able to get great information and notes to better understand my opinion of how I can be strong and lead to my own success."
"883",882,"Lyndon","Not sure what I expected but I was disappointed. Although the key points are valid the examples have aged. I felt like I was in the Great Gatsby but not in a good way. There are valid points and I think they are made adequately in the bullet point summaries after each section."
"887",886,"Mahrous","لو كنت قيمته منذ 5 سنوات عندما قرأته لكنت أعطيته خمس نجمات كاملة، ولكن بعد أن ازداد نضجي لسبب أو اخر، لا أتذكر منه غير أنه كتاب يدعوك لتملق الناس لكسبهم .. والتظاهر بغير ما تشعر ليكونوا أصدقائك، فاهتم بما يهتمون حتى وان لم تطق معه صبرا... ودعهم يتحدثون عن أنفسهم كثيرا وشجعهم على ذلك، فجميع البشر يحبون أنفسهم أكثر من الاخرين، وهو شيء مفهوم، ولكن ليس هكذا تبنى العلاقات الانسانية، وان بنيت على ذلك، كانت زائفة، وقصيرة الأجل"
"891",890,"Bilgin Ozkan","Should've been called 'How to be selfish and always look out for your own interests all the while manipulating people, but doing it sincerely'"
"895",894,"Kaung Myat Han","In my opinion, this book despite being a great American non-fiction classic sadly read like some cheesy manual for part-time cosmetic salesgirls written by some amateur high-school drop-out. I admire the man Dale Carnegie greatly but this book just wasn't my cup of tea. Some principles are noteworthy but many, I think, are pretty much useless in this dog-eat-dog world. But this doesn't mean that I'd not try out Mr.Carnegie's principles. And so I didn't regret reading it and you should try the book for yourself."
"902",901,"Allison Marsh","Don't Criticize, condemn or complain. Become genuinely interested in other people. Try to understand people. Why are they a certain way. What makes them act like they do? ""To know all is to forgive all"" Give Honest and Sincere appreciation. Smile. Doing so, people will appreciate your points of view and treasure them, possibly even repeat them.Arouse in the other person an eager want.Be a good listener. Encourage others to talk about themselves. Talk in terms of the other person's interests. Make the other person feel important - an do it sincerely. Show respect for the other person's opinions. Never say ""your wrong"". If your wrong admit it, quickly. Talk about your own mistakes before criticising the other person. Ask questions instead of giving direct orders. Use encouragement. Make the fault seem easy to correct. So these are the principles that I liked. The book wasn't that great. I had a hard time getting into it. "
"907",906,"Allen","The classic by Dale Carnegie is easier to read than I anticipated. I expected to read about a complicated formula for making friends and influencing others. Carnegie's book can easily be skimmed or if you like, you could simply read the last page of each chapter where he notes the single idea he presented in the chapter.The behaviors he recommends are basic to socializing in a winsome manner. I have already learned most of what I have read (I've read through the first two sections) through observing others and participating in conversations at church during fellowship and outreach. So far I have found the book helpful to review some of what I had already learned.There is no flow of thought in the writing. The author simply butts together multiple concrete examples of the concept he is trying to teach. This is why I find the chapters easy to skim."
"910",909,"Grant","I'd like to read more marketing/communications/PR books this year, so I thought I'd start with a classic. While this book may have been important in its time, I don't think it's terribly revolutionary in 2014: it's a lot of somewhat common sense wisdom that doesn't really transcend that. Important to keep in mind, but not mindblowing, and not the kind of read that will turn you from an introvert into an extravert. tl;dr - ""Try to listen to people, don't be a jackass, give (sincere) compliments readily."""
"913",912,"Bita","کتاب بسیار مفید برای ارتقائ روابط اجتماعی و موفقیت در آن."
