"","X","user","review"
"12",11,"Kathy Kayser-konig","I hated this book. (And that's saying something.)"
"13",12,"colleen","This book so far is really strange. It's rules and rituals are really different than our society. But I hope later in this book, it has a twist so that it seems more interesting."
"15",14,"Guy","I read this book because it came highly recommended from a friend who is a teacher in an elementary school. We had been discussing YA books. She, for obvious reasons, and I because I'd taken the optional 'Children's Literature' course in the Education Department of SFU and found reading YA books as an adult to be fascinating. Thus arose the high recommendation.I was very disappointed. I'll rephrase. I was 
VERY
 disappointed, even shocked. The shock was because the book starts off well — not brilliantly, but solidly. Within the utopian community Lowry carefully, slowly builds an awareness in the reader that there are evils behind the literally 'black and white' world lived by the residents who had been 'blessed' by science's ability to keep passion and all other irrationalities from displacing reasonableness. And, while this part was done well, the ending was horrible. Let me rephrase. The ending was dreck. I won't give away the details of its being dreck, but do not read further if you want to read this book and have the ending be a complete surprise. The ending is perhaps the absolute worst ending of any book of any genre of any age I have ever read. It stands out because, while I have read far worse books, I have not read any books written as competently for its bulk, to be blindsided by such Christian banality. The ending moved this book from a 3 star read to less than 1. If I had to choose between reading this book again and throwing sand in my eyes, gritty eyes here I come!Finally, I hope that my extreme castigation of The Giver won't inspire you to test my reaction. However! This book may well appeal to a peculiar kind of Christian who sees saccharine sweet, unbelievable deus ex machina endings covered in corn syrup as powerful examples of God's wonder. I found the ending of this book to be an epitome of an infantile maudlin human sentimentality that was able to provoke my gag reflex. "
"16",15,"Katianna","Worst book in the world. "
"17",16,"Bill Hamilton","I do not like depressing books, even if they have a semi good ending. I don't like books that portray hopelessness and oppression. I was so put off with this book that I wrote an alternate ending to re leave the bad taste it left me with. "
"19",18,"Megan Matthews","I bit too young teen for me...so been done already"
"20",19,"Megan Hudnall","To put this simply,compared to the divergent series or maze runner series,it's nothing!"
"22",21,"Casey","Read for 7th grade English."
"23",22,"Julie H","I read this book when I was teaching 4th graders. I did not enjoy it and felt it was too dark for elementary school students. "
"24",23,"Cameron Craig","Louis Lowry's ""The giver,"" is a book about a futuristic society, that is presented like a utopian society. In this society there is no war, poverty, and starvation; but there is also no color, love, and that one little thing that makes us human: a brain for reasoning and questioning. Not to mention, In this society, when people break the law, get to a certain age, and or is really sick, they ""release them""; and by ""release them"", they mean they put them in a room and gas them. The book is about a young boy named: Jonas, and on his 12th birthday, he is assigned to become the new receiver of memories'. He meets an old man simply known as ""The giver"", who somehow is able to psychically transmit memories of other people thousands of years before this society was established, into Jonas mind.You know what would be better than the power to transmit memories into people, how about the power to use you'r brain, you schmuck's!Now that I think about it, why does this futuristic society even need ""The giver""? What's the point? Whats his purpose? I really hate this book because it never explains anything about the society's history or backgrounds. Its like the author of the book just wanted us to hate them, just because they're the generic evil empire. Also, how come every so-called ""perfect society"" in the future ruled by nazi's in science fiction stories? Wouldn't it make more sense just to put some extra background story into the evil society instead of just giving us pointless memories of pain?I also heard that they are making a movie based off this book. I hope it never comes to be, because this story is just stupid. To make things even worse, this is supposed to be a book for young adults, yet when I had read it in 9th grade, it made absolutely no sense what so ever because they make things in the story so overly complex that it just makes you want to hurt someone. How come this society has been in power for thousands upon thousands of years, and yet nobody has tried to go against it or be part of a rebellion? It just makes no sense!I really don't recommend this book to anyone. Its stupid, and's it's just so many plot holes at every turn. This is a book that just insults everyones intelligence about reality. It would had been a lot better if the author took time to explain the history of the society, how it came to pass, why other nations fell to it, and why no one has tried resisting it ever since. I don't care if people say it's a classic, or if it's symbolic; It's just stupid beyond comprehension. Avoid this book like the plague!"
"25",24,"Kimbap","I read about 20 pages and just couldn't get into it so I stopped reading"
"26",25,"Bill Tackett","read in high school didn't care much for it. SPOILER don't remember much except that everyone sees black & white except for a old man who ( if i recall) gives the gift to see in color to a boy. about all i remember."
"27",26,"Jeremy B","i didn't like it becuose the book just ends. They don't say what happens in the end. "
"28",27,"Peter Berg","typo alert: misspelled ""crap"" as the entire contents of the book"
"29",28,"James Rivers","I don't like this book at all the book bored me to death, i feel asleep 3 time while reading this. Thank you for reading James"
"31",30,"Toto","Tbh, I found it really boring and hard to understand.I was really looking forward to getting deeper in to book too, but I just ended up falling asleep. I couldn't understand the first 40 pages, and then I just called it quits. "
"33",32,"Brittania09","Lowry’s hero chooses rebellion in the absence of oppression. He does not struggle against a society that demeans, undermines, or persecutes its members. In fact, no one but Jonas and the Giver know that life could be anything other than perfect. But like Eve enticed by the serpent’s promise of greater knowledge, Jonas feels compelled to bring the knowledge of good and evil to his ignorant society. Is this rebellious conspiracy-theorist to be the hero for a generation of young people? If we are to idolize a rebel, perhaps we should choose one who fights a worthy cause against a genuine threat. Not one who brashly seeks to defy authority and destroy peace out of passionate bitterness. Although critically evaluating one’s society is a worthy undertaking, giving children the green light to question authority is unwise.Read the whole review at http://wordsonwordsreviews.blogspot.c..."
"34",33,"Calvin","This book was a waste of time!"
"35",34,"Megan Fuchs","HATE this book!"
"36",35,"Jon Norimann","""The Giver"" is s useless but luckily short book about an alternative, simpler human society. Granted this book should never have been on my reading list as its for kids/teenagers. However judged on its objective merits the story is emotionally based and with no foundation. It all boils down to appealing to the readers gut feeling of how great our normal human world is compared to the world loosely described in the book. The storyline is so thin it hardly qualifies as a story at all and the end is hardly an end.Reading ""The Giver"" is not worth anyones time, despite the book being very short and an easy read."
"37",36,"Darryl","Terrible. What a used story-line. Unoriginal. It deserves sarcasm: ""Hey let's write a dystopian novel for kids. We'll throw in some critical acclaim so they'll read it, but we won't construct a plot or develop characters. We'll just say things that the reader should feel and hope it strikes a chord."" Mediocre. I've lost all confidence in the Newberry Award."
"38",37,"Laurie","This book had an interesting premise, but the ending was very open ended. You don't really know for sure what happened to the characters. I know there are a lot of people who like this type of thing, but I'm not one of them. I like me endings all wrapped up in a nice neat package. Some of the aspects of the story are very disturbing (as they are meant to be). I probably would have given it another star if the ending had been better."
"39",38,"Joshua Freshour","Books should not be this uninteresting or boring. "
"40",39,"Soulx5","Hard to follow, very confusing, bad storyline.HATED it."
"41",40,"J.G. Keely","Lowry's book is a piece of nationalist propaganda, using oversimplification, emotional appeals, and dualistic morality to shut down her readers' minds. More troubling is that it is aimed at children, who don't yet have the critical faculties to defend themselves from such underhanded methods.Unsurprisingly, Lowry adopts the structure of the monomyth, equating a spiritual journey with a moral one. Her Christ-figure uses literal magic powers to rebel against his society. This rebellion and the morality behind it are presented as 'natural', to contrast with the 'abnormal morality' around him.Lowry doesn't seem to understand that we get our morality from our culture, it isn't something in-born that we 'lose'. This is the first hint of Lowry's misunderstanding of the human mind. She assumes her own morality is correct, and then builds her story to fit it.She also makes the character act and think like we do, despite never adequately explaining how he came up with such unusual notions. It's the same trick many historical fiction authors use, leaving us scratching our heads as to why a Fourteenth Century French peasant speaks like a second-wave feminist. I'd suggest that Lowry falls to this fault for the same reason they do: she has no talent for imagining how others might think differently.Lowry's book ends with the standard nonspecific transgressive spiritual event that marks all monomyths. Since the book is not a progressive presentation of ideas, it does not suggest any conclusion. Instead, the climax is a symbolic faux-death event (symbolic of what, none can say). Confusingly, Lowry later redacts the ending in the sequels, undermining the pseudo-spiritual journey she created.Though some call this book 'Dystopian', it's closer to the truth to say Lowry borrows elements from the Dystopian authors, attempting to combine the spiritual uplift of the monomyth with the political and social deconstruction of the Dystopia. What she doesn't recognize is that the faith of the one conflicts with the cynicism of the other. She draws on ideas and images from many other authors: Bradbury, Huxley, Orwell, Burgess, but doesn't improve upon them.These authors created novels that reflected the world around them. They based them on the political events of the times, presented with realism and careful psychology. Though they presented the struggle between the individual and the society, they portrayed morality as grey, and suffering as the result of individual human faults, not political systems. Lowry doesn't realize that the best way to critique Fascism or Communism is not to present it as 'evil', but to simply present it as it was.But Lowry's world is not based in reality, it is symbolic and hyperbolic. Instead of writing about how poverty makes the world seem small and dull, she has the characters magically unable to experience life. Instead of an impersonal government, she presents a sort of evil hippy commune. The only political system it resembles is a school, which is a neat little trick to get the kids interested. The idea that 'school=unfeeling totalitarian hell' is not an uncommon one, but it's one I'm surprised teachers would support. The book also suggests a creche, but lacking similarity to any real-world system, it doesn't work as a political criticism.Lowry creates this artificial world to suit her purposes, but it is not a symbolic exercise like 'Animal Farm'. We understand that the pigs of animal farm are symbolic, because there are no talking pigs. Lowry's world is more insidious, since its oversimplification is hidden. She builds an artificial world to support the dualist morality that she's pushing. She presents the same knee-jerk fears about euthanasia and abortion that people use against Women's Rights or Health Care.Worse than these Straw Man arguments is the fact that she never deals with the economic causes of totalitarianism. Tyrants don't just rise up and take control by their own force of will, they come into power because of the socioeconomic situations that surround them. Lean times produce strong, fascist leaders while profitable times produce permissive, liberal societies.Strong, centralized leadership simply doesn't self-propagate in cultures where everyone is clothed, fed, and housed. The Holocaust was socially about some ideal of 'change' and 'purity', but it was economically about the transmission of wealth from Jews, Poles, and Catholics to Germans (and more specifically, to those Germans who had elected the new ruling party).The atrocities of war are, for the most, part committed by normal people to other normal people. By presenting the power structure as 'amoral' and 'inhuman', Lowry ignores the fact that people will willingly cause others to suffer. Painting the enemy as 'evil' and 'alien' is just an unsophisticated propagandist method.She contrasts her 'evil' with the idealized 'goodness' of emotion, beauty, and freedom. This is nothing more than the American dream of 'specialness' that Mr. Rogers was pushing for so many years. We are all special, we are all good, we all deserve love and happiness. Sure, it sounds good, but what does it mean?Where does this 'specialness' come from? If it is just the 'sanctity of human life', then it's not really special, because it's all-encompassing. If all of us are special, then none of us are. There's nothing wrong with valuing life, but when Lowry presents one mode of life as valuable and another as reprehensible, she ceases to actually value humanity as a whole. Instead, she values a small, idealized chunk of humanity. 'People are good, except the ones I don't like' is not a moral basis, nor is it a good message to send to kids.If the specialness is only based on fitting in with a certain moral and social guideline, then Lowry isn't praising individuality, she's praising herd behavior. The protagonist is only 'special' because he has magic powers. His specialness is not a part of his character, it is an emotional appeal.The idea of being a special individual is another piece of propaganda, and its one kids are especially prone to, because kids aren't special: they are carefully controlled and powerless. Giving a character special powers and abilities and then using that character to feed a party line to children is not merely disingenuous, it's disturbing.There is also a darker side to universal specialness: giving a child a sense of importance without anything to back it up creates egotism and instability. Adults noticed that children with skills and friends had high self-esteems, but instead of teaching their children social skills and knowledge, they misunderstood the causal relationship and tried to give them self-worth first.Unfortunately, the moment unsupported self-worth is challenged, the child finds they have nothing to fall back on. Their entitlement didn't come from their skills or experiences, and so they have nothing to bolster that sense of worth. Instead, any doubt sends them down a spiral of emotional instability.A single book like this wouldn't be the cause of such a state in a child, but it does act as part of the social structure built to give a sense of worth without a solid base for that worth. People like to believe they are special, kids especially so, but being a remarkable person is not a result of belief but of actions. If the book had informed them, then it would leave them better off, but giving them a conclusion based on emotional appeals does nothing to build confidence or character.Many people have told me this book is good because it appeals to children, but children often fall for propaganda. Children develop deep relationships with pop stars, breakfast cereals, and Japanese monsters. This does not make them good role models for children.Feeding 'specialness' to kids along with a political message is no better than the fascist youth programs Lowry intends to criticize. The obsession with individuality is just another form of elitism. It's ironic that people in America most often describe themselves as individuals when pointing out the things they do to align themselves with groups.But banding together in a community is not a bad thing. For Lowry and other 'Red Scare' children, any mention of 'communal' can turn into a witch hunt, but we all give up some personal rights and some individuality in order to live in relatively safe, structured societies. There are benefits to governmental social controls and there are drawbacks, and it's up to us to walk the line between the two. Anarchy and Totalitarianism never actually exist for long: we are social animals.It's not difficult to understand why Lowry is so popular, especially amongst educators. The message she gives aligns perfectly with what they were taught as kids, from Red Scare reactionism to the hippy-dippy 'unique snowflake' mantra. These ideas aren't entirely misguided, either. It's good to recognize the benefits of difference and the dangers of allowing other to control our lives.If a reader believes that fascism and socialism are inherently wrong and that their own individuality is their greatest asset, they will likely sympathize with Lowry's work. However, this doesn't make the book honest, nor beneficial. One of the hardest things we can do as readers is disagree with the methods of authors we agree with ideologically.It makes us feel good to find authors who agree with us, but this is when we should be at our most skeptical. Searching the world for self-justification is not a worthwhile goal, it simply turns you into another short-sighted, argumentative know-it-all. 'Yes men' never progress.Lowry is toeing the party line. She does not base her book around difficult questions, like the Dystopian authors, but around easy answers. She doesn't force the reader to decide for themselves what is best, she makes it clear what she wants us to think. Her book is didactic, which means that it instructs the reader what to believe.Even if her conclusions about Individuality vs. Community are correct, she doesn't present arguments, she only presents conclusions. Like rote memorization or indoctrination, she teaches nothing about the politics, social order, economics, or psychology of totalitarianism or individuality. The reader is not left with an understanding, just an opinion.The baseless 'individuality' of the book lets the reader imagine that they are rebels--that they are bucking the system even as they fall into lock-step. By letting the reader think they are already free-thinking, Lowry tricks them into forgetting their skepticism.She is happy to paint a simple world of black and white, and this is likely the world she sees. I doubt she is purposefully creating an insidious text, she just can't see past her own opinions. She writes this book with a point to make, and makes it using emotional appeals and symbolism. She doesn't back it up with arguments because she doesn't seem to have developed her opinions from cogent arguments.In the end, she doesn't show us that the structure of this society is wrong, she says nothing poignant about individuality vs. community; instead, she relies on threats to the life of an innocent infant. Yet nowhere does she provide an argument for why communal living or the sacrifice of freedoms for safety must necessarily lead to infanticide.In politics, making extreme claims about the opposing side is called mud-slinging, it is an underhanded and dishonest tactic. It works. Arguing intelligently is difficult, accusing is easy, so that's what Lowry does.She is another child of WWII and the Cold War who hasn't learned her lesson. She quickly condemns the flaws of others while failing to search out her own. Even after the Holocaust, there are many racist, nationalist, violent Jews; conflict rarely breeds a new understanding.America condemned the faceless communal life of the Second World, and yet America created The Projects. We critiqued strong governmental controls, but we still have the bank bailout, socialized medicine, socialized schooling, and socialized charity. America condemned the Gulags and Work Camps, and yet we imprison one out of every hundred citizens; far more than Stalin ever did. Some are killed, all are dehumanized.As a little sci fi adventure, the book isn't terrible. It's really the pretension that goes along with it. Lowry cobbles together religious symbolism and Dystopic tropes and then tries to present it as something as complex and thoughtful as the authors she copied. Copying isn't a crime, but copying poorly is.Like Dan Brown or Michael Crichton, she creates a political pamphlet of her own ideals, slaps a pretense of authority on it, and then waits for the money and awards to roll in--and they did. Many people I've discussed this book with have pointed to those awards as the surest sign of this book's eminent worth.Award committees are bureaucratic organizations. Their decisions are based on political machinations. This book is a little piece of Nationalism, and so it was lauded by the political machine that Lowry supports. The left hand helps the right. If awards are the surest sign of worth, then Titanic is a better movie than Citizen Kane.What surprises me is how many of those who brought up the award as their argument were teachers. If a politically-charged administrative committee is the best way to teach children, then why do you take umbrage when the principal tells you that bigger class sizes (and fewer benefits) are fine? Listen to him: doesn't he have award plaques?The other argument is usually that 'kids like it'. I usually respond that kids also like candy, so why not teach that? Some people also get angry at me for analyzing a book written for children:""Of course it's not a great book, it's for kids! If you want a good book, go read Ulysses!""I prefer to give children good books rather than pieces of political propaganda (even if they agreed with me). Children can be as skeptical, quick-witted, and thoughtful as adults if you give them the chance, so I see no excuse for feeding them anything less. Kids aren't stupid, they just lack knowledge, and that's a fine distinction. It's easy for adults to take advantage of their naivete, their emotionality, and their sense of worth. Just because it's easier for the teacher doesn't mean it's better for the child.When we show children something that is over-simplified, presenting an idealized, crudely moralizing world, we aren't preparing them for the actual world. If you give a child a meaningless answer to repeat, he will repeat it, but he won't understand why. Why not give the child a book that presents many complex ideas, but no rote answers, and let them make up their own minds? If they don't learn how to separate the wheat from the chaff and form their own opinions early, in a safe, nurturing environment, what chance will they have on their own as adults?In all the discussions and research regarding this book, I have come across very little analysis. It's especially surprising for a book with such a strong following, but there aren't many explanations of why the book is supposed to be useful or important.This lack of argument makes sense from a political standpoint, since there is no reason to analyze the worth of propaganda: its worth is that it agrees with society and indoctrinates readers. Analyzing it would defeat the purpose; political diatribes do not stand up to thoughtful attention.Perhaps someday someone will create a thoughtful, textual analysis of this book that will point out its merits, its structure and its complexity. I've gradually come to doubt it. I never expected when I wrote my original review of this book that it would garner this much attention.I still welcome comments and thoughts, but if your comment looks roughly like this: ""You should read this book again, but this time, like it more. You think you're smart but you aren't. You're mean. Lowry is great. This book won awards and kids like it. It's meant for kids anyways, why would you analyze what its about? I bet you never even read the sequels. Go read 'Moby Dick' because you are full of yourself.""I've heard that one before. If you do want to comment though, you might check out this article; I find it helps me with presenting my ideas."
"42",41,"Thomas","I was bothered by the unpleasant memories the main character, Jonas, had to receive. The Receiver has memories from the past that have to do with gaining wisdom. He tries to escape the city because of these disturbing memories that he has to receive. It has an unhappy ending."
"43",42,"Valerie Snow","I have no idea what the hype surrounding this book is. I'm even further baffled by it being made into a movie. Although, with Jeff Bridges in it, I will probably still watch it. I like the premise of this story...a structured society formed from the desire to eliminate the chaos that human nature guarantees, yet completely unfulfilled.Where it all goes wrong is with the droning on of details, lack of action, and predictability. Also, the ending was completely anticlimactic and gives the reader no closure on the story. It's not even the kind of ending that makes you wonder or think. I was just glad to have the story over with and didn't really care what happened.Overall, I was very disappointed with this book."
"44",43,"Bailey Zimmerly","This is a challenging book that is good if you can unstand it."
"45",44,"Brooke hight","I am not into Science Fiction, so this was not my cup of tea. "
"46",45,"Jacob Combs","This book preaches on the dangers of conformity as the supreme value. It includes such topics as infanticide, mercy killings and child suicide. This book is not meant for children. Yes, blind conformity is evil. But this vehicle to preach against conformity is not for children under 14. Adults: Read this book before you decide to give it to a child. This book haunted my sleep and thoughts for quite a while."
"47",46,"Silent Partner","Didn't finidh"
"48",47,"Amie Doughty","I was interested in this book after hearing so much of its hype, and I've liked other Lowry books (esp. A Summer to Die, which I read when I was a kid). But this novel was appalling. My main problem with this novel is that I just didn't buy into her fantasy world; her details were not sufficient for me to suspend my disbelief, and I hated the old man character (and I won't even go into how closely he resembles Rowling's Dumbledore by the end of the Harry Potter series). Overall this book was terrible."
"49",48,"Karlyn","I'll be honest: I can't even remember why I hated this book, but I thought it was absolutely freakin' awful. I had to read it in 5th grade and it was among the first books I just really hated reading."
"50",49,"Mateo","This is consistently praised as quality dystopian YA but I really found it lame and unfinished feeling- Also maybe I'm a perve but the whole old man GIVER and young boy RECEIVER thing read to me as totally on the precipice of being something you'd read in the adult-youth archive of nifty.org."
"51",50,"3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081","The giver is about a person who is chosen for the job the giver. I hated the book, it was really boring and un realistic. I thought the plot of the book was stupid. I really didn't liked this book and i wouldn't recommend this book. the reason I didn't like the book was because it is suppost to be in the future and their version of the future was stupid. the book was really boring because the plot was really slow. A piece of advice dont wast your time reading this book it sucked."
"52",51,"Diana Valant","Obupno. In to pravim jaz, ki sem načeloma čisto WOOHOOHOO GO BRAVE NEW WORLD!Del, ko malemu dajo prve pomirjevalne hormonske tablete, me je tako razjezil, da sem se prav pomučila do konca. Strašno neprijetna knjiga. In netekoč jezik. In nič dobrega ne vidim v njej, no. Blah."
"53",52,"Justin Friesen","The giver is a book based on the idea of a utopian society, where everyone is told what to do and does it the same way. Personally I was not a huge fan of the book because there was no freedom in it, the people each do the same thing like when they each get a bike at the age of 9. Then suddenly jonas's life changed when he was selected to be the receiver of the town, a very rare job with vigorous training and the job to store the memories of the past in his head. But a problem arises as a little boy named Gabriel (problem child) can not sleep at the nursery and after jonas builds a relationship with him they say they are gonna release him which actually means to kill him. To find out what Jonas is going to do you will have to read the book."
"54",53,"Kennie is dah Name (: Batista","This book was just horrible. Do NOT recommened. "
"55",54,"Jessica Brooks","I'd like the Giver to give back 2 hours of my life, if not answers to where the rest of the story went! "
"56",55,"Melody","We had to read this book as part of the unit in English we were studying. It started out okay and I actually really enjoyed it...until the end. the ending of the book wrecked the whole thing and caused me to give this book a 1-star rating. the last couple of chapters are really repetative and its the same old ride the bike, find food, sleep, find more food, ride the bike again. Nice idea. Nice characters. Nice story. Rubbish ending"
"57",56,"Suzanne","Again, this was a book on tape so maybe I would've enjoyed it more if I read it, but I didn't like it. A futuristic society gone awry."
"58",57,"Jen Vance","Not for me. "
"59",58,"Kevin","i hated it so much"
"60",59,"Lori Lee-Rouadi","Yuck and double yuck.I had to dump out of this book that everyone except me loved."
"61",60,"Hannah.a","Gets weirder and weirder as it goes on"
"62",61,"Talia","It was an ok book. I just thought that it was a veery sad book. "
"63",62,"Matthew","SUX"
"64",63,"Reed Soliman","I wasn't planing on writing any reviews for this book.And I'm not going to, I'm just putting my unending rage at this book into good use instead of just thrashing that shit around.That crappy, nauseating, hateworthy, sorry excuse for a literature!I know there might have been a ""hidden meaning"", some ""subtle, delicate and powerful"" themes that I have overlooked, but screw this..I'm not cut for books like these..Only problem is that I came into this realization late enough.1 star."
"65",64,"Mariandrea","i liked it at first but the end is just SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO BAD!!!"
"66",65,"Sherry","Fairly well written but left me feeling completely uninspired and more than a little bit depressed. Not what I'm looking for in a book."
"67",66,"Jane","dont read"
"68",67,"Divyanshu Tripathi","Boring. Meaningless.Characters are paper-thin, dull and weak. Lack motivation. The narration is pathetic and confusing. The book takes the most important rule of ""show, don't tell"" and flushes it down the toilet. If you've not read it, you're not missing anything."
"69",68,"Sylvia","Re-read for third time. (9/2014) Love the introduction written in the latest book by the author. This is a dystopia book and not a feel good book. When I read it with that in mind, it serves it's purpose. Just not my favorite kind of book to read. I understand that being able to choose is what makes life beautiful. That means taking in the good with the bad, the ugly with the beautiful."
"70",69,"Alicia Einfalt","I had to read this for class a year ago and i hated it. This has seriously no logic. I'm sorry but a kid who can some how get memories from an old man isn't logical at all."
"72",71,"Layal Zaidan"," The Giver is a very interesting book. I liked the book but I did not like the second and third chapter. When I started reading the it reminded me about a war that happened years ago. i can't imagine a person's life being like this. The book called The Giver makes me want to read more and more books. In an interesting way. i wonder how does the get such an imagination. The way they say at the beginning frightened no an awful feeling about to happen. Well the point is its is its a very interesting book. "
"73",72,"Karsyn ","Why the fuck do people like this?!SMH. I will say nothing more about my thoughts on this horrible book."
"74",73,"Sookie","Maybe one day when I have enough time to read a bland, plain and monotonous writing, I shall come back to this.For now, I am giving this up. "
"75",74,"Jessica","confusing because i read it at a young age but i plan on reading again! very good book"
"76",75,"Bernard Adri","The giver made me mad, sad, and was a little confusing. This book made me angry because it was unrealistic that a person can hold the memories of a generation and the people wouldn't remember the past. It was sad that people in charge were able to decide who lived and who died. The book was confusing because the author jumps from present time to the past and I had a hard time following which was which."
"77",76,"Raindrop1856","I can normally finish reading a book even though boring. I couldn't finish it. It was so boring and I despised reading it! I don't remember what happened in the part that I read. I dint mean to sound mean or harsh but I just needed to say this."
"78",77,"Bruce","An awful novel, profoundly crappy. I read it a few years ago when I was substitute-teaching in Los Angeles, because I came across copies in so many classrooms. I was disgusted that children and teenagers are encouraged by teachers to read it."
"79",78,"Niza Ming","This book is soooooooooooooooooo boring. I almost fell asleap on it in class. It is just a plane book."
"80",79,"Madhu","Jonas is living in a so-called 'utopian' society where there are rules and set dates for everything. Everyone must follow these rules...or else. When a kid in this society turns 12, they are given a job to train for. Jonas gets an unexpected one...the Giver. He learns all of the dirty secrets his town is keeping, he knows he needs to stop them from doing these sick, revolting things. Will he succeed? This book may have been interesting at some parts, but over all I didn't enjoy reading it. How could I enjoy a book where babies are killed?!?! I only read this because everyone had to read it in class. This book scares me... "
"81",80,"Trey Surina","I thought this was the most disturbing book I've ever read. I was dreading it when we had to read it. I just didn't like it at all. It was the most annoying book I've ever read and I don't know why I hated it. If there was a way to give it no stars, I would"
"82",81,"Yaya","It was a little long but i liked the concept. "
"83",82,"Kristin","Depressing without a point. I understand the reader is supposed to come up with their own conclusions but all I came away with was the desire never to read any of her other companion books. "
"84",83,"Olivia","I really have to read this one again, because I'm not sure if I didn't like the book, or I'm taking my frustration out at it. See, when reading this book, I had a couple of bad experiences."
"85",84,"Kaya-Renée Cousin","i wasnt a HUGE fan but it was good. "
"86",85,"emily","was pretty spooky. Would not recommend for a 4th grader"
"87",86,"Quentin Cook","I did not enjoy this book at all it seemed very dull i get that they are living in a world with no feelings but when they made the boy have feelings i just did not have the sort of feeling i would of liked to i think the book was not entertaining the only reason i finished this book was because i had to for a school assignment it bored me and felt like the author didn't put emotion into this book i love other book written by the other but this on e in particular did not appeal to me "
