,user,review
10,Casey,"1984 is a terrifyingly accurate portrayal of what could happen if our world becomes more obsessed with both power and the ability to eradicate crime. While I'm all for eradicating crime, once we step into the realm of limiting privacy for the sake of 'safety', I begin to worry. Our individuality is as sacred as our lives. We cannot give up one to strengthen the other because there really is no point to doing that.Orwell creates a masterful world full of characters we can all, disturbingly, relate to. Winston's most degrading act, at least in his eyes, of (view spoiler)[betraying Julia by begging for her to suffer via the rats in his place is relatable even as it is atrocious, because Orwell portrays that scene so vividly that you cannot doubt that Winston had no ability to hold to his morals, which is terrifying. Usually, dystopias allow us to see through the eyes of one who beats the system, and it is depressing to realize that, given those sorts of situations, we would likely be among those who blindly follow the system, or are at the very least defeated in the end even if we did try to fight. 1984 has a protagonist who loses in the end. He completely loses everything he is, not just the fight he was trying to wage against an unfair world. Winston Smith is, in the end, nothing more than a shell of a man who has no inclination to fight the system because he has been warped to the point that he agrees with the system that warped him using horrifying means. (hide spoiler)]This book is applicable to all ages in time because as long as there are people, there will be those who desperately desire power and will do anything to attain it, and there will also be those who will seek power with the intent to only use it for good. Unfortunately, both types of people tend to make bad decisions, though one is aware of how horrible their decisions are and the other believes they are doing what they are doing for the greater good, and that they will stop their atrocities as soon as the world is fair, which it won't be, because they are helping to make it cruel and unfair."
11,Otis Campbell,"They'll split your pretty cranium, and fill it full of airAnd tell that you're eighty, but brother, you won't careYou'll be shooting up on anything, tomorrow's neverthereBeware the savage jawOf 1984"
12,James Pitt,"Holy cow. What can I say? This book was amazing! I don’t want to interpret it because hundreds of others have done so already, so I will discuss why I liked it and why you will too.The prose is perfectly formed, not a word out of place. Orwell was a perfectionist of the highest order. I wonder how many drafts he went through while writing this novel? Despite the perfection, the prose is rather formulaic. It is the themes and story that were revolutionary; most contemporary dystopian novels ride off this book’s back.The book started off rather slow and, because the prose was so formulaic, it took me awhile to read. However, after the first few chapters it picks up and once it does you cannot put it down; without spoiling anything, the latter half of the novel is particularly engaging.I think the thing I like best about this novel is the attention to detail. I have already mentioned that Orwell was a perfectionist, and it shows. Just read the appendix on Newspeak, the official language of Oceania (futuristic Britain). How many other writers would create an entire language just for a single book? If it was a fantasy series, maybe, but a standalone novel?Orwell manages to paint a depressing and believable alternate world of constant war and fear. I definitely recommend it, no matter how old you are.(Also, Kim il-sung, founder of North Korea, clearly read this book when it came out; it has North Korea written all over it!)"
13,Amr Masri,اعظم رواية بالتاريخسواء كنت تحب السياسة ام تكرهها اواذا كنت لا تقرأ الروايات والقصص بشكل عام هذه الرواية تختلف ..انها اعظم رواية بالتاريخ
14,Jack Harding,"Orwell's 1984 is a brilliant (although very bleak) novel which depicts a totalitarian future. All activities and thoughts are being watched by the government (""Big Brother"") and the truth is constantly being manipulated to the point where the society no longer has a history. The plot revolves around Winston Smith, a man who works for the Ministry of Truth by doctoring various documents and photographs in order to fit the current narrative that the government is telling citizens. Smith begins to challenge the Big Brother by committing small acts of rebellion. It starts with keeping a journal, then leads to a love affair, which leads him to want to look for ways of getting involved in a revolution.First, let me say that Orwell's work is a product of its times in certain aspects - Britain had just been through two world wars which were only eighteen years apart. Orwell had also seen the rise of totalitarianism in Russia, Spain, Italy, and Germany. Yet Orwell, takes these aspects a step further into the future with the use of totalitarian sates, atomic weaponry, and the military industrial complex to create a very bleak new world. The writing and descriptions are wonderful. The book really makes you think, not only about society, but about history, happiness, love and the truth.Second, I read the 1984 Commemorative Edition, this was rather interesting as it contains a rather insightful essay by Erich Fromm at the end and an interesting foreword by Walter Cronkite at the beginning. Cronkite discusses the book in relation to his experience with news and the news of the day ( which is rather interesting considering the edition is about thirty years old).If you enjoy this I would strongly recommend Animal Farm by George Orwell, Brave New World by Aldous Huxley, and Amusing Ourselves To Death by Neil Postman. I would also recommend the show Futurama by the creators of the Simpsons, once you read 1984 you will see that the creators have taken many ideas from Orwell and Huxley."
15,Leah,"There are more sophisticated reviews about this book, but I just wanted to write that it has coloured my view of the world. It shows the great potential for humanity (even in the guise of the very normal Winston) as well as the great dangers of organised humanity (e.g. governments). Unfortunately a lot has happened since Orwell wrote this masterpiece, and a lot of it hasn't been very good. Either politicians read this book for ideas, or the wrong people aren't reading the warnings. Or something like that.I think everyone should read this book, or at least try to. It is a serious read and a little dry at times, but some reading needs persistence. Not everything should be easy to digest candy floss."
16,Rui Teixeira Monteiro,"Numa visão satírica e negra, uma crítica tão atual do Leviatã que se ergue silenciosamente pelas nossas vidas.Uma memória de que nenhum governo é bom, apenas para os fanáticos do costume, que se espumam na gamela almejada."
17,إسراء مقيدم,"إذا أردت أن تكتب رواية لكل الأزمنة ,لا تتأثر بالعوامل المتغيرة كالحقبة الزمنية أو الأحداث السياسية _الأمر الذى وقع فيه كتاب كُثُر _فما عليك إلا أن تلجأ لأحد المفاتيح الثلاثةإما أن تكتب رواية تاريخية,فالتاريخ على الرغم من كونه ماضِ فهو صالح لكل الأزمان لثبوتهوإما أن ترتقى بالقارىء لما وراء المادة ؛وأقصد بذلك أن تسمو بأفكارك لما بعد الروحانيات..كما فعل البهاء الطاهر فى نقطة النور على سبيل المثالوإما أن تلجأ للخيال,وهذ ما فعله جورج أورويل فى روايته هذى.ولم لا؟,فالخيال لا ينضب أبداً ولا تخفت جذوته.أما عن 1984 ..فالحديث قد يطولـــــــــــالحرية عبوديةالحرب سلامالجهل قوةتلك هى مبادىء الحزب الحاكم..تتناول الرواية فكرة ""ماذا لو انتصر الفكر شيوعى؟ماذا لو تهدّمت الرأسمالية وحلّت محلها الاشتراكية؛وفى الوقت ذاته قُسم المجتمع تبعاً لمبدأ الطبقية المناهض للاشتراكية ,وماذا لو امتلك الحزب الحاكم كل شىء ؛وفى الوقت ذاته؛لا يمتلك أى شىء؟..ماذا لو أن كل عضو من اعضاء الحزب مقدار مايمتلكه يقتصر على ممتلكاته الشخصية؛ولكن الكل فى صورة الحزب يتحكمون فى كل شىء؟والحزب ذاته ينتمى للأخ الأكبر الذى ربما هو فكرة أكثر منها تكوينالمكان والزمان لا يشكلا أية أهمية فى عهد قد فقدت فيه كل الأشياء جدواها..ما هى الحقيقة وما هو الزيف,ماذا تمثل لك قناعاتك ,وإلى أية درجة يمكنك التشبث بها؟ما هو حاصل جمع 2+2 ؟كيف يمكن ك التأكد من ان الناتج يساوى 4؟ ربما هو ثلاثة أو خمسة؟بل هو ثلاثة أو خمسة بالفعل..لا يمكنك التيقن أبداًاليقين الوحيد هو أن ترى ما يراه الحزب الحاكمبل أن حتى هذا لا يكفى,ينبغى عليك أن تؤمن أن حاصل جمع 2+2=5..أن ترى أن هذا هو الصدق,وفى الوقت ذاته ألا تصدق ,أنت إن فكرت تعرف,وإن عرفت تمردت,وإن تمردت فقد حجزت لنفسك مقعداً أثيراً فى الحجرة 101,الخلاص الوحيد فى ازدواج الفكر ..أن تعلم ولا تعلم,أن تكون مدركاً للحقائق كاملة بينما تتحرى الأكاذيب الملفقة فيما تقول,أن يتسع عقلك فى آن للرأى ونقيضه,وأن تؤمن بكلا الرأيين رغم علمك بتناقضهما وأن تستخدم المنطق ضد المنطق وأن تكفر بالأخلاقيات وتدعو إليها,أن تؤمن بأن الديمقراطية شىء مستحيل وأن الحزب هو حارس الديمقراطية ,أن تنسى كل مايجب نسيانه ثم تستعيدده الى ذاكرتك من جديد عند الحاجة اليه ثم تنساه فوراً بعد ذلك والأهم من هذا أن تطبق تلك العملية على نفسها .تلك هى المهارة القصوى ؛أن تعى أنك تطلب ألا تعى ,ثم لا تعى أيضاً عملية التنويم المغناطيسى التى أجريتها على نفسك.يقينك يكمن فى أن ترى ما يراه الحزب الحاكم,أن تعتنق مبادئه ,وأن تكون قناعاته هى قناعاتك الفطرية لا الموروثةيقينك ألا تعرفالجهل قوة.الحرب سلاملكل حرب هدف ونهاية..فالسلام هو الهدف الأسمى ,من أجله تقوم الحرب فى المقام الأول..أو هكذا يدعّونولكن للحزب الحاكم وجهة نظر اخرى,فكما أنه لابد من حرب لنشر السلام؛لابد أيضاً من استمرار لتلك الحرب كى يستمر السلاممن أجل هذا خُلق البشر فى المقام الأولالحرية عبوديةمنذ فترة لأ أدرى كم تطول,ربما منذ أن تشكّل وعيى ,ودائما ما تصادفنى تلك الحكاية التى لا تُنسى..عن هؤلاء المنشقينبالطبع يتنوع عمق الأحداث ويتدرج مع تقدم عمرى,فقد بدأ الأمر بأسطورة العشيرة التابعة لسلسة ماوراء الطبيعة..عن هؤلاء القوم الذين فاضلوا بين الحرية والعبودية,وفضلّوا الحياة فى الانفاق من اجل حقهم فى الحياة بحرية لا كما يفرض عليهم المجتمع,هنا اتساءل..ما النور وما الظلام؟هل الحياة تحت الأرض مظلمة لهذه الدرجة؟أم أن الحياة فوقها غير منصفة؟..لم أستطع الاجابة لصغر سنىومع تقدمه..طالعت اليوتوبيا الخاصة بأحمد خالد توفيق وتعرفت بجابر,هذا المنزوى الذى ربما قد يكون الحى الوحيد وسط أموات اليوتوبيا ..تنتهى رواية يوتوبيا بوفاة جابر مرسخّة بداخلى أن نحب الحياة اذا ما استطعنا إليها سبيلاوالآن ,مع بلوغى الحادية والعشرين تأتينى رواية جورج أورويل لتثبت لى أننا مهما تقدمت بنا الحياة لا نحلم بأكثر من حياة كالحياةونستون وجوليا حاولا تحقيق هذا ,ربما بأبسط الأشياء كالقهوة والسكر وممارسة الجنس كما يحلو لهم؟,الأشياء التى قد تم تحريمها بأمر الحزب الحاكم كخطوة أولية لسلب هوية الطبقة العاملة عن طريق تجريدهم من كل مجريّات الدماء فى الروح,من الأشياء التى تلونهم..تميزهمبأن يفرض الحزب سيطرته على البشر..تماما كما قال أوبراين 
الطاعة ليست كافية,كيف تتأكد أنه يطيع ارادتك انت وليست ارادته هو الا اذا عانى؟السلطة تكمن فى توجيه العذاب والاذلال,فى تمزيق عقول البشر ثم جمعها مرة ثانية فى أشكال جديدة تختارها أنت..هل بدأت الآن ترى أى نوع من العالم هذا الذى نخلقه؟انه بالظبط على عكس المدن الفاضلة الغبية التى تنشد المتعة والتى تخيلها المصلحون القدامى..انه عالم من الخوف والخيانة والعذاب..عالم يتقدم لا ليكون أكثر رأفة بل أكثر قسوة..ان الحضارات القديمة تدعى انها قامت على الحب والعدالة,أما حضارتنا فقد قامت على الكراهية.فعالمنا يخلو من العواطف فيما عداالخوف والسخط والاحساس بالنصر واذلال النفس..وفيما عدا ذلك سندمره,لقد استطعنا بالفعل ان نمحو عادة التفكير التى استمرت قبل الثورة؛ان نقطع الاواصر بين الابن وابيه..بين الاخ واخيه,لم يعد هناك من يثق فى زوجة او طفل او صديق,ومستقبلا لن يكون هناك زوجات او اصدقاء,فالأطفال سنأخذهم من امهاتهم بعد ولادتهم كما يؤخذ البيض من الدجاج..ستمحى الغريزة الجنسية وتصبح عملية الانجاب مجرد ثانوية مثلها فى ذلك مثل تجديد بطاقات التموين,لن يكون هناك ولاء غير الولاء للحزب ولا حب غير حب الاخ الأكبر..لن يكون هناك فن او أدب أو علم,فحين تكتمل لنا القوة لن يكون هناك حاجة للعلم,لن يكون هناك فارق بين القبح والجمال..لن يكون هناك حب المعرفة او احساس ببهجة الحياةلأن كل المتع المتضاربة ستتدمر..
تنتهى الرواية بانهزام ونستون,أو بالأحرى انتصاره على نفسه بأن يحب الأخ الأكبر بصدق داخلى_فالحرية عبودية_؛الأمر الذى جعلنى اتساءل؛هل حقاً من حقنا ان نحلم بحياةٍ تشبه الحياة؟هل يمكننا أن نحب الحياة اذا ما استطعنا إليها سبيلا؟أم أن الحياة تكرهنا لأننا لم نجد هذا السبيل؟..لن أستطع الجزم أبداً"
18,Ali Korkor,An eloquently written masterpiece about humanityIt's not whether Orwell thoroughly predicted the future or not but it's just that you can't help but be overwhelmed by a man with such a vision 
19,Cassie,"War is Peace, Freedom is Slavery, Ignorance is Strength. Big Brother is always watching. This book is mind blowing. Literally. Not only is it a classic in my opinion but it is a very relatable book, even though it is fictional. George Orwell wrote this in the belief that the world would someday be like a controlled dystopia someday, that the world was in a fight of control and that little hope existed to break free. If you enjoyed The Resistance soundtrack by the band Muse, then you will love this book. Muse's album was based off of this book, and if you listen carefully, you can hear the hints dropped like ""the thought police"" or ""will they find our hiding place?"". I was a little unsure about reading it at first, but honestly, after everything got so crazy and unpredictable, I was hooked. If you are ready to be shaken awake from your lazy day-dream type books, then this is the book to do it. I couldn't believe it played out like it did, and though some parts were interesting enough and all of it was insanely surreal, it was one of the most life altering books I have ever read. I most definitely recommend this book to everyone, whether you are a fan of fiction or not, this book is for the world, like it was meant to be. "
20,Kressel Housman,"The first time I attempted this book was in the real 1984, but I gave up on it pretty quickly. The prose style just didn’t grab me. So after all these years, I figured 1984 would be one of those classics I would never get around to. Of course, the book has had such a strong cultural impact, you don’t have to have read it to know about the concept of Big Brother. That very concept is what finally prompted me to read the book. In this Internet Age with NSA surveillance, is Big Brother watching? Or is it just a whole bunch of little brothers trying to sell us stuff? I’m more inclined to believe the latter, but I recognize the possibility of the former. In any case, it seemed high time I read the book.Just as happened decades ago, I found the prose style of the first hundred or so pages boring and difficult to get through, but now I understand that Orwell did that deliberately. Winston, the protagonist, is supposed to be isolated, so there’s very little dialogue to move the plot along. Things pick up with the introduction of Julia. From there on, it’s as suspenseful and riveting as any other novel. For me, the best part of the book was Goldstein’s section, even though it was pure narrative and had no dialogue at all. It was such a brilliant distillation of how totalitarian societies operate. The war section reminded me of an insight from Eric Hoffer's The True Believer: “Mass movements can rise and spread without belief in a G-d, but never without belief in a devil.” Hoffer and Orwell were contemporaries, and both were writing in the aftermath of World War II. I had a similar yearning for non-fiction in the torture section of the book; it made me want to read some real prison memoirs to find out what it’s really like. Fiction can give us a great window on reality, but I like to combine its lessons with reality itself.1984 definitely deserves its status as a classic. Everyone alive should read it at some point. But ultimately, I’m not as pessimistic as Orwell. The kinds of power plays he describes most definitely exist, but I believe that the spirit of Winston is stronger. And really, since 1984 is more cautionary tale than reality, in writing this novel, I guess Orwell believed in the Winston in all of us, too."
21,Natali,"Words cannot describe this book. I am utterly speechless. The pure fear and anticipation George Orwell transferred to his readers was so tangible, I was literally shaking in my seat and jumping at surprising parts of the novel. If it goes to say anything, I'm reading this book for a CLASS and I could not put it down. The story itself is unforgettable, with well developed characters and relationships and a perfect description of a dystopian world. And the worst part? IT ALL MAKES SENSE. The society's reasoning, the society's policies, everything made sense. Was it a government that ran on fear and punishment? Yes. Were the people brainwashed and ignorant to the world around them? Yes. But as I read through the story, this government has done what all wish to do: fully and completely control the population. Sure, it wasn't honorable, but in a society like that the word honorable does not exist. Every person should read this book, because it explains what would happen if we give the government too much power. I'm terribly sorry if this review sounds choppy and unorganized, but I really don't have enough words to describe how amazing and eye opening this book is. "
22,Jon Norimann,"A political classic and as scuh a must read. Although its heavily dated and the ideas in it are better summarized elsewhere, this is among the original sources for all literature and discussion on government control, spying and ideas about the future in general."
23,Noha,“Big Brother is Watching You.” 5 brilliant stars!
24,Monthly Book Group,"“1984” was written by George Orwell during 1947 and 1948 while he was living on the Scottish island of Jura, and suffering with tuberculosis. It was published in 1949, and met with immediate success. Orwell died in 1950. Our Group read it in conjunction with “We” by Yevgeny Zamyatin.The proposer of the book felt the political content set Orwell the novelist's imagination on fire, making it one of the greatest novels of the post-war period. Orwell is more of an iconoclast than an ideologue, and his driving passion is a hatred for all forms of authority. Orwell is brilliant at identifying and attacking the abuse of power, and 1984 is best seen as an extended denunciation of where this can lead, a kind of worst-case scenario. Orwell’s “Animal Farm” is another effective, development of this themeThe date of 1984 is not critical to Orwell’s intentions –the book is an extrapolation of some of the political and cultural directions of the 1930s and 1940s, including Nazism and, in particular, Soviet communism. The book is more political satire than science fiction, and the items of futuristic technology described (telescreens and hidden microphones for example) were primarily of interest as tools of state surveillance. The uses of CCTV and internet and mobile phone surveillance in contemporary societies suggest that Orwell was not too far off the mark in this respect. The shabby living conditions and food rationing further locate the book’s world as that of the 1940s, albeit an altered and extrapolated version of that world.Who are the proles of today? One felt that we were all as powerless as Orwell’s proles, and that contemporary political cliques held power as surely as The Party in the book. Others disagreed, pointing out that we had a vote for who was in government, and could influence government policies. Although Orwell closely follows the plot of the earlier “We” by Zamyatin (a debt which he acknowledged), he improves upon it in many ways, and develops two brilliant themes that were absent from the previously published book. These are the idea of re-writing history (which is actually the occupation of the book’s protagonist Winston Smith) and the idea of a gradual constriction and diminution of spoken and written language (Newspeak) in order to eliminate any form of conceptual thought inimical to the state.The book is as much socio/political essay as novel, and therefore inevitably raised questions of a general nature about humanity and systems of society. Are the “Sun” and the “Daily Mail” examples in practice of a kind of Newspeak? Can conceptual thought be limited by a paucity of vocabulary and grammatical sophistication? How do physicists for example develop concepts for which there was no existing vocabulary? Do different world languages govern their users’ modes of thought? The appendix on Newspeak, being written as a description of a failed idea, and not in Newspeak, provides a subtle note of optimism at the end of the book by suggesting that the world described in “1984” has come to an end. Orwell had a fundamentally pessimistic view of human nature, and the portrayal of the sadistic O’Brien is a chilling vision of how the ultimate use of power can be deliberately to cause suffering for others. In Nazi Germany, Soviet Russia, and many other places and times this tendency in human nature could be observed in practice in the real world. “Power tends to corrupt, and absolute power corrupts absolutely”.We turned to the question of whether or not Orwell’s pessimism extended to disillusion with the British Labour Party in the post-war period. After all, the Party in 1984, “Ingsoc” in Newspeak, is “English Socialism”. Was Labour’s programme of nationalization and anti-capitalism merely resulting in the creation of a new political clique, and failing to benefit the proletariat? One who had read Orwell’s political essays of the time, had found no real evidence of disillusion of this kind. Rather Orwell hated all forms of authority, and his experiences of growing up in an English boarding school, and the low self-esteem evidenced by his poverty-stricken existence as an adult may have been more potent drivers of his vision than simple political preferences. In fact “Ingsoc” bears more similarities to Soviet socialism than British socialism. O’Brien’s invented enemy of the state, Goldstein, for example seems to be a clear equivalent of the disgraced Trotsky in Stalin’s Russian…..This is an extract from a review at http://www.monthlybookgroup.com/ Our reviews are also to be found at http://monthlybookgroup.blogspot.co.uk/"
25,Yasmine Tarek,"خلال قرائتي المتأنية أحسست بسؤال يخايلني بإلحاح...أي فكرة شيطانية هذه التي ساورت جورج أورويل ليكتب عن دولة الأخ الكبير؟! أو أي تجربة رهيبة مر بها كي يوصله عقله وخياله لمثل هذه الصورة الرهيبة من المجتمعات البوليسية؟ الدولة المراقبة لأدق تفاصيل حياة الفرد أو بالمعنى الأصح هي تحصي الأنفاس والأفكار بل وتعبيرات الوجه جراء التفكير!! ولا غرابة في أن تجد جريمة قد يُعدم من أجلها الإنسان وتسمى جريمة الفكر !!أنت مراقب من الجميع..العائلة والأصدقاء ومن تحب إذا كانت لهذه المصطلحات وجود من الأساس..قد يشي بك أقرب الناس إليك من أبسط الأفعال,ربما كلمة أثناء النوم كفيلة بالقبض عليك واتهامك بجريمة فكر فعقلك الباطن يُكن كراهية للحزب والأخ الكبير.أسلوب الحياة على غرار ما يُسمى بازدواجية التفكير ونقض الحقائق وتزييف الوعي وتلقين عقلك ما يراه الحزب فقط لا غير وما سواه هراء لا يجوز التفكير فيه من الأصل..تعددت أسئلتي لتدور حول فكرة واحدة..وهي وجودية هذا المجتمع من عدمه وإن وُجد فأين وكيف وهل يكون كالصورة التي رسمتها الرواية أم أكثر بشاعة؟تصادف وقت قرائتي للكتاب قراءة لكتاب أخر هو يوميات من الانتفاضة السورية ولصدمتي أقرأ بين ثنايا الكتاب صورة من صور دولة الأخ الكبير!! حيث يذكر الكتاب أنه خلال بداية الثورة في سوريا أصبح كل شئ مراقب حتى التليفونات المحمولة دون استخدامها..مجرد التحدث بالقرب من موضعها كفيل بإيقاع الشخص في قبضة الأمن!تلك الدولة لا شئ قادر على العبث بها فكل محاولة تمرد هي في حقيقة الأمر إشارة لتدمير حياة المتمرد..تأخذك الرواية إلى صور تماثل الواقع مثل مركزية الحزب وفكرة السلطة في أيدي الأقلية ومن حولهم لا يتوانون في تصديق أي شئ بل والإيمان به كحقيقة مطلقة من أجل طاعة الحزب,فاثنين واثنين يساويان أربعة وفي بعض الأوقات يساويان خمسة إذا أراد الحزب ذلك..الماضي ليس له وجود إلا في السجلات وذاكرة البشر والاثنين يخضعان بشكل تام لإرادة الحزب..كل ما شعرت به أثناء القراءة وبعد الانتهاء أن هذه الرواية مخيفة..مخيفة جدا إذا تحققت يوما ما..أعوذ بالله أن أحيا حتى ذلك اليوم..."
26,Henry,"The book is so dark it almost becomes unbearable. No hope for humanity can be seen. Orwell speaks through the mind of the ultimate dictator. The book is written after the Soviet great terror, the Nazi holocaust and before the Chinese Communist cultural revolution, and superseded them all. 1984, Newspeak and doublethink will stay timely as long as there is authoritarian government on the planet. "
