,user,review
140,Janet Glowinski,
141,Mohammed Aloufi,
142,David Whitehead,
143,Iqqy,
144,Pramod,
145,Rosie Telford,
146,Dean,"The stories were interesting and displayed curiosity with life, but every page reeked with choking arrogance and self-congratulations at the author's own cleverness."
147,Mae Ann,
148,Ghassen,
149,Hussien Mohamed,
150,Cynthia,
151,Clara,
152,Munzer,
153,Woinne,
154,Jennifer,
155,Seun Sreyneang,
156,LIsa C. Boggs,
157,Nicole,
158,cindy,
159,Aga Madurska,
160,Matthewbellion45,
161,Etaoin Shrdlu,
162,Yukonrig Mat,
163,Ayesha,
164,Osama Awwad,
165,Acun,
166,Devin,
167,Juryan,
168,Stephanie Trevino,
169,Thirunavukkarasu,
170,Niria Alvarez,
171,Kaethe,"a bunch of anecdotes strung together, that were probably very funny when Feynman told them, but aren't funny at all for me to read"
172,Nader,
173,Robert,
174,Mario Ramsey,
175,Three,
176,Pc Mahesh,
177,Katezkielynne Demecillo,
178,Nick,"One of the problems with reading a book written by a genius is that you have to ask yourself whether any perceived deficiencies in the text are due to the author, or due to your own failure to comprehend his brilliance. That said, I wasn't thrilled by this book. On a purely technical level, it would have benefited from a stronger editor. While there's a rough chronological order to the material, there tends to be a lot of jumping around both within and between the chapters. A few times, Feynman would relate some post-WWII anecdote, only to jump back to something that happened during his time at Los Alamos in the early 1940s. He'll mention that he divorced his second wife, and then shortly thereafter tell a story set during the marriage. It gives the book a very disjointed quality.On a more personal level, Feynman just doesn't strike me as someone you'd want to spend time with. About 30% of his stories talk about a time he pulled a fast one on somebody, or how he did something arrogant and obnoxious and it developed into an incident. Reading this book feels like babysitting a very rambunctious toddler--as amusing as his antics may be, you're can't help but looking forward to it being over. And while it's perhaps unfair to judge his behavior by modern standards, some of the womanizing and borderline misogyny (as when he decides that the best way to pick up women in bars is to treat them badly and call them whores) is a bit disappointing. Feynman's scientific accomplishments may be beyond reproach, but I doubt I'll spend any more time with his memoirs."
179,Jschro,
180,Nico,
181,Swati Mishra,
182,Митя,
183,Mostafa Mahmoud,
184,Nicol,
185,Alma Travis,
186,Jen,
187,Mara Alexandra,
188,Brianna Ballard,
189,Stat,
190,Geneveve,
191,Jalice,"While Feynman's way of thinking is certainly different and his travels are interesting., I felt he left out everything I, personally, was HOPING to get his point of view on. Like his thoughts on the ethics of nuclear weapons. His role in the Manhattan project. Hell he has several chapters on how to get women in bed but not on how the McCarthy era affected science and intellectualism. I wanted to know what really went down from someone SANE who was really there to witness it. Instead it's mostly just funny anecdotes from his life. I was disappointed."
192,Nancy Winnington,
193,China Doll,
194,Viraj,
195,Katelyn,
196,Shellie Wade,
197,Patsy Hay,
198,Pochems,
199,Kendrick Thomas,
200,Lisa Phillips,
201,Esma Maslo,
202,Mohamed Diab,
203,Stan,
204,Ozzi Osborn,
205,Brandon,
206,Cory,
207,Minati Sahoo,
208,Ste,
209,Mia,
210,Saafi Jalel,
211,Christine,
212,Crenando,
213,Priyadarshani,
214,Zachary,
215,Jhas Aguila,
216,Latoya,
217,Baraah Alajwah,
218,Marcie,
219,Eric Sullenberger,
220,Pallavi Sharma,
221,Melody,
222,Tyrin,
223,Fermin,
224,JmeDoom,
225,Chin Jiun,
226,Victoria,
227,Sheila,
228,Daniel Addison,
229,Justin Pommell,
230,Muhammad Faisal,
231,Tim,
232,Erna Safriana,
233,Paul Schweiger,
234,Mehjabeen,
235,Maec Briones,
236,Ahmed Alam,
237,Essam Allysee,
238,Mayinuddin,
239,Rohithmj,
240,Muhammad,
241,El Toro,
242,Shpetim Avdyli,
243,Northernview,
244,Wade,
245,Sara Bernal,
246,Ing,
247,Alondra Ayala,
248,Shrz,
249,Clifton Mauldin,
250,Thomas S,
251,Sharon,
252,Hannah,
253,HEMLAH08,
254,Soussou,
255,Hidayat Aji,
256,Bzingman,
257,Dora Babu,
258,Sara,
259,Mintkittytea,"In 2014, this guy's name started popping up in books I was reading, blogs, and articles, and then on the ""Challenger"" TV movie that I watched with my Dad. I love William Hurt, and his character in the movie, Dr. Richard Feynman, was incredibly interesting. So - Wikipedia. Wow. I borrowed the book, and another one from a friend and started to read. Yes, this guy is cool, and genius, and interesting, but it seems above all he is a self-proclaimed prankster/joker at heart. And I'm having trouble dealing with that aspect. I'm struggling with it and have put the book down for now."
260,Jade Cody,
261,Masoud,
262,Liv,
263,Lr,
264,Duaa Hani,
265,Zaimund Karl,
266,Sinisa,
267,Avinash,
268,William Westmoreland,
269,Jackjackington,
270,Ayesha Sahar,
271,Tess J,"Listen, I read this a long time ago but here's the thing about it. I'm a big sience fan, and I've always heard how brilliant and funny Richard Feynman was, especially because of his connection to the UofC. But I loathed this book. I suppose it's a memoir, and I don't know if it's ghost written or not, but what was supposed to endear me to Mr Feynman made him revolting to me. According to this book, he treated other people like dirt and thought it was hilarious, he correlated pure intelligence with worth, and he dismissed and disrespected everyone who he felt was not as intellectual as he was (and being that he was a genius, that was most of everybody). Perhaps this is melodramatic, but he sickened me a touch. His blatant disrespect for the work of other scholars in the guise of a patronizing outlook is wholly demoralizing, and for people who wished to pursue a degree in the sciences under him I can't even imagine what it was like to deal with his pomp and ego. I know that the persona displayed in memoirs is different than the actual personality of a person, but the gleeful manner in which he presents his attitude does nothing to disprove my issues with his style. "
272,Gregory Leazer,
273,Jaybae,
274,Analiza E.,
275,Gort,
276,Katleho Mahlelebe,
277,Brynn,"Ugh, I couldn't get through this book. I'm sure there are some interesting stories in there somewhere, but it's horrendously written and reads less like a memoir and more like Feynman just bragging about how clever he is."
278,Sci Saeed,
279,Oluwasesan,
280,James Clarke,
281,Stacy,
282,Simon,
283,Jordan,
284,wakaba,
285,Frieda M,
286,Himafoush,
287,Mea C,
288,Lynda Schar,
289,Mohammad,
290,Mohammed Tohidul,
291,Caryn,
292,Amber Dunten,"I totally agree with Emily, the top reviewer with 113 comments, most of them chastising her for not loving this book, and many of them trying to imply she's simply not smart enough to appreciate Feynman if she doesn't love it. Without attempting to demean or diminish Feynman's actual brilliance and greatness as a scientist, I declare: this book is annoying as shit. Without dismissing the many very real talents Mr. Feynman had, I'm not convinced that compelling and empathetic writing was one of them. I'm aware this book is little more than a compilation of interviews with Feynman, so perhaps the blame there lies with his co-author/editor, who took Feynman too much at his literal word and failed to effectively work the many anecdotes into a pleasing and well-written whole. I'm told Feynman was a very likeable guy, but the guy who comes across in these anecdotes seems to me to be only likeable in small doses. He seems bombastic, overbearing, even a bit grandiose in his manner, despite paying lip service to modesty – and by this, I don't just mean he spends too much time bragging about how clever he is, which he also does. Don't bother dinging me for saying this by pointing out that he IS pretty goddamn clever and has earned some bragging rights - I'm aware of that, and I don't care. He could be the smartest person in the history of the world, but braggadocio is still not an attractive habit. And don't try to tell me it's an essential quality of an autobiography, either. I've read other autobiographies where people spend upward of 300 pages talking about themselves without making me want to punt them.No, I sense something deeper in Feynman's manner of speaking that says to me, This person is utterly arrogant and yes, self-aggrandizing. (Emily's word.) It strikes me as the sound of someone who's spent too much of his life with his fanboys hanging on his every word, so that now he thinks every word that comes out of his mouth is actually worth hanging on. This may be a justifiable mistake for someone in Feynman's position, but that doesn't make it any less a mistake. In fact, I think it's a mistake that is at the heart of this book – the concept of, “It's Feynman, so of COURSE we can just compile a bunch of interviews with him about random shit he did one time, put them in chronological order, and it'll be great!”And I don't find Feynman nearly as funny, endearing, or even interesting as he thinks he is. To be fair, I admit he seems from afar like a terribly interesting man, but I quickly discovered I do NOT want to spend 11 solid hours listening to him tell seemingly random and generally trivial stories about episodes in his life. One or two anecdotes may be mildly entertaining, but his style gets old in a hurry, and his sense of humor seems downright mean-spirited at times. Perhaps my mistake was in attempting to vread it straight through – I don't really have any other way to vread. But you can only vread so many anecdotes about experimenting with ants and their pheromone trails or working on broken radios as a kid before you realize each one may be slightly interesting, but when you put them all together in a row, their total interest value doesn't accumulate. Meanwhile, Feynman's annoyance value DOES. Therefore, I recommend this book (a) in small doses, say for example as light bedtime reading, or (b) for those on the “Feynman can do no wrong” bandwagon. This latter group is his true audience – the ones who are delighted to hang on every word that comes out of his mouth. And I suspect that in the latter half of his life, he moved through a world so surrounded by those people that he forgot there was anything else. I could be wrong – maybe it's not Feynman's fault at all, and this isn't really him. This could be just the aspect of him that's been asked to sit down in front of a microphone and tell every story about himself that he can think of. When your friends tell you that your war stories are so awesome they should be compiled and published as a book, is there any other way it can really come out?Audio notes: The audio version is not helped by a narrator who seems to be sort of channeling Feynman's manner of speaking – his rhythms and intonations, though not his accent or timbre – and it makes a slightly annoying series of anecdotes that much MORE annoying and somewhat duller than the material itself would warrant. I pulled up recordings of Feynman's lectures and more casual interviews, and there's enough of a match to his casual speech patterns that I think it's intentional. But it's as though the narrator learned to imitate Feynman by listening to him speak a single sentence, and then he just repeats that sentence over and over. Every sentence has the exact same rhythm and intonation as the one before it, and it's all a little too fast and perky, so it's like being forced to spend 11 hours listening to a salesman's patter. Somewhere between that and Chinese water torture."
293,Serabiiadee,
294,Lily Mnats,
295,Shiva Fd,
296,Raquelyn,
297,Mohammad Ibraheem,
298,Ahm,
299,Will,
300,Joey Cerise,
301,Pankhuri,
302,Becky,
303,Karen Keyworth,
304,Ghada Alshehri,
305,Griselda,
306,Kelly,
307,Lisa,
308,Carlos,
309,Nabin Giri,
310,Jeanette,
311,Elwood Smith,
312,Cynteria stone,
313,Ramilison Delor,
314,Laurahusonroseforbes,
315,Andrew Fong,
316,Ali,
317,Jennifer Davis,
318,Scootsmagoo,
319,Zackary,
320,ctwayfarer,
321,Mercy Dams,
322,Rana Ebraheem,
323,Bxp2028,
324,Kim,
325,Bob Ocken,
326,K. Nicole Morin,
327,Katie,
328,Dena Wiggins,
329,Supun Kularathne,
330,Islam,
331,Spenser Cat,
332,Marco Durante,
333,Reemm,
334,Fahath,
335,Azmil Reza,
336,Emily Jo,
337,Abbie Lloyd,
338,Mayra Medina,
339,Cj Espina,
340,Heather Lavigne,
341,Sofiane,
342,Jules,
343,Hadjer Joe,
344,Caris Wadding,
345,Julissa,
346,David Mohammed,
347,Brooke Mccarthy,
348,Trinity,
349,Nidhi,
350,Orhandido Akbar,
351,Said,
352,Jury,
353,Cecilia,
354,Pearce Burrows,
355,Dhez Etrata,
356,Yoli Garza,
357,Darren Bailey,
358,Galih Arya,
359,Shruti,
360,Shola,
361,Mohamed Saad,
362,Jeremy Howe,"Surely You're Joking, Mr. Feynman Review""Surely You're Joking, Mr. Feynman!"" is a curious, well informed book. However it is lacking in many different departments, enough so that it made the book feel lifeless, boring, and empty. The book is basically about Richard Feynman, a pretentious, wise-cracking physics professor, and all of his adventures. He travels around the world, doing physics and stuff, and has an ending. The book has a rather straightforward beginning, sags on and feels clunky in the middle, and practically has no ending. The structure of the book itself felt empty.Feynman writes in a way that feels boring and hollow. He glazes over his interactions with other people and the world around him. Huge occasions are glazed over in a matter of sentences. Some might enjoy this because he focuses mostly on the science, but the book feels non-human. This book is supposed to be a biography, but in reality, we didn't learn that much about Feynman! When something happened, it simply happened, there is little to no reaction; this tells us nothing about Feynman and prevents us from connecting to the author.Before reading ""Surely You're Joking Mr. Feynman!"" I read over the reviews. I personally felt disappointed when reading it. No it is not ""laugh out loud funny"". I found myself smiling, and saying to myself ""that is funny"", but I never actually laughed. It felt more like a witty pun, not funny enough to make you laugh, but enough to make you smirk and comment on how ridiculous it was.There will also be many readers who will get lost. One thing I can say about Feynman is that he can really explain scientific topics in a way that sounds casual and understandable. However, he goes into subjects that wash completely over my head; and due to the fact he spends so much time talking about science I feel like I was wasting his time by not understanding it.Overall I did not like the book, and I know I have valid reasons. The book felt empty, hollow, and generally uninteresting. Though Feynman is good at explaining scientific topics, it hurts the book in that he glazes over crucial events in his life. Feynman also has a very negative attitude, I perceived him to be pretentious, nosey, and uninteresting. Feynman seemed to be an old man that was trying to impress his grandson (the reader) by acting “cool”, which does not impress the child because what old man thinks is cool is too boring and pure to be what the child perceives to be “cool”.Bizarre analogies aside, I would not recommend this book to even a science lover. It is hard for me to say, because personally I am fascinated by the Manhattan project, but the book was simply boring.1 / 5 Stars"
363,Jennie,
364,Kendall Cogdill,
365,Ronaldo Castro,
366,Ananthi,
367,Rebekah,
368,Nadine Jackson,
369,Hailey Ciesynski,
370,Behnam Ghalami,
371,Grant,
372,Luz Labian,
373,Jack,
374,Christy Lynn Castellaneta,
375,Samiya Gul,
376,Good Cap,
377,Ray Cashman,
378,Michael,
379,Kyle,"Hokey, bland, old-fashioned, dreary, amateurish."
380,Somesh,
381,Kk,
382,Ahmed Sarfraz,
383,Steven Clark,
384,Eram Aftab,
385,Gabby Edwards,
386,Adam,"Feynman is probably the most characterly character in the history of physics. He’s renowned for doing unorthodox things. In this book, he basically comes off as an ostentatious, conceited jackass. At a restaurant, he leaves his tip inside an upside-down glass full of water, as a problem-solving test for the waitress. And he brags about his bongo-playing skills. Jackass."
387,Fa Al,
388,Britt Matteson,
389,Satyendra,
390,Pearece Hunter,
391,Dinka,
392,Lagneau Corentin,
393,Karina,
394,Renskav,
395,Sarah Page,
396,Thomas Paul,
397,Vishakha,
398,Uhlez,
399,Sam,
400,Siara Underwood,
401,Amatulla,
402,Raj,
403,Rylee,
404,Sadman Sakib,
405,Khoshpass,
406,Jess Detlefsen,
407,Ashleigh,
408,Ravi,
409,Nima Raimi,
410,Ttmm,
411,Himansu Sekhar,
412,Sue Scott,
413,Ray,
414,Meg Smith,
415,Kyle Dyer,
416,Dariel,
417,Edson,
418,A,
419,Penny,
420,Jennifer Timmer,
421,Ruchit shah,
422,Francesca,
423,Yasser Mongy,
424,Irfan Kaya,
425,Zest Shenas,
426,Lucinda Turck,
427,Debra,
428,Abdul Samad,
429,Mhie Sanpedro,
430,Joseph,
431,Gigi,
432,Ghanshyam,
433,Wendy,
434,Stephanie Hennings,
435,Don,
436,Don Gillette,"A not very clever, not very interesting book by a guy who thinks he's immensely clever and terribly interesting. His field is physics. I've never met an interesting physicist; then again, I've never met ANY physicist."
437,Ece Çevik,
438,Christan,
439,tarun,
440,Linsey Caz,
441,Ken,
442,Ruth,"This was a book club book. I did not pick it, I did not like it. I read about 8 of the stories and gave up. I'm sure the guy is very funny in person. The stories were written down by someone else and they are flat. What's missing is the ""in person"" experience - participating in the crowd's reaction, watching his body language and facial expression and listening to his voice as it shows emotion. "
443,Magistar,
444,Meena,
445,Fifi Garcia,
446,Antara Mondal,
447,Roxie Taylor,
448,Joy Pangilinan,
449,William,"Want insights into the geek condition? Ever wonder what sissies do in college? This is the book for you! This rambling, disjointed and poorly written ""memoirs"" of Richard Feynman (a noted physicist in the mid part of the 20th century) really demonstrates what everybody knows: if mankind is to continue to perpetuate itself, dorks like physicists must remain in the ""useful minority"", lest the apes (or maybe dolphins) succeed us as the dominant species on the planet. Seriously, this guy is like the king of all dorks. A complete social misfit, and while his stories show some insights into his peculiar, one-track mind, he should never be seen as anything like a role model. He is more like a minor curiosity, and this book is not worth the time I spent on it. I'll place it in my collection of wussytopia books, next to Atlas Shrugged and Herland."
450,Alkohley,
451,Iman Alwan,
452,Maureen,
453,Antoneia Jones,
454,Earlvsearl,
455,Ankit Modi,
456,ராஜா திருச்சிக்கார,
457,Apo25,
458,Jurlie,
459,Aq Xi,
460,Sallymaree,
461,Booksarereal,
462,Eslam Reda,
463,Eam Eam,
464,Aisha,
465,Goodluck Bangura,
466,Gracie Harlow,
467,Nina,"Redko se lotim knjige, ki je ne morem dokončati. Tale je pa ... brez besed. Vse spoštovanje do gospoda Feynmana, izjemna osebnost je; toda saj sam priznava,da mu branje knjig in pisanje spisov nikoli ni šlo od rok ... Kljub temu da je njegovo življenje nadvse zanimivo, bi bilo bolje najeti biografa, ki bi ga ubesedil v njegovem imenu. Besedilo je popolnoma nepovezano, povsod ga je polno, ni ne repa ne glave. Knjiga naj bi bila smešna, duhovita, v resnici je pa v njej toliko duhovičenja, celo nekoliko žaljivega, občasno tudi nekakšnega hvalisanja, da je zame neprebavljiva. "
468,Judy,
469,Jeff,
470,Risal Victor,
471,Billyfufu,
472,Tom Marlow,
473,Anne Whitmore,
474,Rajesh Thakur,
475,Ed Windes,
476,Anita,
477,Jeremiah,
478,Missesg,
479,Jill,
480,Michael LaRocca,
481,Mohamed Abu stait,
482,Prakash,
483,Shalom,
484,Jingying,
485,Joao Gustavo,
486,Leticia Guzman,
487,Erin,
488,Heidi Simmons,
489,Hammad,
490,Brantley Grant,
491,Subhajit Samanta,
492,Elariagobran,
493,Naia,
494,Nipesh Acharya,
495,Kelsea Mucherino,
496,Venessa Sylvester,
497,Fiachra O'driscoll,"great mind, appalling book. "
498,Kylea,
499,Rebecca Dean,
500,Viahal,
501,Jean Jules,
502,Teri Adams-lawson,
503,Hana Hanaa,
504,Ann-Marie,
505,Jeremy Bertomeu,
506,Liliana Randall,
507,Averie,
508,Bob Dewitt,
509,Almashia Jones,
510,Julianna,
511,Mikelkpoet,So far this book is not working for me and I am bowing out on page 67. It just doesn't interest me enough to continue.
512,Hobbit0523,
513,Anbu,
514,Genevieve Phillips,
515,Amy,
516,Rosemarie Coogan,
517,Anjaliratnani,
518,Stewart,
519,Ross Blair,
520,Dr. Hassan,
521,Jamieson,"I really disliked this book a lot. I had to read it to get extra credit for Physics, and it almost put me to sleep multiple times. It basically consists of a man who boasts about how great he is at everything he tries. It gets old very fast. Also, very little of it actually revolved around science. A good deal of it was just about his love life. And his various escapades with random women. I, personally, did not feel that it was necessary to describe every woman who ever spent the night with him and how he seduced them. Personal opinion."
522,Fatima Martinez,
523,Jonathan,
524,Mohammadreza,
525,Jimmy Crawford,
526,Ghazi Alshehri,
527,Sokar,
528,David Morgan,
529,Michael Garbus,
530,Rebecca,
531,Fiorella,
532,Alexander,
533,Sheref Ghazi,
534,Sajan Simon,
535,Samantha K.,
536,Meredith,
537,Brendan,
538,Muhammad Yazim,
539,Patricia,
540,Mariah King,
541,R,
542,Charles H. Barker,
543,Miguel,
544,Rana Ayman,
545,Endion,
546,Tiffany Kinstley,
547,Mohit,
548,Jaycee,
549,Lavanya,
550,Natasha,
551,Juke Hoodd,
552,Robertsonjjcomcast.net,
553,Amanda Lopez,
554,Chloe,
555,Andres1998,
556,Unic,
557,Darshini Shah,
558,Jasmine Woods,
559,Rashida Baji,
560,Doaa,
561,Ewurama Turkson,
562,Tracy Lizotte,
563,Ansfiksia Eka,
564,Adam Malcolm,
565,dawn Hodges,
566,Artur,
567,Jim Van,
568,Bangram,
569,John Smith,
570,Balbulk,
571,Kergiella,
572,Angelo,
573,HalimaJff,
574,Rhonda,
575,Oliver,
576,Richard,
577,Rutaba,
578,Melanie Dudgeon,
579,Ahmed Zoeir,
580,Bino,
581,Alissa Van,
582,Nikitha,
583,Floyd Washington,
584,Huey Hogan,
585,Travis Schoengarth,
586,Misa,
587,Keith Kendall,His lack of morals is disgusting.
588,Jody,
589,Barbara Stoddard,
590,Duncan Hossack,
591,saw,
592,Ahmad Jadayel,
593,Soumya12,
594,Paolo1971,
595,Susan Lilley,
596,Anukriti Kunwar,
597,Pvasantha,
598,Dh,
599,Bloomreader,"I fully expected to love this book, especially given the author's indisputable brilliance and high scores on GoodReads. Instead, I had to throw it aside after reading only 1/3 of it -- very, very unusual for me. I think this book is a classic example of how sometimes even extremely intelligent authors don't necessarily have what it takes to capture a reader. While I didn't mind the way his adventures were recounted (almost like they were transcribed from taped sessions) I so hated Feynman's arrogant, boastful tone that I couldn't get through the book. The overriding theme seemed to be, ""Look at how much smarter I am than everyone else, and how easily they fall for my [kinda dumb] 'jokes'!"". Someone should have performed an ego excision on this author before he set about attempting this book. Is he a brilliant, eccentric genius? No doubt. Would I waste several more minutes of my precious life subjecting myself to Feynman's smug, egocentric ramblings? NO!"
600,Muhammad Azeem,
601,Nathik,
602,Nethzzzz,
603,Muhammad Khan,
604,Virginia Robinson,
605,Keyonsdaddy,
606,Lou Russell,
607,Corvus,
608,Doris Plowick,
609,Erin Cartwright,
610,Alvinesha,
611,Gabriel Olayiwola,
612,Samar Rashad,
613,Mikayla,
614,Anne Martin,
615,Lynn,
616,Iqra Altaf,
617,Shania,
618,Shirin Cheema,
619,Chanel Janssen,
620,Prajwal Shivanna,
621,Nuriaa Recasens,
622,M,
623,Jelly,
624,Such In,
625,Zhan,"the writing style was very ridge..reads like a technical document or lab report. even though the content may have been interesting, the storytelling ruins the story"
626,Haitham Hamada,
627,Muhammad Rasyid,
628,Heidi,
629,Nani Jimenez,
630,Veronica Henze,
631,Richard Harvey,
632,Laura Straniero,
633,Sairam,
634,Ashlie Torres,
635,Anna Vonraits-mackay,
636,Ahmed Salah,
637,Cher,
638,Julien,"And there was that one time at Atomic Bomb camp...It's maybe only me (and it must be in comparison to all the raving reviews) but I found this book an embarrassing failure. The guy is one of the greatest scientists of the XXth century, he worked on the Atomic Bomb in Los Alamos, discovered incredible things about the Big Bang and radioactivity and lived through exciting times but his stories are neither interesting, nor well written. Feynman seems to believe he is very funny and very clever (and he says so himself very often in the book). Maybe true but usually a bad combination that comes out both conceited and uninteresting in an autobiography. Most of the stories sound like Band Camp's in American Pie: you don't see the point and you feel a bit uncomfortable just to hear about them. He is obviously sexually obsessed and misogynist and in need of some kind of therapy. I'm not sure he grasped the level of exasperation to which his driving his readers. I'm far from being a Nobel Prize winner but even I can recognise bad prose and a less than average book. The only possible explanations that I have are (1) that the book must have read differently in 1985 when it was first published and (2) it sounds better as an audio book so you don't really focus too much on the extremely poor literary style. In the end, he just produced a very boring ode to himself. Where is Bill Bryson when you need him?"
639,Phil,
640,Roberta Buhagiar,
641,Shen Marigomen,
642,Ruth Mcculloch,
643,Bettyburnett,
644,Ed Cluse,
645,Nate Gibson,
646,devan and jennah,
647,Sami,
648,John Carpini,
649,Piet,
650,Anastasia,
651,Maitha Mohammed,
652,Ayu Amalia,
653,Gabrielle,
654,Subash Sundararaj,
655,Daniel Beck,
656,Matt,
657,Aboode Hassoun,
658,Tom Spiva,
659,Harrison,
660,Roberta C,
661,Nalin Bhuva,
662,Black Angel,
663,Abegail Buenaagua,
664,Andrew W Schultz,
665,Bethany Hinch,
666,Lolo,
667,Khushdil Arbab,
668,Pulithdevan,
669,Dominick Arafat,
670,Meherin,
671,Anila,
672,E'mari,
673,Stephen,
674,Xiaoxiang Yun,
675,Imah Nur,
676,N A,
677,Nithuytht,
678,David Kerschner,
679,Tess,Could not STAND the author. He just was extremely annoying and precocious. I did not find any of his stories amusing.
680,A.f,
681,Nitish Kumar,
682,Reham,
683,Neisha Nuranti,
684,Vanessa,
685,Amer,
686,Shaye Bailey,
687,Marissa,
688,Dr.ashok Kalyanshetti,
