"","X","user","review"
"30",29,"Obed Marquez","Personally I couldn't see the crazy hype on The Girl On The Train. I tried. I really tried, I really REALLY tried. I even finished the book even though I was at 50% and I was still wondering... is this story going anywhere at all?Not to mention the extremely cheap plots. Oh sure, the woman is easy and likes going around with men. Big surprise. The only possible ""big"" plot was who the killer was. And even that was ... very... very sad. So... Yeah. You needed someone to blame so why not do it on a character which you portrayed as a perfectly lovely and kind human being through the whole book? This character just turns out to be absolutely crazy. Without given much of a hint to the reader, just, Plop! GIve it or take it.It was OK. Not bad, but simply OK. Wouldn't recommend the book."
"31",30,"My Pink Fairytales","DFRi stopped at 5% because i was bored out of mind and i thought it will be like until the end...not my type at all. but why in the God's name i bought it?"
"32",31,"Claude","Monotonous, boring and pointless. "
"33",32,"Pamela Richards","After all the hype about this book I was really looking forward to reading it. What a disappointment! Yes, the ending was good but what a boring journey to get there! I couldn't empathise with any of the characters and all the jumping about was very confusing. I didn't really care what had happened to Rachel because she was not a likeable character at all. All in all, time wasted that I'll never get back. Only finished it because I hardly ever give up on a book!"
"34",33,"Ellen Taylor","Betrayal, lies, forgotten memories, drunken semiconscious events in a flashback then present timeline... Head hurt yet? This book reminds me of the same feeling I had after I finished Gone Girl.... Not a redeeming character in the whole sorry story.... "
"35",34,"Jiny","Two thirds through the book and I could not keep going. All the characters are messed up, especially the protagonist Rachel. All the female characters remind me of bored housewives of the 50s- boring and melodramatic. It's one of those stories the characters so different from myself that I can't relate and/or sympathize. (view spoiler)[Every time Rachel does something, I think to myself, ""WHYY WOULD YOU DO THAT? It makes NO SENSE AT ALL!"" The dichotomy between her logic and actions is agitating, and her emotions are just everywhere. She's constantly stuck in a rut because she either does nothing or the wrong thing.No job? Most people would try to find a job. But she has a drinking problem and an ex that she can't get over. The break up happened long ago, why is she so obsessive? Her drinking problem contributes to most, if not all, of her problems. She should get help and try to quit it, instead she's trying to find distraction in a murder case that doesn't even involve her.For the whole time I suspected the plot twist is that Rachel was the murder: She killed Megan because she hated cheaters. That would've explained her obsession with the case. But it wasn't her.The ending was interesting and worthy of a mystery novel. But it took too long to get there, and the main character(s) are not interesting enough to keep me until the end. (hide spoiler)]"
"36",35,"Karen Brown","First Gone Girl and now this! I am seriously questioning the New York Times Bestseller Lists. Obviously my opinions must differ greatly from the masses, but what is the world coming to when this is the kind of book that people like to read?!This is a poorly written book with almost no plot (highly predictable). The characters are insipid, unlikable and undeveloped. I kept reading hoping it would either get better or I wouldn't be able to guess the outcome. Neither happened. "
"37",36,"Chanae","I really hated this book right from the beginning. Every few pages was a different day, and I was constantly flipping back and forth to see how much time had passed since the last date. So that was annoying. I loathed the main character Rachel. There was seriously nothing I liked about her so consequently I didn't care about her at all. She was just sooo stupid! I didn't like Anna or Megan either. Seriously, none of the characters had anything to like about them. It wasn't until page 228 (two-thirds) through the book that I felt even a glimmer of interest in the story. The rest of the book had some intense moments, but the women characters continued to make such stupid decisions, and were just not that great of people anyways. (Not that the men were either, but the women were the ones telling the story, so that's why I'm so critical of them.) And then the ending just didn't have the greatest closure. After all of Rachel's obsessing and details over the news and the disappearance earlier, we get one quick 'well this is what happened, now I'll just hope back on the train...'"
"38",37,"Nishta Mital","PREDICTIBLE"
"39",38,"Tracie","Many people like this book and even stated it was better than Gone Girl. I'm not one of those people. Oh, so boring, and the plot twist happens around page 300. Ain't nobody got time for that. Don't read this."
"40",39,"Yousif Alwatani","Okay. So, here's a summary of the characters in this book:-- Rachel, the protagonist, likes trains. Also, (view spoiler)[everything -literally, every-freaking-thing- reminds her of her ex-husband. That got so annoying and repetitive. Also, she forgets way too much. If not for her incredibly atrocious memory, this novel would literally not exist. 99% of the events occur because she's an alcoholic, and thus she can't bloody form memories like normal human beings. Seriously, does alcohol make you forget that often?- Anna falls in love with a married man and enjoys ruining a marriage. Althoug that marriage had it coming because of Rachel's drinking. Still - Anna hates Rachel way too much for no good reason. You ruined her life - at least have the courage to try to talk to her like an adult.- Megan is basically Anna times a hundred. ""She likes being wanted"". Also, she gets pregnant unintentionally way too often. Ever heard of contraception? And what was that about when she fell asleep in the tub with her newborn, and thus killing it? Who the hell does that? WHY, MEGAN, WHY? You deserve what happened to you.- Tom is a womanizer. He's the male version of Megan. You just can't find the right woman, can you, poor Tom? By the way, Megan slept with him.- Kamal Abdic the Bosnian psychiatrist was just a misdirection; to make the reader think that he was the sick criminal and to make them think he was Indian. He was just another man who slept with Megan.- Have I not mentioned Megan's husband, Scott? He slept with Megan, too. Obviously. But he also slept with Rachel less than a month after his wife died. Bad boy.- The red-headed dude is .. hell, I still don't know why he was there. A red herring.- Cathy and her partner were decent. Cathy was awesome. I wish there was more of her. It would've been a real twist if somehow she was linked to the murder. I kept thinking that she seemed almost too uninvolved not to be involved (if that makes sense). She turned out to be just an awesome friend. Respect.  (hide spoiler)]"
"42",41,"Mark Adkins","I was not a fan of this book, the only reason I finished it was because I hate to leave a book unfinished.I did not like the way this book was written, changing the point of view of the book from character to character depending on the chapter. This style of writing can be effective (read George R.R. Martin's series A Song of Ice and Fire). Unfortunately when I read this book I can not really see any difference between the characters and unless I saw the name at the chapter title I could not tell that it was a different character. "
"43",42,"Sally","Found internal monologue of main characters depressing introverted, stopped reading it"
"44",43,"Jonathan Silva","Uneventful story, unlikable main character. Can't understand the hype. Couldn't get behind any of the main characters, found the story to drag, and the ultimate twist was not really a twist at all."
"46",45,"Andrew Zajicek","took the bait, regretting it now. The book is written to emulate the Gone girl experience but I just could not finish it. As opposed to the Gone girl, this book is not interesting; it isn't compelling and is slow as molasses. I couldn't find anything interesting in the life of an alcoholic and her days, and delusions and thoughts. after the initial spark of interest, I started skipping pages and in the end I just skipped to the end just to see if I should go back and read it fully. (I didn't).if you want to read a good book, with similar structure, and have already read the Gone girl, read ""The Life we bury""."
"48",47,"Denise Power","This was the most appalling book I've ever read. Utterly crap."
"49",48,"Merrily","Noot my type of book. Disliked it as much as Gone Girl."
"53",52,"Jennifer Corey-Cutlip","I never finished this book. I just couldn't. I wanted to give up much sooner, but I kept at it, thinking it would get better. It just didn't. I never finished Gone Girl. I was bored with that one too. I thought Gone Girl the movie was awful too. People were posting that this book was like Gone Girl, but much better. I borrowed the sample on Kindle to see if I would like it. The sample was great. It hooked me in and I HAD to read it, so I got the book. Not much after what I read in the sample was any good. I love thrillers, so this was disappointing. Unless you get this book for free, and have nothing else on hand to read, I wouldn't waste the time or money!"
"54",53,"Lauren Haarlow","Do not read this book. So painful. Depressing, gut wrenching. Just don't."
"55",54,"sylie","Sometimes I wonder if there is some dark, disturbed side of me that I am unaware of, or if I just read too many books and watch too many TV shows/movies. I guessed the big twists in Gone Girl about 30 pages in, and I guessed the big twist in The Girl on the Train about 10 pages in. Needless to say, that made reading the rest of the book a complete bore. Every single character in this book is a caricature, the writing is mediocre at best, and the manufactured suspense just drags on and on. The book's treatment of women, and especially its presentation of a modified Madonna/whore dichotomy, is abysmal; I can tell it's reaching to be some sort of social commentary like Gone Girl sometimes was, but the result just isn't there.Also, despite all the comparisons I make to Gone Girl, and despite what its publishers desperately want you to believe, this book isn't really anything like it. And, full disclosure, I didn't like Gone Girl either, but at least I liked it more than The Girl on the Train."
"56",55,"Harvey","is this Britain's response to Gone Girl? seriously? what a bore."
"57",56,"Tara S.","Osborne Cox said it best: ""You are part of a league of morons. Oh, yes. You see, you're one of the morons I've been fighting my whole life. My whole fucking life. But guess what... Today, I win. [gun shot]""This book would make a great Lifetime movie. It reminded me of why I despise and hence avoid Lifetime movies. I suppose my main complaint (if I have to pick just one) was that the three central female characters were weak, self-involved, and thoroughly unintelligent human beings, especially Rachel and Anna. Fluff and nonsense of the most unpleasant variety."
"58",57,"Linda Mccormick","What a waste of time. The ""girl"" is a 30-something raging alcoholic aimlessly riding trains to run away from her own life. She fantasizes about the lives of a young couple she sees from her seat. Are they so ideal? No. Not one person in this book is who they appear to be or even particularly likable. I'd like to think that perhaps Paula Hawkins was trying to assemble a cast of characters so despicable that at the end of the book, the joke is on the reader for taking the time to care about them at all. If so, bravo. Have fun cashing those lovely checks, Ms. Hawkins.The book has been compared to Gone Girl, but it is a far less compelling read. "
"61",60,"Gina Fava","I wanted to see what all the hoopla was about...I still don't comprehend the hype. It took me forever to get into the book. Without the hype, I would've put it down by the end of the first chapter. Then I waited...by the end of the book, I was sorely disappointed. Though the premise was intriguing, and the writing was quality. The pace was slooooooooow. Wow, the characters just seemed to walk around from place to place with no purpose, a lot. Forget suspense, there was none. And skipping from POV to POV was exhausting and thoroughly distracting. I liken the characters to those in The Great Gatsby - drunken, back-stabbing slobs with no moral fiber. At least Gatsby had Nick to imbue some moral compass, but this book dragged on and on with an entirely expected and dissatisfying ending. Next time, I won't succumb to the pressure of the top of The List; instead, I'll just trust my instincts and put the book down."
"62",61,"Joeri","This book should be in the ""Bored with my life, housewife genre.""If you liked 50 shades, you'll love this. It's equally horrible. They throw in a few characters just to fill the pages. And the main character is a disgrace to alcoholics everywhere. "
"63",62,"Halona","Each character is so utterly shallow and unlikable I stopped caring about the mystery. "
"65",64,"June","I finally finished this Book! With all the hype and so many wishes for it, I had high hopes of a can't put down thriller. Boy, was I wrong! I hated the characters, they were miserable and pathetic and I didn't feel for any of them. The story was confusing at times, going back and forth with three women speaking and forgetting who was saying what! I had to go back to see which woman was doing the talking. There was nothing outstanding about this book."
"66",65,"Mary Beth","Depressing. Kept waiting for something exciting to happen. Very slow and just so depressing!"
"68",67,"Sassy","Well, I could have done without reading this one. I didn't like a single character. Each one was wrapped up in herself or himself; such shallow, self-centered individuals, all looking at others with envy or hatred. Maybe it came off so terrible as I had just finished reading The Light Between the Oceans and the contrast was more than I could bear. "
"75",74,"Misteeyed","Another tale about depressed crazy people; there is no redeeming value in another fictional read about the inner life of the mentally ill. A public library selection I mistakenly made."
"76",75,"Rebecca H","One of the worse books I've read. I have no idea why it was on so many best seller lists."
"79",78,"Bárbara ","I can't believe once again I wasted hours of my life reading this book, I never thought I would ever read again a book as bad as Gone Girl, but I did. So slow, depressing, the characters are just pathetic and stupid.. I will never again read a best seller, they mostly sucks, like this one."
"83",82,"Brian","Poorly done, extremely boring for the middle nine-tents, I have no idea why this book is a best seller. "
"84",83,"Lu","I'm surprised this book has gotten so much attention. The characters are all the same- drinking, lying, cheating. There is no scope or depth to any of them and I didn't give a hoot for any of them! "
"86",85,"Palak","I found every single character in this book exceptionally annoying, screwed up and without a single redeeming quality. Everyone's had a dark past and seemed to be heading towards a darker future. Hardly any 'mystery' there. This was a very frustrating read! "
"87",86,"Liz","I just closed the cover of this book with the greatest shrug in the universe. There was literally nothing about The Girl on the Train that I liked--I did not find it well written, I did not connect with a single character, and I found the plot frankly ridiculous. Additionally, I think it is quite frankly offensive to both alcoholics and domestic abuse victims.The worst thing about this book were the flat and boring characters.. The book follows three different women that live outside of London. They are the most boring women in the world. Rachel is what I would consider the main character in the book (she is the The Girl on the Train). Rachel, as we learn 5,000 times, is a severe alcoholic. We learn this because she's drinking in scenes a lot, she talks about wanting a drink, and she says her drinking ruined her marriage. There is no nuance to her addiction. The biggest nuance we get is that her inability to conceive is why she started drinking...which, ok. That is certainly a trigger that could lead to alcoholism but the her character is ""I couldn't have a baby so now I am an alcoholic."" All we see is her stumbling around being very drunk which, quite frankly, is so insulting to many alcoholics. It is just way over the top.But what is most frustrating about this (and I credit my friend Abby for this insight) is that her alcoholism IS basically what the plot revolves around. Rachel can't remember what she saw the night Megan died because she was blackout drunk. The ENTIRE book is trying to figure out what she saw when she was blacked out. In addition, Rachel would also know Tom, her ex husband, was a suspect if she wasn't super drunk every time he abused her. So not only has Paula Hawkins thrown alcoholism in the mix, now domestic abuse is a plot point and a fucking CLUE that Tom is the murderer. In addition, Rachel is hugely unsympathetic (which wouldn't be a problem if every character in this book wasn't garbage). She is stalking her ex husband (oh those alcoholics!!), stalking people she happened to watch from the train (oh alcoholism!!), and sleeps with Megan's husband (do I have to say it again)? Then we have Anna. Anna was Tom's mistress when he was married to Rachel and she is so damn proud of it. You never stop hearing about how proud she is of being a mistress (which, fine, but does it need to CONSTANTLY be a thing). And you know what else she is proud of? Her kid. Because every woman in this book is defined by children and by men. She hates Rachel because Rachel is stalking her, no surprise there. She is the least dimensional character in the book because she's just has these emotions: I love Tom/Kid, I hate Rachel, I loved being a Mistress, I miss looking pretty. Paula Hawkins, you wrote this character and thought ""Yes, that's a complete person."" No.Megan, who gets murdered by Tom, is also defined by pregnancy and children. Because guess what? She's pregnant and when Tom finds out he kills her! She also accidentally drowned her baby when she was 18, which is sad, but so...random. The only reason I can think Hawkins put it in there was, besides that she loves babies, is that she wanted Megan to have motive to keep the baby. But even that doesn't make sense because Megan doesn't want kids throughout the whole book because of this accident with her baby. She tells her therapist/lover about drowning the baby and she feels better, but now she just wants to have babies suddenly? Anyway outside of the babies, Megan is portrayed as restless-she's just so fucking restless. That is literally all she is. She is restless so she keeps having affairs. Which..ook, but still not a person nor a character.I am going to start wrapping this up because I got to the crux of this book's issue. But finally, the ""surprise"" in this book is that Tom is the murderer. There is a reason that it is not a surprise. The book quickly rules out that Kamal, Megan's other lover, and Scott, her husband, didn't kill her. So either it's one of the women or it is Tom. The women are far, far too basic to ever be considered suspects. I will admit I didn't suspect Tom at the start but the minute it is lightly suggested it is just obvious it is him. But am I supposed to be shocked? You never meet Tom at all in any substantial way. So...who cares? It doesn't even matter if I didn't see it coming immediately, because I just don't even care. Final thought: Rachel kills Tom with a corkscrew, because you know, she's an alcoholic and it is SYMBOLIC? And she doesn't drink anymore after that? Are you kidding me? WHAT. She's just better now even though she still wants to drink. I guess that's just the magic cure.I don't understand the hype of this book. It would have maybe made a good tv show or, if we are being honest, a Lifetime movie. I would actually probably watch that Lifetime movie. "
"90",89,"Tammy Matthews","You can do so much better than waste your time with this novel. If you're looking for the next Gone Girl, maybe just go back and re-read Gone Girl. You'll find far more interesting and well-drawn characters and insanely brilliant plotting.Not so with this. For those who like to keep up on the Kardashians and read their supermarket tabloids like they're essential news, I guess this novel is intriguing. You'll take sordid fascination in Rachel nosing into other people's lives. If melodrama is not your thing though, you'll find this book painfully dull.It's pretty bad in a mystery when you get so tired of the author leading you around by the nose from suspect to suspect in such a heavy-handed way. Halfway through I just stopped caring."
"95",94,"Kay","This book was so popular that I was curious. It turns out that it's like Gone Girl (which I also didn't like that much) but is much worse. It's both badly written and a bad book. The premise is something someone in a college creative writing class might come up with: What if there's a secret life behind that woman you see on the train??? I may have even written some version of this for a short story in my college elective creative writing class (I am not a good fiction writer). The thriller has some tension, but it relies heavily on the main-characters-are-unlikable trope that's so popular in modern fiction. It actually also took me a while to figure out that there were actually three different characters (this is partially a problem with the Kindle version, where the lettering at the top of the chapters is in light gray and hardly visible) since they don't have voices very distinctive from one another. A very smart lady I know said she liked that it was a book featuring a character who was an alcoholic. I agree that it's good to portray more characters like this, but I can't say I know enough about alcoholism to know how accurate the portrayal was. It also bordered on tedious, with her constant references to the canned gin and tonics and the glasses of wine. This is, perhaps, intentional, since alcohol is such a central part of an alcoholic's life, but as a reader it's boring. There's probably a good way to do this, but maybe this is not it. In any case, this book seems totally skippable. Unlike Gone Girl it's hard to imagine it making a good movie. Maybe there's something Lifetime could do with it. "
"97",96,"Renee","Didn't live up to the hype for me."
"98",97,"Dylan","I did not finish this book, which rarely happens. I got to page 147 and was done.I was not impressed or captivated by all of the drinking and all of the cheating. I did not look forward to reading this book and I did not care what happened next, which was an early indicator that I was not enjoying it. It wasn't necessarily a bad book, it just wasn't for me."
"99",98,"Mariam","This is what I think of this book "
"100",99,"Marian","We-ell, I can't rightly call it ""read"" but if it's a service to others, let the record show I could not read as much as five pages. The writing is such a bore, and to the extent I could pick up on anything more substantial, my instinct was that the characterization was going to PISS ME THE HELL OFF. I later listened to a podcast discussion of the book, in which one critic (full disclosure: a friend) indicated that a person stuck on a long train ride with only this book to read would be better off passing the time looking out the window. "
"101",100,"Will","Struggled my way through this book.The main character is unlikeable, she's an alcoholic who is drunk most of the time, and she takes the metro train past these houses (one of which she used to live in happily married - until she discovered she was barren and her husband cheated on her, thus dissolving their marriage).She always sees this couple in a house (near her old one) and creates fake happy back-stories for them, until she sees in the news that the wife goes missing. The premise seems more exciting than the novel was, at times dragging on and really going no where. There were so many unnecessary situations and interactions that occurred which ultimately did not lead to anything, and did not add to the plot. So frustrating.It also reminded me, in a way, of Gone Girl. A poor man's version. But don't read into my comparison regarding the ending of GG - the plot twists and ending are much different. "
"102",101,"Esther","Lento, aburrido y muy previsible"
"104",103,"Janette","I hated this book! If you want to torture yourself and if you want to read about extremely dysfunctional, drunk, and crazy people, then this is the book for you! I was totally mislead about this book. I can't believe I actually read it. UGH"
"105",104,"Jeanette","ok not truly read - i had to skip 30% of the book and go to the end. This may have been a good story but really is was so full of pathetic, un-enjoyably characters, the suspense did not outweigh the horrible slow story development. "
"106",105,"Farrell","Abandoned. I just could not get into it. I could see that everyone's paths were interwoven (sorry not sure if that is a spoiler, you figure it out after less than 50 pages in), but Rachel's alcoholism and Megan's thoughts just didn't keep me interested. Maybe I can try again sometime..."
"108",107,"Ruxandra","Too depressing for me to finish the book, the suspense was not enough for me to care about who murdered Megan. Every time I tried to read this book I ended up spoiling my mood, I just really didn't like it."
"109",108,"Laura Smith newman","Terrible. Skip it. Soap opera story."
"112",111,"Breann","Really don't understand the hype around this one, I couldn't finish it."
"113",112,"Irene","I found this book rather boring. I couldn't relate to the main character. I keep reading slowly because I thought it would get better, but it didn't."
"114",113,"Catherine Davison","My one star rating actually has an invisible minus sign in front. This book was rubbish. I'm not even going to waste my time typing all the reasons this book failed to engage me. It's not my type of writing, I know others enjoy it, the hype and five star reviews attest to that but I found it ludicrous."
"115",114,"Kulpreet","boring... and an end that just had no connect didn't make sense at all"
"116",115,"Ian Carpenter","I liked this book less and less as I went on (despite so many of my friends loving it) and by the end... I think I hated it. I thought the writing was mediocre. So much of went on with the characters was very repetitious with the repetition grouped around gender. The men all do this, the women all do that. And the mechanism of the story telling - someone piecing together their selectively lost memories from a night when someone dies - was frustrating and the revelations felt arbitrary and convenient. And the final revelation, which is what kept me around till the end, was hardly earth shattering.I wish I hadn't read it and the fact that this is a buzz book leaves me baffled. "
"117",116,"Betsy Baiamonte","Bad - Didn't finish"
"118",117,"Nicole Cavaricci","depressing From beginning to end a sad story of a depressed person. No real point or substance. I felt compelled to finish but even that was sad."
"119",118,"Jules","Wow this book was soo bad I can't believe I managed to make it till the end, and that I got sucked into reading it in the first place.As over-hyped and overrated as it is, it's just a tedious glimpse into messed up lives of people so dull it hurts: a nosy oblivious alcoholic; a wifey with no life or concerns other than her child and her husband (who btw left the nosy alcoholic for her); and another wifey with vague past and perfect present which she still manages to be utterly dissatisfied with (that makes her whore around with several guys, one of them being the already mentioned dude who left the alcoholic for another chick). These women are pathetic idiots who are totally dependent on their husbands/lovers/exs etc, and the biggest life struggle they seem to be dealing with throughout the entire novel is their boredom and filling up their days. Sadly, only one of these idiots dies. In addition to being pathetic, the characters are predictable and underdeveloped. The writing is clumsy and simple, and the author's style, as well as vocabulary, is just primitive. The book is full of eye-rolling moments which I'd rather not mention to save myself from all the superfluous rant. The story itself is 'shrouded in mystery' and the nicest, sweetest and most caring character turns out to be the villain (shocking!!!!)Makes me wonder how shallow books like this one can be that popular. "
"120",119,"Alan Medcalf","This carefully plotted psychological thriller relates the stories of an alcoholic, a liar and a cheat, all in a self-indulgent voyeuristic manner. I found it intellectually simple which usually means quick entertainment, yet it was a tough slog -- it just never caught my imagination. "
"121",120,"T.A. Uner","This was painful to read: an unlikeable, shallow character engaging in adultery like wildfire. Another unlikeable character who's a whining drunk. But this book has already found its audience and will probably be made into a movie. I gave up after a few chapters. Despite this I wish the author well but it just wasn't for me."
"122",121,"Pam Klimper","Much like Gone Girl which I enjoyed. Just couldn't get into this one so I quit reading about a third of the way through. "
"125",124,"Azy Kia","I don't get it....what's the buzz over this book about? Although it is certainly an easy read, I didn't find it to be the 'page-turner' others seem to describe it as. I found the character voices to be undifferentiated and the climax/resolution of the story to be unsatisfying. The interplay of dates and narrators created a vagueness that kept some curiosity alive throughout the book, but ultimately not enough to consider this a 'thriller'. "
"126",125,"Nuno Xarepe","Just ew. Couldn't read it. Stopped in page 50."
"128",127,"Donna Taormina","An unlikeable book about a host of unlikeable characters. I cared so little for the people and the plot that not even a sense of curiosity could get me to even finish the last 50 pages. When you sigh every time you pick up a book with the attitude that you're soldering on with it, that's a signal to just quit and move on to something more entertaining. "
"130",129,"Pati","A premissa é interessante e promete suspensa com um ""que"" de Hitchcock, e me fez pensar em Janela Indiscreta. Rachel pega o mesmo trem todas as manhãs, que pára numa estação de onde ela pode assistir o cotidiano de um casal, a quem ela apelida de “Jess e Jason”. Até que um dia ela vê algo chocante. E a partir dai as coisas começam a acontecer.Apesar desta boa premissa, com o virar das páginas a impressão que eu fui ficando foi: 1) não gosto nem um pouco destes personagens, o que parece esta virando trend, desde o tremendo sucesso de Gone Girl; 2) não tenho problema com personagens desagradáveis, até os prefiro aos heróis, desde que sejam bem construídos e envolventes, o que sinceramente, não senti aqui; 3) existe a idéia de suspense e do famoso “quem foi?”, mas a resposta é bem óbvia se você parar para pensar e se a autora não recorrer ao deus ex machina para resolver o mistério; 4) os personagens femininos parecem ser basicamente uma só mulher dividida em 3 e 5) o livro tem tantos momentos nada a ver que eu me peguei mais de uma vez balançando a cabeça de um lado para o outro, pensando em qual livro eu deveria estar lendo ao invés deste.O livro é chato, deprimente e não oferece nenhum prazer, a não ser o alívio de ter acabado. Definitivamente, não recomendo."
"131",130,"Melissa H.","Blah blah blah. A poor attempt at the Gone Girl crowd, but where Gone Girl was subtle & pitch-perfect this one is a hatchet job. The neuroses of the characters are so over-wrought & I have no patience for any of them-- & I'm a psychologist. At 134 pages in, I'm calling uncle."
"135",134,"Jama","did not care for this book"
"137",136,"Carol Hammal","I don't know what people are raving about and why they call it a page turner. I'm by page 46, bored to death, it's depressing and still not seeing a point from this slow slooooowwww redundant story telling style with a diary-like format. I can get the point of why it's formatted that way but I'd expect the writer to make it more interesting and making me want to read more. This book is supposedly a thrilled and I haven't had the chance to get thrilled till now. I'm sorry but if a book doesn't catch my attention by the 20th age, it is not a page turner. If I still have to wait till page 100 for things to start happening then this book is unfortunately too slow and can't consider it a ""thriller""."
"138",137,"Jennifer Smith","I bought this while traveling - wish I would have played solitaire instead. The characters were so flawed I couldn't care what happened to them. I guessed who the murderer was early on. I wasn't interested enough to actually read all the way to the end so I skipped to the end just to confirm my guess. "
"139",138,"Madey","Disliked this book... forced myself to finish it, though I frankly regret that!! Annoying.... confusing... absurd dysfunctional characters. Saw no point in this story. "
"142",141,"Shama","Very ..very dark. I learned more about how alcoholic, sad, unfaithful and annoying the characters were than the actual story. I don't recommend this at all. Watch the movie instead. "
"144",143,"Jessica Murphey","Pass."
"145",144,"Steve Baribeau","I was disappointed. Initially, I was confused as to who the point of view was and discovered it was by chapter and name, which starts a year apart and throughout the book the point of view of the narrators ends up simultaneous. I don't need all books to be happy, but I don't recall any part of the story that was even lighthearted. Mostly, it was cringe worthy, all characters were not only flawed, but there wasn't a likeable person in the bunch."
"147",146,"Linda Reck","The Girl on the Train is a taut psychological debut novel. It's narrated by three deluded and flawed women. Rachel plots revenge on Anna, who ran off with Rachel's husband. Anna will do anything to protect her marriage. Married, Megan lies to her therapist, the chief suspect when Megan disappears. Hawkins's novel ends with a twist that no one, least of all, the victims could have seen coming. The surprise-packed narratives hurtle toward a stunning climax, horrifying as a train wreck and just as riveting. The Girl on the Train is the kind of slippery, thrilling novel that comes around only every few years."
"148",147,"Charlene Mitchell","Shockingly bad "
"149",148,"Sharron","Oh why didn't I listen to my friends and skip this one. I can find nothing positive to say about it. "
"151",150,"Michelle Schneider","Did not like this book. Very difficult to empathize with characters."
"152",151,"Lauren Tancock","This was marketed to me as a thriller similar to Gillian Flynn novels. It's not that. It's a giant mess of alcoholism, sex addiction, and all around unlikeable characters. There is not a single character with redeemable qualities, save the poor yet outrageously kind roommate of the protagonist. Save yourself the hassle and just watch old episodes of Ricki Lake."
"153",152,"julianne","What a disappointment. I really really tried to like this but it was far too melodramatic for me. I loathed the characters and wished they'd all just die. Poorly written and badly worked out plot."
"154",153,"Anne Maesaka","This is one of the worst book I have read in a long time. There are no likable characters in this book. The author seems obsessed with women losing their children. Almost makes me wonder if she wrote this book as therapy for a loss. It is most definitely not a thriller, it is actually very slow in some parts. Would not recommend it to anyone. "
"156",155,"William","I despise this book, it is like watching a teenage horror movie where everyone constantly makes the wrong decision for the wrong reasons. "
