"","X","user","review"
"42",41,"Jonathan Sancho","you don't analyze such sunlit perfection,you sit back and just bask in its warm and splendor inexorably delightful!!!"
"44",43,"pierre menard","To say I enjoyed this book is an understatement: I reread it endlessly growing up, and it is one of the few books that ended up shaping me as a human book. Feynman's stories are an ode to rule-breaking, original thought, cleverness, and the general pleasure of being a gadfly. Beneath it all, you can sense the feeling of wonder Feynman has for the universe and its laws. This is the book I'd give to any science-minded adolescent. "
"51",50,"Devangana Khokhar","Undisputedly the best book I have read so far! If you are a avid reader and haven't read this book, then you haven't read anything at all! Having heard about Dr. Feynman from my friends so many times, I was curious to know why all of them were such big fans of him and this book gave me all the answers. The book is so well-written that you feel that you have been part of Feynman's life somewhere sometime. The concluding paragraph was icing on the cake - ""So I have just one wish for you – the good luck to be somewhere where you are free to maintain the kind of integrity I have described, and where you do not feel forced by a need to maintain your position in the organization, or financial support, or so on, to lose your integrity. May you have that freedom.” "
"55",54,"Cwilson","Excellent read! Don't worry if you aren't into physics, this book is all about simplicity. Feynman will trance you with his wild ways, so you will surly enjoy."
"63",62,"Sierdjan Westen","This book is awesome. Extremely intelligent, funny, well written and above all: a shining example of what being unique can bring you."
"66",65,"Judy","I put this aside after reading only a few chapters. He seemed to be so enamored with his abilities, and his bragging turned me off. However, I eventually went back to finish it and I am so glad that I did. I enjoyed it tremendously. Maybe my attitude toward him changed or maybe as he got older (it is sort of chronological), it didn't seem that he was bragging as much as sharing with the reader what he knew and how he went about learning about almost everything! It would have been most interesting to have known him. I recommend this book to anyone who wants to know a little about a lot, written by someone who knew a lot about a lot!"
"68",67,"Andre","Super easy and fun read from a genius mind!"
"69",68,"Elizabeth Atwood","What a guy Feynman was! He showed in innate genius at a young age that persisted throughout his life. Just the few things I really admire about him...instead of going on sabbatical he completeley switched disciplines from physics to biology and actually did some pretty interesting experiments! He was incredibly clever and managed to crack several safes with some of the most top secret information about the Los Alamos project and the atomic bomb-which he worked on. He taught in Brazil, played in a Samba band at Carnival, then upon leaving the University at which he taught gave a talk about the fact that the Brazilian higher education system was basically a joke and that students were only memorizing a bunch of things and never actually LEARNING anything! He went from being completely inept at drawing to actually selling portraits, which totally blows my mind because most people would say ""well I can't draw, that's it"". When he won the Nobel Prize, he didn't even want it! This book is packed with these fabulous anecdotes about this intelligent, witty, clever, innovative genius physicist. My favorite part of the book is the last few pages where he talks about scientific integrity. He says, ""If you've made up your mind to test a theory, or you want to explain some idea, you should always decide to publish it whatever way it comes out. If we only publish results of a certain kind, we can make the argument look good. We must publish BOTH kinds of results"". When I looked him up on Wikipedia I found that he developed two rare forms of cancer, Liposarcoma and Waldenström's macroglobulinemia, dying shortly after a final attempt at surgery for the former on February 15, 1988, aged 69. His last recorded words are noted as ""I'd hate to die twice. It's so boring."""
"74",73,"Eoin Flynn","This book is simply a reprint some of the material from the wonderful ""The Pleasure of Finding Things Out"".For anyone who's read that book - I wouldn't bother reading this one. There's very little new material in it and it's less detailed.Despite that, it is still a fantastic read. For anyone who hasn't read The Pleasure of Finding Things Out then pick this book up and get reading!As a scientist, I can tell you that Richard Feynman's Horizon episode from 1981 - from the transcripts of which, much of this book is taken - is one the main reasons I became a research scientist. I've watched it a million times. This book is the written form of that. It's a perfect description of what it really is to know something. Of how to accurately determine something - not just in science but in everyday life. It also serves as guide to not succumbing to the many and varied pitfalls of poor thinking. It is a very human account of a man who, even to other great scientists, seemed god-like in his intellect, how that man and that intellect came to be and how oddly achievable it seems (though of course you know it can never be for us mere mortals).From a more shallow perspective, this book is a series of witty anecdotes about a scientific genius of the 20th century that anyone can enjoy. "
"81",80,"Tom Schulte","Narrator Raymond Todd really launches into this classic work with gusto, making it my favorite edition of this oft-published work. Combined with these stories appearing in his lectures and other anthologies, many of these tales are like old friends. I delight in hearing of his pranksterism and insight and anti-establishment behavior. From Los Alamos a-bomb research to university academia to the Nobel prize, there is a lot of arc to the professional side of his life. From his wife's death in the 40s to bar girls and bathroom bar fights, there is a lot of not-much-held-back personal life, too. Some of my favorite parts are his exploration of his potential in percussion and drawing as well as taking an objective, scientific approach to picking up bar girls and understanding the ways of a professional gambler. Also high on my list is his experiments in John C. Lilly's sensory deprivation tank. Something that still rings true is his rant against ""Cargo Cult Science"", even if there are doubts his quoted rat experiment medical research and even softer sciences like psychology.Why am I always irascible after reading Feynman?"
"82",81,"Priya","Thoroughly enjoyed this book!"
"85",84,"Marie Drakes","A magnificent exploration of the breadth of this man's curiosity. Life affirming, education boosting, reality questioning, wonderful. "
"88",87,"Olga","I still can't believe how funny this book is considering it's written by a physicist. The anecdotes are one of a kind and you actually learn a few things along the way. "
"89",88,"Negativni","Richard Feynman u ovoj knjizi ne piše o kvantnoj elektrodinamici, polju u kojemu je dao najveći doprinos fizici. Ovo su, kako i sam podnaslov kaže Adventures of a Curious Character, avanture znatiželjnog/neobičnog lika. Feynman ovdje piše o nekim njemu najzanimljivijim događajima iz života koji su zabavni za ispričati. O tome kako se, već kao mali, počeo interesirati kako stvari funkcioniraju. Počeo je s rastavljanjem jednog radio prijemnika, a uskoro postao majstor za njih za cijelo susjedstvo. Feynman je sudjelovao i u razvoju atomske bombe, dok je istovremeno pokušavao provaliti u sef jednog od vojnih zapovjednika - ne zato da bi nešto ukrao iz sefa, nego samo zato, jer su mu rekli da je taj sef nemoguće obiti. Taj dio je i jedan od najzanimljivijih u knjizi. Samo od toga bi se mogla napraviti dobra komedija.Mnoge stvari su ga zanimale, pa čak i kako mravi komuniciraju i kako znaju pravi put do hrane i da li se može istovremeno govoriti i brojati u sebi. Feynman je svirao i bongo bubnjeve. Bavio se i slikarstvom. I uz sve to dobio Nobelovu nagradu za fiziku. Knjiga je stvarno užitak za čitanje, ima puno zanimljivih situacija i humora. Nevjerovatno je da je to sve jedan čovjek uspio proživjeti! Rijetko je koji fizičar-teoretičar imao tako uzbudljiv život. Feynman također piše otvoreno i iskreno, pa se, uz zabavu, može saznati i nešto o samom čovjeku, njegovom karakteru, pa i o njegovim manama. Nakon čitanja knjige čini mi se da sam barem malo i upoznao samog Richarda Feynmana. Barem onako, iz viđenja."
"93",92,"Anshul Thakur","‘Surely You’re Joking Mr. Feynman’ are the memoirs of Richard Phillips Feynman, a very interesting man and incidentally a noble laureate in Physics. Ralph Leighton collected these narrations over a span of seven years when the two drummed together. It is hard to believe that a single man can do so much in a lifetime as Feynman did. These are his experiences with the world in general seen from the perspective of a very curious and scientific pair of eyes, told in just the same flamboyant and uninhibited manner which is the hallmark of Richard Feynman. Feynman talks about his journey from repairing radios in his childhood to MIT and Princeton days, to working on the atomic bomb, gambling in Vegas, learning to play music and paint to the point of being famous, visiting strip joints in America and beaches of Brazil, and what not. One cannot help but wonder, how audacious a faker could he be? Could it be possible that he has been faking all along (as far as the book is concerned)?Read Full review at Aesthetic Blasphemy and do drop in a comment to let me know what you think. :)"
"102",101,"Stella Maris","I was never a big fan of biographies, or autobiographies for that matter but Mr Feynman definitely changed that. He has a way of telling some short chapters of his life that brings the reader into that time of his history, feeling like an old friend of the physicist. Not only that, but the content of the book will also wake on the reader some weird ideas! I at least couldn't resist trying to find which object my friends had just touched just by smelling their hands and then the objects in the room! It's simply fantastic, to know a little bit of the world through the mind of a simple but highly intelligent fellow. Certainly I'd have liked to be Feynman's pupil."
"111",110,"Lore","I've had a lot of fun reading this book.It's been my first contact with Mr. Feynman and I can say now that I'm a big fan. Rarely I've seen an individual with his desire to learn new things and explore everything for himself. It's a reminder that life can be so interesting if you keep an open mind, a curious disposition and give everything that you can in all that you do. "
"116",115,"Jordan","Thought I hated biographies before this book."
"117",116,"Jack","Delightful! From the wonderful rascal physicist. Best chapter title? could be ""Alfred Nobel`s Other Mistake."" (I guess dynamite would be the first one). Feynman apparently thought the Nobel Prize itself was a joke, though he himself won that prize for physics. This collection of marvelous stories gives insight into the intellectual independence and curiousity that could be considered a hallmark of great scientists such as this one."
"123",122,"Lucas","After having read this book it feels like you got to know Richard P. Feynman. And I think he has written some interesting thouhgts in this book. However, most of the book is about how he did quite some amazing stuff(Science, drawing, going in bars and more) and how he felt doing it."
"124",123,"Snorre Lothar von Gohren Edwin","Awsome book, and its really fun to hear about his life and the contrasts he had as a physics professor and what he did!"
"126",125,"Vignesh","An interesting read which can completely change your perception on scientists. What a man and what an inspiring life! Who said nerds are boring? P. S. Couldn't help relating him to Rancho (sans the friendship part) from 5 point someone."
"130",129,"MariaK","This is the first book I read about Feynman, which made me want to read everything written by him and about him. Great book, highly recommended to everyone, whether you have a physics background or not."
"131",130,"Paloma Meir","I think so highly of Richard Feynman, and love this book. It's written in a light conversational-style. Strangely, it had the feel of a self-published book. I'm sure if he were still alive, he would be ruling self-publishing world, putting out a few books a year. The man was definitely an overachiever.I wrote a rather long-winded post about him and the book on my blog. It's a little too rambley for Goodreads. Click over if you feel like reading it. You've been warned...http://palomameir.com/2015/10/07/sure..."
"134",133,"Ramdas","Delightful read, offering humorous insights into one of the original scientific minds and multiple-faceted personalities of the 20th century."
"135",134,"Liliane","Articulate, funny and kind."
"138",137,"Irena","A wonderful book. Richard P. Feynman is a scientific genius, Nobel Prize winner in physics, a genius of mischief and an owner of insatiably curious mind -- this makes for the funniest and thought provoking book at the same time. You don't have to know anything about physics to enjoy this book."
"139",138,"Jean-Luc","Feynman is so brilliant that a book about one of America's top physicists doesn't ask the reader to know anything about science beforehand."
"141",140,"Adam McNamara","The book starts slow, but it quickly becomes apparent how rich a life Richard Feynman lead. His tendency to seek new experiences is inspiring. He reminds me very much of Bill Murray."
"142",141,"D.B.","Scientist are funny. No really! We are!"
"143",142,"Marissa","Feynman lived such a big and diverse life. It is fun to get a glimpse inside his very hilarious and brilliant mind."
"144",143,"Artem Huletski","Невероятно остроумные истории от выдающегося человека. Эпиграфом я бы выбрал слова Стейнбека:""Есть, как видно, три вещи, которым никто не верит. Не верят в правду, не верят в то, что вполне возможно, и в то, что вполне логично"".И добавил бы какую-нибудь шутку самого Фейнмана :)"
"145",144,"Arbab Musa","Thank you Mr. Feynman for the incredible experience I had while reading this book. I hope that finally you're able to strike up a conversation with that beautiful girl in the hot tub in heaven. "
"146",145,"Raymenstein Torque","if some one asks me what is the title of the book you most enjoyed my answer is definitly 'surely you're jocking, Mr Feynman'"
"151",150,"Marty Babits","Richard Feynman is an amazing person. He personifies fearless intellectual curiosity, creative ingenuity and an emotional openness .His intolerance for pretentiousness and willingness to find simple, direct solutions to complex problems are delivered in a writing style that is clear and accessible. Inspiring but also first rate entertainment. Tip: catch him on YouTube speaking himself. He's joyful and adventurous. Perhaps as important a twentieth-century figure as all, maybe including Einstein. Father of nanotechnology among many other accomplishments."
"155",154,"Bobby","Egocentric even for a compilation of memoirs. Nonetheless, Feynman has convinced me that he was indeed a badass."
"159",158,"Kidd","Great book! Love Mr Feynman"
"160",159,"Manmohan Dash","A marvelous book you can read just over the weekend. I purchased this one from University library many many years ago, around 2004. This and other Feynman books are much less expensive and describes the curious character of the most talked about scientist of the last century who is considered in the top-10 list of all times as a scientist. Here he spans the book with marvelous humor and personalized anecdotes. His wit, character and intellectual as well as scientific honesty had made him the eye-candy of every scientist and geeks world-wide. His life was the most studied and most criticized. It does not leave him below any criteria although you will occassionally see misinformed and overzelous people making unfounded remarks about his mental inclination. Befiting of a worldly genius. "
"163",162,"Jeromy","Funny stories from my favorite physicist. Including some from the Manhattan project."
"164",163,"alexis","I freakin LOVE this book!!! It makes me want to rip apart a radio."
"165",164,"Anton Kroogozor","удивительный чувак, этот Фейнман.кстати, по книге снят фильм, но там только драматическая история с женой отображена, и всёможно вообще не смотреть"
"167",166,"Buck Ward","After reading this collection of stories and anecdotes told by Nobel laureate Richard P Feynman about his life, I have become a Richard P Feynman fan."
"170",169,"Austin Riba","I've just recently been introduced to Dr. Feynman. This guy is the whole package: Smart, funny and thought provoking. His anecdotes are all entertaining, many are informative. I was not aware he worked on the bomb, his stories revolving around his time in Los Alamos were among my favorites. His ability to pick any problem apart and think about it logically is pretty inspiring. Recommend this book to anyone, people should be reading books like this by amazing people instead of self help books by dubious authors with the wrong intentions."
"172",171,"Faruk Karacaoğlan"," Funny and intriguing. It's definitely worth the reading."
"173",172,"Pongsak Sarapukdee","ในหนังสือเล่มนี้แสดงให้เห็นถึงชีวิตที่มีสีสันของนักฟิสิกส์รางวัลโนเบลอย่างน่าทึ่ง(ดูเหมือนท่านก็ไม่ได้แฮพบี้กับรางวัลที่มีเกียรตินี้สักเท่าไหร่) สิ่งหนึ่งที่พบในความฉลาดและอัจฉริยะของท่าน ที่ทำให้คนรอบข้างอึ่งเสมอนั้น ไม่ใช่ความเก่งและฉลาดอย่างเดียว แต่มันคือความคิดที่เป็นระบบ และฝึกฝนอย่างจริงจัง อย่างเช่น การถอดรหัสตู้เซฟ การวาดภาพ ทุกอย่างมีการศึกษาอย่างเป็นขั้นตอน เป็นวิทยาศาสตร์ และจบลงด้วยการทดลองและการฝึกฝนอย่างจริงจัง บทสรุปในตอนท้ายของหนังสือ กล่าวถึงความมีคุณธรรมและความซื่อสัตย์กับผลทดลองนั้น เป็นการย้ำถึงสิ่งสำคัญที่นักวิทยาศาสตร์ต้องยืดถือ เป็นหัวใจหลักของวิทยาศาสตร์ที่นำมาใช้ได้กับทุกสาขาวิชาที่ต้องการหาความจริงโดยยึดหลักของความเป็นวิทยาศาสตร์แท้ เป็นหนังสือที่อ่านสนุก ฮา และมีสาระ ได้แรงบันดาลใจ ที่ขอแนะนำอีกเล่ม"
"174",173,"Vishal","How much do you think a person can do in a single lifetime despite having a dedicated attachment to the ever-demanding(and boring, according to laypeople) field of Theoretical Physics?He can learn to make good enough paintings to be shown in an one-man exhibition. He can learn to play Bongo well enough to be included in street competition in pre-carnival seasons in a city of Brazil. He can play drums for a Ballet which would win a national level award. He can learn to crack safes and pick locks which would give him a reputation all over his work arena. He can make reliable observations and conclusions by practicing hallucination, analyzing dreams by falling in and out of sleep, by making an experiment on ants and showing their lack of sense of geometry. He can learn many languages. He can get drunk every now and then in bars and pick up girls. He can stop drinking at once when he wishes to. Despite all of this, he can still win a Nobel Prize.Richard Feynman, the coolest Physicist ever, shows you the vast array of possibilities to consider and explore if you begin with a child-like curiousity about the world and don't let it fade away with passing years of your life. Before reading this book, I was little apprehensive about what I am supposed to do in life if I like so many things and am afraid to pick up one because I don't want losing my other fields of interest. So one of the greatest teachers, Feynman, showed me the way that if you remain curious and manage your time, you can pursue whatever you want.This book of anecdotes might seem a little exaggerating and annoying to some people, who altogether miss the idea of the lessons the author is trying to propagate. One of the reviews on Goodreads says that, the book is full of arrogance and how Feynman is showing off his skills at so many things and taking pride in himself. I pity the poor reviewer who missed the point that how Feynman is not showing that ""I could do it"", he is showing that ""it can be done by you too"". So much rant for the ignorant laypeople.Inspite of the anecdotes about Feynman ""having fun"", the most important parts of this book to be circulated and popularized are his views on pseudo-science and scientific integrity. He experimented with much of pseudo-science including psychics, hallucinations and dream-interpretations and explained the scientific side of those phenomena. He explained how ignorant people are fooled by the practitioners of pseudo-science. About his remarks on scientific integrity, it is a must read for anyone who wishes to pursue science, and it should be read by laypeople too so that they could see how science works and why is it preferable to any cult of faith believe system. He explains the importance of experiments and shows you to be patient with them in the part about his experiments on ants.""You are not obliged to be what others expect you ought to be. If you don't be what they want you to be, it's a failing of their judgement, not your own."" A quote that could be misinterpreted too, but it would be clear when one knows the context in which Feynman said those words. After the death of his first wife and returning from the Nuclear bomb project, he was depressed and had a sense of loss of his zeal for Physics. He was teaching Physics but he didn't think he was making enough contribution to research according to what was expected of him. That's when he explains how he stopped caring and started to play with Science for the love of it. He started with a trivial experiment of analyzing spinning plates and this lead to the ideas in Quantam Physics which later won him the Nobel Prize. The story of recovering is impressive and inspiring, if my elaborations here don't make a convincing case for it then I suggest you to take my word for it and read the part.In conclusion, this is one of the books which you can include in your list of 'Life-changing books'. You can read it again and again, everytime you'll learn something new. Everytime the book will offer a new perspective onto life. Everytime, you'll see how to live a life that is full of Life. "
"178",177,"Fiona","Start here to learn about physics, the scientific method, one of our great physicists and so much more. Then you can move on to his other works ...."
"179",178,"Salvatore","Read this in high school and it stuck with me."
"182",181,"Alain van Hoof","Really funny stories of a math/physics freak"
"184",183,"Chab","This is a MUST READ because Feynman is fascinating and funny and because you must read to begin to have any understanding of what happened and what's screwy."
"186",185,"Jason Goodman","Did this via audiobook and hated the narrator, but absolutely loved the stories."
"189",188,"Whorlwind","I read this book (actually listened to it on audiobook) while going through an uncertain time in my life, where I was searching for meaning. Feynman was a great inspiration to go back and learn to play with life, and to challenge myself to understand more about everything. I am in university now working towards a research scientist degree, as a non-traditional (i.e. OLD) student, in no small part because of the inspiration I received from this and several other Feynman books and lectures. If you read the stories as Feynman being alone in being exceptionally talented in everything, then I'm sure he does sound annoying. If, however, you consider that most everyone has some degree of talents such as these that they just don't bother pursuing, I think you may find that, like me, you can get inspiration here to do more with your life."
"190",189,"Edgar Basto","Great learning experience through Feynman's anecdotes. Really liked his writing style and learned quite a few things applicable towards successful problem solving in the field of physics."
"198",197,"Shiv Shankar","what a man! pure genius.. and so wonderfully written..."
"208",207,"Hershel Shipman","A great collection of short biographical works by one of the greatest physicists in the 20th century. While they are short and sometimes reused(the los alamos one shows up in another collection) they do give great insight into a genius and how he viewed the world. The part that stuck out to me was that he was always curious. Which is essential to science. Great memoirs and a must read for any aspiring scientist or anyone who likes reading about them."
"209",208,"Otávio Augusto","In this book anyone might find a fantastic approach to life, the universe and everything else. "
"211",210,"Mtbruin","What a hoot! He is so funny."
"215",214,"corey wintemute","The best book I have ever read."
"219",218,"Avesh","I'd recommend this book to any self-doubting scientist or engineer, like myself. By reading about Feynman's attitude towards science, you realize that he starts on the same page as the rest of us.Also, a very entertaining read!"
"221",220,"Steffi Santner","Rarely you see books about physicians, that are written so funny. By the way he has written it himself, so it´s an autobiography, which is all the more astonishing.A really good book."
"222",221,"Zack Walters","oh man, what a phenomenal book! so good, I'd like to keep all its secrets, humor and life lessons for myself, NOBODY READ IT!"
"224",223,"Rhonda","From one of the most fascinating minds of the 20th century, Feynman weaves an amazingly true account of his life, replete with tragedy and success.. and a bit of ego. These are truly the adventures ofa curious character which will have you laughing very hard indeed. BTW, I bought his lectures on physics which explained some principles to me, sad to say, for the very first time: this man had a grasp of the very simplicity of the universe along with its immense complexity. The amazing part was that he treated them exactly the same.This is the guy who brought down the liars at NASA and Morton-Thiokol over the Challenger disaster by submerging an O-ring in a glass of ice water and then breaking it in half in front of a television camera, proving that it became brittle when cold. Just an amazing mind!"
"226",225,"Chuck Weiss","Had it in my library, I find I go back and read it over again and again throughout the years. "
"232",231,"Dele Cooke","Brilliant. Very funny and educational."
"233",232,"Lily Evans","Its a great book nice and mathematical"
"235",234,"Yifan Li","Plus important encore, il a vécu une vie intéressante. "
"236",235,"Gavin Marciniak-bisesi","His amazing character, intelligence, and passion really shine through in this book."
"237",236,"Loránd Szakács","If you like Richard Feynman, his lectures, documentaries or his quirky personality, then you will love this biography. If not, then there's no way I could even begin to explain to you why you should read it.The book itself is a collection of anecdotes as told by Feynman over the years, transcribed by Ralph Leighton. Therefore it reads like a night out in the pub with your friends, but in a more organized and sober way.By reading this book you won't get much insight into how scientists are as people, because Feynman is a truly unique character. But it gives you fleeting epiphanies, because by reading this biography you will come to understand that which makes scientists tick is science itself. And this theory of mine is best expressed by a Feynman quote that you won't find in this book: 
""Science is a way of trying not to fool yourself. The principle is that you must not fool yourself, and you are the easiest person to fool.""
 Of course, any such theory should be not taken at face value, but put under the test. 
""Because if it disagrees with experiment, it's wrong!""
 -- I'm paraphrasing Feynman here."
"240",239,"Simon Driscoll","I recently re-read the autobiography, 'Surely You're Joking, Mr. Feynman!' I first read this book in high school, and was fascinated by his stories of his work on the atomic bomb. Since that time, I've achieved my Bachelor's degree in Physics, and it makes me laugh even more. Whether you're a theoretical physicist or a brick layer, or anything in between, this book is full of insightful humor, only some of which is caused by a Physicist's unique way of looking at the world and not understanding the social requirements of certain situations.The title comes from the response of a very British woman asking if he would like milk or lemon in his tea. He asks for both. Anyone who has mixed milk and lemon juice knows it would ruin whatever tea it was added to. Who wants to drink curdled milk?Feynman's insights in the book range from his experience cracking safes to cutting layers of red tape and why, as well as a passionate call for a return to pure science. This section at the end had a greater impact on me now than it did in High School, all the more because it hasn't been heeded in the intervening decades. I echo Feyman's call for true science to make a resurgence. When science is held at the mercy of the businesses who fund it, the businesses can pick and choose the results they want, thus destroying the validity of the study altogether. If you run an experiment 100 times, you will probably find one run that indicates the opposite of the other 99.This is a fun and interesting read, no matter what level you have at understanding Physics."
