"","X","user","review"
"32",31,"Scott Cormier","After reading the great Gatsby, I thought the great Gatsby was an awesome book. I enjoyed reading the book, I found the book to be very interesting and I thought it has very few boring parts of the book, I thought that the ending of the book was very very surprising. the vocabulary used by the author was a little challenging but overall I found that the great Gatsby was an awesome book!"
"33",32,"Christie","I was bored. I really don't understand why it is such a classic."
"34",33,"Matthew","Very well written. I just hate Gatsby."
"35",34,"Rachel d.","i was annoyed the entire time at the frivolity of the wealthy. There was something i just couldn't break through. i hated this book. i may be missing a point, but it is difficult in any way to relate to or imagine myself in this story."
"36",35,"Kenny Turpen","Wow, the Dumb Gatsby is more like it. No real story line here except a faint jumbled love triangle or hexagon... I couldn't quite tell. I don't have a clue how this story is a ""Classic""."
"37",36,"Raspbewwies","For all this book was hyped up to be, it fell woefully flat. The characters were two dimensional and boring, the prose, although well flowing, failed to engage me at all. I understand the two dimensionality was supposed to be some kind of allusion to the pretentiousness of the Rocking Twenties, but I believe stories must speak, and to do that they must have characters that speak. This was, in its very essence, a love story and not a social commentary that built up to an antimclimax and, for want of a better phrase, fell face first into the floor. We are given little to no insight into Daisy's character - what makes her *her*- instead confronted with a decision she chooses. That's it. There is no story for Daisy, she seems like a prop for Gatsby to make it apparent to us that he's a hopeless romantic that (in apparently what is the twist of the story) does not get the girl. "
"39",38,"Krissy","Well, this was my first, ever, audio book. I can't hold it against the book for really disliking the narrator. He made it very hard to follow and sometimes hear the story. That said I was not at all captivated by the story. I found it extremely boring. "
"41",40,"Esenzassenza","Highly Overrated"
"42",41,"Olenka","I don't like it a lot. I expected more or maybe just chose wrong time for this book."
"45",44,"Collette Lee","I this it on my own my sophomore year of high school and couldn't stand it. I said as much to my mom and she assured me that it was one of those books that benefitted from reading it with a class. We read it for junior English. I still hated it."
"46",45,"Danae Brittan","The Great Gatsby was written by F. Scott Fitzgerald during the Roaring Twenties. The story takes place in 1922 on Long Island. Nick Carraway gets invited to visit his cousin Daisy Buchanan and her husband Tom. He is invited to have dinner with the Buchanans. There, he meets Jordan Baker, a woman who he finds interesting and attractive. Jordan tells Nick that Tom Buchanan has a mistress, Myrtle Wilson.Nick is then invited to a prestigious party at his next-door neighbor’s house, Jay Gatsby. Mr. Gatsby comes to Nick and tells him about his secret love for Daisy. The two were in love before Jay was drafted into the war, which ended their relationship. Now that he has returned, he wants Daisy back, even though she is married and has a child. He requests that Nick would help him by inviting Daisy over to have tea with Nick. Unbeknownst to Daisy, Gatsby is already at Nick’s house when she arrives. Daisy is uncomfortable when she sees Gatsby, and the rest of the afternoon becomes very awkward. After they become more comfortable with each other, they fall in love again and become romantically involved.Tom becomes suspicious when he notices romantic glances between Daisy and Gatsby. He suggests that they all go into town in an attempt to break up the romantic tension between Daisy and Gatsby. They drive into town in two separate cars – Tom and Daisy in Gatsby’s car and Gatsby, Nick and Jordan in Tom’s car. They go to a suite at the Plaza Hotel. Tom confronts Gatsby in front of Daisy, Nick and Jordan about being in an affair with his wife. Gatsby doesn’t deny it and neither does Daisy. Gatsby argues with Tom that Daisy only loves him and that Daisy never loved Tom and was just marrying him to get over Gatsby. Daisy admits that she does love Gatsby, but that she also loves Tom. Daisy implies that she is not going to leave Tom for Gatsby. Then Tom tells Gatsby to use his own car to take Daisy home to East Egg. While driving home, Gatsby’s car hits and kills Myrtle Wilson, Tom’s lover, in a hit-and-run accident.Several days later, after the investigation, a witness identifies the hit-and-run car as Gatsby’s. George Wilson is so distraught that he finds Gatsby and shoots him, killing him. He then turns the gun on himself, committing suicide. Nick then moves back to where he came from, and Daisy and Tom also move away from the area and live out their rich aristocratic lives to the bitter end.=======I really hated this book. It sucked. The author should never have written anything. The book lacked in entertainment, explosions, car chases, and comedy. Not to mention that it had excessive amounts of reality-TV-show-type drama, unrealistic consequences, and characters who have exaggerated emotional problems.I understand that F. Scott Fitzgerald was trying to get his point across about the irrational perils of unfaithfulness, but those series of events were just too ridiculous. I would not recommend this book to any of my friends, with the exception of Juliana, because she obsesses over the hit M-Tv show, Jersey Shore."
"47",46,"Shannon","So over english reading list "
"48",47,"Jeanie","Even though I read this book in high school, I decided to give it another read. I know it's a "" classic"" (really?) I still found it boring."
"49",48,"Roxy Wilde","Giving it another go....Nope, just can't do it."
"51",50,"Ann Ely","I know this is loved by many. I had to read it college and didn't like it. I tried a couple of times to read it as an adult. Couldn't get through it. Watched the movie with Leonardo DeCaprio and while it was visually quite a spectacular movie, I didn't like Gatsby. So, I am done with this book. "
"52",51,"Matt Holmes","I hated it. I know that's not a popular opinion to have.I'm not hating it to be edgy. I thought Catcher in the Rye was overrated (to a Nirvana degree), but I didn't hate it.I hated this book, and Fitzgerald, and his crazy-ass wife Zelda, and I'm disappointed in Leo by association.Sorry."
"54",53,"S. Woods","This book was all fine and dandy, but I probably didn't enjoy it as much as the average book-lover did. I don't know! It was alright."
"55",54,"Juno","Bleh... Didn't like this one AT ALL. I'm never really interested when it comes to books about this time period. It just doesn't appeal to me. Which made this book almost impossible to finish. "
"56",55,"Meshell","Hated this book. I'm not sure why it's required reading for most high schoolers. Read it for my junior year of high school."
"57",56,"Hfro","i HATED this book. i read it in high school, so it was a while ago and i can't give you specific reasons, but i do know i hated it. "
"58",57,"Leliel Mitsukai","Poor little rich kids and their self-absorbed troubles. I couldn't work up any sympathy for the characters at all. Nouveau Riche vs old money, marrying for money means losing out on Love... I Just. Don't Care."
"59",58,"Nikki Solomon","I read this book at school, and had to dismantle every sentence in the usual English Literature fashion....so I wasn't very impressed with it!"
"60",59,"Lee Pfahler","I read this book a long time ago in high school and did not understand it then. Maybe I should try it again some day, but I will not promise!"
"61",60,"Chasity","This was not a book for me. I spent a lot of time trying to re- read parts of the book because I had no idea what I had just read. I never felt a connection to any of the characters. The story is just so odd."
"62",61,"Trent","I decided to reread this book, for the first time in at least 30 years, because I saw the trailer for Baz Luhrman's forthcoming 3D version. It looks so hideous (so overproduced) that I thought I had better renew my fond memories of the novel before this film obliterated them. Big mistake!Unfortunately, there's always a risk when you revisit a favorite--that it won't hold up to your memories of it. What once seemed ethereal and resonant to me was underdeveloped and sketchy. It's much shorter than I remembered and seems to end about 30 pages after it finally gets started. There's a lot of moodiness in the writing and you have to take a lot on faith--the main character remains a cipher, and certainly not interestingly enigmatic. The whole book strikes me as more like rough notes for a novel than a real novel."
"63",62,"Christina","I read it in high school, and really liked it. I read it again recently since the movie was coming out. The characters were horrible people who did horrible things. I am surprised that I read the entire book. I definitely did not see the movie."
"65",64,"Rayroy","I just hated it, maybe one star is harsh being that I didn't read all of it and it's short and I tried, look F.Scott Fitzerald was a great writer but so was Sherwood Anderson and Knut Hamsun, look I'm not a fan of the so called Lost Generation of 1920's writers, look for me Great American Lit or what I like started with Saul Bellow , or after the crash or post Second World War. Maybe it's just me but I feel this is classic lit for people who read less the five books a year if they read one a year, I was bored with reading it in High School and bored with reading it in my late twenties. East Egg, Long Island, West Egg, I just don't care, read ""Winesburg,Ohio"", ""The Adventures of Augie March"", ""Revolutionary Road"", or ""The Man With the Golden Arm"" Or even ""Green Eggs and Ham"".  Oh the moive is 3-D, doesn't even have fucking Jazz music in it, looks like multi billion doller commerical for make-up. Fuck the movie so it's going to be awful but hey you can go to Brooks Brothers and get a Gatsby suite, what the fuck!!Well the movie comes out today, it's going to suck!"
"66",65,"Skye","I had to read this for school, that should tell you a lot. It was jumpy and tells the story of terrible people. I'll admit I enjoyed it more after we discussed it in class but not a book I'd recommend just to read."
"67",66,"Koohiki","We read this is school and I definatly didnt like it. it was short, only 9 chapters long. Although chapter 7 should have been split into two because I remember it was the longest chapter I have ever read in my life. The book was all about affairs and people killing other people becuase they cheated on them and all this crap and it totally sucked. I would never read this book again. "
"68",67,"Lewis Allan","Was really not interested in this book, pointless description for a scene that I found weren't too interesting, very good in the sense of getting to know the characters their thoughts and beliefs but the actual storyline and plot etc was so boring, I'm surprised I made it past halfway let alone actually finish this book in the hope it will grab my attention."
"69",68,"Ceci","Just wasn't the book for me. Couldn't relate with nor grasp the characters. Story was too ambiguous at the start to where it leaves the reader struggling to figure out (and not in a good way) who the characters are...disappointing to me to read a ""classic"" at this point and not be able to find it fantastic."
"70",69,"Wicak Hidayat","didn't really read this one. it was, well, boring for me. just one of those books that i buy at a used-book spot and then discard on the shelves at home. hmm, wonder why i keep doing that."
"71",70,"Melstrah","I tried to read twice because it was assigned to my kids to read. Just couldn't get through it"
"72",71,"Bassem Afli","I am disappointed."
"73",72,"Mary-ann","I've been told by countless people that this is a book you will either love or hate. Unfortunately I am part of the latter. This book was just not enjoyable at all."
"74",73,"Renee Mercedes","Boring as bat shit "
"76",75,"Haley Beebe","Despised it. I read this for English class and I hated it from page one. I I think the whole 20's setting is a little too old for a 10th grader to be able to relate to. We did endless research on the era but for a lot of my classmates, they were zoned out and couldn't care less about the 20's.I hated hated hated Daisy and Jay. Hated them. I also hated Nick. He was pointless. Terrible book for our age. "
"77",76,"Julia Putnam","I don't understand. This is said to be F. Scott Fitzgerald's greatest work. It is also said that Mr. Fitzgerald is one of America's most important authors. If that is really true than I am sad for America.I don't understand what is so wonderful about this book. I don't understand how people love it. It's an over-written essay about the rich jerk-offs of the past! All anyone does is drink, talk shit or cheat on each other! How is that important? Why is that considered classic?I realize and completely acknowledge that I'm not a fan of the flowery writing. I would rather an author just say it - get to the point rather than talk around it with ""gorgeous"" adjectives, similes and metaphore. But putting that aside, I don't know what there is to like about any of the characters - at all - they are all horrible people! I don't wish any of them well - not one! I'm completely flummoxed as to why people like it and why it's considered an American classic - much like Wuthering Heights... I just do not get it..."
"78",77,"Gabby","For everyone who defines this book as ""a great love story"", I have to ask what kind of screwed up version of love have you got? For me, this novel had nothing whatsoever to do with love. What it does deal with is the notion that the rich can do whatever they like (in Fitzgerald's time) and suffer no repercussions. It's also testament to the fact that you cannot buy your way into elite, entitled circles no matter what form of ruse you use. For me, this novel was far too cynical, while also being hopelessly naive, to be a love story. Perhaps that's because there wasn't 't one single character worth liking much less loving. Maybe the reader was supposed to be so busy trying to find one worthwhile character that we were too preoccupied to notice the rampant racism and anti-semitism, and just for good measure the tons of elitist balderdash thrown in for good measure. For me, Daisy was a vapid, worthless woman who couldn't pull off the victim tag if her life depended upon it. I think that's because Fitzgerald simply didn't know how to write characters who had any kind of redeeming qualities. All his people were insufferably self-involved, and, amazingly, none of them seemed to have experienced something called consequences for their actions. For some, the over-stuffed prose Fitzgerald writes may be ""brilliant"". For me it was simply one long whine interrupted occasionally (very occasionally) by a lucid thought. However, there were not enough of the latter to make me want to recommend this book to anyone. I read this book in high school and thought the years between now and then may have changed my perspective. What I have realized is that I was smarter than I thought I was in high school."
"80",79,"Mwai Nyamu","This was my high school literature set book, so I'm allowed to hate it.Kill it with fire.That is all"
"81",80,"Mister","So I got roped into reading this again. Why? Because I'm a glutton for punishment I guess. Besides, there's that fancy moving picture coming out with The Struttin' D taking up the role of The Great G.Seven or eight years after reading this for high school, what are my thoughts now?Still pretty fuckin' boring. OH GOD HOW UNAMERICAN OF MEAlright, that's a lie. A little has changed. For instance, when I read it the first time, I hated everybody but Nick. After finishing it this time, I hate everybody but Jordan, especially Daisy.Look, I understand that this book is supposed to be steeped in symbolism. But you know what else is steeped in symbolism? Everyday language. When you say a word like ""the car"", are you actually throwing a car out of your mouth? No. You're making reference to it, the sounds and letters that form the word ""car"" are the symbols that object lives through vicariously.And most of everyday language is also boring. I mean, yes, it makes pleasant conversations and it's wonderful and beautiful and nothing quite takes your breath away like talking to somebody amazing (I'm looking at you, Melanie). But would I expect these things I hold so closely to myself, like discussing the divine glory of Bosco sticks, to be something a whole community of people should adore and revel in like me? Not really.And that's where it falls for me. Fitzgerald's message is not appealing to me, nor is his presentation. And without the weight of just a good, ol' fashion story, there's nothing for me to grab hold of while I ride this train full of flappers to New York. Thanks for the ride, but I'm hopping off at the next stop."
"83",82,"Ralph","It didn't speak to me."
"84",83,"Karen Munroe-Sherwood","If I could I would dig Fitzgerald up to demand money for the waste of my time, not only in READING it, but LISTENING to the accolades about ""it"" during my life. After I received reimbursement I deemed adequate, I would kill him AGAIN, someone else can bury him again. "
"85",84,"Tracey  Knorn","had to read for school. hated it"
"86",85,"Brian","it's not about a magician."
"87",86,"Leslie Callahan","I can't believe they STILL make kids read this! It is so dry and boring, I can just picture the author telling this story mono tone and no stops for breathing. Sorry Fitzgerald"
"89",88,"LindaK","Not worth calling a classic. "
"90",89,"Peardada","hmm...this is voted the best book of blah blah. Well, I think it's boring."
"91",90,"Lora","I hated this book. Not something I would consider a classic. Fitzgerald is a master with words, but not a story-teller. It was depressing and I had no concern for any character or the storyline itself. Total waste of my time to read this book. I felt deflated after finishing."
"92",91,"E S","What a ridiculous, shallow account of people I would never care to know! I did not read this I school, and with the release of the movie, decided to see what all the fuss was about. Glad I borrowed it from the library as IMHO it it not worth the paper it is printed on. "
"94",93,"Shania Stickley","I just got done reading this for American Lit.. It's an alright book. There are parts that are really good and then parts that don't make any sense. "
"95",94,"Omar Z","I didn't really read it but the cover art is cool"
"96",95,"Figi","""Toy çağımda bir öğüt vermişti babam, hala küpedir kulağıma: ""Ne zaman,"" demişti, ""birini tenkide davranacak olsan, hatırdan çıkarma, herkes senin imkanlarında gelmemiştir dünyaya!"" Harika bir giriş cümlesinden sonra maalesef beni cezbeden bir şeyi olmadı."
"97",96,"Rhi","No idea what the fuss is about. I really wanted to be into it but the story was boring, that characters bland and overly self-important, and the ""climax"" disappointing. I'm not someone who needs a lot of action and adventure to be entertained, but I do need substance and I didn't feel this had it. I've enjoyed a great deal of books that less happened but the context was layered and the plot not so superficial. Obviously I'm missing something if this is supposed to be one of our great works of the 20th century. It's a testimony to my type a personality that I finished it. "
"99",98,"Jordan","Yes, I may have been named after one of the characters in this book....but that *doesn't* mean I have to like it. "
"100",99,"Jack","Who would do such stupid things?"
"101",100,"Steph Bennett","I really, really disliked this book.F. Scott Fitzgerald is an amazing writer, I will admit to that much, but this book, when people say that it is arguably one of the greatest novels in american literature, was not up to the standards set and had in my opinion nothing enjoyable about it.The story was a complete bore for me and I had no interest in anything that was happening. I didn't like, more like loathed, Daisy, Nick, Tom, Gatsby and Jordan- which if you have read the book you know are the characters that you probably need to at least like in order to enjoy this book; but none of them appealed to me in the least especially with everything that they did and the decisions that they made.None of them had any redeeming qualities for their actions either. I disliked almost every decision that was made by any of them which led to my severe dislike of this book.It's one of those books that you read because it's a classic and form your own opinion of and sadly this was horrible. In a way I'm glad that I read it but I'm still sad that I wasted the past few hours doing so."
"103",102,"Monika","Sorry for being harsh on Fitzgerald, a lot of my friends think his writing is 'beautiful', etc., but I simply prefer Hemingway by a wide margin. I know that both authors were quite misogynist, but when it comes to writing about real Human Beings, Hemingway doesn't seem to differ between the sexes. Unlike Fitzgerald - the way women are treated in Gatsby gives away a general attitude which I cannot approve of. True, there were some landscape descriptions I enjoyed; apart from that, frankly, it's 'writing for men' and basically sucks. Sorry, just my opinion."
"104",103,"Valerie Stegman","The Great Gatsby??? Not great. Awful in fact. ICK Glad it is over and I can read something so much better. "
"105",104,"Gabe Mounce","A classic that I really didn't like at all. To sad and depressing for me. "
"107",106,"Dylan","I have the same feeling about this book I'm already halfway through and till now I don't understand what is so special about it. nothing is happening and they are just talking to each other, coming and going"
"108",107,"Alicia O'Carrick","Attempted re-read: November 2015Fuck it. This book is worse than I remember. I'm going to SparkNotes.----------------------------------------First read: December 2014No—Gatsby turned out all right at the end; it is what preyed on Gatsby, what foul dust floated in the wake of his dreams that temporarily closed out my interest in the abortive sorrows and short-winded elations of men.(Starting with this one, I think I’m going to start writing my reviews a little differently….)	Sorry, guys, this one just wasn’t for me. I can see why it’s adored by so many people, but I found it hard for me to join them. 	This book is a required read by so many schools. I’m actually supposed to read it next year, but me being the nerd that I am I decided to read it early, as part of my quest to read as many classic books as possible before I die. (Which, considering how many cups of coffee I drink, could be coming sooner than later.) I can’t tell you how many people stopped by me whilst I was reading this book and commented on how much they loved it (and in a freshman’s case, the movie), and the amount of guilt that I felt because I wasn’t on board.
Summary:
	If you asked me what this book was about before I read it, the most I could tell you was that it was about a guy named Gatsby. I was surprised to find that our narrator was actually a guy named Nick Carraway, who lived next door to Gatsby and retells his experiences with Mr. Gatsby’s parties, his beguiling charm, and his undying love for Daisy Buchanan, who happens to be Nick’s cousin. Seriously—that’s it. That’s what the blurb says it’s about. And indeed, it’s easy to see that Gatsby absolutely adores Daisy, but as much as they say so I never felt like I actually got to see them in love. Their affair is told briefly in flashbacks, but it never amounted to a love story. They were telling, not showing.	The entire book felt like that—there wasn’t enough of anything. This book is 180 pages long, and I feel like it’s missing at least a hundred more of them. It needed more depth, more of a backstory to everything that was happening. Fitzgerald had more fun describing how beautiful everything was and how alluring Daisy’s voice was than the progression of the story. (Seriously, he mentions it like ten times, three in the first sixty pages.) Every time he started to describe how intricate a woman was, I felt my eyes roll a little.	As for the characters, the only one that I liked was Gatsby himself, but that might be because I kept picturing him as Leonardo DiCaprio in a suit. (Come on—even if you’re not a fan, you have to admit that’s a delicious picture to behold.) But even Gatsby failed me, with his fascination of a girl that he couldn’t let go of. I understand that’s the point of the story, but his love for her grew to the brink of being scary.“Your wife doesn’t love you,” said Gatsby quietly. “She’s never loved you. She loves me.”Wait—there’s more.“I don’t think she ever loved him.” Gatsby turned around from a window and looked at me challengingly. “You must remember, old sport, she was very excited this afternoon. He told her those things in a way that frightened her—that made it look as if I was some kind of cheap sharper. And the result was she hardly knew what she was saying.”	They claimed it was love, but I saw obsession. He was convinced that Daisy loved him, and only him. It might have read differently if there had been more romance. Every other character was pretty much an asshole, and our narrator was vague as fuck. 	The only thing that gave this book an extra star was its writing, which I can only describe as being lovely.His heart beat faster and faster as Daisy’s white face came up to his own. He knew that when he kissed this girl, and forever wed his unutterable visions to her perishable breath, his mind would never romp again like the mind of God. So he waited, listening for a moment longer to the tuning fork that had been struck upon a star. Then he kissed her. At his lips’ touch she blossomed for him like a flower and the incarnation was complete.	Indeed, what little bits of actual romance that was in this book made my heart, which is actually very soft and enjoys things like kittens and sweater weather, literally swoon. But there wasn’t enough.	As well, the edition I read is the authorized text. Basically, the first edition contained a number of errors from the author’s extensive revisions and rushed production schedule, and reprintings departed further and further from Fitzgerald’s original words. This edition is the book as he intended it to be. Sadly, Fitzgerald’s original words needed some more punctuation, and the words, pretty though they were, sometimes felt like an illusion to distract me from the fact that nothing had happened so far.	It’s said that when Fitzgerald died, he feared that he was a failure and that everybody had forgotten about him. Judging by the fact that this book is acclaimed to be “the great American novel”, I highly doubt that that’s the case. Perhaps my hopes were just too high for this book. Perhaps I’m a bit too nit-picky. But I just wasn’t with the majority with this one."
"109",108,"Lucas","I'll start by saying I haven't yet watched Leonardo DiCaprio play Jay Gatsby, and continue by adding that I don't really want to. At least, not after reading this. As a ""classic,"" I expected more from The Great Gatsby than I received. Overall, I wasn't invested in the characters, which made me less than interested in the storyline. I disliked Daisy's vapid, gold-digging personality. I found Tom to be an unbearable clod. And despite all that I was deeply dissatisfied with, I have two things to commend: I rather liked Jordan's sporty, yet regal lifestyle, and I was semi-charmed by the main character. I'm afraid to say that that's the extent of the kind words I can offer for this particular piece. In the end, it was all I could do to get through it without falling fast asleep."
"110",109,"Jeet","didn't enjoy it at all.....didn't do anything for me....couldnt wait to.finish it to be honest....glad it wasnt any longer:("
"112",111,"Will","By far the worst book ever written. This is not a joke."
"114",113,"Anjali","I have absolutely no love for The Great Gatsby. I think I've read it twice, both a long time ago, and I kind of feel pressured to read it again based on everyone's love for it. But for some reason, even though I didn't hate it when I read it, I kind of shudder at the thought of having to do it again. Hard to find a second star in my heart for that."
"115",114,"Ursula","A great idea of the most wonderful era ruined by very poor writing..."
"119",118,"Angela Reichardt","I read and waited for this book to get good... Then it ended... Maybe this was a considered a good book when it was written... It's no longer so great, but that's only my opinion. Jack (I think his name is Jack) goes to NY rents a house next to Gatsby mansion and his cousin Daisy lives across the pond with her husband Tom and her pro golf friend Jordan (female). Gatsby loves daisy and throw lavish parties in hopes that daisy will show up to one one day...They fell in love 5 years ago but since he was broke she couldn't or wouldn't be with him. Gatsby finds out ""jack"" is her cousin twice removed and asked him to have her over for tea so Gatsby can see her. They see each other... They start to hang out and party all the time, her husband Tom suspects Gatsby and Daisy have a thing going on calls them out on it. Daisy upset with Gatsby because he's a bootlegger, Daisy is in his car and driving ends up hitting and killing a woman but leaves the scene... It all gets pinned on Gatsby by Tom and the women's husband (who was hit and killed) kills Gatsby in revenge and also kills himself... Oh yeah jack had a fling with Jordan PS apparently his name is actually Rick and not Jack... That in it's self should tell how much I cared about this book"
"120",119,"Eva Kartini & Biko","Boring! Though, to be fair, I read it for a class. I probably would have gotten more out of it had I read it later on, on my own time. Or maybe not. Robert Redford's striped swimsuit is killer!"
"121",120,"Jenny E.","It was incredibly boring. I don't understand how this can be considered a classic.Here you can read my review in Swedish: http://jennyjag.wordpress.com/2012/02..."
"122",121,"Crista Roa","Ugh...I know it's a classic, but it was like pulling teeth."
"125",124,"Jams","This is one of the few books that I have disliked. Read it twice just to make sure."
"126",125,"Steph","Let me preface my review by saying that filmmakers are VERY good at making trailers. Sometimes. I keep seeing the trailers for the upcoming film version of ""Gatsby"" starring Leonardo DiCaprio (whom I really enjoyed in ""What's Eating Gilbert Grape"" and ""Catch Me If You Can"") and it looks exciting and flashy and I began thinking I would like to see it. My son expressed an interest, too. I suggested we read the book beforehand so we can get a feeling for what to expect. I'm glad I did. I did read this book some 20-plus years ago when I was in High School, but memory being what it is, I didn't remember much about it. So I went into reading it a mostly blank slate. Be aware there are spoilers in this review. I'm assuming you also had to read it for school. The book moves along quickly and is compelling enough, I suppose. It's told from the point of view of Nick Carraway, a neighbor-by chance- of the title character. I was struck early on in the story by how bland Carraway's character is. His storytelling is without passion, without emotion and flat.Which is kind of a problem. Because he is surrounded by the worst of 1920's elitist society, and he appears to be without feeling about it one way or another. He doesn't quite fit in with them, but neither does he feel repelled or bothered by their scandalous behavior. When Tom backhands his mistress and breaks her nose, Carraway describes the event in mild terms and without any reaction or feeling on his part. It's as if he's outside, looking in on the events. And not terribly bothered by any of it. He basically shrugs his shoulders and moves on.The story is depressing, for various reasons, and the characters have no redeeming qualities. Gatsby is childish, trying to live in a fantasy-land; unable to really see or handle reality. He has no real relationships, he creates himself as a caricature of what he imagines Daisy would like him to be, and ends up lonely and out of touch. He lives in a perpetual daydream. Alone, even when surrounded by others.Daisy is the epitome self-centered, bourgeois materialism, and even she doesn't know what she wants. Tom represents the worst of masculinity: he's abusive, abrasive, selfish and racist. There are a handful of other minor characters that don't really register as interesting or enticing.I did not enjoy this story. I was surprised by this-- why are so many students required to read this garbage? The 1920's weren't really like this, for the majority of common Americans. It does give a little insight into the world of the ultra-rich and corrupt at the time, I suppose. Maybe there's some value in that, but it's so dumb and the characters are so limited and bland and the story left me feeling depressed and annoyed. I don't think I've ever read anything else by Fitzgerald, but I don't see myself seeking him out again.Maybe my problem is that I'm spoiled on the modern character-driven, emotive writing, on books that make my heart pound and my mind race and that include characters I love or love to hate. Or maybe some books that are considered ""classics"" are really just crap. I also hated ""Great Expectations"" by Dickens. But there are others I love. ""The Scarlet Letter"", ""Little Women"", ""Macbeth""... and others. Hmm... I suppose that's a topic for another time.The best thing I can say about this book is that it's short. It only took me a couple of days to get through, and that's only because I can't just sit down and read. I would have had it done in half a day if I'd been able to. But what a waste of an afternoon that would have been. And, no. I won't be seeing the movie."
"127",126,"Mendhak","Rich people having parties. The end."
"128",127,"Leslie Herndon","umm...why is this book a classic? It's alright reading and sure it's got levels, but I just didn't enjoy it and didn't really want to think about it once it was over."
"129",128,"Cole LaCount","I had to read this book for school. Although this is a really short book it took me forever to read. To me this book felt really boring, I would fall asleep reading it. Honestly though it could just be that I don't read romantic dramas or enjoy them. But this is how I rate this book, but this is just my opinion."
"130",129,"Phyllis","So self-absorbed; I actually quit about 3/4 of the way through. Just couldn't stomach the self indulgence"
