,user,review
10,Amrelsayed,جمال الرواية في إبرازها لرؤيتنا المسبقة للأخرين وكيف نضعهم في إطارات افتراضية ..كيف تخدعنا عواطفنا ..جو الرواية شبيه جدا بفيلم GONE GIRL..ليس فقط لأنها تدور حول اختفاء زوجة و لكن لأننا نكتشف بالتدريج أن الانطباعات الأولي لا تدومالشخصيات الرئيسية تبدو في مرحلة ما صور لنفس الشخصية المنهزمة المستعدة للدفاع عن الحب بأي وسيلة..والكاتبة تعطي المبرر المقبول لكل خطأ حتي القتل..رغم أن الرواية تصنف من نوع الإثارة لكن قدرة الكاتبة في التفتيش العميق في نفوس أبطالها تجعل منها رواية أدبية ذات مستوي رفيع..
11,Sariithap' Williams,"Una historia que te mantiene en suspenso todo el tiempo, al final la historia da un giro inesperado y lo hace bastante interesante.Me gusto muchísimo, me atrapo completamente."
12,Guillaume Tribulations d'une vie,"http://tribulationsdunevie.weebly.com...Le voyeurisme ! Même si elle ne l'avouerait pas, c'est l'activité à laquelle s'adonne chaque jour Rachel, depuis le train, lorsqu'elle épie ceux qu'elle a surnommé Jess et Jason dans leur maison. En plus de leur donner des prénoms, elle leur invente également une vie... Sauf qu'un jour Jess, Megan en réalité, disparaît mystérieusement. Rachel, elle, a vu quelque chose... ""La fille du train"" est un thriller de femmes. Ce sont elles qui ont la parole, elles qui mènent l'enquête, qui trahissent, qui mentent, ... La construction de ce roman révèle une certaine complexité qui lui donne cet aspect addictif. 3 femmes témoignent à tour de rôle nous apportant leurs différents points de vue sur l'intrigue. Seulement, elles s'expriment à des moments différents. Il est vraiment indispensable de se fier attentivement aux dates inscrites en début de chapitre. Une fois ce point intégré: la lecture devient un vraie moment de bonheur, impossible de poser le roman. L'auteure a su apporter lentement un suspense qui a un impact puissant et efficace sur le lecteur. Les éléments nous sont apportés au compte gouttes et nous suivons des personnages qui sont tout aussi perdu que nous. Les chemins empruntés par l'intrigue nous conduisent dans des culs de sac, l'auteure joue avec nous tout autant qu'avec ses personnages. Un vrai lien intime, personnel, se crée avec les personnages au fil des chapitres. Un point d'honneur est mis sur l'expression de leurs sentiments les plus profonds. Rapidement on s'attache à eux et on compati à la torture psychologique qu'ils subissent. ""La fille du train"" est aussi un roman émouvant. J'ai passé un excellent moment de lecture avec ce thriller au suspense efficace. Un roman à la construction complexe qui apporte un tout autre intérêt à l'intrigue. "
13,Casey,"First of all: stop with the Gone Girl comparisons! A woman can write a thriller centered around flawed female characters without invoking that title. Personally, I hated Gone Girl, but I thought this was a fascinating thriller.The first few chapters, admittedly, drag. Rachel, deep in the self-indulgent misery of alcoholism, rides the same train to London day in and day out to mimic her old routine. She drinks in public and makes up stories about strangers. Then when one of her familiar subjects goes missing (I guess this is where the Gone Girl stuff comes from, but ignore that), the last stable bit of her life skids away from her. Bring in the new wife of Rachel's former husband, Anna, and the missing woman herself, Megan, and you have the complete cast of flawed, narrators in this twisted story. (Unlike Flynn's writing, Hawkins' characters do have their redeeming qualities, even if you don't necessarily like them.)Once Megan actually goes missing, the novel picks up its pace and deliver on that can't-put-it-down promise. This is just tense enough and tight enough to hit the spot, even if I thought the choice of villain was a bit obvious."
14,Shirley,"I'm sure many people mentioned this already but this book reminded me of ""Gone Girl"" (the movie version, since I haven't read the book!)But the dark, suspenseful feeling you get throughout the storyline while reading the book, made me think of the same feelings I got while watching ""Gone Girl."" And the best parts are the twists in the story! We get three different viewpoints throughout the story, from three different women who are all linked together. Rachel is our main character: divorced, depressed, and drunk for more than half the time she appears in the book. Anne is the new wife of Rachel's ex-husband, who moved into the same house that Rachel had been living with her ex. And Megan is the neighbor a few houses down, who has countless troubles of her own. We have three different viewpoints, but none of them are reliable. You get the feeling that they are all hiding something from you, not revealing the whole truth, or just don't know what's going on (like in Rachel's case since she's drunk for most of the story). And the best part throughout the book was guessing what really happened and piecing together the bits and pieces from each woman's viewpoint to reach the final conclusion. "
15,Arlene Hayman,"It seems that I read ‘Girl on the Train’ recently and forgot to post a review of the novel. Therefore, my dim memories of this novel perhaps do not give it the due respect that it deserves. I do recall that I was tremendously empathetic of Rachel throughout the novel, as I found it profoundly sad that she had lost so much due to her personal problems arising from alcoholism. I really expected Rachel to be a less likeable character, but instead I felt so empathetic towards her and wanted life to work out well for her. I wanted her to overcome her drinking problem, pull herself together, and move on towards a brighter future. Although Rachel would be labeled as an unreliable character, I didn’t find her devious and deceitful like Amy Dunne in Gone Girl. As to the ending, without giving too much away, let me just say that I thought it conveniently ironic that Rachel resolved the whole problem in the back yard with Tom, just as the train was going by. How clever of the author to construct the ending that way!‘Girl on the Train’ was an entrancing novel that will have you riveted to the story from beginning to end; it was just suspenseful enough for me, without being too bizarre or explicitly gruesome."
16,Annette Hall,"A railway line runs past houses and trains regularly stop or slow at a signal. From the front, the houses look impersonal, but from the train the backs look private and personal. The girl on the train, Rachel, is a regular commuter and always looks out, when it stops, to the house where she used to live and the neighbouring house where she often sees a couple in the garden.Rachel’s ex husband, Tom, lives in “her” house with his new wife, Anna, and child. She fantasises about the couple living nearby, seeing them as a perfect, happy couple and calls them Jason and Jess. One day she glimpses something that makes her doubt that view. One day she learns that Jess is Megan, and she has disappeared, later found murdered.The story is about who murdered her, and is written with the voice of the three women; Rachel, Anna and Megan. Could Rachel be responsible? She is depressed and an alcoholic and has black holes in her memory when she is drunk. She frequents the street where she used to live, and has blood on her hands and a bad cut on her head, but can’t remember anything. Megan used to baby sit for Anna, but left suddenly. Anna is fiercely protective of her child, and upset by Rachel’s visits to the street.Other candidates are Scott, Megan’s husband. Supportive and loving, but not aware of Megan’s past, and present secrets. Tom, Anna’s husband, and Rachel’s ex is charming and loving on the surface, but that hides a manipulative and deceitful nature. The other candidate is Megans therapist who might have a reason to wish her ill.We are left wondering throughout the book – who is the killer. We need to read without stopping to see how it ends!I like the way the characters are portrayed. Rachel feels detached from life because of her depression, and unsure whether memories are real or imagined because of her drinking. Megan has a hole in the middle of her soul because of events in the past. It makes her feel restless and unsettled. Anna hates living in the house that was occupied by Rachel, and desperately wants to be happy with Tom and the baby.Babies thread themselves through the book. One much loved and protected, one much loved but accidently killed, one killed before birth, one not conceived – all affecting the story. Death is another theme – death of a father, of a brother, of a daughter –in the past, but all affecting the story, and Megan’s death in the present.A very readable book, full of character and suspense."
17,Deena,Will have you hooked from the start. Glad I got to know what the noise was all about. Id say it's a must read! Suspense. Thriller. Great job for a debut. 
18,Elphaba J,"Opinião completa em: http://historiasdeelphaba.blogspot.pt...É realmente fácil perceber o sucesso desta história, o seu ritmo que embala e abraça o leitor nesta viagem complexa pela mente humana, a três vozes, com três destinos paralelos que não se vêem, desfocados nos seus percursos diferentes que nos prendem à narrativa de A Rapariga no Comboio.Paula Hawkins deu largas à sua imaginação e fez-me mergulhar profundamente na sua ficção, com o desejo de saber até onde levaria a sua rapariga presa aos carris de um transporte comum, presa entre o seu passado e presente, presa entre estações, enquanto tece palavras e pensamentos ilusórios, mas fortes, que tornam esta obra viciante na busca pela coerência e junção de factos deste thriller psicológico que, também em terras lusas, promete conquistar leitores. A sua escrita, algumas vezes complexa e outras tantas vezes tão natural, é quase encantatória, com o nível certo de suspense e mistério que nos impulsiona sempre para o próximo capítulo.Rachel, Megan e Anna, são três mulheres diferentes e com universos singulares que, passo a passo, em momentos temporais próximos, nos contam os seus segredos mais íntimos e expõem as suas emoções mais cruas. São três rastilhos dissonantes que se vão envolvendo e enlaçando rumo a um desfecho quase óbvio mas cego na sua resolução, um desfecho construído de sentimentos, convicções, atitudes e acções contraditórias que estão longe de revelar tudo o que o leitor anseia por descobrir."
19,Paolo Aceves,"Every year I try to read a book written from the present year, the year is almost over and I realized I had yet to read a book from 2015 so this year's honor went to The Girl on the Train and what a good choice that was.We are introduced to Rachel every day she takes the morning train to London and on her way she spots a couple outside their house, ""Jason & Jess"", through her commute she creates a fantasy story of them, of the happily married perfect couple. Through them she projects her own failures and insecurities and turns it into the opposite of her own life in order to avoid seeing the house that used to belong to her a couple of houses away. One day she looks into the house and sees ""Jess"" with another man and that devastates her, the perfect couple she made up in her mind was not what she thought, and to complicate matters worse the next day she learns Jess/Megan has disappeared and a mystery begins to unravel. The book gives a really hard look into alcoholism and abuse, we see Rachel battling with it and how she became the person she is in that moment. She gives us a glimpse of her past life, how her marriage ended and how her life went down the drain. Through the mystery of Megan's disappearance she finds a new purpose trying to help find her and who is guilty of it. We also get the story one year before from Megan as she tries to keep her secrets and we get clues of who the culprit of her disappearance is. The reveal is obvious, but the way the book gets us there is well crafted Paula Hawkins deserves all the praise she is receiving by writing one of the best books of the year. "
20,Sandi,For fans of Gone Girl. 
21,Chrissy,"I was incredibly skeptical on this one, but ended up really enjoying it. Everyone is going to call it the Gone Girl of 2015 and it's hard not to compare the two books even though the plots are completely different. It's fast-paced and cringeworthy at times (in a good way). I would recommend for anyone who enjoys a good who-done-it."
22, Chele,Dysfunctional and flawed characters. Good story that kept my interest. I enjoyed it and look forward to more of this author's books. A solid 3.5
23,Melody,"Honestly speaking, this book isn't supposed to be on my priority reading list. Well, I do want to read it at some point but the hype and all the glowing reviews I read have made me change my mind. To avoid spoilers, my thoughts on this book would be vague and the characterisations is about all I could say. The story is told in three perspectives: Rachel, Megan and Anna. Three different women who aren't really happy with their life. Rachel is a divorcee but couldn't seem to get her ex-husband, Tom, out of her mind. She is also an alcoholic. Megan is a married woman who seems blissful in her marriage but she has a secret no one knows. She's also living in an area where Rachel used to live before the divorce, and there's a railway track nearby. Anna is the current wife of Tom. The three women's lives become inexorably intertwined after Rachel found an interesting couple during her regular train rides that would later change all their lives altogether. After reading The Girl on the Train, I can understand why it is a top seller. It is suspenseful and there is something about unreliable narrators that makes you wonder about their voices and behaviours and whether or not should you believe them. And in most cases they aren't likeable characters, either. Still, I enjoy reading books with such narrators because they are unpredictable and it is always fun to see if my guess is correct in the end. I know there are mixed reviews on this book, and while I felt it compelling it didn't 'wow' me the way I had wanted it to be. Still, it was a page-turner and I enjoyed reading it. I wasn't surprised that this book has been optioned for film by DreamWorks and I am curious to see how it would turn out with the film adaptation. I would definitely be on a look out for Ms. Hawkins' next release. "
24,Judy Lindow,"It's a page turner! Especially in the last 30 pages. However, in my opinion, it's no Gone Girl. Similar, yes, but the twists are more predictable. I found the the characters in Gone Girl much more interesting. At the beginning it sort of reminded me Rear Window, the way someone with a disability witnesses a crime while casually watching their neighbors. Rachel, the main character/detective, is in fact disabled by her depression and addiction at the beginning. Solving the crime and bringing clarity to the relationship with her husband, end up being a parallel denouement. This main narrator in this book is drinking all the time! In fact a lot of the characters are tossing around some kind of booze, much of the time. There is also a lot of serial adultery - let this book be a warning to you! haha! The men roughing up their spouses and running the show is sort of cliche. It's a wonder they can even function. Obviously by the end we're seeing the pile up of all this disfunction. I guess I liked Gone Girl a lot because she was so smart and conniving. In this book the key women are all victims of some kind of abuse. From start to finish it does stay true to the premise that ""Things are not always what they appear to be"". Oh, and there's a final, tiny little twist that you may or may not expect - but may miss if you're nodding off."
25,Sandy,"This was a book club pick and I must say it was pretty good. I liked the mysterious build up to the ending, even though I thought the ending could have been better. The character development was great and I liked all of them. It was well organized and I told from different view points, which made it more interesting. "
26,Stacy Natal,"I think that it is interesting that this book is being compared to Gone Girl. I liked it much better than Flynn's novel and didn't find the styles that similar. What they have in common is that they are both thrillers with a twist... in this book's case, several twists. The characters are deliciously flawed and each seems either unreliable or guilty. 4.5 stars"
27,Joann,"Although I had a terrible time liking any of the characters, I still found this a great mystery. Read fast because I couldn't wait to see how it ended."
28,Nicole Shepard,"This book was a very interesting read and very well written. I was amazed that by the time I got to about page 140 nothing had really happened - you didn't have much information at all but I was still compelled to keep reading. The book is narrated by three different women and switches between them which keeps things interesting. This book keeps being compared with Gone Girl but it's really nothing like it - a completely unique story. Also, Paula's description of commuting via train really makes me wish I had that option!"
29,Joana,"Primeiras impressões: não é assim tão extraordinário como todas as críticas faziam prever. Lê-se bem, mas estava à espera de mais emoção e enredo. Muito empenho na construção psicológica das personagens, mas preferia mais suspense no desenrolar da história. Ainda assim, vale a pena para quem gosta do género."
30,Valeria Atzori,"Scorrevole, avvincente nonostante la trama non troppo originale. Una lettura estiva azzeccata."
31,Matthew,"I READ A POPULAR BOOK FOR THE FIRST TIME BASICALLY EVER, ONE THAT PEOPLE I KNOW HAVE HEARD OF AND THAT MAYBE I CAN TALK TO PEOPLE ABOUT IN THE REAL WORLD WITH MY SPEAKING VOICE. The ending could have been twenty pages shorter but it's certainly a good book to read when you've given up drinking for Lent."
32,Julissa Boyd,Great read. Kept me in suspense.
33,Stefanie Kellum,"I figured out who did it a little over halfway through, but I still enjoyed this clever, mind-bending thriller full of unreliable narrators, red herrings, and beautifully-written yet chilling prose. It makes you wonder how much you don't know about people...even those closest to you. Great read for when you're in the mood for a good old-fashioned murder mystery."
34,Lamar,"I feel like The Girl on the Train deserves more than 3.5 stars, yet 4 stars would be much more than it deserves, so maybe 3.7, perhaps? It wasn't perfect, but good enough to keep me going. 

“I’m playing at real life instead of actually living it.”

I have to clear something first: I hate it, hate it, when advertisers label books as 'the next blank' or 'this is hotter than blank' or 'this is just like blank, but much better' and The Girl on the Train was one of those cases. Worse, this book got all hyped up because of that, which is, I presume, what essentially the advertisers wanted. People went into this book with high expectation because hello? Have you read Gone Girl? It's a mind-fuck and awesome, but were left with nothing but disappointment because this is not quite like Gone Girl, not in the way you might think. It's so sad for The Girl on the Train because I think people might have liked it more if it weren't compared to Gone Girl.This is why I don't like this marketing strategy, because I think it's unfair, it's not fair for the new book, it's not fair for the book that's being compared to. When everyone, literally everyone, claimed it as ""the next Gone Girl"" I got the same feeling I had when I heard people calling George R.R. Martin ""The American Tolkien"" It bothers me because why can't George just be George R. R. Martin, the first and the last? I love Gone Girl, and its originality and the I've-never-ever-read-anything-like-this-before feeling that I got when I read it.So let's not compare these books together just because this book involved unreliable characters and a missing girl. I will say: If you loved Gone Girl, you might also enjoy The Girl on the Train. That doesn't mean it's as mind-fucking as Gone Girl, it doesn't mean it has this big fucking reveal that will make you want to scrub your brain, no no, it's a different plot-line, it's simply dark and edgy which is what a thriller should be, thrillers like Gone Girl and other books. Now, the book itself. Like I said, it wasn't perfect but damn I had so much fun with it. It had just the right amount of thriller tension to keep me fixated on reading rather than listening to the pounding of the workmen in our kitchen. It was suspenseful, addictive, and one of those stories where you cannot trust anyone. The ending didn't appeal to some people but I personally liked it, it was well-thought-out.The writing I wouldn't say was anywhere near special, it didn't stand out for me (hence the 3.7 stars) the pace was a bit slow at the beginning, yet not boring but later on I was completely hooked.

“There’s nothing so painful, so corrosive, as suspicion.”

I'll definitely pick up Hawkins's future books, I think they'll be a huge step from her debut. Recommended to anyone who likes mystery thrillers."
35,Isa Cantos (Crónicas de una Merodeadora),"Me debato entre un 3.75 y un 4... Ya han pasado un par de días desde que terminé el libro y aún no me aclaro muy bien sobre si me gustó mucho o un poco menos que eso o qué, jajaja. Vamos a ver, La Chica del Tren sigue las historias de varias personas, pero sobre todo de Rachel, una mujer cuya vida se ha ido desbaratando en los últimos años. Pasó de estar felizmente casada a divorciarse, tener problemas con la bebida, con las personas y con su trabajo. Rachel vive con su casera y, para que ella no se entere de que ha perdido el trabajo, sigue tomando el tren de las 8.04 para ir a Londres y el de la tarde para volver a Ashbury todos los días. En sus trayectos de tren, Rachel siempre ve una calle llena de casas en donde solía vivir con su marido Tom, antes de que él la cambiara por Anna y su hija pequeña. Además de eso, en una de las casas vive una pareja que, a ojos de Rachel, es perfecta. Incluso les ha puesto nombres a pesar de que no los conoce, ella los llama Jess y Jason. El punto de todo esto es que, un día, Rachel ve algo extraño en la casa de Jess y Jason y, al siguiente, Jess (cuyo nombre real es Megan) es reportada como una persona desaparecida. El punto de todo esto es que Rachel siente que debe ser parte de la investigación porque sabe que estuvo por ahí el día de la desaparición, aunque lo malo es que no recuerda nada porque su problema con el alcohol es tan serio que incluso tiene lagunas mentales. La Chica del Tren, entonces, empieza a jugar con una narración no lineal y a tres voces: hay capítulos narrados por Rachel, otros por Anna y algunos por Megan. A lo largo del libro vemos cómo son las vidas de estas tres mujeres, de sus esposos, de sus hijos... y los conocemos como se supone que son realmente. La cosa aquí es que la autora juega con las perspectivas y con la información que nos va dando de tal manera que nos hace pensar que *conocemos* a los personajes cuando realmente no es así. Siempre hay un halo de misterio y de incertidumbre que rodea todo lo que nos está contando Rachel o lo que cree recordar de sus lagunas mentales. Así pues, cuando vamos llegando al final del libro y vemos cómo el misterio de la desaparición de Megan se va aclarando, nos damos cuenta de que estuvimos completamente engañados durante más de 300 páginas. Que lo que parece ser no es siempre lo que realmente es... y creo que ese es uno de los puntos fuertes de este libro. De nuevo, cuando lees el final, entiendes un montón de datos o de circunstancias descritas que en un principio parecían súper gratuitas, pero que, claramente, no lo eran. Pero bueno, ¿por qué digo que no sé si ponerle 3.75 o 4 estrellas o qué? Sigo sin tenerlo muy claro, pero creo que el ritmo del libro es un poco lento, yo no encontré el ansia de seguir leyendo compulsivamente cada página como muchas personas me decía que me iba a pasar. Quizá otra de las razones por las que no disfruté tanto de la historia es que el hype (la reputación, por decirlo de alguna manera) de este libro estaba por las nubes. Lo pintaban TAAAAN bien, que esperaba algo extraordinario, pero yo no lo encontré. En fin, eso pasa cuando lees un libro con las expectativas tan altas, supongo, jajaja. Sin embargo, sí que lo recomiendo para los amantes del misterio y de los thrillers ambientados en Inglaterra."
36,miss♥k,"I have lost control over everything, even the places in my head.A ""Trust No One"" and ""Hate Everyone"" kind of ""Whoddunit"". The formula of a modern psychological thriller ( ie Gone Girl ) is on point.. We have a missing woman, we have adulatory, we have alcoholism, and we have trains. Something about those trains made the story more eerie and Hitchcock like. I had extremely high expectations for this and maybe that's why it fell just a tiny bit flat for me. Over all a true page turner!We meet Rachel.. Who once had everything, the husband, the house, the life... and now she has nothing but her alcohol and the stories she makes up as she watches ""happy"" people as she rides the trains to a place she no longer works every morning. Then we meet Megan, one of those ""happy"" people Rachel sees on her daily route, with her beautiful house and her handsome husband. Last but not least we meet Anna, who lives in Rachel's former ""perfect"" life. But nothing is ever as it seems from the inside of a train window. The chapters alternate narrators between these characters, which may sometimes get confusing, but in this case was written quite well. "
37,Alexis Bautista,"i loved the pacing of this book. Like others have said, the use of the unreliable narrator added to the suspense of the novel. You are trying to piece together a story through the eyes of a drunk, a liar and the blissfully ignorant. The fourth and most reliable narrator is of course the train, which the author weaves into the story quite nicely. Though the ending was predictable, I could not put this book down. I am not sure I would call this the next Gone Girl- both stories are great in their own rights. I would definitely recommend this book to those that love thrillers! "
38,Sally,One word....twisted....
39,Betty Morrissey,I liked it AND it kept me guessing. 
40,Mary Rose,"I would really rate this book 3.5 stars but decided to round up. What can I say? I like the unlikeable characters. I've read other reviews where this seemed to be a complaint, and I understand, I do. If I don't like a main character sometimes I just can't do it. And even though the redeeming qualities in these characters are slim, I think I enjoyed them because it was a way for Hawkins to expound on the theme that everybody lies, especially to themselves. And sometimes those little lies you tell yourself every day turn into one big one that you eventually have to face.I also loved the idea of the train. The constant movement, watching people and houses as they pass, watching other passengers, feeling the shuffle of the carriages, the smells (even the gross ones) - those were all captured excellently and I think Hawkins used the train as a symbol to her advantage. The only thing I was a little disappointed in was that I guessed the whodunit fairly early on. Not like twenty pages early, but still kind of early. This would be the one point I would rate the book down on, except I wonder if Hawkins didn't write this way intentionally. Having an idea of the culprit lets you look for clues and inconsistencies. I much prefer that than some out of the blue character no reader with two brain cells to rub together would ever suspect.So, I gave the author the benefit of the doubt and rated up. It's a great read. I finished it in a weekend because I couldn't put it down."
41,Alyse Liebovich,"I struggled with what to rate this book...I was leaning more towards 3/3.5 stars because I didn't find really any redeemable qualities of any of the characters, and specifically, the whole alcoholic excuse was a bit too repetitive and annoying in my opinion. What pushed my rating up to 4 stars is that the story admittedly did hold my attention/curiosity (more than the 8 YA novels I've started and not finished in the past few months) enough that I looked forward to figuring out the mystery, and after I found out the ""who done it,"" I realized a very important detail about the chapters from Megan's perspective that I won't mention for spoiler alert purposes. "
42,_dropaheart,"If it wasn't for the end this would be a 3 star. It was kind of monotonous during the read. Not completely bad but good enough to keep you intrigued and needing to know what's going on. Basically Rachel is an alcoholic who's husband left her for his mistress (Anna who in the middle of the read I hated and was a complete cry baby bitch) so Rachel moved in with her friend Cathy. She rides the train everyday looking at the house she used to live in with her husband, and a couple houses before she sees, who she calls, Jess and Jason. Her imagination is vivid and she's usually always drunk so she makes up little stories about them and how they have a perfect life and super inlove all from her daily observations from the train. But then someone in the town disappears and Rachel's mind spirals into confusion cause she doesn't remember what happened because being blackout drunk is a bitch and she's trying to remember the night that the person turns up missing and why she... I'm gonna just stop and not spill all the beans ;)Sounds kinda plain. But then there's the ending! And you're like ""whaaaaa?!"" And about halfway through it'll start picking up, you'll find yourself trying to figure it out and notice you've started reading faster and fasterI've read a lot of reviews comparing this to gone girl. I can see how that is true. Although me being a massive Gillian Flynn fan, this is a runner up solely because I can't get myself to think someone being better than her in this genera. Which...this book isn't better than hers. But nonetheless it was pretty good.Writing style was great. Clear and comprehendible. Character build got slightly confusing at times but if you just kept going it all unfolded itself leaving you to say ""ohhhhh"" lolDo I recommend? Yes. If you like gone girl then I do. Keeping in mind it's probably not gonna be better than gone girl to you, but it's still a good read. But if you're easily squeamish then no. Don't read it. "
43,Katrina Grajeda,I enjoyed that this book was easy to read and fast paced. And I did like the twist at the end. Good suspense novel
44,La chica que leía,4.5
45,Stephanie,"Super fun. Yes, you can compare it to Gone Girl. But not really."
