"","X","user","review"
"79",78,"Ren","According to Goodreads, and my personal way of rating, 2 Stars means 'it was okay'. And that is pretty much how I felt about this book. Sometimes it was funny and entertaining and surprisingly intelligent and insightful, even. But at other times it was mostly just unpleasant. I am not sure how much of the characters in the book comes from their real-life counterparts and how much is made up for entertainment value, but I truly, honestly /hated/ every single person in this book. I hated them even more after the chapter about Lucy. What they did to her honestly turned my stomach. I'm not the kind of person who doesn't like to read about criminal activity or questionable people, I just think the way this book did it wasn't for me. Especially since the narrator constantly tried to make out that none of it was his fault, really. Also I found myself constantly confused. Not because of the drugs aspect, surprisingly. I think it probably came more from me knowing nothing about the locations and not knowing all that much about the time period, in the US especially. That and the way they obtained cars, drugs, hotel rooms, none of it seemed plausible. That, again, could come from the fact that I am used to today's amount of security, but I do think that this whole book relies VERY heavily on the reader already knowing about pretty much everwhere and everything talked about. Either that, or a lot of it was actually nonsense. I also don't think I personally am a fan of Hunter S Thompson's writing style. On the whole, even though based on the premise this book sounds right up my alley, literally everything about it was just not a good fit for me. I did enjoy parts, and I do respect the fact that it probably is a good book for the right kind of reader, it just wasn't enjoyable for me."
"82",81,"Ariana Thompson","I've never been so happy to have a book end. Was the intent to make the reader feel just as tired and defeated as the Duke by the end? If so, great job. I could not take one more crazy explanation of a drug trip. "
"93",92,"Giovanni","Better than the movie, at least..."
"99",98,"Sally","It's basically about as interesting as watching other people do drugs."
"108",107,"Morgan Sohl","Read this for Book Club. Not my cup of tea but I can see how it was probably shocking and interesting when it was published.This combines many of the most boring parts of literature, drugs effects explained forever, white guy who is filled with self-important navel-gazing, and disaffected men whose lives aren't hard they are just losers.It also combines the rampant drug-use of the 1960s without any of the political passion for change of the hippies."
"115",114,"BeeQuiet","I'll freely admit, although I loved the beginning, by about half way through, I was getting bored. Yes, you do drugs, you're very cool. Get over it."
"122",121,"Kenneth Hursh","Fear and Loathing in Las Vegas was about a guy who takes a lot of drugs. I knew that much going in, and it turned out that was almost all there was to it, story-wise. Hunter Thompson a/k/a Raoul Duke is supposedly a journalist covering events in Las Vegas for Rolling Stone Magazine, first a motorcycle race, then a conference of district attorneys about the growing drug culture. He attends these events with his drug supplier, known as “my attorney,” and their ensuing intoxication generates a few laughs, some embarrassing moments, and lots of paranoia. I’d call Fear and Loathing the grandfather of Jack-Ass, Borat, and their ilk. Congratulations. I’d heard Fear and Loathing was funny, but for the most part, it wasn’t. Like Cheech & Chong, drug humor may have been hilarious when it was new and edgy. Nowadays, it comes off as a lazy attempt at a laugh, kind of like yelling cuss words in a public place. Just not that funny, unless you’re stoned, maybe. "
"131",130,"Lee Belbin","Truly unbelievable narrative about Thompson and his Samoan attourny totally drugged out and crazy in Las Vegas. Never happen today!"
"132",131,"Josh Stephens","Kind of boring. I expected a lot more out of such an acclaimed book. Thompson was a really strange guy and his trip to Vegas certainly proved that."
"134",133,"Benjamin Siess","I read this sober. I think that was a bad choice."
"138",137,"Nick","Despite the idolatry that Hunter S. Thompson deserves as a counterculture icon, I found Fear and Loathing devoid of plot, planning, and poise. Is is nearly unreadable, and pretty ungratifying even if you manage to finish it. There are hundreds of iconic counterculture books where your time is better spent."
"144",143,"Trishtator","I'm not sure how to rate a book that is both crazy and sublime. Thompson's search for the American Dream is something I have pondered in our uncertain times, forty years since his own, but I think he makes some interesting statements about his journey."
"145",144,"Tomek","I loved when Thompson actually was straight for long enough to talk about something meaningful. Otherwise, this is just one long trip with one dumb, crazy experience after another. It's amusing for a while, but quickly falls flat."
"147",146,"K.D. Absolutely","Las Vegas, 1971. Rolling stone journalist Raoul Duke and his Samoan attorney Dr. Gonzo are in Las Vegas to report on Mint 400 motorcycle race. Mint 400 is an annual desert off road race for both motorcycles (up until 1997) and four-wheeled vehicles sponsored by Del Webb's Mint Hotel and the Casino. The last game happened in 2008. (Source: Wikipedia)The novel is a roman-a-clef, i.e., a true story posing as fiction so the author has more leeway to tell all. During their two trips (the book is divided into two and appeared in two installments in the magazine Rolling Stone) they are in search of the ""American Dream"" which in the story is symbolized by an old psychiatric office in Las Vegas. In reality though, as Mr. Thompson is an anti-Vietnam campaign, the ""American Dream"" is his symbol of what for him should be the ideal U.S. government particularly on its stand on Vietnam war. The 70's was said to be the Dope Decade in the U.S. I was born in the 60's and I grew up while the American bases (Subic, Angeles, etc) were still here in the Philippines. So, during those times, you would see the clubs in those areas jam packed with American G.I.s with Filipina girlfriends in tow. With them went the media taking advantage of selling all sorts of stuffs that yankees patronize. With them was prostitution. With them was our involvement (as launching pad) in the Vietnam war. With them were those pictures on the newspapers and magazines that I used to sell as a newspaper boy in the province. Have you read a book where you and the author fell like to be on the opposite sides of a pole? This book felt like that for me. I don't not have any interest on the Mint400. I don't read Rolling Stone. I don't do drugs and I am not interested on it. I don't care about car races. I am just a simple all-Filipino father who work honestly for my hard-earned money to support my family. I always try to relate to each novel I read but this one just seems to irrelevant to me except for those pictures in the newspapers I used to sell when I was a young boy. Those and nothing else.This roman-a-clef novel is loosely written. It's like reading a diary. There are some funny but could be a bit vulgar drawings. As it is loaded with drug-addict characters it also has the tone of a novel whose passages and paragraphs were written when the author was under the influence of drugs. The plot goes anywhere. Despite all these, I am not surprised to read that this became a hit in the U.S. Maybe because it mirrored a slice of American life during those year of anti-Vietnam demonstrations and with many of their people hooked on drugs."
"148",147,"Nadima El-khalafawi","I found this book annoying and was disappointed after hearing such rave reviews."
"156",155,"Thomas Rahla","At moments, this book was humorous with the drug induced reality of Thompson and his lawyer. But the reality of it is, this story had little to no plot at all. It was a quick and easy read."
"160",159,"Christine","Dont know why I kept reading this one till the end.. "
"161",160,"Jenny Yates","Although this is one of those books that insinuates itself into the culture, I hadn’t read it before. It definitely has some paragraphs that are worth reading, mainly observations on the segue between the 60s and the early 70s. There are some keen observations in quite beautiful prose, every once in a while. And the rest of it is often monotonous and occasionally funny: an account of a journalist and his attorney going to Las Vegas, driving around stoned, trashing hotel rooms, harassing people, and generally acting like idiots. It’s funny because they occasionally get away with outrageous stuff. But the metaphors are heavy-handed, and, all in all, I would say this is a comic book in prose form, directed mostly towards teenage boys. "
"162",161,"Mark Magee","Just crap, a waste of my time. Hunter S. Thompson in no way represents the generation I knew. After viewing a documentary about him in addition to reading the bookI have come to the conclusion that he was just a sad, very addicted sociopath who was just loud enough to become some sort of representative of the hippie generation. And as a writer? I've seen middle schoolers write better"
"163",162,"Ramsey Mayhew","not my genre"
"169",168,"Les Watts","I really did not enjoy the book at all. It's was boring and like watching paint dry. I wasn't at all interested in how many drugs can be taken and their effects. I didn't see the point in any of it. As far as Hunter S Thompsons writing, no opinion. I don't know what the fuss is all about."
"175",174,"Tiffany","Maybe it was because this was my first time doing an Audiobook; maybe it was because it was my first time doing an Audiobook and I didn't love the narrator's style (Ron McLarty, for any interested parties); but I didn't quite get the greatness of this novel. Beyond the Audiobook thing though, I think I'm just a bit jaded to the 'drug scene' stories. Of all people, Heath Ledger said it well about one of the films he was in, playing a junkie: ""We all know how to play a drug addict by now, it's been so well-documented."" That's kind of how I felt reading (or listening, rather) to this story. Not ever having been a drugs enthusiast myself, perhaps I can't appreciate the right-on-edness of Thompson's telling, but after having seen Requiem for a Dream, Blow, even watching fricking Dave Chapelle imitating a crackhead, it was all lost on me. I felt like I'd heard/seen it before, and so by the end, it all went a bit flat for me.But to give it its due (and explain its two stars) I DID like the whole insanity of the quest for the American dream, and the fact that it ends up (perfectly logically, in their drug-addled brains) to be a condemned building/current crack den. The portrayal of the police as hapless half-wits, ten years behind the drug scene, also seemed pretty apt. As a matter of important historical note, our hero tells us that uppers went out with Johnson and downers came in with Nixon, which I found to be an amusing sidebar. So...yeah, I guess the balance of the above is that it had its amusing moments, maybe an ACTUAL read would be better, but all in all, Fear & Loathing didn't do much for me."
"181",180,"Beckydham","Meh. Less drugs, more sadness might have changed my mind on this. I think maybe the insanity doesn't hold up or something?"
"186",185,"Olive Cortes","We get it, Hunter S. Thompson, you've done a lot of drugs and you swear like a sailor. That's basically what this book is about. I liked the pictures, that is why I am giving this 2 stars."
"189",188,"Kathleen","this book was so hard to follow. while i think the goal was to write as if you were on a huge trip, he wrote it very well. I can't imagine having your mind go a mile a minute like that. I did however watch the movie and that helped the book come together a little more for me and made it a little more enjoyable. "
"191",190,"Alex Ca","Movie was way easier"
"193",192,"Sophie Gonzales","I absolutely loved Thompson's novel, The Rum Diary (review here), so I really wanted to enjoy Fear and Loathing too. But unlike The Rum Diary, there are no surprisingly elegant descriptions. I also didn't connect at all with the characters, and their drugged-up antics became tedious by the end of the book (though they were amusing during the first fifty pages).I was very dissapointed. I know Fear and Loathing is Thompson's most celebrated novel, but I fail to see why. The Rum Diary, for a reader like me, just has so much more substance (no pun intended!) Perhaps it's the sheer, unbelieable obsurdity of Fear and Loathing that reels people in: its Gonzo style. Obviously, I just didn't get it."
"196",195,"Dayna","I couldn't finish it. I found it entertaining whenever I picked it up, but lacked to motivation to finish it."
"197",196,"Nori","A week in Las Vegas, two convertibles ruined, and all the drugs that fit in your pie-hole: Hope that sounds like a fun read, because that's pretty much the beginning and the end of ""Fear & Loathing."" Thompson delivers the occasional gem between amyls and mescaline pellets, brief moments of insight between deranged trips -- and these are the only few sentences I really liked in the book. Here's one that sums it all up: ""No doubt they all got What Was Coming To Them. All those pathetically eager acid freaks who thought they could buy Peace and Understanding for three bucks a hit. But their loss and failure is ours, too. What [Tim] Leary took down with him was the central illusion of a whole life-style that he helped to create ... a generation of permanent cripples, failed seekers, who never understood the essential old-mystic fallacy of the Acid Culture: the desperate assumption that somebody -- or at least some _force_ -- is tending that Light at the end of the tunnel.""There is no light at the end of ""Fear."" Just another trip."
"201",200,"Steffie Corcoran"," Ugh. "
"207",206,"Zheng Wei","It has been described as outrageous, brilliant and funny, but Fear and Loathing in Las Vegas reads to me less as the book that describes the drug decade and more as the ramblings of a drug-addled mind. Perhaps I am missing the point, perhaps that is all there is to it. Still, I feel shortchanged; I expected more than aimless journeys and endless paranoia, reckless intimidation and meaningingless tasks, all in an effort to get or remain high. I suppose it is a credit to Thompson's Gonzo journalism that I am unsure which part of the book is fact, which is fiction and which is fact in an acid trip."
"208",207,"Tamanna  A. Shaikh","I think I'm not the right person to be reading this book. I don't drink, haven't done drugs and haven't been to Vegas. How, for the love of God, could I possibly truly enjoy this one?It did make me laugh and was funny in its own way but for truly appreciating it, one must know ether outside of chemistry labs! "
"211",210,"Leslie Waugh","Well, I'm glad that's finally over. Didn't really get it, though there were bits of clarity. Maybe I need to read other HST works. But not anytime soon. "
"219",218,"Natalia","I hated the book, I hated the movie. This is exactly the type of book that should appeal to my nomadic, eccentric self. However, similarly to On the Road, I'm underwhelmed. Am I missing something? Am I just jaded? I truly wish I could enjoy these so called groundbreaking novels. Sigh, my heart breaks."
"228",227,"Broadsnark","I read this for my inebriation themed book club and I am already forgetting it, which doesn't say much for it. In case you are one of the five people on earth who hasn't seen the movie - Thompson goes to Vegas to cover an absurd motorcycle race through the desert while eating half blotters of acid, sniffing ether and making mildly interesting observations. Now I am trying to figure out what we are actually going to converse about at the book club. We could talk about the absurdities of Vegas, where I was for a birthday party this weekend. But it is just too easy to chew up a place where people drop tens of thousands in one night while, according to the cab driver, 86% of homeowners are underwater on their mortgages.I suppose we could talk about journalism and the illusion that anybody is ""fair and balanced"" or impartial, or why we should pretend to be. Or maybe we could talk about all the minor, and not so minor, abuses of women in the book? How about just testosterone fueled writing in general? Or what kind of world you have to grow up in to operate without the slightest consideration to how your behavior effects, or even terrorizes, other people?Somebody sell me on this book. I don't want to just have a gripe session. Help me out."
"231",230,"Val Thompson","Drugs mess up your mind. I get it, Hunter.This book has plenty of hallucinations. What it's missing is a plot."
"235",234,"Tiina","Alkukohtaus aavikolla kuvitteellisine lepakoineen on kieltämättä aika eeppinen sekä leffassa että kirjassa, mutta siihen se sitten jääkin. Siinä missä elokuva on jäänyt joka kerta kesken ajokisoihin mennessä, kirjan sain sentään pakottamalla luetuksi loppuun. Ei ollut helppoa ei, alkoi paikoitellen tuntua yhtä tuskalliselta kuin Duken ja asianajajan monipäiväiset huumekarkelot. Sitähän tämä on. Erilaisten aineiden kanssa sekoilua ja ""amerikkalaisen unelman"" metsästystä, vaikka tässä meininki muuttuu kierolla tavalla aivan päinvastaiseksi. En tykännyt, enkä jaksanut etsiä syvällisempää merkitystä kaiken LSD:n, ruohon yms. keskeltä. Kuvitus oli tosin varsin kova."
"237",236,"Klaudia","First and only Thompson book I've read...I thought it was boring and banal...Hard to imagine and grasp. I don't usually like debasing an author based on one work, so I'd be open to maybe reading something else. "
"239",238,"olaszka","i had high hopes for this. i'm really into new journalism and was keen to explore gonzo journalism as well. plus this was supposed to be a counter culture classic so i when i finally got my hands on it, i was buzzing with excitement. sadly, the novel turned out to be hugely underwhelming.sure, thompson can write but i was hoping there'd be some beautifully subjective journalism in gonzo journalism but i failed to find any. nor did i manage to find too many elements of the satire that everybody was talking about. the whole thing reeked of complacency and self-indulgence and struck me as a bit pointless. maybe it did have a point four decades ago but now? serious, i'm SO underwhelmed. "
"240",239,"Dennis Willingham","Continuing my re-read of some 60's and 70's books. Probably my least favorite Hunter Thompson book, I don't really buy into the fiction is truer than the true story thing and feel it pales in comparison with his reporting, like the excelent ""Strange Rumblings in Aztlan""."
"244",243,"Dezarae Dodd","Confusing so far!"
"247",246,"captain america","for one reason or another, i'd never read this except for a few rolling stone excerpts. sacrilege, i know, but i couldn't get through it. a few good observations here and there but reading about people getting fucked up doesn't entertain me anymore. "
"254",253,"Nikki","I had expected this book to invoke a strong reaction in me, be it positive or negative. To be honest though, this book mostly made me feel indifferent. I don't hate it, I wasn't as repulsed as I thought I would be, but I didn't much care for it either. I don't really understand what the big deal is."
"258",257,"Linda Franco","In spite of my familiarity with the substances of choice, I found the grandiosity of the character off putting. I had no empathy (and I have plenty of it to spare). I was annoyed at his irresponsibility. "
"259",258,"Kane S.","God forbid, I have some less than glowing things to say about Fear and Loathing in Las Vegas. On the plus side it is an amazingly fast read. Thompson does say some valid things about the sadness and horrors of the post 60s Nixon era, circa 1971. (With things like 29 cent burgers in a diner!) It does capture a time and place and a culture, reeling, as I think characterized most of the 70s, from the preceding bipolar madness that was the great hippie experiment, and in the underlying nihilism of what was already an obviously corrupt and insane government as the Vietnam War dragged on after the flower children had run their course. My problem with this book is that it is pretty much Thompson's presumably largely nonfiction documentation of sickening alcoholism in addition to the wholesale consumption of a variety of hallucinogens, uppers, downers, and just about every other kind of hard drug imaginable, all the while this pair of drug fiends destroying rental cars and hotel rooms, bullying and terrorizing many who get in their path along the way. If you worship drug culture and vomitous drunkenness for their own sake, this book may be a divine guilty pleasure, as it is probably the most scintillating porn imaginable for the devout substance abuser, as well as for people who like to throw their weight around and behave like aggressive violent assholes to innocent bystanders. I hear some say that this is not Thompson's greatest work so I may give another book of his a try. For myself, I will stick to a drug that should be legal and will leave the nightmarish booze and pill driven fodder for those who appreciate it a lot more than I ever will. Drunken hallucinatory insanity and general aggressive nastiness are not my bag, no matter how bad Uncle Sam certainly is at his worst. "
"260",259,"Maeve","Not my thing. People in altered states frustrate me."
"262",261,"Leif","Not sure why this is such a popular book. Aside from it's obvious niche with those who enjoy abusing drugs (particularly psychedelics), I can't see why someone would like reading it. Yes, he was driving dangerously fast quite often while on drugs, and yes him and his 'attorney' acted like filthy animals while on drugs. Sure, he wasn't a fan of Vegas at all. He sees people in Vegas as vain, egotistical tools who look at Vegas as an outlet for their own self-centeredness. That's also nothing new to novels.The writing did has witty but I got really tired of reading about the expensive cars he was driving. I'm glad it was a short read.It seems like I'm missing something regarding WHY this is considered such a great book. "
"263",262,"MacDara Conroy","I almost hate to say it, but this didn't grip me at all. I saw the film sometime afterwards, and that didn't grip me either. I wanted to love it, it's a shame."
"264",263,"Ruth Fabiano","I know it is sacreligious, but I didnt enjoy this book. Perhaps it is the fact I was born after this time period and have no experience with hard drugs, but I found it boring. "
"271",270,"Rachel Grey","Good old fashioned tripped out fun! "
"273",272,"Kelsey","I have no idea why people love this book."
"274",273,"Brooks","Too far gone in middle-aged suburbia to appreciate the commentary on the counter culture revolution. But Las Vegas as the backdrop for the American Dream still holds 40+ years later. "
"280",279,"Judge"," Listened to this one, which made it mostly tolerable. I think this is one of those books that everyone says they LOVE so they seem ""hip"" HA!"
"281",280,"Jack Bangerter","I was fully expecting a wild book about someone really breaking some rules and getting into some trouble and losing, or winning, or something. Instead (spoiler alert) nothing happens. A guy does a lot of drugs and drives around and ruins the hotel rooms, but no trouble, no nothin'..."
"282",281,"Kandice","I just finished The Rum Diary and didn't love that so goodness knows why I went ahead and read this. I ordered both from the library and I always feel this illogical guilt if I change my mind about a library book. I know there isn't a line of people waiting for the book (at least usually) but what if there is and I squandered my opportunity? O_oThis was only as entertaining as watching my drunk friends when I'm not. I can't wait to see what they will do or say next, but then when they say or do it...it's not as funny as I hoped. Sometimes it's downright sad.The attorney was a great sidekick, but I thought of the main character as the same guy in The Rum Diary so kept finding myself wondering when he would learn. They aren't the same character, so that's my fault, but I think that's why I had a hard time just tagging along for the ride."
"294",293,"Chris Brown","I would have given this 2 and a half stars is I had the option.Hunter S. Thompson is an interesting guy, and maybe this book is worth reading. But the man is really in love with the sound of his own voice. The author/protagonist has the responsibility level of a spoiled 5 year old. To the extent he makes any observations, they are through a drug filled haze and not very useful as a commentary on society. Thompson includes stories on how he fools certain people now and again with wild tales (harmless stuff), I think he believes that he really was pulling one over on people. However, my impression is that people were just humoring some drunk.In the end, we are left following the author around on some stoner binge--which quite frankly is a bit fun. Also, Thompson is a good writer and he keeps the book moving along. I can see why people would rank give this book a higher ranking than two stars, but it really didn't do much for me."
"304",303,"Jackson Harvey","It seemed to blow his mind more in the process than it has with me reading it. It was okay, funny at points.I haven't completely went off it though, I'll try the film. "
"305",304,"Jordan Forster","Raoul Dukes, accompanied by his 300lb Samoan 'Attorney', embark on a drug-fuelled bender in Las Vegas as part of the former's journalistic assignment to find the 'American Dream'. What follows is a report of the pair's misadventure as they unleash their drug-induced insanity upon maids, tourists, Mint 400 racers, car rental workers and many more. The novel purports to be a composite of fact, fiction and fantasy based on Thompson's own real-life experiences on two separate expeditions to Las Vegas. There are occassional moments of brilliance and genuine amusment in the descriptions of the protagonist's mescal and acid-induced haze, but the novel quickly descents into a rather tedious and repetitive acccount of somebody else's bender. Much is made of the 'gonzo' style of the piece, but I feel there was little novelty or inspiration in this. Maybe this is due to the fact that 'Fear and Loathing...' is before my generation, and the importance of 'gonzo' is lost on me. Additonally, I neither identify nor sympathise with whatever ideals the novel purports to champion. If anything, as the novel progressed, I came to consider the protagonists as rather annoying and shallow, and if there was some intended irony it was far too blunt for my wit. If you're into drug culture you may find something of your self in this book, if not don't waste the 3-4 hours it will take to read this book (or try instead Huxley's much more intellectual and fascinating 'The Doors of Perception')."
"306",305,"Sam","Reading about someone's drug trips is apparently only entertaining for me for the first 100 pages or so...because after that it grew repetitive and boring."
"307",306,"Jason Parra","Thompson says it best on page 180. ""Ah; this terrible gibberish."" That sums up my thoughts on this book perfectly. Page after page of juvenile idiotic behavior as well as the constant mentioning of every drug possible became quickly annoying. Given the ratings this book has received, I was expecting something great but found myself growing progressively irritated with each turning page. The two stars is only because it takes place in Las Vegas! "
"308",307,"Rumana","A subject about which I haven't really read much, this is an outrageous book. Alien, but it kept me engaged enough to persevere through it. "
"311",310,"Brett Mullane","Another book where the parts are definitely greater than the whole sum. It had some good moments and lines, but ultimately didn't hold much substance for me."
"322",321,"Nicole Burden","Nothing but a drug fuelled roadtrip to Las Vegas. Struggled to finish it."
"331",330,"Gigi","Wasn't quite what I was expecting. A bit trippy for me but after I read more about Hunter S. Thompson I could appreciate the style and writing better."
"339",338,"Joe Callingham","The death of the American dream or a crazed, drug addled man finding his American dream? A fun book for its original style of prose, I found it very difficult to form any attachment to the deranged characters."
"340",339,"Stefan Yates","Where to begin? I just finished this wild ride and I'm a bit disoriented. To be perfectly honest (and I think that my rating sums it up) I did not particularly enjoy this novel. Maybe I'm not open enough to the types of things that the protagonists get into, or maybe I'm a bit too young to get the whole gist of the early 70's drug culture, but I was mostly just lost.The storyline revolves around a journalist and his attorney and their experiences in Las Vegas covering first a road rally race, then a district attorney's conference all the while hopped up on every kind of drug imaginable.The first half of the book, they are so stoned out of their minds that most of what they see, hear and experience are just paranoid delusions that they take for reality. I found a lot of it really hard to follow and basically didn't really catch my interest.Once Part II got into swing, they've run low on some of the more potent drugs and things begin to make a little more sense, or at least are so much less confusing that I could follow what was going on.Thompson's prose are fine. I do not question his writing ability, I guess I am just not in tune with his style or at least not in this book."
"342",341,"Arjun Balaji","I feel like I'm the only one who was sorely disappointed by Fear and Loathing in Las Vegas. I went in with high expectations, having read bits and pieces of Hunter S. Thmpson's work (but never having read something end-to-end). I haven't seen the Depp/Gilliam film based on the book, but I probably will — visual stimulation will make the story much better.Thompson's smart — no can deny that, and cleverer than most, but the intense drug-addled writing only did so much for me. After a while, it felt like I was just banging my head against the wall. That being said, some of the dialogue and description made me laugh out loud.In the end, I felt like I was cheated of what I was promised before I read the book. I thought I'd better understand the American Dream (whatever the fuck that's supposed to mean) and I didn't feel like I got much closer.Maybe this is it, in Thompson's own perverse understanding of it. Maybe the point is that no one really knows what they're looking for and the point is to have fun and take life for a ride. The summation (and favorite bit for most people) from the book is this: ""He who makes a beast of himself, gets rid of the pain of being a man."" That felt more like a cop-out to me than to most people.I will pick up some of his other writing since I saw flashes of brilliance (which I loved) — not many writers can really make me laugh out loud. That being said, this was a tough book for me to rate, and realistically is probably around a 3.5 (rounded down to 3) "
"345",344,"Juliette","Maybe I'm missing something, but I couldn't get into this book. Too much of a nonsensical, drug induced mass. Not my thing. Maybe I'll have more sophisticated and positive thoughts after the lecture on Monday, but so far, not so good..."
"348",347,"Janessa","Despite the branding by the hip subculture of this book as a ""classic"", I actually did not like it all that much. Its one of the few times that I can say i liked the movie better and I feel that the movie pretty accurately depicts the book, so much so that an actual reading of the book is kind of unnecessary. Maybe I just had a hard time really relating to the drug-fueled paranoia. When I was finished with it I did not feel particularly enriched in anyway, but it did present moments of redeeming humor. Hunter S. Thompson is a really great humor writer, he makes me laugh. But as far as getting me really interested in the political meaning behind the druggie subculture I think he either failed or I just don’t care because my own experience doesn't allow me to. I think I like the idea of Mr. Thompson more than I actually like his work. I like the documentary they did on him and in the interviews i actually found him highly interesting as a person. I just think his work is maybe a little too hyped up and you end up with a lot of dumb kids turning him into their drug hero. I also think that the title is a little misleading. A journey to the heart of something implies gaining some kind of knowledge or understanding of that thing, but by the end I didn't feel that I had really learned anything about the heart of the American dream. But it’s a little hard to see that American dream very clearly behind the haze of so many drugs. What you get is a very distorted view, highly subjective, that doesn't really get to the heart of anything except its own paranoia."
"352",351,"Ginnie","I have to confess that this review isn't totally fair. I read this book at the wrong time in my life, and I think if I had read it at a time when my life was more like the lifestyle in the book, I would have really liked it. But, I missed my window. So, only two stars. "
"360",359,"Jude","I couldn't finish this book it was really just leading no where to me. Very drawn out but I did love the illustrations throughout the book. "
"370",369,"Jim George","I was one of those people who couldn't get into the author's style."
"376",375,"Laura Stuart","Fear and Loathing in Las Vagas gets pretty redundant after the first couple pages. They do drugs. Freak out. Other crazy things happen. Repeat as necessary. "
"379",378,"saracakes","In my opinion, this book was ultimately a few hundred pages of drug-fueled ramblings, and had no plot whatsoever. I managed to stick it out 'til the end, just to say I'd read it. I don't see why it's classed as a ""cult classic"" though.."
"384",383,"Dioscita","This thing made me ""excess sick"" just reading it."
"386",385,"Robert Ketterlinus","Fun but can only take so much deprivation! Now I can say I read Hunter. "
"387",386,"Mariia Margulis","Мескалиновое привидение "
