,user,review
10,Stephanie Ricketts, One of my favorite books and one I love teaching to my year 13 students. It is a short read but every single page is flooded with symbolic meaning. I also love how every character and setting is used to show the corruption of the American dream.
11,Veronica The Geek,"He believed in the green light, he believed in chasing the past that had been lost a long time ago...... The Great Gatsby is one of those books that will leave you with an empty, hollow sort of feeling. It's my first time reading this book and I'm totally in love with it; Sir F. Scott Fitzgerald's beautiful, poetic writing, the irony and the cruelty of the plot and the flaws of its characters and all those brilliant quotes have totally captured me from the first page and kept me turning pages. It's certainly a quick read that everyone should try at least once.....Love, love, love. It's a wonderful....the most beautiful thing, which is at the same time, the most terrible. You love too much, you get burned. And Jay Gatsby you old sport, you fell too deep in love and look at where it'd landed you. It's just not fair! But then it's life; and life is never fair...I understand that Fitzgerald's writing is a complex piece of art and that there are certainly things I had failed to understand in my first read. I actually saw the movie first and I quite liked it so I decided, ""Why not read it?!"". Turned out I absolutely loved this book. And I hated the cruelty of it. I felt happy and sad for Gatsby. I felt angry at the ignorance and selfishness of the humans. I was disgusted, revolted of the ugly truth of the world we live in. The narrator, Nick Carraway is an interesting person as well. He was just an ordinary person minding his own business until he got himself tangled with the mess of the rich. He's the only quiet, selfless character who think and reason carefully compared to the rest of the shallow rich, spoiled characters. He got into their mess too deep to even remember his own 30th birthday. Oh, Nick you poor thing. Nick is also dramatic and poetic. He said such smart and funny things as well making his narratation interesting. One of my favourite quotes of his would be the one he said in the first page of the book-""Whenever you feel like criticizing anyone, just remember that all the people in this world haven't had the advantages that you've had"", Nick has said. I know, Nick. I do. But people will be the way people are. They judge. That's what people do. The Great Gatsby, for me, is not your average love story. I actually see it as the story of a man who fell in love. It featured so many wonderful and horrible themes of the Jazz age throughout the book; racism, adultery, greed, hatred, love, parties and all those beauty and ugliness of the people.The lesson I've learned from the story?Some things are better left in the past. What's done is done and there are things you can't do anything about. One shouldn't be obssessed over things that are lost or out of bounds. And Gatsby, poor Gatsby, went too far to chase the green light and got himself tangled up in his past dream that was lost. It was chaotic. The ending was not beautiful. Gatsby was too in love to let Daisy go, had tried to win her back when she was clearly out of his limits. He tried and worked too hard and became a multimillionaire in a short time so that she would notice him. He did everything just for her, the girl whose voice was 'full of money'. Gatsby had thought that money would solve everything. But that was before everything he had built fell apart ,and he ended up with a bullet in his body. He was a great soul who just didn't deserve this tragic ending. And it made me so furious that no one, not even that bloody Daisy, cared to send a single bloody flower, let alone came to his funeral. He did it for her! Sacraficed everything for the woman he felt 'married-to'. It was him who had looked at her the way all the women in the world want to be looked at. He took the blame instead beacuse he loved her. He had died believing that she loved him too. But did Daisy even care? No. ""They were careless people, Tom and Daisy-they smashed up things and creatures and then retreated back into their money or their vast carelessness or whatever it was that kept them together, and let other people clean up the mess they had made."" And there you were right again,Nick. In the end there was only Nick. Only he stuck with Gatsby till the end. Only Nick stood by him when there was no one else who cared enough for Gatsby to come to his funeral; the very same man whose hospitality and generousity they took advantaged of, the man whose great, grand parties they crashed every weekends. It is really disgusting and sad to know that there are actually people like those who only care about you as long as you're of any use to them. Wow, the world is such a cruel, cold place if you think about it. People are blinded by greed and selfishness and messed up between delusions and reality, the bad is outbalancing the good and everyday the number of good and trustworthy people grow smaller and smaller....The Great Gatsby is more than just a fiction. It's truth. It tells so much about life. It's both beautiful and ugly. It's both wonderful and tragic. It's both sweet and bitter. It is definitly one of the best books ever written and one of those books that I shall cherish in my heart for a long time. Thank you Sir Fitzgerald."
12,Danny Perry,"I read this in High School, and then just re-read it last week (it's pretty short).While I don't feel I'm entirely authoritative on early 20th century literature, I think this is an extremely well written book. It's the kind of book that makes you want to become a writer, because he makes it look so easy. It looks like he would have had to work and sweat over every paragraph.. you get things like:As I went over to say good-by I saw that the expression ofbewilderment had come back into Gatsby's face, as though a faint doubthad occurred to him as to the quality of his present happiness.Almost five years! There must have been moments even that afternoonwhen Daisy tumbled short of his dreams - not through her own fault,but because of the colossal vitality of his illusion. It had gonebeyond her, beyond everything. He had thrown himself into it with acreative passion, adding to it all the time, decking it out with everybright feather that drifted his way. No amount of fire or freshnesscan challenge what a man will store up in his ghostly heart.Which is not only stunning in the words selected to convey the thought, but also surprisingly accurate in describing a human trait of building someone up when you have a ""crush"" on them.The book is chuck full of paragraphs like that.Anyway, in my opinion its a brilliant book, one I wouldn't mind reading again and again."
13,Jessica B,"This review was originally posted at my (now dead) book blog shutupimreading.blogspot.com. My current blog is thebillcosbysweater.wordpress.comI should make an effort to read more beloved/hated classics. Not only do I feel literary and superior while reading them, but every so often I find a new love. This was the case with The Great Gatsby.The Great Gatsby is told through the eyes and mind of Mr. Nick Carraway, a mild-mannered businessman that spent some time in Long Island, New York in the 20's. He bought himself an ordinary house that just happened to be right next door to Gatsby, a man that leads a life that is anything-but-ordinary. Then Nick's cousin Daisy comes into the picture and she's a terrible person and so is her husband, etc. I'm sure you've heard the rest, and if not then I won't spoil it for you. Suffice it to say that things transpire and bonds and morals are tested.Nick's character didn't interest me much but I still found myself completely involved in his story. Even in the slow beginning when he was only talking about his past and Long Island and having boring and sometimes racist (thanks to that lovely gem of a man Tom) conversations with Daisy and Tom. Then Gatsby came in and I was HOOKED because I love it when characters have mysteries surrounding them.But I hate it when characters are metaphors for things. Well, usually, because in this case I actually thought it worked. I can totally see Gatsby being a metaphor for the American dream and it doesn't bother me because he still felt like a full character.What really made this book work for me, though, was Fitzgerald's writing. That writing that is so stupid-good that, as an aspiring writer, made me want to sing from the rooftops with joy that I have discovered it...and also bang my head against a table with woe because I will never be as good as this man.I should also mention that I listened to The Great Gatsby on audiobook and it was a pretty great experience. Frank Muller has the classic sort of voice that makes it seem like he was narrating this story with a pipe in one hand as he sat next to a fire in a robe.I definitely had my reservations before going into Fitzgerald's most popular novel The Great Gatsby, but I shouldn't have worried because I kinda loved it. Definitely recommended to people that want to read more classics but don't know where to start, because it's less than 200 pages and it's very very good.Plot: Like a mild soap opera and I loved it.Characters: I loved some. Hated others.Writing: SO GOOD.Ending: Um, the audio started to skip so it kinda ruined the shock factor a little. It was still good.Content: Some swearing and mentions of sex as well as death and drinking and such.Overall:Shut up I am listening to a great audiobook.I didn't expect to like this one very much but I really did. I need more of Fitzgerald's writing in my life."
14,gabrielle,"Absolutely exceptional. I divided into the unknowing world of rich and extravagant people, who look like a shiny piece of glass on the outside but bare decades of cracks. I loved the point of veiw of Nick Carroway, who seemed like the only sane person in the book. I advise you to take your time while reading, for there are many hidden details. "
15,Sahina Bibi,"Venturing today back into my vault of reviews to write one up for one of my favourite books. I didn’t stumble across this marvel, nor did I pick it up on a whim, but rather it was part of my A-Level reading requirement for English Literature at school. It was a daunting book for me at first, because of course the first time we read it, we allocated parts and characters to one another and had to do class readings - let’s not even get into the horror of that. The beauty of this book was lost on me during then, it was only after I left school that I took it upon myself to re-read it during university (since so aptly around that time, the movie was out featuring Leonardo DiCaprio). I’m one of those types, who likes to read a book before watching a movie, so that’s exactly what I did. Where am I going with this I hear you ask? Ha! Like you even need to ask at this point, as if my insane ramblings are something new to you *vigorous eye roll* but for your sake I will move on to the review :D The Great Gatsby is an absolute classic and I don’t even like classics, but I love this story. The one thing that stood out to me during my A-Levels and even after that when I read it for pleasure, was the symbolism, the motifs and brilliant metaphors that littered the story and to this day, the metaphor about the green light remains one of my absolute favourite. When this book strikes you, and trust me, if you take your time to read it, it will strike you, and you’ll be left clutching this book to your chest and breathing heavily. The characters are a spectrum of their own - that is to say some characters I loved so freaking much, whilst others I wanted to torch down whilst laughing gleefully; if you’ve read this, it won’t be too hard to figure out which end Gatsby is on, for example, and which end Daisy is on. But the fact that you can feel such intense emotions alone for each individual character, be it love or hate, that shows that Fitzgerald knows what he’s drawing out from each reader. In between those two contrasting spectrums, for me at least, lies the narrator, Nick Carraway, who is like the middle ground. Even to this day, I battle with myself on the opinion of whether I like Nick or if he annoyed me - and I’m still not sure which it has to be. He’s a useful cog, more than useful really, imperative actually, in moving along the story. He befriends (or rather Gatsby) befriends him and he is Daisy’s cousin - a neat little tie in which allows him to be partial to both parties, to reconnect the long lost relations between the two and in the end, witness the demise of what in this day and age, would have been branded as “Daisby” or “Gatsy”, pick your poison. It can be easy to get lost in the heaviness of this book, because the language and storytelling isn’t easy and straightforward - but rather you have to work to understand it almost all the way through. The good thing about reading it for a-levels in this case was, that picking it apart, finding meaning in every inane sentence, was the whole point and ultimately when you read it that deeply, you do become hooked, you pay extra close attention, to really get what the story is about. So easily people can just write it off as some semi-tragic love story, but it goes deeper than that and there’s so man layers to this story. Dreams, The American Dream more specifically, the rise and fall of it, the demise, ambition, power, idealism, status, image. Such rich topics embedded in the story and that’s what made me come back to it after a-levels and read it for pleasure - and love it. Like I mentioned before, the metaphor about the green light.. which is essentially this: 
“Gatsby believed in the green light, the orgastic future that year by year recedes before us. It eluded us then, but that's no matter - tomorrow we will run faster, stretch out our arms farther….” 
I don’t know quite why I cling to this quote more than any other throughout the whole book - I mean it’s not like it holds some great revelation for me - but it just seems like this phrase, that warrants your attention, demands you listen to it. I think it’s the whole concept behind what that light represented to Gatsby - that light was Daisy, his past, present and future Daisy, his own hardships, how he rose from it, to where he stands today. He thinks he’s attained everything that could make him happy in the checklist of life - money, notoriety, parties, social standing - all that’s left to complete the life he believes is perfect, is the attainment of Daisy. That’s wherein lies the tragedy in part to his dream, the attainment, the procurement of Daisy as if she’s the missing item that will allow him fulfilment. The idea that he holds of her, of who he wants her to be in his life, overpowers the reality of who Daisy actually is and all that is lost between them. Yet Gatsby is blinded by the vision, this green light at the end of his dock, he sees it as the light that’s within his reach, yet so far - that has been his whole life. There, but not quite there yet. The light is an illusion, just like his dreams. *cue small violins*. All this lies against a backdrop of an era that echoes depression, riches and rags, rising dreams and broken dreams. The carnage that erupts in such a time, how you can go from one end of the spectrum to the other. It’s a tale of hope and hopelessness, a paradox that is essentially Jay Gatsby. Boy did I love Gatsby, I feel like you can’t help but love him. Such a fool he was, such a fool. For him, he lived and breathed a dream where money brought him happiness, his dreams of love were hinged on the green dollars; the more you get, the faster you get it, the quicker everything else, including love, will fall at your feet. *Plays Adele’s song - WE COULD HAVE HAD IT ALLLLLLLLL, ROLLING IN THE DEEEEEEP* You loveable fool, is the world we live in today any different, do people see love and money any differently? “He smiled understandingly - much more than understandingly. It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life. It faced - or seemed to face - the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favour. It understood you just as far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey.” Nick Caraway, the narrator, was very much in love with Gatsby, that’s what I felt LOL and this quote proves it to me. Gatsby is larger than life for Nick, and for me, even though I’m still always torn between whether I like Nick or not, it does seem like he was the only voice of reason between Daisy and Gatsby. But even then, how much can we rely on Nick as a narrator? Also. I did not like Daisy. Nope. That’s all I shall say. It goes without fail that if the book is mentioned, I have to mention the movie. Very few times do I love a movie adaption to a book almost as much as the book itself - in this case, I felt like the movie did the book justice. For me, The Great Gatsby is in part cinematic brilliance, the scenes, the acting, the camera angles, it’s a vision to behold. DiCaprio’s acting was phenomenal, I loved him even more for what he brought to Gatsby’s character so naturally. There’s a specific scene, which I watch over and over with bated breath in the movie, simply for DiCaprio’s appearance, his expression, the whole set scene and it’s this part. https://www.youtube.com/watch?v=Ka-TT... “My life has got to be like this. It has to keep going up.” Ah brilliance, such finesse. Is this review getting too long? I know you’re all too kind to stop me, so I’ll stop myself. I loved this book and the movie - don’t be put off by the hype of this story and the legend that it proclaims to be - it is amazing, but when you pick it up and discover that on your own, you’ll come to love it, really love it, in the way that I did. 
Blog
 | 
Facebook
 | 
Twitter
 | 
Instagram
"
16,Kirsten Tatum,"Ok, Let's talk Gatsby everyone! So, I absolutely LOVED this book. I watched the movie first (I know, I know, shame on me) and LOVED the movie. 1920s in general was just a great time and the music was incredible. So, as I was reading the book, after each chapter, I would watch the scene from the movie as well. This way, I was really able to see how well done the movie was. And let me tell you, the book to movie adaptation was spot on about 99% of the whole book. I remember reading at one point that Gatsby's chauffeur showed up at Nick's house in a uniform of robin’s-egg blue and sure enough, in the movie a man shows up at Nick's in a robin's-egg blue uniform. Crazy.That doesn't mean you should not read the book if you have watched the movie and vice versa! F. Scott Fitzgerald was a freakin genius and his writing style is so unique. He states things in such a way that makes literally EVERYTHING sound poetic and musical. The book is a quick read and absolutely worth it. I would rate it a 99.7% just because SPOILER Daisy should have ended up with Gatsby or at least gone to the funeral or something, not ended up miserable with douchey-mick-douche-pants."
17,Casey,"This is one of my all-time favorite books. Fitzgerald's writing has a flourish to it that makes reading this book almost too easy, and add really beautiful descriptions of locations, making this book extremely colorful (in the almost-literal sense).I love the story's passionate pursuit of that elusive American Dream - and the poor, sad end that awaits the far-too-illusioned Gatsby. Fitzgerald's wistful narrator Nick Carraway is also extremely biased, which makes for fun, supercilious storytelling. It is also remarkable to watch the tone of the narration change as Nick matures.The aspect of the book that I love the most is the attention it pays to illuminating what is real and what is not. Fitzgerald has an elegant way of pointing out the flaws in the glitz of the Jazz Age. In one poignantly-written scene, a guest at one of Gatsby's parties illustrates the foreignness of anything with depth:A stout, middle-aged man, with enormous owl-eyed spectacles, was sitting somewhat drunk on the edge of a great table, staring with unsteady concentration at the shelves of books. As we entered he wheeled excitedly around and examined Jordan from head to foot.“What do you think?” he demanded impetuously.“About what?” He waved his hand toward the book-shelves.“About that. As a matter of fact you needn’t bother to ascertain. I ascertained. They’re real.”“The books?”He nodded.“Absolutely real—have pages and everything. I thought they’d be a nice durable cardboard. Matter of fact, they’re absolutely real. Pages and—Here! Lemme show you.”I just adore that brief moment that points to the way in which this society had become entirely accustomed to, if not dependent on, the shallow glitter of parties and champagne, and forgotten the beauty of that which is real.Carraway's disillusionment, in contrast to Gatsby's unfailing belief in the impossible, is shown in a sad light, even while Gatsby is unquestionably made out to be tragically deluded.Fitzgerald created a book that is a beautiful representation of the Jazz Age, with just the right narrator to keep the moral from becoming too ""preachy."" I think this is an absolute masterpiece."
18,Elissa Preston,Just re-read this for book club. What a masterful piece of writing. The characters are so complex that I'm not sure how to feel about any of them. I am actually re-re-reading it now to make notes.
19,Tom Webster,"Beautifully written, Fitzgerald has a way with words that is intoxicating.Gatsby's tireless reinvention of himself as he strives to become something more for the sake of love makes you ache. You hope that maybe, just maybe, things will work out and deliver the sort of happy ending that only happens in Hollywood.Of course that isn't to be the case.Beneath the glitz and the glamour there is this amazing sadness, a melancholia which pervades the entire story.Poor James Gatz may have become the enigmatic Jay Gatsby with all of the distractions which only the truly wealthy can afford but all the money in the World can't really change who he is.His past is a concoction of lies and half truths, his friends are false and his happiness, his entire reason for being is predicated on the hope that a capricious, flighty young girl loves him as much after five years as he loves her.There is one particular passage at the end of the book after Carraway has his chance meeting with Tom which sums things up perfectly:“They were careless people, Tom and Daisy — they smashed up things and creatures and then retreated back into their money or their vast carelessness, or whatever it was that kept them together, and let other people clean up the mess they had made. . . ”I think for me this sums up completely how I view Daisy's flirtation/affair/dalliance call it what you will with Gatsby. Careless.Much like Tom and his mistresses there is no thought for anyone else who gets hurt or caught up along the way.I once heard Fitzgerald mentioned as ""Shakespeare for the modern era"". Maybe they were right, modern tragedies don't come much better"
20,Chris Johnson,"The Great Gatsby is a classic that lives up to the word classic. A purely genius representation of the time period through both the social aspects and the imagery that Fitzgerald provides. I was captivated all through the book and left with questions as well as many different opinions about certain aspects of the book. The iconic face superimposed on the cover is one that provides imagery throughout the entire book and gives a glimpse into the world that Mr. Carroway describes in his narration. During this time in American history that Fitzgerald describes, the United States was riddled with bootleggers and other forms of illegal activity. Fitzgerald describes all the lavish expenses, the beautiful architecture, the gorgeous clothing, and the extravagant parties thrown by the rich and prominent. All of which lead down a destructive path that ultimately harms a few of the main characters and leaves Mr. Carroway in a misunderstood world of anguish. Hidden agendas and hidden emotions throughout the book make this a must read for any classic lover and history lovers alike. My favorite aspect is the hidden thoughts of Carroway, the narrator. Does he secretly love Gatsby or is it just the time period speaking. An interesting thought to be sure. I rank this in my top five books of all time! I would recommend this to everyone, enjoy!"
21,Amber Strayhorn," The Great Gatsby was an extremely good book. It was well written, insightful, and shined a light on America during the 1920's. It tells a story of a man named Nick and different experiences he has during his time spent in New York. In the book we meet important characters such as, Gatsby, Daisy, and Tom. Later on we learn about Gatsby's love for Daisy which make the book that more interesting. In the beginning the book did start off very slow but with everything that was going on in the book it made you want to continue reading. I also liked the way Fitzgerald used color imagery to tell the story. The colors were a huge part of the book.  I can now see why people call The Great Gatsby the best American novel. I was excited to read the book because of the way everyone spoke about it and it definitely fulfilled my expectations. I would recommend this book to other high school students. You may have to reread some things in order to understand what is going on. The ending to the book is also very good and stood out to me. I would read this book again in the future, I really enjoyed it. "
22,Kressel Housman,"Review #1: I read this back in high school, and I should probably re-read it for better appreciation, but I remember liking it at the time, if only because my essay on the test about it got me an A. I even remember what I wrote. The Great Gatsby is about the death of the American Dream. Jay Gatsby represents the American Dream, and he is undone by violence (Tom), dishonesty (Jordan), and materialism (Daisy). But what struck me years later was Jay Gatsby's real name: Jacob Gatz. Was he supposed to be Jewish? If so, then this is a book about assimilation and how it is ultimately a self-destructive path. Like I said, I really ought to re-read it now that I'm an adult.Review #2: Okay, I've re-read it, and to all of you who said my English teacher's interpretation didn't give me the right understanding of the book, I see your point. I'd forgotten so much, I'm now of the opinion that I only skimmed the book the first time around, picking up on those points I'd need in my essay. Also, it wasn't Jacob Gatz, but James Gatz, so there goes my Jewish assimilation theory. But Tom is violent, Daisy is materialistic, and Jordan is dishonest. Gatsby is all about aspiration. So my teacher wasn't totally wrong.My appreciation of the book this time around was definitely enhanced by my knowledge of the Prohibition era, which I got mainly from 
Last Call: The Rise and Fall of Prohibition
 by Daniel Okrent and ""Prohibition,"" the PBS documentary made from it. If I were going to teach it to high school students, I'd have them watch that documentary first. A comparison of the two film adaptations would be interesting also. All in all, I can see why The Great Gatsby is such a classic. The characters are vibrant and unforgettable, and the ending isn't just tragic, but ironic in its complexity. I'll never love it the way I love Pride and Prejudice, but I can't see giving it less than a 5. "
