,user,review
45,"Nikki ""The Crazie Betty"" V.","This is an absolutely timeless and fabulous read. Dale Carnegie truly was a man ahead of his time and I feel so grateful to get the opportunity to learn his teachings through this book. There are so many passages that I have copied from this book and hung on the walls of my cubicle area at work, I love looking up and reading them to remind me of those things I'm working on.Although I use these principles in my work life I find I use them much more in my personal life. Especially when dealing with silly little disagreements, where I would normally argue how I'm right regardless of how it is affecting other people. Reading this book really helped me to recognize that automatic response to argue and prove our points so that I'm able to refrain from such behavior when it isn't even remotely necessary.This is a book that is meant to be read multiple times. So much great information that you'll never retain it all in one read.Highly recommended!!!!"
46,Sally,"I first read this book years ago when I took a management position. Even though I quickly decided that management was not for me, I have re-read this book over and over. The principles make sense and I have had success with them. The problem for me is that I keep slipping back into my old ways, so I need a refresher."
47,Asiel,This is an amazing classic. If I could follow even half of the lessons from this book consistently I would be a much better person. I try to re-read this one every year or so to remember what I need to continue to improve on.
48,Nattaya,Powerful. Good for everyone. 
49,Hemn Khalaf,"Warren Buffett which owns almost 67 billion USD remarked in his book (Warren Buffett's Management Secrets) that he began with this book (How to Win Friends and Influence People by Dale Carnegie) and later on it became his ""Bible""... the natural and universal truth about dealing with people can be found in this book ... nobody could and can live alone, but with others ... it is about the ""how"" whom we are dealing with..."
50,Ralph Apilado,"All time classic, If the readers are having a hard time talking to other people the book is a must read."
51,Stephanie,"A must read for not only entrepreneurs, business owners, network marketers, but everybody!!!!"
52,Estevo Raposo,"La edición que tengo del libro de [author= Dale Carnegie] lleva impreso en la portada “22.000.000 de ejemplares vendidos”, y se puede definir como un manual de las relaciones personales. Un título más adecuado al que tiene sería el de “Como tratar a la gente”. No contiene formulas mágicas, ni grandes secretos, si no solo mucho sentido común. Su contenido se estructura en cuatro partes:Técnicas fundamentales para tratar a los demásSeis maneras de agradar a los demásLogre que los demás piensen como ustedSea un lider:como cambiar a los demás sin ofenderlos ni despertar resentimientos."
53,Angie,Everyone should read this book!
54,Dominique,"Excellent read. The principles seem like common sense until you hear them applied in the examples. If you want to be a more effective leader, this is a must read."
55,Tony Guo,"The lessons may seem basic, but the practical applications and Cargenie's overall positivity make this a great read."
56,Rodrigo Bacila,"Incrivelmente útil e extremamente revelador. Uma ferramenta de defesa e ataque indispensavel sobretudo para executivos, politicos e outros profissionais que dependam de relações interpessoais para o seu sucesso"
57,Andre,"""Any fool can criticize, condemn, and complain - and most fools do"""
58,Jermajesty,"I was skeptical, but this book really is a classic. The grand-daddy of all self-help/management book seems just as sage today as I'm sure it did 80 years ago (!!).It's basically about the art of the soft sell- psychological judo for handling people, using their own psychology to change their behavior rather than taking them on by blunt force.A terrific, fascinating book."
59,Kariuki Njiru,"I have had a long reluctance to read this book owing to its title. A book on how to influence people seems like an advert made by a snake oil salesperson intended to sell something even more sinister. However this book turns out to be a great delight and quick read. Dale Carnegie offers advice that is neither sinister or pretentious. It does not offer tips on manipulation as most books of similar titles would. The book though lacks any research, that usually characterises modern books on social psychology but makes up for it by offering a healthy dose of anecdotes. It is important to note the anecdotes are of characters set in a different era.This book should be a recommended reading for everyone, even more so if you suffer from any form of social anxiety."
60,B G,"A fantastic journey into the human psyche. If you wanna know how to better get along with people, read this book. Eighty years later and it this has valuable wisdom."
61,Fany Wedahuditama,One of great books... must read... it will change how you see other people..
62,Sokunna,This book is very helpful. It helps us to open up our mind and understand others more. 
63,Momus,"A really wonderful book that inspires and encourages.Hundred short stories exemplify a few principles that one can use to life a more fulfilled life, to become a better listener, friend, partner or boss.Everyone, how well mannered he or she might be, could benefit studying this book and apply its suggestions.Those thirty principles separated in four categories might sound very obvious and too simple; this is their strength! As they dont intimidate the reader, but encourages to go out into the world and apply them, test them in the real world. "
64,Susie Shy, My motivational and inspirational book ! 
65,Gil Michelini,"This was the first personal development book I ever read. Just after I started in the direct selling business, my manager suggested I read this to help my issues with getting along with people. The results were amazing! While I am still not the best in many social settings, I understand myself better and how people think."
66,Jen,This book has wonderful advice on how to be a better person.
67,Rocky Rojas,"Characters: 4.     How to Win Friends and Influence People by Dale Carnegie remains an informational text; therefore, none of the characters have more influence on the book than others. With that being said, Carnegie is able to describe the characters fully and in detail. As he included Andrew Carnegie in one of his arguments, for instance, he wrote about his background by stating, ""Andrew Carnegie, the poverty-stricken Scotch lad who started to work at two cents an hour and finally gave away $365 million..."" (Carnegie 32). The author managed to introduce readers to persons they may have known nothing about, yet his descriptions allow readers to form opinions about Andrew Carnegie and his past. I truly enjoyed reading about the diverse characters Carnegie includes in this book, in that they each have a story that relates to forming better relationships in life. In many instances throughout the book, the characters eventually end up changing in one way or another because of a key concept described in the book. Specifically, a man named Ken Nottingham, an employee of General Motors altered his approach to addressing people as he is quoted relating, ""The only difference was I noticed her name tag. I smiled and said, 'Hello Eunice,' and then told her what I wanted"" (Carnegie 78). Nottingham found that straying from his normal life habits benefited him by relating to a woman who was serving his food. Language: 5     In this informational text written by Carnegie, his language throughout the book can be described loose and free-flowing. In other words, Carnegie's language is not restricted to orthodox approaches in formal writing. The language remains heterodox, for instance, when Carnegie uses questions to appeal to readers as he relates, ""Could my opponents be right? Partly right? Is there truth or merit in their position or argument?"" (115). The author's use of interrogatory statements affects the overall language of the book as it creates a mild mood. As Carnegie's tone remains persistent, yet considerate, his language enables readers to connect with the text as he portrays himself as having problems with human relations similar to many other people. A clear example of the role slang plays in the text is revealed as when Carnegie writes, ""...the name will work magic as we deal with others"" (79). The implication of magic playing a role in the situation is not in fact meant to be translated literally, yet its point is evident as a reader knows it means a benefit is to follow. When reviewing language throughout the book as a whole, it is quite effective in terms of relating the main idea. Carnegie's smart choices in language do not go unnoticed when he directly addresses readers by writing, ""In preparation for this meeting, ask yourself some hard questions"" (115). In this excerpt, Carnegie specifically addresses readers as his loose language includes the use of ""yourself"" to empower the reader. Naturally, language plays a major role in the effectiveness of an informational book, and Carnegie managed to appeal to readers through the use of entertaining, unconventional language. Information: 5.      The main topic as described in detail by Carnegie remains finding and applying methods to better relate to people throughout one's life. To clarify, the techniques within the book are meant to guide readers in forming healthy interactions and relationships. In particular, Carnegie offers effective information as he explains the importance of a smile by conveying, ""Especially when that someone is under pressure from his bosses, his customers, his teachers or parents or children, a smile can help him realize that all is not hopeless─that there is joy in the world"" (69). Carnegie relates the imapct a single smile can have on a person, which provides useful information for a reader who might feel obligated to help someone find joy in their life. The book could not have been written as a story with a plotline in that Carnegie's points are categorized into four distinct sections about human relations with no chronology to other examples. The impossibility of a plotline in Carnegie's book is evident while he explains how the information for the book was obtained by relating, ""I read everything that I could find on the subject─everything from newspaper columns, magazine articles, records of the family courts, the writings of the old philosophers and the new psychologists. Clearly Carnegie could not have imagined a chronoligical method to provide structure to his points because they stand as historical facts and information. Theme(s): 4     The author's main message as clear after reading the informative text, remains the idea that problems occurring within human relationships can be improved through the use of techniques designed to appeal to a person's feelings and motives. To clarify, Carnegie reveals this theme through real-life examples of where these fundamental concepts are utilized to improve relationships. Specifically, he provides an explanation on the negative effects arguing has on relationships as he relates, ""I not only had made the storyteller uncomfortable, but had put my friend in an embarrassing situation"" (Carnegie 110). By describing his first-hand encounter with argumentation, Carnegie realized there were better methods available for approaching another person than by arguing. With that being said, the book is really about uncovering ways to better oneself from a moral standpoint. In particular, Carnegie states the extent to which many people have become self-concerned by explaining, ""We are incredibly heedless in the formation of our beliefs, but find ourselves filled with an illicit passion for them when anyone proposes to rob us of their companionship"" (119). As he refers to a person's inability to change, Carnegie reveals the main idea behind the book in that one must strive to better their interaction with others by first improving their own flaws. Additionally, the title of the book hints at the theme as it refers to making friends and having a greater influence on others. The importance of the title is explored as Carnegie writes, ""The survey revealed that health is the prime interest of adults─and their second interest is people: how to understand and get along with people..."" (xvii). By including this statement in the text, Carnegie supports the relevance of the title and overall message of the book that a prime concern in a person remains their desire to be important as well as influential from a social perspective.Personal Response:      This book was truly interesting and helpful to read, as I enjoyed learning the numerous techniques that can be used to better communicate with others. Particularly, I am hoping to apply many of the concepts that are explored in my everyday life. Additionally, Carnegie wrote the book in such an effective way, and his examples remain very easy to interpret. I would absolutely recommend this book to a friend in that it can provide him or her with valuable knowledge they might not have ever come across before. By and large, How to Win Friends and Influence People is a phenomenal informational text with many valuable tips on how to improve one's social life and live more freely amongst others."
68,Casey,All of the recommendations in this book seem like common sense when you're reading it! But a bit harder in practice. :-) Great and easy read.
69,Juno,"This book should be read by everyone. It is full of important information that everyone can benefit from. Its most important feature is its combination of well formulated principles and carefully selected life stories. These stories well illustrate the principles and also make the book very interesting to read. Its style is like ""tell stories, make a point"". I was really surprised as to how much this book matters and how much I learned by reading it. Yes, some of the advice may be obvious, but it brings the correct way in which to interact with others to the forefront of the mind and that's why it's so valuable."
70,Yusef Trowell,"As corny as the title might sound, this book should be a must-read on everyone's list. After reading this book I am surprised that schools do not teach the simple principles/methods for youth to get along with each other and have less conflict. This book is a classic and I believe it has stood the test of time. The information provided works just as well today as it did when it was written some 70 years ago. What motivated people 70 years ago still motivates them today. What worked on making friends and influencing people 70 years ago still works today. Any person going into any sort of business must read this. The advice this book provides is more applicable than a college education on business (IMO). While reading this book, I have already had a lot of success, whether it's dealing with colleagues, friends, or family. This book was enjoyable and easy read."
71,Manuel Valencia Restrepo,"Este libro necesita que le pongan un nombre distinto. Algo así como: Recomendaciónes básicas de como tratar con personas.De entrada este libro parece que fuera de superación personal y todos los que no se lo hayan leído van a pensar que lo es hasta que se lo lean.Para spoilear un poco, en el prólogo aclaran que este libro es producto de una investigación social acerca del segundo campo, después de la salud, sobre el cual los adultos más desean aprender: Lidiar con personas.Es probablemente el libro más revelador que me haya leído pero curiosamente es revelador de unas verdades muy evidentes y accesibles. O Yo me volví fanático de esta secta, o realmente es útil."
72,I Read,"Valuable advise that can help in both career and personal life. A 'does what it says on the tin' book! The techniques can be understood and put into practice easily, but as Carnegie warns, what a person will get out of his book depends entirely on the effort and commitment they dedicate to the practices explained.I felt the chapters were just the right length to get the points across and give real life examples where they have been successfully implemented to encourage the reader without it getting tedious or feeling like they are being lectured. The only issue I had with it was that the view of all humans was very cynical; that we are all egotistical and selfish, which of course isn't always the case (though perhaps true 95% of the time!). "
73,Jeff Wilson,Excellent book on relationships and getting along with people. I read it a few years back and listened to it as well. Very sound advice...especially for those who have a tendency to drive people away from them by their actions and their words. I really like the advice from this book.
74,Charity,"Fantastic listen, fantastic brainstorming. Wish I owned this and could pop it in for a refresher from time to time. Anecdotes are timeless. Can't believe I never ""read"" this before."
75,Christina,Great practical advice. Easy read. Will definitely reread. 
76,Miguel Manzanares,"A very good reading. It shows basic guides to: treat with others, to be likeable, to be persuasive and to be a motor to change behaviors and get people focussed in the accomplishment of punctual objectives.Highly reccomended to everyone, as everyone has to treat with others, but specially to business people, sales persons or managers"
77,Christine,Despite of being an old book but it covers alot of tips that will lead you to handle people successfully especially in the business world. Very interesting for people who are willing to develop their interpersonal skills! 
78,Mohamad Fakih,A classic...
79,Sabera,It's an amazing book indeed. And also I am writing my first review for any book ever. I was depressed thinking what is wrong with me. It made me to think actually what is wrong with others! Why they do what they do! It made me learn how to look at the life from a different perspective. Author tried to make the reader to understand the psychology of the other people. But besides these I have understood the psychology of mine when I had lost 'myself' for a long time.
80,Paul G,"This is a very practical, general common sense guide for interpersonal behavior of all kinds. Like all books of this kind, it's not a miracle cure, and some of the suggestions would only have limited effectiveness in the present day. It is nevertheless a quick and extremely insightful read. I recommend this book to everyone who's never read it, and I'll definitely read it again. "
81,James Affleck,"This book is great. It teaches you how to get along with people better, and how to be less selfish in conversation. Everyone should read it."
82,Eric De Feo,"Nothing revolutionary here, but the point of reading it (or listening to it on audio as I did) are the important reminders about listening and paying attention to the interests of others. Even though the anecdotes are from many years ago, they could not be more relevant especially in the digital age. "
83,Lucio Diaz,very useful
84,Thomas K,Often imitated never duplicated!
85,Chad Reinhard,"Amazing book to help you with people. I enjoyed the ""do this"" and ""don't do this"" sections. Very straight forward."
86,Newmy Fumes,"All time classic. The ideas expressed in this book are timeless. This book can literally transform your life as you realize that most of the things Carnegie talks about are very true. It helps you in interacting with people, and developing new relationships. I would recommend this book to anyone."
87,Alsicia Pringle,This book is a must read for anyone who is into Networking. This book gives lots of useful information that can help with understanding the nature and the art of meeting people. The information is good to read and also good to know.
88,Adrian Blanco,Carnegie approach simple and common sense
89,Jered Schock,read and re-read many times. sooooo much good stuff in here.
90,Richard Shulmistra,Great book! Timeless! I read it about 10 years ago and use the principles....will re-read it again.
91,Oscar Romero,"It amazes me how the exact same book can arouse so many different feelings in all of us. Some people like it so much--they are quite surprised about a simple book written so long ago. While others are so sickened by it--they take the time and trouble to write and let everyone know-not to read this book-- in an attempt to of course, saving them their valuable time. Well...here are my two cents:I love this book and its contents…..and I like it more each time I read it.I definitely can say that this book affects me different according to my own life experiences--If I have been in the giving end or the receiving end--I definitely can connect with all of these recommendations and I agree totally as to why we should do it….it sure makes sense to me, I can see why.What is hard is to practice it—My own nature comes up first and I tend to respond too quick without thinking it through and how that action may come back to me, like a homing pigeon, eventually. Just as when I say something that I regretted right after I said it.I think you should read it (few times) and make your own opinion—so; go ahead and get it and read it. I am telling you; you will love it....maybe!"
92,Gregorius Gerry Purnomo,"If I only can recommend one book to you, I will definitely recommend this book. How to Win Friends & Influence People should be read by all people. It teaches us the basic of human relationship: how to make friend with others. Some good quotes from the book:“You can make more friends in two months by becoming interested in other people than you can in two years by trying to get other people interested in you.” “Any fool can criticize, complain, and condemn—and most fools do. But it takes character and self-control to be understanding and forgiving.” "
93,Jacob Seymour,Invaluable. Must-read. Magical. Effective. I loved this book. I intend to re and re-read this without end. Don't pick it up unless if you have a desire or are interested in getting a desire to be better with people. A big desire. A burning one. And you must be willing to apply it. I frequently found myself excited when I finished a chapter because I'd immediately try it and more times than not it worked! Wonderfully!
94,Sara,no book was more useful to me than this book.my relationship with people improved a lot because of applying its theories or recommendations.i wish everybody read it.
95,Ralph,"A must read for everyone, for all walks of life. The book really impressed Luke."
96,Jerry,The BEST business book ever written...by far !!
97,Brian,"For anyone in Sales or in busuiness, you have to read this."
98,Denise Foppiano,Great book but following the advice is a lot harder than just reading the book.
99,Dylan Soule," The best book I've ever read to date, hands down. How to Win Friends and Influence People details the essential guidelines of effective Human Relations. Every paragraph uses real life examples of the principles in practice to be used as evidence of the principle's effectiveness. One of the principle's in this book was under the chapter ""How to Win People to Your Way of Thinking"" and it was to try honestly to see things from the other person's point of view. ""There is a reason why the other man thinks and acts as he does. Ferret out that reason—and you have the key to his actions, perhaps to his personality."" This quote is one of the many key points in this book that was able to alter my state of mind on how I treat people.  I learned that success is easier to achieve when you are able to manipulate your relations with other people by speaking in a way that the other person has no choice but to like you. Even when you are at fault, admitting that you are wrong opens the door to an unpredictable amount of respect. While Charles Schwab may not be a role model, his approach in dealing with people sets the standard as an example of how far human relations can take you in life."
100,David D'angelo,How to Win Friends and Influence People is probably the most important book I've ever read. Invaluable advice for your personal life and professional career. This book was first published in 1936 and its principles and techniques for handling people are absolutely applicable today. This is the type of book you can reread every month to keep sharp. 
101,Leader Summaries,"Desde Leader Summaries recomendamos la lectura del libro Cómo ganar amigos e influir en los demás, de Dale Carnegie.  Las personas interesadas en las siguientes temáticas lo encontrarán práctico y útil: habilidades directivas, comunicación e influencia.  En el siguiente enlace tienes el resumen del libro Cómo ganar amigos e influir en los demás, Ponerse en la piel de los demás para transformar las relaciones personales: Cómo ganar amigos e influir en los demás"
102,Renee shi yan Liu,"It is not really a how-to book, but rather, it is a book poking deeply into human nature."
103,Jessica Rounsaville,I love this book. I've listen to it on audio a couple times and you can always learn something new from Mr. Carnegie. It's great at inspiring and motivating you to do better at life and think about the way you interact with others.
104,Liz,Classic - helps you to understand people more.
