"","X","user","review"
"44",43,"Chad Sayban","“All warfare is based on deception.”“The art of war is of vital importance to the State. It is a matter of life and death, a road either to safety or to ruin. Hence it is a subject of inquiry which can on no account be neglected.”Born in the fifth century B.C., Sun Wu (Sun Tzu was an honorary title) wrote the quintessential rulebook for warfare, known today as Art of War. While the often quoted lines of Sun Tzu are as lyrical as poetry, it was written 2,500 years ago with the singular purpose of codifying the essential requirements for generals and soldiers to be victorious on the battlefield. Even today, his treatise on war is studied by not just military officers, but business leaders and politicians as a roadmap to victory.While most of us have heard of Art of War and have no doubt read many of the catchy anecdotes that populate Sun Tzu’s writing, I dare say very few people have actually read the work from start to finish. While the version I read was about 300 pages, less than 50 pages make up the actual translated writings of Sun Tzu. That text is preceded by a rather informative historical overview of the life of Sun Wu – of which only a few documented facts are known. More importantly, the introduction does a good job of establishing the climate that Sun Tzu lived in within what we now know as China. Frankly, I found this to be the best and most informative part of the text.Sun Tzu’s actual text is written as a series of individual statements that appear to have been cobbled together. I’m unsure if this is the result of how the work was translated or if the original text was pieced together from scattered writings, but it gives the writing a disjointed feel. However, I can accept this limitation given that it was written as a technical document more than two millennia ago in a different language. From a content perspective, there are many well-known phrases that ring true today. But while the general philosophies are what we remember, the lion’s share of his text details very specific situations and strategies for warfare of that era. The remainder of the book – more than half of it in fact – is a detailed breakdown of individual passages from Sun Tzu’s text, expanded upon and placed into the context of more modern battles throughout history. This was the most problematic portion of the book because in a lot of cases it was a very tenuous leap to connect the specific tactics of some of the cited battles to the specific situations Sun Tzu wrote about. Sun Tzu’s text is just ambiguous enough that almost anything can be read into some of the passages. It was more wishful thinking than established doctrine that associated some of the examples to his writing. And while Art of War may include many philosophical musings that are usable today, most of Sun Tzu’s writing about specific military tactics– while educational from a historical perspective – are wildly obsolete in the modern world. As a fascinating historical document that illustrates the thinking and strategy of an era where little has survived the ravages of time, Art of War is an invaluable resource. But as a current day treatise on the conduct of war and competitive strategy, it is really lacks concrete value. Anecdotes aside, I’m pretty sure that no modern standing army or corporate think-tank is sending its best and brightest into the trenches with nothing but Sun Tzu’s writing even though some believe Art of War is the end-all, be-all of strategic thought. It would be a little like arguing before the Supreme Court with no other legal education outside of reading a lot of John Grisham novels. I think Art of War is a valuable work, but it has achieved a sort of cult following in certain circles that outstrips its actual contribution to strategy. The authors of this translation have gone overboard in assigning value to his teaching – value that can’t really be substantiated. Is it an important historical document? Absolutely. Is it the cornerstone of all of the strategic thought that exists today? Not hardly. While Sun Tzu was in fact a brilliant strategist and philosopher, Art of War wasn’t even translated into a western language until 1772 (French) and 1905 (English). I’m pretty sure most of these strategies had been discovered and utilized by western armies long before then. Perhaps the most important thing that is lost in the supplementation of Art of War is Sun Tzu’s primary motivation for writing his treatise. While his text is held up as the guide to war, this translation does hit on a key philosophy – it was peace that Sun Tzu was most interested in. He wanted his countrymen to be able to protect themselves and allow for the citizens to live in peace, not war. All you have to read for proof of that is what I think is the most important sentence he wrote:“There is no instance of a country having benefited from prolonged warfare.”Amen to that."
"45",44,"K.M. Weiland","Its depth is found in its simplicity. But I can’t say that I found it life changing. The famous quote about “knowing your enemy” was the best bit. Would have been much better without the translator’s constant interpolation of footnotes. Easily two-thirds of the book was the editor talking vs. Sun Tzu."
"54",53,"Angie","I found reading the commentary after the main text to be very helpful."
"56",55,"Judy","Worth reading the introduction."
"57",56,"Muhammad Fadel","This book contains Sun Tzu writings about strategy in war. It was quite detailed, and sometimes poetic.I was very enthusiast to read the at first, but diminished as I know what Sun Tzu Said won't be applied in my daily life really soon. Might consider to read it again one day when those knowledge really fits with me."
"59",58,"adrianoates","Clear thought"
"61",60,"Fatemeh Mostofi","intersting strategies gathered in a short book (y)"
"62",61,"Roxy Wilde","2015 Reading Challenge*A book more than 100 years oldA book that was originally written in a different language"
"63",62,"André Alves","Um livro que demonstra o pensamento estratégico do que era a arte de fazer a guerra para Sun Tzu. Sem notas de apoio é um livro dificil de compreender até porque a tradução do mandarim para línguas ocidentais tem muitas expressões que não apresentam ligação.Interessante mas não é um livro de leitura comum e por isso ao fim de um tempo torna-se um livro um pouco pesado apesar de não ser muito extenso."
"64",63,"Manikandan","May be I did not read it properly. May be I have to read it again. Did not get much from the book!"
"66",65,"Senake Atureliya","Highly relevant even today, but I wish it wasn't. Humanity needs to move on...with a Compopoly."
"67",66,"Peter E.  Frangel","The information found here is so intricately interweaved within our present and past culture--through media, and business, and politics--that most of it now seems like common knowledge. Sort of like the Ten Commandments. The language, however, is quite beautiful. “Let your plans be dark and impenetrable as night, and when you move, fall like a thunderbolt.” “If you know neither the enemy nor yourself, you will succumb in every battle.” “The supreme art of war is to subdue the enemy without fighting.”"
"73",72,"Jeff Wilson","Good content but terrible audio presentation. Cheesy music, over acted narration, and so on. I do enjoy proverbs and I loved several of the tactics and approaches from old world Asia."
"74",73,"Stan","It seems that everyone is quoting this book, from Movies and TV shows to preachers to movie stars to the working class as if the book has some scared ancient knowledge. Most of the book seems to be common sense like attack if you out number your opponent 5 to 1, feeding and equipping army cost money and so on. Yet I am often reminded that common sense is often a rare quality just look at our political leaders. So while this book may state the obvious it is still fullof advice that I wish our leaders would follow."
"79",78,"Stanley Lee","I only found it applicable when I made everything into a metaphor which I'm sure is far away from the original intent of it. This was something of an exercise in reader theory for me."
"80",79,"Adam Petty","Historically, a very influential book, but not particularly relevant to me."
"82",81,"Fernanda Vega","Conociendo este manualSoy una persona q no cree en la violencia, la guerra me asquea. Sin embargo considero que estos principios se pueden utilizar igualmente en enfrentamientos ideológicos.Unos cuantos errores de ortografía y sintaxis."
"83",82,"James Hatton","The core text, ""The Art of War"", is a classic in world history. It is still relevant because Asian nations still rely on its principles. This translation is accompanied by a lot of contemporaneous history. It's very interesting and a very worthwhile read."
"84",83,"N.W. Harris","I wish every politician that has a vote on what our military does overseas would read this. Amazing how many simple rules they break and this book accurately predicts the result of their follies. Also a good book for writers to draw upon."
"85",84,"Aleksiel","The book is very useful to anyone who wants to grasp the foundations of warfare quickly. Of course, it can't be used to base an entire modern military strategy since technology has changed so much, but the same basic rules still apply. It's a great read for heroic/epic fantasy or pre-modern military fiction novels fans."
"86",85,"Takudzwa","good"
"93",92,"Jerry","Quite a nice book about how not to wage war for nothing. Of course, the lessons need to be applied and although the military equipment and battles have changed through times, many of Sun Tzu's advice can still be taken into account today. Even in daily life, when you struggle with something or someone. He tells us how to appear weak when we are strong, and strong when we are weak. He tells us how we must know our enemy as well as ourselves in order to end up victorious. And so on, and so on. It's truly interesting, besides, we can easily compare the way he describes war with the way we struggle with some people, The Art of War is a masterpiece that teaches how to become a war mastermind."
"95",94,"Daniel Ribera","I recently accessed a couple of lists of recommended books on the topic of leadership. The Art of War by Sun Tzu was on one such list. Being a short book I decided to read it. All I will say is that if this is the image that some have of the task of leadership we are in big trouble. I understand the wisdom of planning and action. Those are two take-aways that I can and do adopt. However, if leadership is viewed as being equivalent to a military encounter with a hostile enemy then I need to part company with those who follow such a idea of leadership.Regarding Sun Tzu, the 5th/6th century BC, Chinese, military genius, I am impressed. As a Westerner, I am largely ignorant of the knowledge and achievements extant in the East five centuries before Christ. This little book helped to correct my lack of knowledge. Sun Tzu is an experienced, military leader, strategist, and even teacher. He has insight into the psychology of his soldiers, the advantages of various terrain, fighting in various circumstances and situations, and even the advantage of dealing with spies.Thank you, Sun Tzu for teaching me, so now I will know to have the hill over my right shoulder in battle, and not to despair when I am pinned down. I'll try to find peaceful applications of your advice as I have opportunity to lead."
"98",97,"Lloyd K","A most interesting read, with practical application still possible today (in essence) in innumerable modern situations outside of warfare and armed conflict. Well worth reading (IMHO)."
"100",99,"Chuck Leduc","The content was interesting, but this translation was difficult to follow."
"101",100,"حاتم عاشور","هي تكتيكات حربية قديمة ولكنها يمكن إسقاطها والاستفادة منهافي حالات اليوم ..حتى برأيي يمكن الاستفادة من حكمة بعضها في التعامل اليومي مع الشخصيات المختلفة وفي مجالات عديدة. بما أنه نص صيني قديم مترجم .. يفتقد في بعض الأحيان للترابط أو حتى يكون هنالك تكرار. ما بين فهم الذات والعدو والتعامل مع ساحة المعركة قبل وخلال وبعد .. سوف تشعر بعمق ما يتحدث عنه."
"102",101,"Bart-Jan","After having read quite some books on negotiation, this one couldn't be missed. An interesting read, a body of knowledge that indeed has served as a foundation for many of our daily and military operation. I'm not at all surprised the Chinese have been a major world force ever since.."
"104",103,"Noel Burke","I finally finished this book. I thought I would read it on my phone during my deployment and that did not happen. So I listened to it on my iPod instead. What a smart guy!"
"105",104,"Vinicius Menezes","Good book commented chapter-by-chapter by a modern military Chinese general. At the end of the same general draws insights and his interpretations on how Sun Tzu ""rules"" are to be viewed/used."
"107",106,"Afsar Ali","the book was written 2000 years ago and it is still valid for modern world metaphorically. It was a good read . Recommended "
"116",115,"Balaji S","The thought process with which Sun Tzu explains about the real qualities of the General is really amazing. This book and the contents are applicable to every walk of life even in today's competitive world not only war. Good to read such a old book."
"121",120,"Limner Locin","To win without fighting is not simply ""best""; it is essential, and cannot be conceded."
"122",121,"Fahad Naeem","His art of war is actually art of living. An above average book."
"123",122,"Janette","The Art of War, itself, not so bad. The constant repetition of interpretation after interpretation and analysis after analysis of the same things...that got old. I would read the original text again, but skip the rest. I have a brain, I don't need the same thing explained to me 10 times."
"124",123,"Ali","a polititian's bible... gets one to understand these guys"
"126",125,"Ala","So in war, the way is to avoid what is strong and to strike at what is weak."
"128",127,"Kristijan","Hm... evo čekao sam da mi se malo stalože misli povodom ove knjige... ali ostajem pri tri zvezdice!Da, da, da - znam šta bi neki od vas rekli i slažem se - za ono vreme kada je knjiga napisana ona je stvarno odlična kao traktat o ratovanju i puna raznih saveta.Međutim, sa ovih trideset i nešto godina, sa ""iskustvom"" iz raznih lekcija koje se nalaze u istorijskim udžbenicima, kao i sa ""iskustvom"" iz raznih drugih knjiga ova knjiga me je ipak ostavila razočaranim i ravnodušnim.Možda bi ocena bila bolja da sam je pročitao sa manje godina i manje iskustva."
"131",130,"Parker Donat","Great and insightful book if you read it to be applied to public relations, politics or any campaigning. I enjoyed the great quotes! (Pay attention because they can be applied to nearly anything.) Best of all was the ""Uses of Spies"" chapter. Sadly, I'll probably never pick this book up again other than reading my notes and highlights. "
"134",133,"C.B.","Interesting....if you're in the mood for this sort of reading. It's a very manly book that not everybody can read. If you're a business man/woman in a competitive world, this book is meant for you."
"136",135,"Mike Hale","If I turned this in in english class, I'm pretty sure I would get a poor grade because I didn't follow MLA standards, but I'll let it slide this time Sun Tzu!"
"137",136,"Regina Doman","One of those books I'll have to re-read sometime..."
"138",137,"Natasha Primaditta","Finished with the book, I still wanted to retain my previous comment about the book. I said before that reading this book reminds me of a business book for leaders and managers alike. Why? Simply because it contains a somewhat step-by-step how to war right from preparation period to actually waging the war. In the world of business or even the daily life, there were many encounters with both your allies and foes, positioning yourself to gain the most from it sometimes kinda war like. Assessing the situations, managing resources, laying out plans, and controlling the fields as a leader, both to your surrounding and yourself needs an artful approaches for your internal purposes. I like the old wisdoms that on some part still relevant nowadays intertwined with Chinese virtues. Such as: ""While speed may sometimes be injudicious, tardiness can never be anything but foolish.""""If you know your enemy and know yourself, you need not fear the result of a hundred battles. If you know yourself but not the enemy, for every victory gained you will also suffer a defeat. If you know neither the enemy nor yourself, you will succumb in every battle.The thing that really bugs me was the commentators that's numerous and arguing without clear conclusions of Sun Tzu's principles. That's also means that each of his principles can be translated as reader see fit when the commentators' comments didn't help on making the principles as a fixed and clearly defined ones."
"142",141,"Evan","This is a different version that the one I first read. I dont remember liking this book as much as the first edition I read, but I will probably try the B&N Collectors Library that combines ""Art of War"" with ""The Prince"" next. What I didnt like was all the history the author includes, just didnt interest me. I Just wanted the Sun Tzu teachings/quotes."
"143",142,"Denise Blumenfeld De Amiel","La versión que me descargué gratis en pdf tiene demasiados mensajes religiosos católicos ente párrafos del libro.El libro está bien.... lástima esos mges. En el medio"
"146",145,"Champ T.","Worth reading, language a little hard to get through."
"151",150,"Radit malasmembaca","if you're a peace-wanting guy, bad book... a great book only when you have a purpose on reading it... use it as a guide to play a war game..."
"152",151,"Jeff Derosa","I read Thomas Cleary's translation. This reads like a book of aphorisms. I suspect when applied as a metaphor to our respective careers, misinterpretation of these lessons can do harm. I can also see how thorough study of Sun Tzu's teachings and proper application can improve any person's leadership abilities. For me, I feel this book has helped me as a voter when faced with acts of war/terrors. It has also helped me better form opinions about world history. First, as a voter, this book will help me carefully consider going to war after dark moments such as terrorism. Sun Tzu warns against going to war based off emotion. I'm thankful for this perspective. As a student of history, I find reading this book goes well paired with the Sun Tzu specific ""Military Documentary"" produced by the History channel. This documentary does a great job relating this book's teachings to the Civil War, WWII, and Vietnam - both successes and failures to follow these lessons. "
"154",153,"Conchita Masci","As a political science major I can't believe it took me so long to read this book. As a basis for all political activity it is succinct in what is needed to bring about change. The use of this book as a tool for literal wat is evident but my surprise is in how it can be used in everyday life and work situations. :) I guess that is why you see so many spin offs of the book. "
"156",155,"George Shubin","It's about a lot more than simply warfare. It's really about any conflict or struggle. Taken metaphorically, the author's advice can easily apply to politics, business, or any other place that contention exists.A good portion of the book deals with leadership and the best qualities of a leader: “Leadership is a matter of intelligence, trustworthiness, humaness, courage, and sternness.” Discipline in leadership, with established rewards and punishments that are consistently applied across the board, is of utmost importance. Whether you are a coach, a corporate executive, a politician, or a general, this is very good advice.The best part of ""The Art of War"" is when the author talks of knowing yourself and knowing your enemy:""So it is said that if you know others and know yourself, you will not be imperiled in a hundred battles; if you do not know others but know yourself, you win one and lose one; if you do not know others and do not know yourself, you will be imperiled in every single battle.""Going into competition without understanding one's opponents, and worse, sometimes without even knowing oneself, give the opposition a key advantage and sets oneself up for defeat. You must always know your own strengths and weaknesses as well as those of your opponent. Sun Tzu’s advice rings true in a great many situations."
"157",156,"Steelman","Interesting study of the truths attending to war."
"159",158,"Jen Jenson","Actually finished June 2015I found it interesting and engaging most the time. I read it to know what people are referencing regularly. Some I understood, some I did not. It took a long time to get through it! ** I was planning on writing a really nice review on this, which never happened unfortunately. Now I need space on my phone, since I kept it there to remind me to write review. ** Please excuse any typos. This was created on my mobile phone. In real life I know how to spell, type and write."
"161",160,"Ahmed Wael","علمك بعدوك يعرفك كيف تدافع وعلمك بنفسك يعرفك كيف تهاجم فالهجوم هو سر الدفاع و الدفاع هوالتخطيط للهجوم كتاب رائع يحتوى على خلاصة تجربة سون تزو فى الحرب من استراتيجيات و تكتيكات على هيئة بنود تستخدمها فى شتى المواقف التى قد تتعرض لها فى الحرب بل من روعتها انك قد تستفيد بها فى حياتك الشخصية و يعيبه بعض التكرار فى نفس المواضيع باساليب مختلفة لغوياً والتى تؤدى الى نفس المضمون"
"163",162,"Penelope Brown","I know this may be an unpopular rating, but it was impossible to follow. I actually had to abandon it. Sorry. "
"165",164,"Jarred Mckenzie","Don't start a war with me. I will destroy you."
"166",165,"Roxanyeli"," «Todo el arte de la guerra se basa en el engaño» Un libro interesante que nos plantea una serie de estrategias militares que, si las analizamos de cerca, pueden ser extrapoladas a diferentes contextos.Libro recomendado, sobre todo, a los que gustan de temas bélicos."
"167",166,"Kathryn","I'm a pacifist. I don't like reading about war. But the abstract lessons in this book are interesting and I can see why it's often studied."
"173",172,"Aubree","This book seems to always be quoted from and likened to business so I thought it would be a bit more philosophical then it is. It is a very tactical look at how to win a war. "
"174",173,"Maggie Mitchell","Well, if ever I have an army at my disposal and an enemy I need to conquer, I know I'll be set."
"175",174,"Brad Wilson","I think at all times you must attack, for if you stand idle you will certainly die, so attack!"
"176",175,"Jeanne","Oriental Philosophy, Military strategies. Dry but worth reading."
"178",177,"PlatKat","Back when I was the tender age of 16, a guy I really liked lent me this book. He said it was his favorite book and that I would love it too. I excitedly rushed home to devour this piece of literature in hopes that we could have one more thing in common to bring us even closer together.Now I'm 28, and the more things change, the more they stay the same. This time, I am living in sin with the guy I do so very much desire, and I know he doesn't give a rat's ass whether I read the book or not.But just like there are some American classics that should be read at some point in one's life, there are Eastern works that should be read too. I guess I shouldn't be surprised to find this whole book reads like a 1,000 slips of paper pulled from 1,000 fortune cookies. And just like the cookies, there aren't any actual fortunes, but maxims that you can apply to your own life as you see fit.I liked that Sun Tzu stated that no country has benefited from prolonged warfare. So even if you're a master strategist or debater, eventually you're going to have to stop fighting and take a break. It's best to take the path of least resistance and conquer without fighting if you can.I didn't agree that ""standing on the defensive indicates insufficient strength; attacking, a superabundance of strength,"" especially as it applies to regular life. People have made some foolhardy decisions to attack people (or countries) without thinking about it, and it comes back to bite them. Even if you have the manpower, trying to show strength by waging an attack seems to go against the advice given in the previous paragraph.Some of the maxims were pretty obvious. Of course you'd use flags and gongs to unite your ground troops in the absence of modern technology. And you'd obviously want to work with, not against, nature and the terrain.I had the biggest problem with his following advice to generals: ""If fighting is sure to result in victory, then you must fight, even though the ruler forbids it; if fighting will not result in victory, then you must not fight even at the ruler's bidding.""Isn't this insubordination? How can you know for sure if something will result in victory? What if you're wrong? In the beginning, he stressed the importance of knowing one's own abilities as well as the enemy's abilities, but you can never truly know either of those 100 percent of the time.Anyway, I can finally say I've slogged through this whole book and will try to keep its wisdom in mind as I carry out my significantly less crucial matters. For now, I have won the battle of concentration. (Took me long enough.)"
"179",178,"Joie","Well written but meh"
"183",182,"Seretse Mothibi","how to maneuver through life’s pitfalls "
"188",187,"Samuel Weaver","I must be a Philistine, for I found it immensely tedious. Reminded me of Mark Twain's saying that ""Great books are those which everyone wants to have read but nobody wants to read."" "
"189",188,"Mikie Alcantara","This book is about strategies and how to win a war. It is confusing because it goes from one war story to another. Their are many different stories because the military leaders told their stories and the wars they fought in."
"191",190,"Dufour","I find it hysterical that the two most oft-quoted and relational treatises on war came from a Chinese and a German. Make of that what you will."
"192",191,"Gebanuzo","Aunque los consejos están basados en conclusiones sobre guerras, pueden ser utilizados para otras diversas àreas de la vida, por supuesto, nadie anda organizando acciones bélicas en vida diaria, pero sí todos contamos con ""un enemigo"", con territorios propios que proteger, y un ejercito que conducir. "
"195",194,"Yousef","I'm not a military strategist, never read a book in the field and have no background about it, I also almost know no chinese or chinese history, this book appears to require both. it seemed to me most of the time to be philosophical rambelings of a peasant general, i know i'm not getting the true significance of the book, but in wanting to be a very accurate translation this book has become obscure."
"196",195,"Tharwat","- اسم الكتاب: فن الحرب- the art of war- المؤلف: سون- تزو.- إعداد وترجمة: رؤوف شبايك.- سنة النشر: يناير 2007.- صفحات الكتاب: 97.يعد كتاب ""فن الحرب"" أو ""بنج- فا"" للقائد الصيني ""سون- تزو"" أقدم كتاب معروف في تاريخ البشرية عن فنون إدارة القتال في الحروب وصل إلينا كاملًا، وتم إطلاق وصفي: ""أول كتاب عسكري قديم في العالم"" وكذلك ""الكتاب المقدس للدراسات العسكرية"" على هذا الكتاب، وللدلالة على أهمية الكتاب نجد أن أغلب القادة العسكريين الغربيين يشيرون كثيرًا في كتاباتهم وأحاديثهم وتطبيق تدريباتهم على كتاب ""فن الحرب""، حتى لقد حرصت القوات الأمريكية أثناء ذهابها إلى حرب الخليج الأولى على أن يحمل كل جندي أمريكي نسخة من كتاب ""فن الحرب""، بل إن الإستراتيجية الحربية الأمريكية التي اعتمدتها القوات الأمريكية في حرب الخليج الثانية والتي نشرها الخبير العسكري ""هارولد أولمان"" في كتابه: ""الصدمة والترويع"" في عام 1996 مبنية في أساسها على مبادئ كتاب: ""فن الحرب""، إلى جانب أنه يُروَى أن هذا الكتاب اشتهر بتأثيره أيضًا على فكر القائد الفرنسي الشهير ""نابليون بونابرت""، وكثير من القادة العسكريين الألمان.ورغم مرور أكثر من ألفي عام على وضع ""سون- تزو"" كتابه، فإن أغلب ما فيه من مبادئ صالحًا للتطبيق حتى يومنا هذا؛ رغم اختلاف البيئات وتطور التكتيكات القتالية، وقد تم استخدام الأفكار النظرية والأفكار الفلسفية التي جاء بها الكتاب في المجالات العسكرية والسياسية والاقتصادية وغيرها بصورة واسعة في القرن العشرين.ويضع النقاد والمؤرخون كتاب ""فن الحرب"" ضمن أعظم مائة كتاب أُلفَ في تاريخ البشرية."
"199",198,"Naim Nassar","a bit overrated but still good"
"201",200,"Brentabousko","I should have read this in the course of 1 week instead of dragging it out. It had some interesting plans and details."
"202",201,"Muhammad al-Khwarizmi","Sunzi is rightly recognized as a master of armed conflict. It is even claimed, probably correctly, that his principles apply also to adversarial relations outside of the domain of war. (Consider the quotation of the character Bud Fox from Wall Street: ""All warfare is based on deception."") I can see in The Art of War advice that was well-followed by victors and advice that was ignored by the defeated. Certainly Harold Godwinson would have done well to heed the injunction not to pursue simulated flights, had he heard it. The Romans, in dealing with the Parthians, should have done the same. Nevertheless, some of the ideas in this book are very dated, peculiar to the conditions of Bronze Age China, or possibly even spurious. For example, the following ""special days"" are singled out for the application of fire in warfare: ""those when the moon is in the constellations of the Sieve, the Wall, the Wing or the Cross-bar; for these four are all days of rising wind"". I would be very surprised if the configuration of the Moon or other celestial bodies correlated with wind conditions, especially when looking at potential battlefield conditions not only in China, but anywhere in the world. Caveat lector."
"205",204,"Ahmed Abdelhamid","مراجعة كتاب صن تسو كاملة... كتبت تعليقا كلما سمحت الفرصة بالتوازي مع المراجعة. ----للتذكير:الكتاب عبارة عن مجموعة من الحكم و النصائح المباشرة، يسقطها البعض بالأساس على العلوم الاستراتيجية الحربية كأحد الكتب الكلاسيكية في فن الحرب. ولكن أيضا يعتبر مرجعا رئيسا لكتب الإدارة و القيادة بشكل عام. البعض يسقط النصائح نفسها على “التجارة”.لماذا الكتاب مهم؟كما أسلفنا، قيل أن أمريكا اعتمدت خططا منه في حرب عاصفة الصحراء، و اعتمده الفيتناميين في حربهم ضد امريكا، و اعتمده الإسرائيليين في حروب كثيرة مع العرب، و يتم تدريسه كأساس للعلوم العسكرية. وهو نفس الكتاب مصدرا من مصادر علوم الإدارة و القيادة و العمل المالي.الكتاب في مجمله بدون اسقاطات، تبدو كحكم واهية، ولكن دراية بسيطة بالتاريخ تخبرك أن بعض النصائح بالكتاب هي بمثابة قانون استراتيجي للمنتصرين.كتبت مفصلا تعقيبا على كل باب هنا:http://www.ahmedabdelhamid.com/arblog..."
"206",205,"Micaela","Not really my particular field of interest, but worth reading because it is so well-known and referenced."
"207",206,"Ahmed","No doubt this pamphlet is great and provides basic techniques that are better be used during wars, but it is old. I mean no one nowadays fights using swords, carriages, and fire. I like this pamphlet but reading it feels more like reading instruction manual. On the other hand, The reason why I like it is simply because it contains some true and smart moves that can help you in for instance your career , ( e.g. to overthrow your boss and take his place). What I don't like is hypocrisy and deceit even though they are considered important to Sun Tzu.For me, the keys to win anything in life are patience and observations. Patience and observations are important. The Art of War 21st century written by me, goes as follows;1. Go to the kitchen to prepare popcorn for yourself 2. Take the popcorn and a bottle of beer and head down to the living room and sit to watch the TV3. Call your nuclear specialist and ask him to launch 3 to 5 nuclear bombs over country X or Y.4. Ask him to film everything and make it seen on your living-room TV5. Enjoy your popcorn while watching Country X or Y get DELETED THE END "
"210",209,"Priscilla VdL","(Didn't read this edition)While reading I related some things with the management world of organizations/companies, you see it's part of my homework. Even so, some parts I took them literally, as in this book is about war so I think about war and remember books I've read where there are some war scenes."
"211",210,"Matt Marosi","After watching all 13 episodes of ""WW2 in living color"" on Netflix and reading this, I feel only slightly more prepared for world domination."
"219",218,"Cody","Disappointed."
