"","X","user","review"
"17",16,"Noha","""But that is the beginning of a new story -- the story of the gradual renewal of a man, the story of his gradual regeneration, of his passing from one world into another, of his initiation into a new unknown life. That might be the subject of a new story, but our present story is ended.""It took me a very, very long time to finish this book but it was definitely worth it! Full of misery, thoughts and tourments, the words and the conversations make you dive deep into this world of different consciousness.It's all about the struggle between what is right and what is wrong, what you believe in and what others believe in, the struggle to prove yourself right and the strength to face the chaos of your heart."
"18",17,"Noonidah","It took me some time to reclaim my breath reading Dostoyevsky, and probably lead me to develop a deep-seated, somewhat cynical contempt for nihilism, beside Camus. I'm not sure if I'd be able to figuratively read it twice, with both eyes open."
"19",18,"Shafiq Razak Rajan","Crime and Punishment is actually a satisfying crime thriller. I rarely enjoyed a novel until, when I finished the book, I felt like that my life's changed a bit. You can say that it's the same feeling after you finished watching the series finale of your favourite TV show, or after you had beaten the final boss of the best video game ever you ever played. The book isn't just a crime thriller (duh!). It actually contains observations and commentaries on the base nature of men, and of how radical subscription to an ideal might be as equally dangerous as having no ideals at all. It also contains Dostoyevsky's religious belief on how suffering is the only way to expiate one's sins. If you are not familiar with the Russian culture, it might be benificial if one could familiarise yourself on Russian honorifics. That might save you from being easily confused in keeping track of all the characters."
"20",19,"Susan Smith thom","Like Tolstoy, Dostoyevsky really understands human psychology. It is easy to identify with his characters' emotions, thoughts, and moods."
"21",20,"Pradeep T","Excellent!!A book must be read by everyone. It is simple, yet it feels quite heavy to digest initially. As it gets the pace and you get immersed in the story, then it sort of becomes an addiction and you don't want to put down this book. A classic rendition and a great way to tell the story. As simple as it sounds for the present generation, this story is way ahead of its time. Author Dostoyevsky has created a character that speaks like a great philosopher, yet, he is the most aloof person. The protagonist Raskolnikov and his journey towards the punishments for the crime he has committed is splendidly superb. The adjoining characters that sails with him through the story complimented really well. Razumihin, Dounia, the police characters, Svidrigailov, Sonia, the pawnbroker lady, etc... etc... are all well portrayed. A must read book."
"22",21,"Thomas","On my list as one of the best books i have EVER read.... Camus and Dostoyevsky are my two favorite authors, and this has to be considered when talking about Dostoyevsky's work. Very long, and not the easiest to read (of course, the same can be said for Tolstoy, Dickens, Austen, Victor Hugo or any of the other 19th Century novelists who get paid by the word), but well worth it... i did not find this novel as enjoyable as The Devils, or The Brothers Karamazov, but still fantastic."
"23",22,"David Mills","From my 1001 Books to Read Before you Die (Edited by Peter Boxall) reading list.Dostoyevsky's multifaceted characters and continually evolving plot lead the reader seamlessly through the dominant explanations of why we do what we do. The novel is a psychological, theological, philosophical, sociological, political & economic examination of human behavior that leads to the conclusion that we are at once simple and extremely complex creatures. Exhausting and awesome! "
"24",23,"Nelson Zagalo","Nada posso dizer de novo sobre “Crime e Castigo” (1886) de Dostoievski, é um clássico, como tal escrutinado em todas as demais dimensões que possamos imaginar. Contudo aproveitarei estas linhas para dar conta da minha experiência com o livro. Escrito no século XIX nada lhe falta se comparado com o género literário tão em voga neste nosso século, o thriller psicológico. Os personagens e os seus problemas desmontados como quem desmonta um relógio suíço, a constante introdução de novos problemas e as suas reviravoltas, a gestão minuciosa do suspense através do ritmo a que cada nova informação vai sendo revelada. É um livro escrito para nos prender, ainda que mesmo que o não fosse, nos manteria interessados pelo seu personagem e a sua busca existencial. Nesse sentido acaba sendo uma obra intemporal, já que o âmago da discussão se prende àquilo que faz de nós seres-humanos. “Crime e Castigo” é um relato do mundo realizado a partir do interior de uma alma amargurada. Dostoievski coloca-nos sob a pele de Raskólnikov, e faz-nos sentir o peso do ser, do outro, da sociedade. É um relato imensamente poderoso, que muito deve à experiência pessoal do autor. Em 1849 Dostoievski foi preso sob suspeita de conspiração contra Nicolau I da Rússia. Com ele foram detidos muitos outros, todos condenados à morte. No dia marcado para a execução, já estavam amarrados aos postes os primeiros quando chegou a ordem do Czar para comutar a pena por trabalhos forçados na Sibéria.“A mágoa e a inquietude sem saída de todo aquele tempo, sobretudo das últimas horas, tinham-no oprimido a um ponto tal que agora se precipitava, literalmente, para a esperança que lhe abria aquela sensação plena, nova, íntegra. A sensação acometeu-o como um ataque: acendeu-se-lhe na alma como uma faísca e, num sopro, incendiou-o todo. Tudo nele se abrandou de vez, jorraram-lhe as lágrimas. Caiu de joelhos…” Dostoievski, “Crime e Castigo” (1886)À medida que vou recuperando a leitura de clássicos, e seguindo obras enaltecidas, dou-me conta do quão relevante é o peso autobiográfico de uma obra. Como a experiência pessoal de sentires, vivências, lugares, pessoas, vidas, medos e alegrias é importante no criar de lastro de sustentação do relato de uma história interessante, crepitante, capaz de se dar a uma total degustação por outro ser humano. A obra imaginada, deslocada do fio de vida de quem a escreve, pode até ser um exercício interessante, mas dificilmente contém o detalhe necessário à reconstrução cristalina de um espaço-tempo capaz de ombrear com a obra que se recria a partir das experiências vividas de um autor.Isto explica, em parte, as razões pelas quais certos autores conseguem por vezes fazer uma obra, de rasgo genial, mas depois nunca mais voltam a atingir picos com a mesma intensidade. Aliás, isto vem de encontro à queixa do júri do prémio Nobel deste ano que referiu o facto de os escritores se acomodarem ao conforto da vida com bolsas, impossibilitando o surgimento de experiências de vida capazes de suportar novas ideias, novas abordagens, novos mundos. Mas isto não é uma queixa apenas deste júri, para quem vive no meio, e o gere enquanto editor, sabe que isso é uma realidade. Atente-se nas palavras de Bruno Vieira Amaral, autor de uma primeira-obra nacional de enorme sucesso junto da crítica em 2013, com vários prémios, e que em entrevista nos diz que não quer dedicar-se apenas à escrita, que irá continuar a dedicar-se a múltiplas outras coisas,""Não quero viver da escrita, isso é uma armadilha... obriga a uma desmultiplicação... Sei como o meio funciona... obriga a decisões que podem ser más a médio, longo prazo para o trabalho do escritor. Muita produção, com um ritmo que rouba a liberdade de dizer 'vou escrever quando me apetecer'."" (Bruno Vieira Amaral, in iOnline, 10.2013)Isto sente-se bastante quando começamos a ler (ou a ver no caso do cinema) a obra de certos autores, nomeadamente os contemporâneos, que pouco mais fizeram na vida para além de escrever. Ao fim de 3 ou 4 livros ficamos com a ideia que dizem sempre o mesmo, que nada mais dali se pode esperar retirar. Não admira que criativos mais conscientes desta vicissitude da criação artística, pensem em renegar a arte que os consagrou. A título de exemplo veja-se Bela Tarr, retirou-se em 2011 depois de 30 anos e 9 filmes, atente-se às suas palavras:“Ser cineasta é um belo trabalho burguês. Mas eu realmente não o quero fazer. Eu não sou um verdadeiro cineasta. Eu sempre estive nisto pelas pessoas, e só queria dizer algo sobre as suas vidas. Durante 34 anos de cinema, disse tudo aquilo que queria dizer. Eu posso repetir, posso fazer uma centena de coisas, mas na verdade não quero aborrecer-vos. Não quero copiar os meus filmes. É isto.” (Bela Tarr, in IndieWire, 02.2012)Num sentido completamente oposto, veja-se como António Lobo Antunes, com 24 romances publicados, se mantém ativo, e como se processa a escrita de cada nova obra sua. Como o processo mecânico e repetitivo toma conta da vontade expressiva, transformando o pessoal em maquinal.“Cada vez mais escrevo sem plano. Sento-me e fico à espera de começar a ouvir a voz. Tenho de fechar uma parte da cabeça para que a outra funcione. E a mão começa a andar sozinha... Este livro está pronto há muito tempo. Não sei, não me lembro. Só escrevi. Não me lembro de nenhum, mesmo deste que estou a escrever. Leio a última linha e continuo.” (António Lobo Antunes, in Estante, 10.2014) Para ver com imagens, formatação e links, ler em: http://virtual-illusion.blogspot.pt/2..."
"25",24,"Robert Morris","Perhaps the best book I have ever read. Intrigue on every page, vivid discriptions, characters jumping off the page, a true masterpiece of literature."
"26",25,"Xochitl","Doestoevsky's work is absolutely phenomenal. He follows the insanity of the main protagonist, Raskolinikov, and comments on human nature, politics, psychology, and society. He contrasts the opposing sides of Raskolnikov's nature through characters, Alena vs Lizaveta and Sonya vs. Svidrigaylov and the necessity of one to the other. Normally I like books with more action, but even this book filled with interesting characters and ideas and kept me hooked until the end."
"27",26,"Kevin Smith","You may have heard the popular saying about this novel, ""He commits the crime in the first pages and we are punished the rest of the novel"". Nothing could be further from the truth. A truly wonderful novel that delves into the human soul and psyche to unravel the dichotomy of good and evil. Intriguing and suspenseful.This novel does more, I believe, to address questions of Dostoevsky's own views on religion than his other novels. "
"28",27,"Paul","Intense, psychologically convincing, packed with ideas and great characters. I never expected it to be such a page-turner. One tiny quibble, the ending felt a bit rushed.A book I didn't want to end."
"29",28,"Bob Pearson","This is a timeless piece of writing, and it was done in personal agony. Haven't we all wondered - and toyed with - what it would mean to take a principle to its ultimate point? In a world of overwhelming imperfection, our protagonist decides that the only way to prove his commitment to his conviction is to act upon it - to murder. There are fascinating aspects to the book that perhaps Dostoyevsky himself would be shocked to see in the rearview mirror. In some odd but strangely prophetic sense, his dissection of one Russian soul and its fanatic dedication to a theory presages his country's leninist and stalinist future, that to achieve the perfection foreseen for communism, any number of innocent lives can be offered as payment. If Dostoyevsky wanted us to examine more deeply the meaning of punishment as well as crime, he could not have picked a better set of characters. A family is destroyed because an alcoholic cannot make his way out of the abyss. Officials wallowing in corruption and determined to exploit human weakness sail past judgment without a care. Those who commit crimes on the largest scale in the name of creating a greater good, e.g. Napoleon, (Stalin 75 years later) suffer or benefit not because of the morality of what they do but because of the success or failure of their attempt. Why should this not be true for a single person then, Dostoyevsky's hero Raskolnikov asks - himself and therefore us. One hundred and fifty years after it was written, this book and its questions will remain with you for a long time. "
"30",29,"Con Bé Ki","Nếu ví Tội Ác và Hình Phạt như người yêu thì có lẽ đây chính là người yêu mà khi chia tay rồi sẽ rất khó để yêu được người khác. Tất nhiên, là khó chứ không phải không có. Nhưng rồi thì thể nào cũng rơi vào trường hợp tình cũ không rủ cũng tới. Thế quái nào mà trong vô số những cuộc đối đáp như đấm vào não nhau nhưng khó lòng hiểu nhau của các thành phần dường-như-cả-đời-không-có-ai-nói-chuyện-cùng-bất-chợt-túm-được-người-vừa-khéo-là-kẻ-đó lại có thể xảy ra tình huống dễ thương là chỉ cần nhìn thẳng vào mắt nhau xẹt xẹt đã có thể hiểu hết mọi việc đã và đang xảy ra như giữa Raskolnikov và Razumikhin? Mình yêu mối quan hệ của hai người này :)"
"31",30,"Joann","I LOVE THIS BOOK...although I had a different translation than the one I've listed. I haven't read this book since my senior year of high school, so I can't give a detailed review of it. I'll come back when I reread it (which I hope to do soon), but I think it's brilliantly written."
"32",31,"Salena Bateman","Oh, my dear Sonya, Raskolnikov, and Dunya, I pray for your strength. Razumikhin, come, have a drink with me! Let us catch up. I must know, how are poor Katerina's children?A truly excellent novel written by an authentic artist who only saw clearly and commented earnestly on the duality of "
"33",32,"Christie"," I was suprised by my reaction to this book. I read this book quickly. I just had to keep reading. I felt as though I was seeing it all through the main character's, Rodion Romanovitch Raskolnikov, own eyes and I was there with him. It was written by a Russian author in the 1800s. The story centers around a young man, and what consequences certain decisions/actions of his lead to. There is so much more than that, but you will have to read it :) It is a full journey and I think it is a journey worth taking."
"34",33,"Matthew","Excellent read. This was the first book I read by Dostoevky and I look forward to reading him again. The book was easy to read and makes you reflect on what can truly be considered good or evil. A must-read for existentialists."
"35",34,"Ryan Hatch","9/10This is one of those books that I have a hard time defining why it's so good. I'll admit that there are times in the middle where my mind starts to wander, but the feeling that I'm left with at the end means a whole lot more. It's like Dostoyevsky has done such a good job of placing me in each moment of Raskolnikov's journey that I empathize and understand him, even as he's going to kill someone. Then the utter insanity and eventual guilt that follow. Ultimately it has much of the setting and feel of a Dickens novel, with much more darkness and soul searching. The end is so perfect. I want to say more but shouldn't. It's a story that ebbs and flows, but has many of the same themes as Count of Monte Cristo. It's hard to make such a flawed character into someone we want to root for."
"36",35,"Oksana Hagen","Great work, takes a bit of patience, but it is well rewarded!"
"37",36,"J.T. Wilson","Requiem for a Dream? Anthem for Doomed Youth? Either would work as an alternative title for a story in which protagonist Raskolnikov - fierce intellect over-stimulated and under-utilised - contrives and executes a plan to murder an unscrupulous pawnbroker as a sort of intellectual experiment, then starts to fall apart as his hypothesis collapses. It'd hardly be much of a stretch to film a version of this in austerity-era Britain: Rodion Romanovich can't afford his uni fees and is stuck in a slum while pawning his possessions, his excitable pal Razumikhin is semi-employed in a series of temp jobs, and his sister Dounia is making all the wrong career and romantic choices. The doomed Marmeladov family, meanwhile, inhibit the sort of tenement that might have the family from 'Shameless' as tenants, allowing for geography and time.Dostoevsky's prose matches the mental anguish of Raskolnikov with a frantic and anxious prose style: hardly a page goes by without someone screaming, shouting or frothing at the mouth. It's an exhausting read, made compelling by the protagonist and his chaotic interactions with a world that doesn't - cannot - get him. The extended Svidrigailov sequence is the only part that felt like a chore, particularly so close to the end, but the nightmare hysteria of the St Petersburg slums is a must-read."
"38",37,"Gemi","One of my favourite books of all time..."
"39",38,"Ladyoftheloom","I LOVED this book. My college age daughter suggested it as she read it in AP Lit 12. It is about crime but more about self punishment. It is about crime but also about the justification of crime in the mind of the criminal. It is about love."
"40",39,"Umut Gökbayrak","Bu kitabı okuyan insanla okumayan insan bir değildir. Bence konu bu kadar basit."
"41",40,"Khalid Al Khalili","I would give this brilliant masterwork by Dostoevsky more stars if I could.This is the story of a man intensly divided in his mind, completely crushed by poverty and squalor, but possesses an intellectual caliber so lofty, it gives rise to pride and ego quite difficult to handle. (view spoiler)[ Set in the great city of St. Petersburg during pre-evolutionary 18th century Russia, and through an unusual combination of circumstances and ideals, Raskolnikov, our main protagonist, is incited to murder.In a belief which when closely examined might not seem so addled, he comes to the conclusion that humanity is divided into two segments, those with the ability to bring utilitarian good, and those without it. He argues that there exists an echelon of Napoleon-like men, who are allowed to transgress laws because in doing so, they bring about a desirable result for all. Also, in the success of their initiatives, old rules are demolished and new ones are set, allowing them to transcend punishment. The same concept follows the idea of revolutionaries who, in succeeding to overthrow standing government, punish other revolutionaries who try to oust them, even though it is the same process once used to achieve their own goals.Once the murder is committed, and perhaps even before so, Raskolnikov begins his journey of suffering, punishment, and for the least part, atonement. (hide spoiler)]I really don't know where to begin with the review of this novel. Every single aspect brought forth by Dostoevsky has a purpose and a meaning. The characters have such rich and colorful psychological profiles, the symbolic dreams of Raskolnikov and Svidrigailov, each dealing with issues brought on by their subconscious minds and leading them to action, the weak-mindedness of Katerina Ivanovna as she wastes away because of her intense suffering (not to mention consumption), the extreme smoothness of Porfiry Petrovich in his battle of wits with Raskolnikov, Marmeladov's story which sets the tone for the entire plot with a heartrending account of his family's troubles, brought on solely by himself. And Sonya, dear poor timid Sonya, forced to prostitute herself to support her family, consisting of her drunken, irresponsible and masochistic father (Marmeladov), her hysterical and delirious step-mother (Katerina Ivanovna), and her underfed, dirty step-siblings.There are also all sorts of themes, motifs, and symbols in the book, the color yellow for instance, associated with dirtiness and poverty, and later on symbolizing guilt and insanity. The crossing of bridges, as if crossing over into a different realm of mentality for Raskolnikov. Crossroads, and their implication of a turning point. Going to America, being associated with a place for the guilty to escape. Alienation from society, the crudeness of the typical Russian peasant, the psychology of crime and punishment, how a criminal in reality longs to be caught and punished because deep inside, he harbors guilt. Dostoevsky's unconventional nihilism makes its way and shows itself tremendously in the character of Raskolnikov, his utter disregard for social order and the emotions of others, as well as his dialogue with other characters in the book.This is the second book I've read for Dostoevsky, the first being The Brothers Karamazov and some people would insist on the superiority of the former to the latter, I've spent quite a bit of time considering this, and have decided that even though murder is a large part of both novels, such a comparison cannot be made. To start with, they are both of different genres, Crime and Punishment being a psychological drama, and The Brothers Karamazov being realist fiction, second the themes and motifs presented in each are completely different from each other, for Crime and Punishment it's the points I've mentioned above, while for Karamazov, it's the conflict of faith and doubt, moral responsibility and its possible roots in religion, as well as the burden of free will. The nature of the protagonists is completely different as well, Raskolnikov being a misanthrope, an outcast of society disliked by most people who chance to meet him, while Alyosha Karamazov is the closest embodiment of an angel on earth, pure in spirit and going about charming one person after another. They are simply different animals.A great pleasure indeed. If you're going to read this book, and I beg you to do so, please read the unabridged translation by Richard Pevear and his wife Larissa Volokhonsky. I urge you to check out The Brothers Karamazov as well, it is also well-worth your time."
"42",41,"Yousra","My favorite classic of all time! Just how deep the author goes into Raskolnikov's psyche is amazing. Full Review: http://bookshelves-infinity.tumblr.co..."
"43",42,"Abdullah Almatrafi"," It's my first experience reading Dostoevsky which I've totally enjoyed "
"44",43,"Inesa","Շատ դժվար վերջացրեցի ու փակեցի գիրքը:Շատ դժվար էի կարդում,չնայած չէի էլ ուզում շատ արագ անցնի էդ պրոցեսը: Ու քանի որ զուգահեռ քննադատությունն էլ էի կարդում ,հեշտ չէր ընկալել ամենը իմ իսկ աչքերով :Համարել,որ Ռոսկոլնիկովը դա առանցքային ու ամենագլխավոր մասնիկն ա այս վեպի,ես չեմ համարձակվի.Շատ սիրեցի ,ու ինչի ՝չգիտեմ,Սվիդրիգայլովի կերպարը.երևի ժամանակ ա պետք հասկանալու համար:Վերջաբանի մասին. նորից հակասական էր նախնական տպավորությունս,ու ոչ միայն նախնական,հետաքրքիրն էն էր,որ ես նոռմալ համարեցի էն փաստը,երբ Ռոսկոլնիկովը դեռևս արդեն կատըռգայում,չի համարում,որ ինչ-որ մեղք է գործել,առավել ևս՝ նա մեղք է համարում էն փաստը,որ ինքն իր ոտքով եկել և հաստատել է,որ սպանել է մի զզվելի ու անպետք տատիկի,ու ես դա ճիշտ համարեցի.էդ ընթացքը,էդ հոգեվիճակը,դա հենց Ռոսկոլնիկովն էր:Իսկ ամենավերջում,երբ մեղքի գիտակցման հույսն ա արթնացնում Դոստոևսկին ընթերցողի մոտ,էդ դեռ մարսել ա պետք.: Հարճարեղ: Երբեք իրեն թույլ չի տվել բոլոր խաղաքարտերը բացել ընթերցողի առաջ ու մենք հաստատ չենք էլ զգում հենց Դոստոևսկու վերաբերոմւնքը սպանությանը,մեղքի գիտակցությունից բխող էդ տանջանքներին..ու դա շատ կարևոր ա..ընթերցողն էլ ունի իրավունք դատի կամ չդատի,սիրի կամ ատի, սպանի կամ հնարավորություն տա ամեն մի հերոսին:Ու դեռ շատ եմ բացելու գիրքը:Հ.Գ. Առաջին Review-ն էր իմ.պահել էի հատուկ առիթի համար Ճ"
"45",44,"Fraser McKenzie","Probably my favourite book of all time, the way Dostoyevsky is able to pull you in and take you on a downward spiral into madness is brilliant, I can't recommend this book enough."
"46",45,"Sally","Great themes wonderfully developed in this claustrophobic story. I was struck, however, by the protagonist deciding the girl deserved to be murdered as a freak of nature for being 5' 10"" (as I am), and that his old, old mother was in her early 40s."
"47",46,"Bojan Fürst","I always found this book exceptional for the multitude of voices that it is written in and the incredible atmosphere that just holds a reader captive. This translation is fantastic. "
"48",47,"Albin","I was laying on the couch in my parent's house reading this book one summer evening and I fell asleep. My mom came home and touched my shoulder, and whispered, ""Albin, wake up."" In the second it took to open my eyes, I had convinced myself that I killed two people but I could face my mom because they both deserved to die. This book will get in your head."
"49",48,"Irwin","It took me a while to read this, mainly because you have to give it your absolute full attention or risk missing something crucial. I picked it up in anticipation of a lengthy plane trip because I thought it had been too long since I read a really good book. Six weeks after the trip, I just finished it, and am now devastated to have to finally put it down after growing quite attached to it over those hours of reading. It fulfilled all my fantasies. It is beautifully written in a translation that very rarely reminds you that the original was written nearly 150 years ago. It is the ultimate crime/detective novel, exploring all the great themes and elaborated in a way that made me gasp out loud at regular intervals. The plot is intricate and full of unexpected twists and turns. The characters are extraordinary and end up linked to one another in amazing ways. It has been a great distraction from time otherwise spent watching the world end... "
"50",49,"John Watson"," I remember sitting in the woods smoking a cigar and sweating while I read this book during the summer before 11th grade. It was intense and I loved it. Definitely need to read it again sometime. "
"51",50,"Chiek Er","Brilliant Dostoyevsky took us on a psychological tour of the mind of a criminal before, during and after the double murders were committed. Dostoyevsky explored the circumstances that push a person to cross the line. Abject poverty? Unrealistic expectation? Societal and family pressure? Delusions of grandeur? Whatever the reasons, these ciminals that do succumb to temptations or pressure and crossed the line, some like Raskolnicov would find because God provided them with interventions from angels like Sonja. With the immense and patient self sacrifical love from the down trodden but virtuos, Sonja, Dostoyevsky soul was turned and lead to a place where there was light, warmth and redemption. "
"52",51,"Stephanie","Ok, this one took about 150 pages to really get into, mostly because it was difficult to follow the switching of names due to the translation. After that point not only did the story really pick up, but I felt I could really follow the story smoothly. This one is definitely a fantastic story by a great author. It just requires a real time and concentration commitment."
