"","X","user","review"
"145",144,"Aleena","WHAT, IN THE NAME OF GOD, WAS THAT?It was grave mistake to read this book. I came across this book in a bookshop and was horribly surprised when I read scanned its synopsis. Later I searched on google and saying that I was surprised is understatement of the century.Why did I read it? Because of the reviews and my naivety and stupidity. Honestly, what was I thinking?Anyway, this book was like a powerful gust which swayed me off my feet, filled my mouth with dirt and gagged me. THIS WAS PEDOPHILIA, NOTHING ELSE. IT HAD NO HIDDEN PLOT. NO. NOTHING. The worst thing about this novel was not its plot but the fact that people actually like it!!! to the people who said ”it was beautiful, it was wonderfully written, it had a strong plot bla bla bla” and then blatantly wrote that it disturbed me and gave it 3-5 stars I’ll say YOU’RE FULL OF SHIT.It is a classic, I get it. But it is okay not to like them. It is not a good enough reason to like this book neither is “it happens” or “but look at its end” it is not a sin to dislike classics. I don’t care if it was written well because the plot killed and i did not complete I only read up to the point when lolita’s mother died and humbert and she go about travelling. Rest of the story I gathered from different reviews. I was feeling so horrible about the world by the time I started writing this. “Wonderfully written! Chilling! Best book! 

REALLY? REALLY?

 There is fine line between wrong and right, morality and immorality and anybody who has sight enough to discern that would say that paedophilia is way too far on the wrong and immoral side and that it is not okay, neither is a book written on it.P.S I get the fact that everybody has freedom to read and like whatever they want and I couldn’t care less but if you liked this book I will judge your mental stability."
"147",146,"EvaH","Horrible, horrible story. It may have been written well, the story itself disgusted me (which may be the intention)."
"151",150,"Lialia","I found this book so boring, the author goes round and round with the plot..."
"153",152,"Alisha Hanson-Glatzel","Was Nabokov a talented writer? Yes. Is he a messed up ass who can't control himself and in turn damages others for his benefit? Yes. He gets no credit from me for his writing, he is a jerk who puts his pleasure over others pain. I have no idea why I tortured myself with this one. I got almost half way through and asked myself why I was doing this? Did I need to see into the mind of a pedaphile? Maybe, but I didn't need to finish it, so I didn't. Yuck!"
"154",153,"Menna","i wish i never read that. what a disgusting pedophile !! "
"155",154,"Jenny E.","Here you can read my review in Swedish: http://jennyjag.wordpress.com/2013/07..."
"160",159,"Kimbie","It is a book about a glorified child molester "
"163",162,"Nabila","Pretty prose and that's about it."
"166",165,"Ayya","I hated this with every single fiber of my being. "
"172",171,"~*kath*~","I hate this book with a passion. I personally believe that the only reason it ever gained any fame was because of it's taboo subject. If it were not so salacious, it would have been buried in time as the piece of sensationalist rubbish that it is."
"181",180,"Gina","While I can appreciate that this book was well written, I couldn't get past the nausea to enjoy it."
"182",181,"Abdelrahman Elkomy","رواية زبالة .. خيالات مراهق م الاخر يعنى"
"185",184,"Mều Đen","Không cảm nổi. Thật sự là không đọc nổi từ những chương đầu."
"188",187,"Samah Al-Atwani","It is just me or is there something really Wrong with this book... I mean, i had the impression that this book was the greatest book about love and instead it is about a pedofile killing a mother, abducting her child and then literally raping her. As if that is not bad enough, the main character makes it seem that is is the young girl who askes for it... Maybe i got it all wrong ?? "
"189",188,"R!x","Debo admitir que me brinqué muchos capítulos... Pero muuchos, por no decir la mitad de libro. No soy de los que dice que un libro es malo solo porque no le gustó, y menos este del cual he visto muy buenos comentarios, mas bien prefiero pensar que no era para mi o no era el momento correcto para leerlo. No prometo intentarlo de nuevo porque no creo que eso pase, tengo la película y con eso complementaré las lagunas que me quedaron de la historia. Amén."
"191",190,"Marjuque","Oh muse why? why compose such boredom? why such painfully lyrical horror of sentences so devoid of stimulus. Why such an impoverished story lacking on such various levels composed of such indifferent ramblings so appreciated by the masses, because of the idea? because of the begining paragraph-perhaps, the only redeeming quality of the book I presume. Justice certainly wasn't done to the idea, it was rendered ugly if anything else. the problem was not the idea but the narrow perspective that was taken. I practically slogged through the whole thing thinking, thinking, thinking, when does this end. Yes that's right this book was horrible. I have nothing good to say about it."
"193",192,"Gautama Siddartha","I didn't like this book for the fact that this is truth. "
"201",200,"Gianna","Too disturbing to read...I can find soooo many other lyrical books with better subject matter."
"213",212,"Paula Burdette","It was a good, well-written book. I just couldn't stomach the content. It made me angry, sick, unnerved, near-despondent. Like I said, a good book, just not for me."
"219",218,"Kaushal","For all its fame, I couldn't even finish the book. Gave up half way, and that only because it is considered such a big deal. Others may rave about it, but Lolita ain't for me. Waste of time."
"220",219,"Keisi Mancellari","I'm so surprised that some people liked this book. What in the world is there to like? There's this pedophile who... Does what every pedophile does. Moral? None. "
"222",221,"Véronique","Éloge de la pédophilie. Pas capable."
"223",222,"DaniEla","dnfThat's all."
"228",227,"Chloe","I persisted in finishing this book because I was waiting for something, anything to redeem it. Nothing did, and it just kept on being relentlessly creepy. Like, am I missing something? Why is this book so popular/famous? Someone once told me that reading this book just made the reader feel kinda dirty. I agree. Time for me to shake off this novel with something more redeeming."
"229",228,"Vie_tha","Udah selesai baca...Lumayan...Tapi rumit juga"
"232",231,"Santiago Llach","Pretenciosa. Lamentable."
"237",236,"cagdas","SUCKS."
"241",240,"Jenn Kerns","I found it disturbing to ""be in the mind"" of the main character as he lusted over a preteen. Well written, just beyond chilling and not somewhere I will tread again due to psychological curiosity."
"243",242,"Jessica Oban","This book was written beautifully. Mr. Nabokov is a wonderfull author. So why am I giving it one star? Because of the story. It's about a pediphile. I'm sorry, I just couldn't read it. I wanted to, but I... just couldn't."
"245",244,"Nancy Hall","For all the hype I read aboout this book, I was disapointed. It featured a lot of rambling."
"246",245,"Tessara Dudley","I have been trying unsuccessfully to get through this book for four or five years. I am stalled at the halfway point now, because I am just sickened at the narrator and his terrible rationalisation of the rape he has committed --is committing.My copy of the book says on the back: ""The only convincing love story of our century."" -- Vanity FairPerhaps they read a different book than I did; I, for one, see no love here."
"250",249,"Caterina","One star means what it says ""Did not like it."" The writing style was brilliant, but being inside the head of the protagonist was so vile that the book made me sick; I couldn't finish it. "
"254",253,"Brendan","Although the writing was beautiful and the stories within entertaining, I could not get past my disgust of the main characters. If anything, I enjoyed it's American road trip commentary best."
"255",254,"Kotka Sharena","Безвъзвратно загубено време... Не си струваше. Книгата оглавява личното ми Топ 3 на безсмислени творения."
"258",257,"Mellissa","Absolutely disgusting! I read just over half of it before it became unbearable, I thought well this is such a recommended book, surely it wont be to graphic. I actually throw this book out, but trust me I wanted to burn it!Zero stars from me!!!"
"263",262,"Ivan","A dreadfully, stupendously, mind-numbingly tedious tale of a codependent pedophile, which could have been three times shorter, and twice clearer for the fact. This so-called masterpiece of literature should be in place of a sleeping drug. A pretentious and trivial tale of a social case, diluted with some Russophobic undercurrents and unbearably smug commentary on most insignificant events and things. Nabokov was just another logorhheic twit who duped the world into thinking he was some genius. I am really disappointed having ever got my hands on this book, as the time spent on it was better spent on watching the grass grow, or basically anything else."
"268",267,"Kissu","Había escuchado que era un libro erótico y, según sé, estuvo prohibido. Sin embargo, no tiene nada de erótico y la temática ya es muy vieja para mi gusto. Me pareció muy aburrido y el lenguaje que utiliza no es de mi agrado."
"269",268,"Molly Octopus","One of the most disappointing books I have ever read. I was bored to tears trying to get through it. The latter 2/3 of this novel reads like a travelogue.The plot devices he utilizes are nauseatingly cliche and convenient.Overrated."
"273",272,"Chrystal714","I couldn't get through this book. I listened to the first disk only because I was on a long drive and forced myself. I just couldn't handle listening to a book written from the pedofiles prospective. It made my skin crawl, it made me want to vomit."
"275",274,"Sh3lly","UNPOPULAR OPINION TIME:I wanted to read this for the 2016 reading challenge with the MacHalo group. Also, we chose it for our February Taboo Month. I tried. But, you know what? F-it. I think this book is shiat. Yes, I am saying it. I have no idea why this is a classic. I admit to being classics stupid, so maybe that's why I don't get it. But to me, this is just a glorified and accepted account of pedophilia. And BORING as hell.The author, and I admit I know nothing of him, creeps me out and I find him highly suspicious just for writing this. The main character is an idiot and being in his head is so trite. I don't find his way of thinking to be exceptional or intriguing in any way whatsoever. I don't find the way the author wrote him as being beautiful or intriguing in any way whatsoever.Here is what I think of when I think of Humbert Humbert and Lolita:I got to 15% and I am out. It would be torture for me to continue with this. And yeah, I'm giving it 1 star. I will find another book for the challenge. I want to kill this book with fire. I never want to hear the word ""nymphet"" again. But hey, I'm sure I read it wrong, so for those who loved this book, maybe I'm just too dumb to get it. I found it offensive and boring; I'm not sure which is worse. This guy was like 40 or something and romanticizing 12 year olds and trying to get in their pants. Yeah, you could just say it's this great fascinating study of a sicko's mind, but I still don't find that literary or beautiful in any acceptable way."
"277",276,"حماس","O.o:("
"282",281,"Kiel","Because it lives: validates the animal tendency we once nearly outgrew."
"283",282,"Molly Gray","A 12 year old? Yikes. Could not get passed that."
"285",284,"Stephanie A. Higa","Nabokov's writing is dazzling, especially considering English isn't his first language, and it's the only aspect of this book that I didn't find totally repulsive. No amount of maniacal poetry and brilliant technique could make up for the actual goings-on of this story. Eventually even the writing began to grate on my nerves because Humbert Humbert is such a disgusting, repellent, horrible person with retarded delusions as well as an extremely annoying character. Every other line I thought, ""What a dumbass."" This ""dumbass"" echo got louder by about tenfold toward the end. How annoying is it to hear an incessant stream of dumbass dumbass DUMBASS when you're trying so hard to keep up with a poem in prose about a child rapist/murderer/psychopath? Trust me; it's worse than it sounds.I get the hype. I guess. I got it at about page three when I realized I hadn't read prose so delicious (the sound, not the excremental content obviously) in a long time. Clearly the book had nothing else to offer besides that and the foolish hope that it would end in literary revenge (foolish, because postmodernists don't like revenge), which is why I sped through the remaining pages. At least it was a fast read. Yeah yeah, Nabokov is a genius and all that, but god did I hate this book. Thankfully I got it for free from somewhere. Who knows.Also, no way in hell did I ever sympathize with the dumbass H. H. Nabokov's writing isn't THAT good. But I doubt anyone's is. No one could make something as awful as child abuse sympathetic...no one! For a real sympathetic psychopath committing a much more sympathetic crime, see The Talented Mr. Ripley (and, to a lesser, extent, Notes on a Scandal). No, the prose isn't as pretty, and the characters aren't as eloquent, but that's the point. Slick talking makes one more suspicious, not less."
"293",292,"Deb H","The worst. Bottom 100 books read. A horrifying look from the lens of a sociopathic pedophile. "
"298",297,"Nymphadoralestrange","The whole concept of the book is sick and twisted. It does not deserve all the praise it receives."
"299",298,"Christopher Bindel","W.T.F!"
"302",301,"Pep","Made me want to vomit the whole way through. It is written really well, but when one combines the topic with the real life of Nabokov. UGH. Makes me want OTHER books to wash this one out."
"305",304,"Tracy Roy","The prose is masterful. The subject matter is abhorrent and I was miserable the whole time. "
"307",306,"Debbie","OK, so I didn't finish it. I just couldn't. ""HH"" was just too annoying. And unfortunately, the entire book consists of his rambling. I wanted to like this book so much and maybe I'm a lesser person for not seeing the beauty of it. The only part that I liked was him plotting to kill his wife - that was a little funny. Does that make me a bad person? I think this entire review makes me a bad person. Ohhhh well."
"308",307,"Katiekate","I started reading this but was too skeeved out to continue. Still sitting on my shelf and I likely won't finish it."
"309",308,"Phil Villarreal","I hated this book throughout, and I would hope it's not just because I have a daughter. I suffered through the entire thing only to gain the right to smack down anyone who would apologize for this as something other than a child pornography/sex slave fantasy.The elegant writing and incredible skill involved only make me despise the book more. I don't think there's artistic validity here, and I would discourage anyone who feels as though they have to read it to be well-read from doing so. The book is full of agony and depravity, and it's sickening to attempt to put a human and relatable face to such a monster. I believe the literary world would be better off if Lolita did not exist."
"311",310,"Victoria Hegner","............................."
"316",315,"Abdulkareem Alyousef","وقت ثمين جدا أضعته في قرائتها .."
"318",317,"Dana Abney","I did not enjoy this book at all. While I can appreciate it on an intellectual level, I was emotionally sickened by the whole story. Definitely will be steering clear of this and books like it in the future. The subject of pedophilia and the way the main character justified his actions in his mind was not a perspective I enjoyed delving into. Like I said, interesting in an academic sort of way, but emotionally challenging. "
"322",321,"Erin Martin","Argh! I can't even rate this stupid book because I couldn't finish it. I read 189 pages and I was so sickened by where it had already been and where it was heading that I couldn't go on. I think it's because I have daughters and what he does to his step-daughter is not right and not good literature. I'm so mad at myself for reading as much as I did. Thank God for my last alternate for my reading challenge."
"323",322,"Gemma Herrero Virto","Igual parezco una inculta por hacer este comentario, pero tengo que ser sincera. Me ha resultado infumable, pesado, pedante, aburrido hasta la extenuación. Lo he acabado por cabezonería pura, pero hacía muchísimo tiempo que no me aburría tanto leyendo un libro.El principio no es tan malo. De hecho, me pareció que el escritor había hecho un ejercicio de empatía sublime al poder ponerse en la piel de un pederasta y explicar sus emociones y justificaciones. Pero, cuando comienza la parte del viaje, el libro se vuelve aburridísimo. No se pueden llenar cientos de páginas con los pensamientos de un neurótico pedante y su relación con una cría superficial y caprichosa. En cuanto a trama, toda la parte del viaje no tiene nada. De hecho, lo único que estuve deseando todo el tiempo, era que se despeñasen los dos en alguna carretera y acabasen por fin con aquel sufrimiento.El vocabulario del autor es tan amplio que abruma (yo creo que tengo un buen nivel de vocabulario y aún así, no creo que haya habido una sola página en la que no me habría venido bien tener un diccionario a mano). Eso cuando no se pone a hacer larguísimas citas en francés.En resumen, una de las experiencias de lectura más tediosas de toda mi vida."
"324",323,"Lindsey","Not my bag baby...Difficult to get into, I thought."
"326",325,"Wilma","ugh"
"340",339,"Huda Yahya","يوميات متحرش بالأطفال:::::::::::::::::::::س: عرف العمل الأدبي الكلاسيكيج هو عمل غالبًا لا تستطيع أن تفهم سبب شهرته وخلوده مهما حاولت التمحيص والتفحيصفلا شيء سوى لسان طويل طويل يخرج لك مستهزءا باليوم اللي - اتهبلت فيه ف عقلك وقلت يارواياتوقد يصاحب ذلك محاولات متكررة في شد شعرك مستميتا في المحاولةلما هذا السفه قد يعتبر عملَا أدبيا خالدا؟؟;;;;;;;;;;الرواية تبرز إمكانات ناباكوف الضعيفة والمثيرة للشفقة-مع مراعاة الزمن الذي كتبت فيه الروايةفذلك السرد وتلك اللغة لا يتركان مجالا للشكوكأن هذا الرجل قد أقسم بأغلظ الأيمان على فقع مرارة قارئهفبعيدا عن الاشمئزاز الممزوج ربما ببعض الحزن على حال الفتاة المسكينة التي تغتصب يومياتجد أن الرواية سخيفة لا تثير في نفسك اي مشاعر أو متعة أدبيةإنها صفحات من الملل الصرفبطل لا تتعاطف معهفتاة لا تحاول الرواية إضافة بعدا أو عمقا لشخصيتهاحدوتة لا تجذبك بحال;;;;;;;;;;لوليتا القتاة ذات الإثني عشر ربيعا ""هي واحدة من ""الحوريات المسعوراتكما يسميهن البطل الهماموهو رجل رائع يقدر الطفلات البريئات كثيرةولا يشبع من رغبته النهمة فيهن وذلك قدر ما هو حنون ونبيلO:)أحيانا يجرب النساء الناضجات-ما هي حاجة ببلاش كدهوذلك لسد الحاجة حين تفيض الشهوة عن الحد-امّال هيعمل ايه يعني:'(وطوال أحداث الرواية الميمونة يحدثك البطل ال(حونين بالقوي) عن رغباته الشريفة تلكعن كيف بدأت معه وكيف حاربها (ياعييييني ياخوييا) حتى غلبتهثم يستمر غالبا في وصف شبقه الذي لا ينتهي لجسد الفتاة المسكينأما عن الأحداث القليلة المتبقية والتي ظن الكاتب أنه بها يعمق روايته ويكسبها قيمة أدبيةفهي حقا تبهرك-أنا كهدى انبهرتفالبطل يواجه -حبيب قلب أمه حكما بالإعدامولوليتا تتزوج من آخر بعدما كبرتوالحقيقة ممكن تكمل الباقي من أي مسلسل عربي يعجبكأما عن طريقة السرد فشعرت دوما في السطور التي كان يحاول أن يتفلسف فيها بحذلقة و تكلف وسخف غير مبرر على الإطلاق;;;;;;;;;;باختصار لم أحبهالم تجذبنيأندم على الوقت الذي ضيعته منتظرة أن تبدأ القصة بالتحسننصيحة#متقراهاشالدنيا فيها كتب عظيمة وعبقرية كتير لما نخلصهم الأول"
"344",343,"Sabrine Faragallah","I've been waiting for the right time to use this word: abhorrent. And yet ever the empath, I feel the need to rationalize Nabokov's motive. While mildly interesting to understand a pedophile's mind, I couldn't help but wonder if Nabokov's goal was to make a mockery of English romance novels from Austen and Bronte. I began to piece together this hypothesis when I noticed how distracted I was by his overuse of esoteric English words and overly-dramatic first person narrative. To be honest, I started skimming through the passages 2/3 of the way in. Perhaps he felt slighted by the literary community that his native Russian works were not taken as seriously as he would have liked and his epic romance would be a vulgar and repulsive adaptation to forever curse English lit. I'm curious now to know ""the real"" Nabokov and might try another book of his to understand why a rational man would conjure such a story."
"347",346,"I Love Audiobooks","Zero stars! What a disgusting, perverted, pretentiously-written piece of trash. And this is considered a classic of 20th century modern English literature? Really??!!! Jeremy Irons did a great narration however, but I almost felt sorry for him having to waste his talents on this sleazy excuse for a novel."
"354",353,"Juning","I really didn't like this book at all! Never been so bored, and never used so many days to finish a book. Didn't like any of the characters in it, and felt disgusted with the main character. There was also too much French, which never got translated aswell. Not everyone speaks French. "
"356",355,"Rhonda Lundquist","I think his writing is superb, but I am overwhelmed by the subject matter and the evil nature of the protaganist. I wouldn't say don't read it, it just was so vivid it made me feel sick."
"360",359,"Nae","Wham, bam, thank you (30 pages in, I'm done) ma'am."
"362",361,"E.J. Zyla","Intense feelings of hate for this book..."
"363",362,"Gita S.r.","I hate this book!"
