"","X","user","review"
"29",28,"Ansar","The Art of War is a book worth reading simply because how you feel about it will determine what you actually know about literature and what makes a good book good.In the day and age of Twilight we often neglect books that are more than fluff. We often refuse to see the nuances or the allegory employed by authors of old. We don't like absorbing the content of a book and trying to understand it as much we like being given everything in black and white.The brilliance of authors of old was employing simplicity and leaving enough to the imagination. Growth from reading isn't about reading a bunch of words, anybody can read a bunch of words. Growth from books is simply about taking something that is as simple as sin in concept and growing from it.Shakespeare didn't want you to read the words on paper or watch actors badly portray the characters he drew. He played with the simplest of concepts like anger, love and lust. He wasn't trying to make you aware of the existence of such concepts since you no doubt already knew of their existence. What Shakespeare was trying to do was to get you to think and explore what seems like the obvious but what is often neglected.In the 21st century I suspect a lot of people would like to see The Art of War remade into a movie by Michael Bay with plenty of explosions. Unfortunately if you are looking for that in The Art of War or any great book then you are not going to get it.The sheer genius of this book is the inherent simplicity. There are no battles or wars, certainly no explosions. In fact perhaps this book isn't even suited to being called the Art of War. For a book about war it certainly seems to advocate winning without a single battle if possible.The Art of War engenders the warlike aspect of humanity and like any good book it doesn't teach you anything you wouldn't have known it just teaches you how to open your mind to things you are not thinking about. It's a book that will never get old."
"30",29,"Michael H","The book was most fascinating. With simple to complex military tactics, economic development and leadership, this book, I shall read again. "
"35",34,"Scott Smith","I read this back in high school, but it didn't have much of an impact on me at the time for some reason. Reading it again with the benefit of many years of life experience, there are very few aspects of my life that wouldn't be improved by applying the lessons Sun imparts here. Essential reading for life."
"39",38,"Leo Boulton","a new permanent read in my bookshelf"
"41",40,"Georgene","I have wanted to read this book for years. I finally found a copy at Barnes & Noble that was inexpensive and fairly well translated.The book is in two parts. The first part is the translation of Sun Tzu's ""The Art of War"". It is difficult to describe this as a book. It is more of a ""laundry list"" of ideas of what generals and leaders should and should not do during the course of fighting a war. That part runs about 51 pages. The second part is again the translation of ""The Art of War"" accompanied by several commentaries on the original book. Many sources are used. It seems to be fairly well researched. What I found astonishing is the stretch of time that this book encompasses! ""The Art of War"" was written down sometime around 600 BCE. However, within the book itself are references as far back as 1700 BCE and some of the commentaries were written as recently as the 18th century CA.Despite the incredible span of time this book covers, it is still relevant today. There has, of course, been much more added in terms of military tactics since 600 BCE, but what was relevant then, is still applicable now. "
"42",41,"Vusi Sindane","This is definitely not something you read once, its more like a textbook - something you aught to read several times to unravel some of the more inconspicuous ideas.Great Great Great book nonetheless."
"43",42,"Diogo Novaes","Uma fantástica lição de estratégia militar e de postura diante da vida. Essencial."
"44",43,"Arnþór Logi Arnarson","A gem."
"45",44,"Matthew Schneider","The title says it all"
"48",47,"100","Excellent strategy. "
"50",49,"Luckngrace","I don't know why I picked up this 15th century book except that it was free on Kindle, but I'm so glad I did. It's not wordy; has so many great lessons that can translate from war into all areas of life, but my immediate thought when reading this common sense guide was, ""Why haven't American military leaders followed these principles?"" If they had, we wouldn't currently be a war in Iraq or Afghanistan. Sample this book, you'll be surprised how smart they were in the 1500's."
"52",51,"Brewpub420","If you have never read this. stop whatever you are doing and get started now. This book can be applied to anything and everything you do in your life , no matter it be poker , your career , your day to day interactions or even that Thanksgiving family gathering you are dreading. Buy it , steal it , download it , whatever. But consume it , and consume it now. This is great even in audio book format. Possibly even better. Just a fyi."
"53",52,"Timothy Boyd","A timeless book. I try to pick it up weekly and read a random passage. Excellent advice that can be applied to any walk of life. Highly recommended"
"55",54,"Lisa H","I enjoyed that the author included commentaries, both ancient and new, from east and west. I believe that I enjoyed the examples of the text far more than just the text itself."
"57",56,"Andre","Still studied today by military strategists, Sun Tzu's The Art of War is one of the oldest books detailing the strategies of conducting war."
"59",58,"Ajda","This is the book you just must to read once in your lifetime. Or twice... Yes, it is about war and strategies, but with a reason this book is a main litterature of many universites of economy or marketing in Japon and China! We are daily in conflicts, we you daily different strategies, techniques etc... Maybe in love, maybe in buissnes, maybe with your children using spies it is still a common thinkg. You learn a lot from this book... "
"61",60,"Keybo Taheri","This is like trying to rate the bible. It is a masterpiece and should be read with a guide to gain further insights. Nearly every quote has had a war fought with it or an example of it being used in war. So much can be learned from this book for example many top executives and CEO's have it on their desk to make corporate decisions based entirely off Sun Tzu's principles and wisdom."
"71",70,"عبدالرحمن عيد","من أروع الكتب التي قرأتها على الإطلاق!ولو كان الأمر بيدي لجعلت من الكتاب جزء مهماً من مناهج تعليم النشء في المراحل التعليمية والتربوية المختلفة ،فهذا المرجع العتيد الذي استحق ان تعتمد عليه كبرى الدول في حروبها العسكرية ليس مرجعا فقط لتلك الحروب ،فالإنسان كجزء من هذه البشرية في صراع دائم ومعارك لاتنتهي!صراع دائم بين الحق والباطل..وفي معارك لا تنتهي مع نفسه الأمارة بالسوء ،فقد أفلح منا من زكاها ولذا قال النبي ص لأصحابه بعد عودته من احدى الغزوات ""رجعنا من الجهاد الأصغر غلى الجهاد الأكبر"" قيل وما الجهاد الأكبر يا رسول الله؟! قال: جهاد النفس!"
"73",72,"Stephan Pire","this pile of random infos is ruling my business life (along with the Seth blog)"
"75",74,"Rahul Dhanik","The book is composed of 13 chapters, each of which focuses on a different aspect of war and one can use these 13 aspects in many areas of life like business management, office politics, sports, personal life etc. It's a smart and poetic book. Initially I was thinking what does an age old book about warfare and combat have to do with business or personal interactions? But later I found out that “The Art of War” is not about war so much as it is about the art of winning. Much of the text is about how to fight wars without actually having to do battle. It teaches us all the knowhow of facing life and its wars. This book is a gem in terms of knowledge and in terms of applicability to modern times.Anyone can apply its concepts to many areas of life. Moreover one do not have to be in the military, or politics or business to benefit from the direction in this text. Its insights can be applied in any situation that needs resolution and works even in interpersonal quests.As Sun Tzu quoted“One who knows the enemy and knows himself will not be in danger in a hundred battles.” it can be implemented as, business intelligence is crucial to learning the competitor's strengths and weaknesses and understanding one's own capabilities. It’s the same what we calls nowadays SWOT analysis.“Never fight a battle that you haven't already won”.Definitely a key insight here is Plan before you execute, and be ready for all situations.Every mantra of life i.e. from keeping your cool, to being patient, to finding your opening always represent a tactic that when wisely applied can dictate a winning strategy. The lessons learned in this book can be allied to relationship, friendship, career and make you a more complete person in general. I recommend every person to read Art of War, it’s a must read."
"76",75,"Justin Allen","Awesome book, a great read which took no time at all. loved it think every one should atleast check it out! This version of the book the first half is the original text, translated of course; After the complete text it then goes on to the second half in which it is the complete text again but is full of cliff notes, information, tacticts used that came from the text in actual wars."
"79",78,"Aboud Hamayel","The always intriguing art of war is a must read for anyone interested in strategic studies and warfare. the always relevant principles embedded in the book show clearly the road towards victory, if followed correctly. "
"80",79,"Christina","badass"
"81",80,"Ray Chahal","This great book of war edifies the ambitious souls about the taoist way of living, while enriching the mind with the various methods to abide in order to win any war and destroy even an enemy, much more powerful than us, even before the battle takes place; it teaches to succeed a battle even by staying a million miles away from the actual arena. Thus, this book detest the bloodshed by weapons and direct confrontation with an enemy, but emphasis on the practical benefits of winning the war by deceiving the enemy through intelligent strategies and unshakable principles. "
"83",82,"Albert Wesker","my favorite book of all time "
"84",83,"Doremili","Es una guía de guerra que se puede tomar como una filosofia de vida, dura y cruel como la guerra misma, pero una filosofia"
"91",90,"Christopherseelie","This book is like a collection of Sudoku puzzles with all the values made relative. A mind-expanding presentation of ancient wisdom applicable to any possible conflict. Conquest is not victory. Deception can be genuine. The absolute goal of ""taking whole"" invites the possibility of a world where egos needn't clash and victory needn't be costly. The translators provide cogent commentary and helpful notes for approaching a text usually hindered by its removal from our everyday understanding. All in all, a provoking exercise that can enhance the reader's view and relation to conflict."
"96",95,"Núria Paillissé vilanova","take a look at those strategies, it's worth"
"102",101,"Jason Melo Hall","Its a great book. Crazy to think his principals are still very applicable to today. Especially that his concepts exceed the boundries of war. Its almost 'The Art of Strategy'."
"104",103,"Leader Summaries","Es un libro extraordinario, citado en miles de obras y reinterpretado de forma periódica. Una de las ediciones basadas en El arte de la guerra que más nos ha gustado últimamente es la de Juanma Roca."
"106",105,"Joso Skarica","There are numerous translations out there. Be careful which one you choose."
"107",106,"Nada Fathi","هذا الكتاب بالنسبة لى يعد تحفة فكرية فعلااا "
"111",110,"Jordan","This is an excellent piece of literature that you can apply to your current everyday life and in turn learn a great deal from. I enjoyed every page and read it all the way through in one sitting anxiously awaiting the next piece of advice that lay ahead."
"113",112,"Miranda","This historical document was so enlightening for me. Sun Tzu (if he existed, of course) was so wise. When I was reading through it, I was thinking that it would certainly be a hard row to ever be on the receiving end of the of Sun Tzu's guidance. It is easy to see how 'the art of war' could be applied to many different situations and aspects of life -- sport, business, etc. etc. I never paid attention to how psychological war is -- of course it is! There is something about timeless books that attract me. This was a delight to read. "
"116",115,"Joe Vaughn","date i ""read"" this book is a bit misleading. i have my copy from 93 in my backpack. dog eared, hand written notes, hi-lites, etc make this a very cherished possession. i can't necessarily relate what i learned from it as it's an on-going learning process.the ability to properly judge my opponent is the biggest takeaway. "
"117",116,"Abanoub Edwared","الحرب ليست دوما بين الجيوش if you know what i mean "
"122",121,"Cheska Hamilton","""The greatest victory is that which requires no battle.” Just finished reading this. What an excellent book. I think I will probably read it a few more times until it completely sinks in. ""To know your Enemy, you must become your Enemy.”""Treat your men as you would your own beloved sons. And they will follow you into the deepest valley."""
"124",123,"MsPage","at first it seemed very straightforward and logical and expected, but in some places i was surprised by the insight into human nature, habits, and motivations. "
"125",124,"Lina Lisnawati","Excellent..!!"
"126",125,"Chris Reel","Not many books written for war time strategy can so easily be translated into a guide book for how to overcome struggles in life. While reading The Art of War, I could not help but see enemy armies as challenges that try to hold me back from success. I saw each strategy as a way to handle different obstacles that arise in day to day life. I recall this one time in particular where I applied the rules of combat from The Art of War. I was training at my martial arts academy and was partnered up with a much younger student at the time. I was trying to help him understand the point of maintaining a ready position so he would not hold a guard at only one position at a time, therefore leaving himself wide open elsewhere. I used a lesson from The Art of War to help him understand this idea, and by the end of practice he was doing much better. I would recommend this book to all age groups, men, and women. I feel that everyone who has an open mind can benefit greatly after reading The Art of War. This book was written hundreds of years ago and still maintains frightfully accurate information on how to handle yourself during war. I wonder if Sun Tzu intended his book to be so versatile on its potential for self help. I think that General Tzu was much wiser than people give him credit for, and that this book will remain on my shelf for years to come. "
"127",126,"Mauro Marchisotti","My review refers to an (old) italian translation (L'arte della Guerra).I find this book a masterpiece of strategy, centuries before Machiavelli.For those who are familiar with 'Marketing Management' by Philip Kotler you will find the first concept of SWAT analysis.....(Strong / Weak points, opportunities / threats....) "
"128",127,"Matt Sautman","An artifact of its time, Sun Tzu's Art of War has transcended its initial uses as a manual for war tacticians into a manual for any variation of nonmilitary perceived warfare, especially within the realm of business. Having not read the original manuscript, it is difficult to know for certain if the translation has given the text an aura of self-help feel or if Sun Tzu innovated much of the genre of self-help over 2500 years ago. Either way, for a person who choses to take notes as one reads as opposed to reading it ""dry,"" there is much to take away from the book dealing with management, the art of division, hypotheses of war effects on economies, etc. The beauty in Sun Tzu's philosophy blends elements of the Loazi's Taoism and business management that strikes the reader as altogether modern, as if it had been written for the Western world within a contemporary context. Once having studied it, the reader will not see the world entirely as she/he had before (as all good books should do) and (ideally) she/he will think more strategically about her/his everyday interactions. I cannot make complete guarantees, but this is my conjecture as it currently stands. Since having read it, I see everything from chess and checker games to active shooter training in context of it. Perhaps the same will be true for you."
"131",130,"Quinn","Great book and tool for many aspects of life."
"132",131,"You,  Disloyal Bastard","Todas la personas que alguna vez me dijeron que este libro es necesario leerlo por lo menos una vez en tu vida acertaron. Verán este libro más de ser una explicación de como entrar en guerra y ser triunfante es aplicable en cada aspecto de la vida.Me tomó unos meses leerlo, pero valió la pena y junto al mismo aprendí aspectos de mí que no conocía. Y déjenme decirles que tuve éxito en aplicar algunos de estos pensamientos a la vida diaria. Un libro de estrategias, verdades y de un pensamiento aplicable si quieres afrontar con perfección cualquier situación. Sin duda, una de las mejores lecturas del año. "
"133",132,"The Cat  In The Hat","Phenomenal!!!! A classic. I gave this as a gift to my husband on his first deployment. We enjoy Asian themes and philosophy, and this is a must have in any collection. "
"134",133,"Brian Layman","This was an interesting book - much shorter than I would have thought and much more of a narrative than I would have thought. I'm sure I will come back to this book a few more times over the next year or two."
"137",136,"Makai Freeman","My book review on the book THE ART OF WAR and what I thing and fell about it. The first thing I thought about this book was that it was very interesting. I have never read a book on how to take out another army in so many techniques and strategies. I was so festinated by the rules and laws that they had to go places and do certain things. That is the first reason why I like this book. The second reason why I like this book is because there are a lot of things you can learn from it, for instance it could tell you how to take you enemy out within a matter of time. Also it tells you how to take over your enemy’s empire and turn it into you own to rule. Another interesting thing is that they will make sure they will win the battle before they even start the battle. If they did not plan out all of their battles then they could have lost and died. That is the second reason why I like this book.The final reason why I like this book is because it is the most important of life and fighting style that we use today. Also because our ancestors would use this as a guide to lead them to victory in the war. Another cool thing that you can learn is how to sneak into the enemy empire to plan an attack for your army to come in. the last thing is that it is a great experience to read how armies would win their wars. That is why I like this book and the reason why I am doing my book review on it."
"139",138,"Simon Dee","يشرح الجنرال العظيم سون تزو في شكل نصائح قصيرة اساسية للانتصار في أي معركة عسكرية او سياسية او اقتصادية .فمجمل الكتاب يلخص بعبارة الحرب خدعة فعليك ان تضرب عدوك في لحظة لا يتوقعها وتؤمن دائماً خطوط امدادك واتصالاتك وهذا ما كان عاملاً اساسياً في انتصار المقاومة الاسلامية عام 2006 على الصهاينة عندما نقرأ كتاباً كهذا عن القادة الناجحين نقوم بالمقارنة مباشرة على ارض الواقع وهذا سهل من خلال نشرات الاخبار"
"143",142,"Ada","the most essential of all military literature "
"144",143,"Nevada Libert","love this book soooooooooooooooooooooooooooooo much!i learned a ton in this book! i will read this book a bunch of times:)favorite quotes:when do battle even if you are winning, if you continue for a long time it will dull forces and blunt your edge.therefor those who win every battle are not really skillful,those who render others armies are the best.THE 5 SPYS IN WAR1 the local spy2 the inside spy3 the reverse spy4 the dead spy5 the live spy "
"146",145,"Carl Pump","Not something I thought i'd enjoy, but christ this book is powerful."
"147",146,"Brendan Ahern","My book was very good educational and very easy to comprehend. It takes place in the warring era's of Asia/ Middle East. Basically all it is Master Sun Tzu's ideals and beliefs of how to succeed using military strategies and is translated/ explained by other war lords into their own perception. He explains the true art of warfare, what I mean by that is, Business, War, Chess, Football, Lax etc.. The object is to win and only the person with the right strategies, mindset and follow through will win in all things I just mentioned. This book teaches you the art of warfare and has strategies and saying to which every military to this day uses. The best thing I took from this book is the power of control of your mind body and spirit. Knowledge from this book can be translated into everyday uses and has personally helped me. My favorite quote and probably one of his most famous quotes was ""When Superior, Act Inferior"" Now it took me a while to truly understand the depth of which this was written and when i go it my eyes were truly opened. What is said is not to show your hand, let people think youre weak so you're under estimated therefore you have an advantage. Even when you know you're superior let people explain to you why it is that they are right and you're wrong, empowering them gives them hubris which can ultimately lead to their demise. Thats what this book has taught me that's just one quote that i really took a liking to and theirs a book full of them."
"148",147,"Kendrick Smith","The Art of War is a book that should not only be read in order to properly understand how to wage war, but also how to travel through our daily life."
"150",149,"Cesáreo Hernández Rodríguez","El Arte de La Guerra es un tratado militar donde se muestran estrategias y pautas para conseguir la victoria en una contienda bélica. El caso es que este manual se escribió hace más de 2000 años y aunque resulte impresionante todavía se muestra vigente. Lo más interesante es que las tácticas que se muestran en este libro son aplicables a otros campos más allá de la guerra, como pueden ser los negocios o el deporte. Muy recomendado."
"153",152,"Omar","Important book to understand current organizations and top management behaviors. Way better than any leadership best-seller."
"154",153,"Robert Lopinto","Easy to read. The concepts are presented logically and completely. Provides the basic theories of combat. "
"156",155,"Laala Alghata","“So it is said: Know the enemy, Know yourself, And victory Is never in doubt, Not in a hundred battles.” — The Art of War by Sun-TzuIt a wonderful book. Of course, it’s a piece of literature that’s survived 2,500 years and people still quote it, so if I were to trash it I wouldn’t count anyway. But its great, whether taken literally (if you’re a soldier/general etc) or if taken metaphorically. The latter is the way I read it, of course. I’ve been going through some things and honestly, The Art of War is better than any self-help book. If only because I’d read this and there’s no chance in hell you’d catch me with a self-help book. Anyway, find yourself a copy, read it, pass it around. "
"159",158,"Tyler Woods","This is a regular read for me. It stays in my desk drawer and I read it at least every other month. It's not about ""fighting""... it's about ""winning."" Sun Tzu teaches you how to win without fighting and THAT is great wisdom.The application of this book will touch every aspect of your life. It will make you a better parent, more successful employee, better spouse, and better neighbor.I have an earlier edition of this same author but it's the same content."
"162",161,"Anastasia Antonova","Прилично изменить свое мировоззрение буквально за несколько дней? Да пожалуйста. Кто бы мог подумать, что книга способна так сильно повлиять на человека? Такое у меня было только после прочтения ""Веры падших"" Терри Гудкайнда. Сейчас же было неожиданностью, что меня так зацепило. Купив себе издание ВСЛ я не пожалела. Во-первых: качество самого издания. Кремовая плотная бумага, оригинальные вставки китайского текста и шрифты. Читать одно удовольствие. Во-вторых: качество перевода. Сразу видно, что над текстом работали долго. Выдержан стиль старого наречия, и, что удивительно, на украинском хоть слова были старые, понимались без особого труда. Были еще сноски на некоторых моментах, но они не напрягали. Лаконично, информативно и ясно. В-третьих: подобная книга действительно должна быть в личной библиотеке. Над ней ты думаешь. Пропускаешь через себя. Вполне возможно, ты начнешь мыслить немного иначе после ее прочтения. Подмечать ранее не замеченные детали. Лучше разбираться в психологии людей. Да, именно в психологии. Не смотря на то, что книга называется ""Искусство войны"", в ней очень много психологии и минимум советов по поводу проведения самих боев. Если задуматься, то война действительно полностью состоит из психологических аспектов воздействия на людей. Как на солдат, так и на мирных граждан. Мышление Сунь-дзи не теряет свою актуальность даже по прошествии стольких тысячелетий. Многие его советы можно использовать в бизнесе. Ты только выиграешь если прислушаешься к его наставлениям. В общем: советую для общего развития. Это не та книга которую нужно ""глотать"". Ее нужно читать вчитываясь и обдумывая каждый абзац. Иначе толку будет никакого. А подумать там есть над чем. Итог: 10 из 10 "
"163",162,"Rexor1701","It's a classic, a self-help book and a good read all rolled up into one."
"164",163,"Sebastian.t","The Art of War, by Sun Tzu , is one of the most interesting books I’ve read in a long time. The book expresses the importance of strategy within war, as well as using your surroundings to your advantage. The book speaks of different constants that happen as well as rules to follow. Much of the book speaks of suggestions. One of the many “rules” you should follow are not to engage you’re enemy when he has the higher ground. This can be taken literally or metaphorically. There are many of these “rules” and “laws” that you are to battle by, but the book also describes what the perfect balance is in how to lead, or what a leader should be like, as well as what a soldier should be. I found the book to be very helpful and it read out to sound very wise. It makes you feel smarter when reading it. I don’t think it was for my age group, but I enjoyed it nevertheless. I would not recommend the book to those who are very self-centered, nor to people who care not for strategy. However, I highly recommend the book to those who enjoy strategy. "
"165",164,"Ovi from nugget","Sun Tzu: What Kind of War Will You Lead Today?I postponed reading – Sun Tzu ’s book – The Art of War – several times. I wasn’t very sure that this is the kind of lecture I was looking for. After reading it, I discovered impressive ideas and timeless advices in The Art of War written by Sun Tzu....more"
"166",165,"Michael Stevens","Profound"
"168",167,"Kurt Vosper","The Art of War is a must read for almost anyone. Particularly good for managers of people, coaches and those who want to understand how to work better as a team. "
"170",169,"Jsalem","Master Sun say: I know I know, another MBA reads the Art of War. It's not all Gordon Gecko folks. It's a beautiful look at our world and how to approach life. Understanding your adversary and the lay of the land is a way to good living. It's all very literal, but the metaphors are all solid truth. You simply must read at some point."
"171",170,"Yzobelle","A lifetime is made up of the daily wars that must be faced squarely and won graciously. Wars are usually dreaded and looked at with fear. But thanks to the wise advice of Sun Tzu, we need not fear wars. We must simply know the art of war and surely we will win it even before it begins. The Art of War is a classic -- always timely and forever timeless! This is a must-read for everyone because no one is ever spared from waging some kind of war. "
"172",171," Charlie - A Reading Machine","Everyone should read this.It tells you as much about motivation and human compunction than any other book Ive ever read. This should be required reading for teachers, businessmen, cops, everyone that every has to deal with a group of people in a possibly hostile setting."
"173",172,"Jolly Mae","27. ""...Spies are the most important element in war, because on them depends an army's ability to move.""-Master Sun (Sun Tzu)"
"174",173,"Susie","I listened to this on CD, and if I'm being completely honest, one reason I picked it up is that I wanted something I could finish in December to add to my list of books read in 2009, and this was only 2 CDs long. Also, though, I have always wanted to read it. It was excellent. I think the most likely criticism I could imagine hearing is that it's just a bunch of very basic military tactics, which it is, but the fact that this one work is really the grounds on which generations and generations of leaders have based their strategy is pretty impressive. This book is 2400 years old! And all of the strategies and theories are fully applicable today, both on the battlefield or in any other sort of adversarial setting. This is the basis for all of the business strategies that we've come to accept today. It might have been a little dense or boring to just sit down and read it, but the CDs were excellent."
"176",175,"Tanya Roberts","Love this book! I read this book every year or so to keep a clear head. "
"178",177,"Ivan Reyes","Fantastic book about dealing with life properly"
"181",180,"Ericy Yine","Day 1/middle: page 29 - So far the book has talked about how to prepare an army for combat and plan out the battlefield and the route and strategies along with what to do in a desperate or planned retreat. It has also revealed the common weak points in an army, or how to spot one and how to deal with one. I predict that the book will, chances are, talk about the types of situations to do what and its alternatives as it has not briefed on that yet, and should be an important factor.Finished: The book has talked on the different types of terrain to avoid or put it to your benefit, and the different cases your army could get into, and what to do in that case. It has talked on how to use fire in war properly and the procedures. Lastly the uses of spies and their importance in the army. Overall, the book specifically states all the possible situations and precautions one should take to ensure victory. This is the book for all the general's needs and to lead him on to victory. Quite strangely the strategies in the book has even helped me in my strategy war game!I recommend this book to anyone looking for pro strategies in a strategy game, or to any fan of history.I picked up this book when I was browsing the online book store and found this book on it, while I could not find a copy anywhere else, so got the book in curiosity of strategies used in war.I finished this book because of the strategies he used and the strategies to come and of plain curiosity."
"186",185,"Alex Panzin","The absolute classic"
"193",192,"عارف المرشدي","على الرغم من قدم هذا الكتاب الا انه يعد مرجعاً في الفنون الحربية وتقعيداً لحكم الحياة والتعامل مع الناس "
"194",193,"Shane","Epic. Not any other way I can explain it. Just be prepared to have your mind twisted."
"198",197,"Philski","Wonderful edition, lots of art and commentary."
"201",200,"Chante","really good book"
"203",202,"Conrad Zero","A masterpiece of Eastern philosophy. Applicable to so much more than just military tactics if you have the slightest imagination. The introduction by Nigel Cawthorne gives slight detail about Sun Tzu and the history of the text. The uncredited afterward ""How Sun Tzu's Strategies Can Help In Business And Other Areas"" is a lovely bonus section, pointing out the book's influence on recent military, business, marketing and culture.This particular edition is worth tracking down just for the binding. The book itself is wrapped in rich, red satin with gold-foil inlay, and then boxed in a sturdy, hard-case. Every page of the book is beautifully illustrated. If you're going to keep a copy of this on your shelf, this is the version to have."
"206",205,"Jasmin","This book is the bible for any warrior. Often recommended for trial attorneys. It is my work bible."
"208",207,"R.M.F Brown","Given the importance of warfare as a factor that drove human civilization since its inception, and given the stellar reputation that the art of war has accrued for itself over the centuries, I find it remarkable that such an important treatise could be...well...short! Succinctly written, simple without ever being simplistic, the art of war stands the test of time as one of the greatest philosophical works known to mankind. Far from being a weakness, its brevity is its greatest strength - the important lessons of war condensed into practical ideas that never become over-complicated - a vital lesson hard won from the fires of battle. Who was Sun Tzu? We shall never know, but his universal truths regarding warfare shall forever be known, studied, modified and adapted, because for as long as humans abound, war will follow in their wake. "
"211",210,"Kadin Riblett","I like this book because it is descriptive and it includes a lot of military strategys and is good for grades 7-12"
"213",212,"Ahmed","nice book"
"216",215,"Lauren Hodge","Not only is this a must read for any tactician, it's good for everyone. This ancient text can be applied to everyday psychology. What is in your control, what is out of it. How do you prepare yourself for an opponent and how to assess your opponent without demonizing them hence providing yourself with more accurate information in which to go to battle."
"218",217,"Ahmet","that's a book to re-read in need. The initial main take-away thoughts were the necessity of information and avoidance & management of conflicts. I might re-read some chapters in more details and putting more thought if I need to recall some ideas/perspectives."
"219",218,"Jase Morris","My favorite book: a short read and an ancient classic. It was written as a basic guide on warfare tactics but can also be applied to the business world. "
"220",219,"Nana Fredua-Agyeman","Sun Tzu's The Art of War (Oxford University Press, 1963; 197 (Originally written in 500 BCE and translated by Samuel B. Griffiths)) is one book that has inspired several other books. It's been applied to various fields from business to friendship and more. In this book, Sun Tzu discusses what a good General should do if he is to win wars. The discusses almost everything that one needs to do and know about war and its effects from war-induced inflation to food shortages that accompanies it.read the rest here http://freduagyeman.blogspot.com/2012..."
"221",220,"Rania","It is really an art, and it can be used in management and business."
"222",221,"Karl Schissel","The Griffiths translation is the best. A classic I re-read at least once a year..."
"225",224,"Shivam Trivedi","Strongly recommended for everyone. The scenarios and language are dated, still the psychology of winning (always) in an honorable way is captured extraordinarily."
"227",226,"Azhar Ali","A book written about war strategy became corner stone for management professionals. Written almost 3 millenia ago whole book is still valid no matter where you want to apply it, be it war, management or self success."
"228",227,"Adwait Kulkarni","Intensely loved and respected and very equally panned, The Art Of War stands as one of the finest look at management and strategy.Although many of its ideas may seem very commonplace and trivial, the beauty of the text lies not in following it to its word, but adapting and interpreting it as one's context.Highly recommended to people having a taste for management and strategy."
"230",229,"Marthese Formosa","on the front of my edition, it says it's the most influential strategy book in the world. I didn't read that until I realized how good it was though.I think this book is a classic because of it's flexibility. There are some parts where he speaks about geography that are applicable only in battle situations (unless you are running away from something, in which case it is handy to think about them), but there were sections where I was seeing parallels between what he was saying and strategy in an activist campaign!For being so short, like many Chinese classics, it needs a lot of thought. He offers very realistic and ethical strategies. Some we probably already know, some we haven't thought about. I don't want to spoil anything since it's so short, but I definitely recommend reading it. It's very worthwhile. For sure, take notes on the side on how they can be applied to different contexts. Some things which he seems to say are:-Protect your own-Hide your intentions-Be adaptable-A good general (leadership) is crucial-Do not obey orders if they do not make sense-Sometimes alliances are needed-Be kind to your enemies-Spies are neededHe also classifies a lot of things that will make the reading easy and at the end he joins some things together in a sort of summary which I appreciated. "
"238",237,"Sonja","Listened to this as read by Aidan Gillen aka Littlefinger. OMG! Succinct & excellently useful, not just on the battlefield, but so much more with the reading! It's well worth the hour it takes to listen to a master schemer convey to you this ancient wisdom. "
"239",238,"Gert","Really like this book. I re-read it every couple of years."
"241",240,"Charles Volchansky","One of the great classical works. Many believe that the subject of this work pertains only to war, sports, and business. Yet this work provides insight to relationships. "
"242",241,"Zdenka Karaman","This book has given me more wisdom than literally any book on our literacy class in high school. Just make sure you get a good copy with simple translation, because there are the ones with couple of translation for every verse (chinese language is complicated so is the translation), but to many different translation lose the meaning and point of sun tsu. trust me.hia military version,original translation is enough.if you dont understand that, this book is not for you.but if you have this general culture and understanding of how the world works - this will be an ultimate enlightment for you. if you haven't, read it. right now."
"246",245,"Adam Blez","I could read this over and over again."
