,user,review
13,Nuno Ferreira,"Tal como diz na contracapa, o livro é de leitura compulsiva. Tudo bem, ele não é muito grande, mas li o livro em quatro dias, sem grande tempo disponível para leituras. Assim como a atriz Reese Whiterspoon, foi um livro que me deixou acordado grande parte da noite. No entanto, talvez por estar habituado a leituras fortes, não achei o livro muito violento, nem perturbador ou arrepiante. Talvez o mais próximo disso que encontrei, tenha sido o terror psicológico do livro. Estamos metidos dentro da mente de uma alcóolica, com os sons típicos da viagem de comboio, perdidos nas memórias difusas, confusos sobre os acontecimentos que precederam e estiveram envoltos num crime, sem saber em quem confiar. A escrita não é nenhuma obra de arte, sem floreados, vai direta à questão, sempre na primeira pessoa, o que confere uma carga mais intimista à leitura. É um livro para as massas. Para a pessoa moderna. Mais, para o público feminino, não só por os pontos de vista serem da perspetiva de mulheres, como ele mostra uma visão pouco masculina. Aqui, as mulheres têm defeitos, mas isso é visto como normal, enquanto os homens à distância parecem perfeitos, e quando se conhecem por perto, são uns filhos da mãe. É uma típica perspetiva de mulher..O que mais me agradou no livro foi a humanidade dos seus personagens, e de longe a que mais me agradou foi Rachel. Criei empatia com o personagem desde o primeiro momento. É uma pessoa que mente com frequência, mas é uma mentira ingénua, uma mentira que revela apenas falta de coragem, a coragem que fugiu com a sua vida perfeita e com o visual bonito que envergava. Ao longo do livro vamos conhecendo mais desta mulher, da sua personalidade labiríntica que se revela ser das mais ingénuas e genuínas do thriller..Também gostei de todo o mistério, da forma como foi contado, das pistas deixadas no decorrer dos acontecimentos. A autora soube fazer muito bem todo o suspense, mas a identidade do “culpado” não foi muito difícil de adivinhar, perto da página 200 já tinha na mente que ia ser a personagem menos provável, e que só podia ser aquela. Não é nenhuma obra-prima do género, mas é hipnotizante, tem personagens riquíssimas e muito atuais.http://noticiasdezallar.wordpress.com"
14,theoDora,"Nem egy szívvidító olvasmány, a bőröd alá mászik, csak falod az oldalakat, hogy egyre több mocskos titkok zúduljon rád. Nagyon erős atmoszférát teremtett az írnő, tetszett a stílusa is és az elbeszélés módja (több nézőpont, reggel és esti 'naplóbejegyzésekre' osztva). Nem gondoltam volna, hogy ennyire megtetszik a köny, de biztos, hogy fogok még olvasni az írőnőtől! :)"
15,Ronald,"Due to this book's presence on various bestseller lists, there is almost a pressure to read it. Do I want to be the only one that cannot discuss this? I wanted to save it until I finished another project, did so, and was rewarded by an excellent book that I read in one sitting. Compelling, complex, and an ending that surprised me.The train is a unifying device to link characters in varying degrees of closeness. Rachel rides the train every day, it sets the parameters of her existence; it is one thing she can count on. There is alcohol, of course, but she cannot count on it; alcohol may be concealing repressed memories or it may be creating false memories out of hallucinations. Rachel is a very damaged person. Her rationalization of her use and abuse of alcohol will be familiar to some/many.Megan initially has another name in Rachel's mind, but she will eventually be Megan. Megan doesn't depend on alcohol, but has a belief similar to ""if it feels good, do it."" Not very conducive to stable relationships, especially since husband Scott (who also initially has a different Rachel name) seems to be away lot. Anna is the bane of Rachel's existence and her marriage to Tom, Rachel's former husband, does not lead to the establishment of a close friendship between the two women. The contrast between the beautiful, desirable Anna and the gone-to-seed, alcoholic, and fat Rachel contributes to a jealousy based relationship.Tom is a hardworking, long suffering husband, understanding of both his wife and his ex-wife. He just wants to be helpful and kind to everyone.Throw in an almost unethical social worker and a couple of kids and we have a fast moving, interesting story. My constant question as I read was ""How is the author going to tie this together""?I was surprised."
16,Shirley,simply wow. loved it. keeps you hooked. who loved Gone Girl must go for this one. Thumbs up Paula. hope we will have more like this one.
17,Kaleigh,"i know i had a few minor complaints as i was reading this... but after closing the book i dont really remember them it all went by so fast, so, 5 stars. "
18,Tina Kaczynski,This one had me on the edge of my seat! I just couldn't wait to figure out what happened!! This will capture your interest within the first few pages and then you won't want to put it down. I heard it's coming out as a movie this year and I just can't wait! 
19,Madeline Gannon,"I listened to this book on audio... There were three narrators - one for each of the main female characters. They all did an excellent job. Especially the one who played Megan, (who, I discovered, also plays Molly Hooper on Sherlock!)...she did an especially good job narrating conversations & made them sound very authentic. The story itself was completely gripping. Told from three completely different perspectives, it came together in pieces, not creating a clear picture until the very end. I can understand the comparisons to Gone Girl, though the story is pretty different overall. But it has the same fast-paced nature that makes you want to never put it down. Really liked it. 4.5 stars."
20,Stephen Garinger,"HauntingThis is not a ghost story, though I would definitely call it haunting. There is a quality about it that that is difficult to describe, like that moment between waking and dreaming where things almost make sense, where thoughts are slippery things that refuse to be held closely yet are on the verge of comprehension.Let that not dissuade you from this marvelous novel. It is eminently comprehensible. It is just that you find yourself questioning your grasp of what is occurring every bit as much as our protagonist does. The truth seems forever just beyond reach, even as events unfold that rightfully should bring things into focus.But that is because the author skillfully weaves this tale 'around' facts, rather than through them. Our protagonist, an alcoholic woman so well written that I have to wonder if she does not come from personal experience, is victim to all the self-doubt concomitant with that state. In her realm of half remembered events and reconstructed 'reality', Rachel struggles to make sense of an event glimpsed from the window of a train. It is an event inextricably linked to her life in ways that only gradually become apparent to the reader.I found this novel fascinating. It was a mystery with more than a bit of suspense. It made me wonder what the heck was going on. It made me cringe for Rachel in her alcoholism and cheer her for her dogged persistence in solving this crime. For she does solve it. Oh, yes indeed."
21,GG,Join the craze: read Girl on the Train. I read a lot of books and don't say this lightly: This book sucked me in and wouldn't let go until I marathon-finished the book. I heard that the audiobook is narrated by 3 different people - that sounds amazing and I would also recommend it. 
22,Carlene Amaro,"This book was a frustrating read due to the main character, Rachel's, raging alcoholism. In addition, it was another of those books where one can't wholly trust the narrator's version of events, at least not at first. Although frustrating to read, the plot was interesting, and the ending was surprisingly logical with the information the reader finally has obtained.I began thinking this book would be a three star, at best, due to the unlikable characters and the lies told by the various narrators. After the initial 50-75 pages, I became hugely intrigued with with what going to happen, and to whom, and I ended up feeling like it was a very good book."
23,Chrissi,"If you love Gone Girl and all that Gillian Flynn offers in the way of crappy, unreliable narrators who make your mind whip back and forth between ""he did it; no, she did it!"", then The Girl on the Train is perfect for you. I happened to like Flynn's books, so I picked this one up as well when it came out. Loved it. I felt bad for Rachel, wanted to strangle Anna, could practically smell the sweaty, unstable Scott, felt bad (but not so very bad) for Megan, and would have done the exact same to Tom in the end. Grrr! Sociopathic! He deserved that corkscrew to the neck, but hoorah to Anna for snapping out of it in the end and helping out Rachel just a little bit. Good ending. Not the happiest, but good. "
24,Charles Ray,"Rachel takes the same train every weekday, the 8:04 from Ashbury to London, where she watches the landscape flash past, lost in the nightmares of her own tormented past. At one point, where the train slows, near where she once lived, she finds herself drawn into the lives of a couple who occupy a house near the house where she once lived with her ex-husband, Tom. Jason and Jess, as she has named them, have the perfect life she didn’t have, until one day she sees something that shatters the perfect illusion she has created. When she shares what she’s seen with the police, she finds herself drawn into the lives of the couple, and the relationship of their lives with her ex and his new wife; and no one’s life is the same afterwards.The Girl on the Train is a debut thriller by Paula Hawkins that begins like a train journey, slowly leaving the station, and gradually picking up speed as life flashes past, mostly blurs with the occasional sharp, barely remembered glance. Hawkins pulls the reader into the lives of the characters, moving from Rachel to Megan (Jess in Rachel’s mind) to Anna, her ex-husband’s new wife, in a journey that sucks you in like the muck at the bottom of a sluggish stream. This is mystery as mystery should be—with red herrings, misdirection, in a tangled line that leads inexorably to a shattering conclusion that will leave you breathless.I received this book as a gift, and after finishing it felt compelled to share my views on it. Rarely does a debut novel impress me the way this one did. Paula Hawkins is an author to watch out for."
25,Ȝayush Ȝabdullah,"I haven't felt so alive after a book in such a long time ! I know understand the hype and I understand the comparison to Gone girl and I'll have to say that in terms of plot and page turning, thus book kept me turning those pages like tomorrow wouldn't exist.. She writes so brilliantly and spins her web so magnificently, that my heart was slamming so hard against my chest whole reading the last 100 pages. She truly is taking writing to the next level, ditching that irritating style of secrets and mysteries and big revelations at the end !! I won't be forgetting about this book anytime soon "
26,Lisa Rodgers,I enjoyed this book
27,Kendra Crowe,"I wish there was a 4.5 star, but I did really like this book. Lots of mystery and suspense. Right up my alley."
28,Kathy Oldham,"This book deserves its positive reviews. Many times popular books can be over sold, but not this one. The story is vivid, and told from several points of view. This makes the reader aware of how much perception can influence opinion, and reality. Set on the fringe of London, this a book is full of intrigue. There are also threads of cringe worthy situations and creepy behaviors, which make compelling reading. The London references would be familiar to those who know the area, but are not distracting or overly imposed. In E-book form, I found each chapter using a date and time heading required attention to follow the chain of events as the story bounced around a little depending which character was speaking. Otherwise, my favorite so far this year."
29,Melody,"Wow, this book just captures you and doesn't let you go. Wasn't expecting the killer to be who it was.I'm not sure how I feel about the female characters in this book, pretty flawed. Awesome story overall."
30,Vicky Allen,Great bookI really enjoyed this book. The different characters telling their parts. It kept my interest throughout. Paula Hawkins is a very good author. I look forward to reading more of her books.
31,Sandy,"Rachel is a creative thinker who invents an imaginary life for a couple who live in a house she passes on her daily train ride into London. With few redeeming qualities herself, the reader is still drawn to Rachel with her flaws and warts. Though she never manages to come across as likable, she is nearly completely honest and aware of her negative attributes. When her path crosses with that of the couple she has only viewed from the train, her perspective changes. No one is who they seem to be, and Hawkins slowly reveals each character's skeletons one by one until and the final suspenseful scene. It is a page turner!"
32,Leanne,"I really don't know why many people didn't like the book, but I loved it! Totally get why it deserves to be on the bestsellers list. I was glued to the book and finished it in a few hours!A compulsive, fast paced, thrilling and mysterious read that had me at the edge of my seat - or more like, bed - from start to finish.The whole story showed twists and turns and I found myself in Rachel's shoes as I took tried to grasp onto what the hell was going on! The book was already written really well with it shifting POV's and though not a fan of dual, let alone triple POV's, I think Paula Hawkins managed to pull it off pretty well.What I loved the most about this book was that every character was flawed and not perfect at all. Each of them had their vices and things that made you want to hate them. And no jokes, all characters were flawed, no one a perfect husband, wife, friend,  no one. All in all, I loved reading such a fast paced book after a while and I can also say that it was a smashing, nerve wracking and crazy debut by Paula Hawkins! Now that I travel by trains everyday, I think I will be more careful of my surroundings, but then again, Mumbai trains are so crowded I can't even see the bloody sky most times. "
33,Lee Ann,A very compelling read!
34,Christie,Outstanding. This is a brilliant read. A psychological thriller that keeps you guessing till the end. I look forward to the author's next novel
35,MissSusie,"This book has had so much hype that I was honestly a little worried that it wasn't going to live up to it but holy cow did it ever.This was a twisty turny, keep you guessing to the end kind of book, with completely unreliable narrator's all three of these women were unreliable narrator's which is kind of fascinating because you never knew who was telling the truth or the truth as they saw it or are just lying completely. Every time I thought I had it figured out it would turn a different way, I thought I had it figured out many times and I never did.Told by 3 women: Rachel- alcoholic, scorned woman, she is the girl on the train and honestly quite a mess. Anna- Rachel’s ex-husbands new wife and mother of his child, self-centered and paranoid of Rachel.Megan- missing, confused, self-centered and craves attention.The three audiobook narrators Clare Corbett, Louise Brealey and India Fisher all did such a fantastic job they truly brought these women to life and endowed each with such emotion. These were all new to me narrators and I will definitely be looking for other books any of these women have narrated! This book was amazing, it was great from beginning till end never bogged down and kept me guessing all the way through. I don’t want to give any more away because this is one of those books where the wrong word could be a spoiler, suffice it to say Just Read This Book! Now!5 stars"
36,Jamie McQuiggan,"Loved everything about this book - from seeing alcoholism first hand (CRAZY) to the seed for the book in general (generally wondering about the folks you speed by and inventing histories for them.) The characters were crazy but it worked - I loved the way this book surprised me and strung me along and even though I'm tired, I'm happy it kept me up past my bedtime. An all time favorite. "
37,Debbie Krenzer,"Thank you Penguin Group and Net Galley for providing me with this e-galley in exchange for an honest review. Wow, at first I thought I was reading a book about two crazy women and I was a little disappointed. But the story soon revealed their challenges that they were facing and they weren't as crazy as I first thought. The author really takes you deep into these characters and over the course if the story you feel many different emotions. I spent most if the book going back and forth over which character actually did the killing. It was great! I love when you can't figure out who done it. And when it was revealed I was in total shock. This book really reminded me of ""Gone Girl"" in many instances. It's one of those you can't put down. Unfortunately I had to and found myself wishing like all get out that I could get back to it. A real page turner that you will not predict the ending. A definite must read!"
38,SophieDoodles,"There are some books that you immerse yourself in instantly. Books that, even when you aren't reading them, you're thinking about them, constantly. Books that play on your mind, make you wonder, poke your inquisitive nature. There are books that have you staying up late, just to read one more chapter, and books that you tell your friends to read once you've read it. 

This is one of those books.

This book is predominantly narrated by Rachel, although the book is split between three women who's lives all interlink in some way. Rachel, Megan, and Anna. Rachel introduces herself whilst on the train she catches daily, commuting home from her busy day in London. Only Rachel isn't focused on her job, her long journey home, or her family. She's focused on the lives of ""Jess"" and ""Jason"" - a young couple whom she has personified and live on the street that Rachel and her ex husband used to share two years ago.. 
Rachel looks out for ""Jess"" and ""Jason"" daily, becoming obsessed with them and daydreaming about their perfect life together (a life that the book suggests Rachel would very much like for herself) - Until one day she reads in the paper that Jess - real name Megan - has gone missing, and that her husband Scott is the prime suspect. Rachel decides to tip off the police following an event she witnessed the day before Megan disappeared. 
However Rachel is an alcoholic. She is irrational, prone to blackouts and drunk dialling her ex Tom and his new wife Anna whom live down the street from Megan and her husband. The police dismiss her as a rubbernecker almost immediately, but Rachel is not that easily deterred, and is keen to involve herself as much as possible in the case as to find out what really happened to Megan. But the more she finds out about the missing woman, the less she likes her.
Overall, the characters in this book are all pretty dislikable. Rachel is weak, self-pitying and unnecessarily nosey; fat, addicted to alcohol, and physically less attractive than either Megan or Anna. Megan is a liar and cheat, beautiful and bored - constantly looking for new thrill at the expense of others. And Anna is a competitive, vindictive trouble maker who seems to want nothing more than to make Rachel's life as miserable as possible, while hiding behind the husband she stole from her in the first place. The men are by no means better however; Scott is controlling a violent behind the facade of his and Megan's perfect life, and Tom plays mind games and lies to get exactly what he needs from whoever he wants. In fact the only nice person in the entire book appears to be Rachel's best friend from university Cathy, who spends the entire book asking Rachel to cut down drinking and improve her situation, helping her along and generally picking up after her. 
This book is very cleverly written from three perspectives of three different women. Suspense builds from the first few chapters, along with empathy that would not otherwise be expected from such an unusual and dislikable main character. I definitely recommend! :) "
39,Penny Mccreight,"Twists and turns and flashbacks made for quite a read. Good writing, stands on its own, but of course begs for comparisons to Gone Girl."
40,Tracy Kushman finegan,Amazing book! I love the way just when you think you have it all figured out there is a new twist that keeps you guessing. 
41,Brendan Oshida," The Girl on the Train by Paula Hawkins Rachel rides the train everyday. She observes her surroundings, one of them being the happy couple she names Jason and Jess. She struggles seeing them so happy, after her recent breakup with her boyfriend, Tom. She handles this breakup with the usage of alcohol, but on one night, she is a complete drunken mess. A few days after, the police start investigating the disappearance of Megan Hipwell. Rachel fears she has done something, and starts to unravel the dangerous plot that has been covered up. 	I really enjoyed reading this book because it was fast-paced and suspenseful. It was full of twists and turns. One example of this is when the reader finds out that Tom was the one who murdered Megan. I at first thought that Megan and Tom only had a neutral relationship. Another aspect of the novel that I liked was how dark the plot became. As the story starts, you think it is all happy and cheerful, but as the plot progresses forward, the dark web of events that occurred come to light. This novel is definitely for a more mature audience, around the age of fifteen."
42,Tricia Saucier,"I am not one for murder mysteries, etc. but this one sucked me in. Great read and I highly recommend."
43,Ptaylor,"Very hard to put down. The characters are not especially liikeable, but we know them. We know people like them. A fast read. Highly recommended. "
44,Daniela Brösel,"Jeden Tag pendelt Rachel morgens mit dem Zug nach London und dieser hält meist an der gleichen Stelle auf der Strecke an. Dabei sieht sie in einem Vorgarten oft ein junges Paar, dass sie Jess und Jason nennt. Für Rachel hat es den Anschein, als führen die beiden ein perfektes Leben, genau so eines, wie sie es sich selbst wünscht. So wird der Blick durch die Fensterscheibe des Zugs zur täglichen Routine, Jess und Jason ein Teil ihres Lebens. Eines Tages beobachtet Rachel etwas Schockierendes und liest kurz darauf in der Zeitung vom Verschwinden einer Frau: Jess. Sie kommt nicht umhin es der Polizei zu melden und bringt damit Ereignisse in Gang, denen sie nicht mehr entkommt.Mit Werbeaussagen wie „Dieser Thriller ist nicht zu stoppen“ wird ‚Girl on the Train’ derzeit angepriesen. Meiner Erfahrung nach sind diese Bücher mit solchen Versprechen, samt „vorab verkauften Filmrechten“, entweder absolut gerechtfertigt, oder das genaue Gegenteil: Nur ganz heiße Luft. Ich für meinen Teil bin mit sehr hohen Erwartungen an den Titel von Paula Hawkins herangegangen – 448 Seiten und nicht mal 36 Stunden später, war es trotz Arbeitstag auch schon inhaliert.Das Buch erzählt abwechselnd aus der Sicht von drei Frauen, hauptsächlich jedoch von Rachel, die mit sich selbst und dem Alkohol mal mehr, mal weniger Probleme hat. Perfekt gewählt ist hierbei die verwendete Ich-Form, denn dadurch lernt man die Gedanken und Ansichten von ihr viel deutlicher und näher kennen, ist absolut rasant von der Geschichte eingenommen und möchte auch nicht aufhören, ehe man die Auflösung kennt. Was hat Rachel mit der verschwundenen „Jess“ zu tun und war die beobachtete Beziehung mit Jason doch nicht so perfekt?Von Flashbacks des Alkoholkonsums geplagt, wird nicht nur Rachel sondern auch der Leser von mal zu mal tiefer in die Irre und immer weiter zu neuen Wahrheiten geführt, jedoch nie so schlimm, dass man den roten Faden verliert. Chapeau, Frau Hawkins. Dieses Buch ist wie ein Puzzle, in dem jedes Stück genutzt wurde und das nur mit dem letzten, finalen Teil komplett und zufriedenstellend ist. Eine Auflösung, mit der ich nie gerechnet hätte.Es ist nicht unbedingt etwas für zarte Gemüter. Die Gedanken und Emotionen sind mit einer Handvoll gewalttätigen Übergriffen relativ deutlich geschildert. Vor allem der „Thrill“ mit psychologischer Tiefe lässt die Luft zum Atmen manchmal ganz schön dünn werden.Wow, was für ein Psycho-Spiel! Wenn die Bahn das nächste Mal zu spät kommt, kann man nur hoffen, dass es so lange dauert, bis man ‚Girl on the Train’ fertig gelesen hat."
45,Neville,"The Girl on the Train is a refreshingly original, addictive thriller. Told from the perspective of three female characters, predominantly an ex-wife with voyeuristic and alcoholic tendencies. It's a mystery that unfolds in suburban London where commuter trains roll and stop along the sedentary backyards of houses that are filled with memories, marital bliss and conflicts. Houses with husbands and wives, nannies, babies and lies. Told with staggered timelines, a woman goes missing, one with a storied past. The husband is a suspect, or maybe it's her therapist, or could it be the lonely divorcee? Or maybe, it was the mysterious ginger-haired man on the train? Chapter after chapter, we're like rail commuters, rolling along the tracks, back and forth. With stops and starts, twists and turns. Memory lapses, jealousies, betrayals. It's quite a ride. 'Girl on a Train' captures its characters emotions and thoughts flawlessly. A superb first novel by Paula Hawkins and is just the ticket for an engrossing, page-turning read - so good, you might miss your stop on the train commute home, or work. "
46,Ellen Broadhurst,"What a vile, dreadful book, full of miserable nonredeemable people. If you despised Gone Girl, do not read this book. Five stars, I know, for a book I really did not ""enjoy"" might seem odd, but, the author did a *great* job; the story was compelling and rather well written, despite the fact that there was not a single character you could root for in the entire book. Overall, I found the ending a bit hard to swallow, and yet, it made for a great finish. Sometimes, showmanship isn't such a terrible thing, and I was able to suspend my disbelief and track along. It is meant to be fiction, you know. This is also one of those books that is made better as an audio listen. Several reviewers mention that the three characters narrating the story were flat, and were hard to differentiate on the written page. The three narrators who read the audio version were absolutely spot on brilliant. I do not like books ""dramatized"" by readers who attempt to give a book the feeling of a play, 'acting out' parts; these readers were narrating in the first person, so we were just hearing their thoughts, and each reader did a terrific job in bring her individual character to life. Overall, I'd highly recommend it to anyone who really enjoyed Gone Girl; for those who didn't, well, it's the same sort of thing, so consider yourself forewarned. "
47,Laura Thompson,"I read this in a day. The book is as compulsively readable as Gone Girl,and for all the same reasons. Compelling, imperfect characters, murky plot points that materialize out of the gloom, agonizingly, deliciously, and then a rocket of an ending. Satisfying, but not completely tidy, either. Very, very well done. great book. I was sad to finish it."
48,Angeline Peterson,"I could not put this book down; I read it in less than a day. There's not much you can say about this book without giving the plot away, but I really enjoyed reading something from the point of view of a character as deeply flawed and tragic as Rachel. You feel her embarrassment, sorrow, and hopelessness in every word and, in a cathartic way, it's refreshing. She's real, raw.It's one of those that just starts and has you questioning, ""WHAT IS HAPPENING?"" throughout a good portion of the book. Highly recommend it!"
49,Liz Maddox,"Loved it!! It's crazy, and I'm surprised how much I adored Rachael. She's always so down on herself (and an alcoholic), but she's just so real. This book is like Gone Girl in that I couldn't put it down. The twists are delicious....read it friends, read it NOW!!!"
50,Krissy," **2015 Reading Challenge W/Josh: #4 A Book Published This Year**Holy shit. This book was amazing! It has been compared to Gone Girl but I hated Gone Girl. This book was so much better! I listened to the audiobook and I have to give props to all 3 of the narrators. They were perfect. Just perfect. Many people only gave this book 4 stars saying that it was because none of the characters were likable. But I actually loved that about the book. All of the characters were a hot mess. Each in their own way. And I ate it up. 
I could not put this book down. I would have easily listened to this in one sitting if real life (and kids) didn't keep interrupting me. Sometimes it sucks being an adult with responsibilities. "
51,Christi Mccoy,Wow! I can't believe that this was her first thriller. This story kept me on the edge of my seat! The twists and turns were amazing.
