"","CITY","STABBR","ZIP","LONGITUDE","LATITUDE","INSTNM","TUITFTE","INEXPFTE","AVGFACSAL","faminc","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITIONFEE_PROG","NPT4_PUB","NPT4_PRIV","HIGHDEG","PREDDEG","sch_deg","CONTROL","RELAFFIL","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","ADM_RATE_ALL","ADM_RATE","SATMT75","ACTMT75","UGDS","female","married","pct_white","pct_black","pct_asian","pct_hispanic","pct_born_us","poverty_rate","DEBT_MDN","GRAD_DEBT_MDN","CDR3"
"38","Montevallo","AL","35115-6000",-86.8651,33.1063,"University of Montevallo",7161,7719,7035,58419.08,"20209","NULL","10000","19690","NULL","15003","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.8729","0.8729","550","24","2610","0.68999999761581",0.09000000357627,77.8000030517578,"19.2999992370605","0.75999999046325","2.07999992370605","97.0899963378906","9.34000015258789",15872,"23400",9.8
"39","Muscle Shoals","AL","35661",-87.6773,34.7396,"Northwest-Shoals Community College",1338,5013,6055,29186.33,"9111","NULL","4140","7470","NULL","4678","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","3235","0.63999998569488",0.23999999463558,85.7900009155273,"11.1599998474121","0.28000000119209","2.23000001907348","97.9499969482422","12.1800003051757",5500,"11500",26.5
"40","Florence","AL","35632-0001",-87.681,34.8066,"University of North Alabama",6530,6814,7152,52611.8,"15058","NULL","7078","12670","NULL","11476","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.8092","0.8092","530","25","5536","0.55000001192092",0.11999999731779,83.7600021362304,"13.2200002670288","0.55000001192092","2.04999995231628","97.5500030517578","11.0699996948242",12542,"21750",13.4
"41","Rainsville","AL","35986",-85.9117,34.5455,"Northeast Alabama Community College",1904,4473,6099,26342.02,"7860","NULL","4200","7530","NULL","2544","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2376","0.68999999761581",0.33000001311302,92.6299972534179,"2.56999993324279","0.2199999988079","2.86999988555908","97.5999984741211","11.1800003051757",3500,"5100",22.6
"42","Huntsville","AL","35896",-86.6616,34.7566,"Oakwood University",11909,7656,5307,54196.14,"34705","NULL","16234","16234","NULL","NULL","26954",4,3,"3",2,"95","1","0","0","0","0","0","0","0.3435","0.3435","510","22","1854","0.56000000238418",0.03999999910593,54.4000015258789,"34.9099998474121","3.17000007629394","10.0100002288818","86.4499969482422","10.619999885559",22000,"30500",10.7
"43","Monroeville","AL","36460",-87.3264,31.4889,"Alabama Southern Community College",3125,6731,5869,17293.63,"10701","NULL","4200","7530","NULL","4998","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1218","0.69999998807907",0.14000000059604,52.25,"46.1500015258789","0.23999999463558","0.93999999761581","99.0100021362304","20.4500007629394",NA,"NULL",0
"44","Montgomery","AL","36117",-86.1622,32.3831,"Prince Institute-Southeast",10722,5269,4710,39000.1,"24676","NULL","9685","9685","NULL","NULL","20904",2,2,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","102","0.89999997615814",0.14000000059604,71.8600006103515,"25.2000007629394","1.01999998092651","1.73000001907348","96.7900009155273","10.579999923706",12667,"21739",11.4
"45","Evergreen","AL","36401",-86.9645,31.4607,"Reid State Technical College",1331,5559,5875,16238.09,"9693","NULL","4260","7590","NULL","4912","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","414","0.75999999046325",0.25999999046325,61.310001373291,"36.5400009155273","0.30000001192092","0.93000000715255","98.8899993896484","18.5699996948242",NA,"NULL",0
"46","Mobile","AL","36603-5898",-88.057,30.694,"Bishop State Community College",1692,5734,6173,15282.58,"10059","NULL","4200","7530","NULL","5145","NULL",2,2,"2",1,"NULL","1","0","0","0","0","0","0","NULL","NULL","NULL","NULL","3363","0.66000002622604",0.17000000178813,50.0699996948242,"46.3800010681152","1.07000005245208","1.25","97.5","19.8500003814697",NA,"NULL",0
"47","Birmingham","AL","35229-2240",-86.7909,33.4646,"Samford University",17548,14054,8261,92968.08,"38835","NULL","26328","26328","NULL","NULL","24093",4,3,"3",2,"54","0","0","0","0","0","0","0","0.7697","0.7697","610","27","2995","0.64999997615814",0.05999999865889,80.9100036621093,"14.6999998092651","1.69000005722045","3.25","94.6399993896484","7.09999990463257",20000,"23236",1.3
"48","Selma","AL","36701",-87.0338,32.4204,"Selma University",4873,3672,3232,NA,"11187","NULL","5840","5840","NULL","NULL","8427",4,3,"3",2,"54","1","0","0","0","0","0","0","NULL","NULL","NULL","NULL","447","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",3775,"PrivacySuppressed",15.5
"49","Tuscaloosa","AL","35405-8522",-87.5615,33.1205,"Shelton State Community College",2285,4407,4584,17692.62,"13007","NULL","3900","7230","NULL","8587","NULL",2,2,"2",1,"NULL","1","0","0","0","0","0","0","NULL","NULL","NULL","NULL","4859","0.62999999523162",0.11999999731779,60.9099998474121,"36.8499984741211","0.62999999523162","1.35000002384185","97.8000030517578","16.1299991607666",NA,"NULL",0
"50","Boaz","AL","35957-0734",-86.1695,34.2007,"Snead State Community College",2092,3589,4693,20478.02,"9622","NULL","4260","7590","NULL","3884","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2161","0.68999999761581",0.31999999284744,90.7600021362304,"4.28999996185302","0.25999999046325","5.59000015258789","95.5","12.2100000381469",3500,"4500",0
"51","Mobile","AL","36688-0002",-88.1819,30.6951,"University of South Alabama",6914,10325,7212,45401.94,"17125","NULL","6948","13596","NULL","13027","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.8604","0.8604","565","25","11048","0.64999997615814",0.15999999642372,71.4300003051757,"24.6800003051757","1.46000003814697","1.70000004768371","96.5","12.5",15000,"25000",7.1
"52","Mobile","AL","36608-1791",-88.1382,30.6948,"Spring Hill College",10653,6999,6057,78659.44,"43325","NULL","30924","30924","NULL","NULL","18555",4,3,"3",2,"30","0","0","0","0","0","0","0","0.4627","0.4627","600","26","1269","0.70999997854232",0.05999999865889,72.6600036621093,"22.5400009155273","1.75999999046325","4.75","93.8799972534179","10.7600002288818",20500,"27000",8.1
"53","Birmingham","AL","35224-2083",-86.749,33.3789,"Southeastern Bible College",10496,4314,4577,50567.09,"19127","NULL","11370","11370","NULL","NULL","12954",3,3,"3",2,"NULL","0","0","0","0","0","0","0","0.9615","0.9615","NULL","24","160","0.38999998569488",0.28999999165534,74.4700012207031,"22.1299991607666","0.82999998331069","2.72000002861022","96.7300033569336","9.92000007629394",19414.5,"30083",10.8
"54","Tuscaloosa","AL","35403",-87.5852,33.1992,"Stillman College",10367,4330,4743,35064.97,"24744","NULL","15901","15901","NULL","NULL","17473",3,3,"3",2,"66","1","0","0","0","0","0","0","0.43","0.43","438","18","863","0.43000000715255",0.01999999955296,45.75,"49.0499992370605","1.44000005722045","4.44000005722045","94.8099975585937","16.2299995422363",19000,"38359",22
"55","Talladega","AL","35160",-86.1137,33.4343,"Talladega College",13302,6876,5063,26845.86,"18758","NULL","11492","11492","NULL","NULL","9062",3,3,"3",2,"76","1","0","0","0","0","0","0","NULL","NULL","NULL","NULL","894","0.60000002384185",0.02999999932944,43.0900001525878,"52.1399993896484","1.07000005245208","4.71000003814697","94.6500015258789","17.4099998474121",19000,"32000",28.8
"56","Montgomery","AL","36108-3199",-86.3431,32.3501,"H Councill Trenholm State Technical College",2371,8051,6058,15384.12,"9955","NULL","3288","5952","NULL","6067","NULL",2,1,"1",1,"NULL","1","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1262","0.66000002622604",0.18000000715255,44.1199989318847,"53.6800003051757","0.63999998569488","1.20000004768371","97.5100021362304","17.6299991607666",NA,"NULL",0
"57","Troy","AL","36082-0001",-85.9502,31.8001,"Troy University",8133,5260,5996,38308.15,"16877","NULL","7276","13612","NULL","11168","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.6821","0.6821","NULL","24","16208","0.70999997854232",0.28999999165534,62.0200004577636,"34","1.07000005245208","2.81999993324279","95.6100006103515","12.9899997711181",17750,"26000",13.2
"63","Tuskegee","AL","36088-1920",-85.7103,32.431,"Tuskegee University",14071,13235,6679,51894.99,"32853","NULL","18900","18900","NULL","NULL","28909",4,3,"3",2,"NULL","1","0","0","0","0","0","0","0.3511","0.3511","520","22","2584","0.52999997138977",0,42.8499984741211,"47.1599998474121","2.84999990463256","8.98999977111816","89.7399978637695","14.4600000381469",23687.5,"33250",13
"64","Daphne","AL","36526-7055",-87.9116,30.6393,"United States Sports Academy",13741,3428,5755,38529.48,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,3,"3",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","80","0.12999999523162",0.52999997138977,73.2900009155273,"16.7099990844726","3.1800000667572","9.05000019073486","91.0599975585937","9.01000022888183",16248,"30095.5",4.2
"65","Jasper","AL","35501",-87.265,33.8358,"Bevill State Community College",1857,6162,6153,18707.51,"13443","NULL","4230","7560","NULL","8303","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","3212","0.70999997854232",0.27000001072883,82.7399978637695,"15.539999961853","0.25","1.12000000476837","98.620002746582","13.329999923706",NA,"NULL",0
"66","Anchorage","AK","99508",-149.8261,61.1896,"University of Alaska Anchorage",5732,9844,8471,52227.99,"13180","NULL","5147","15206","NULL","8160","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","1","NULL","NULL","NULL","NULL","13116","0.62999999523162",0.23999999463558,73.6600036621093,"4.17999982833862","4.26000022888183","5.09000015258789","91.75","6.69999980926513",11336.5,"20675",12.4
"67","Palmer","AK","99645",-145.5262,62.113,"Alaska Bible College",5777,14539,2500,NA,"13380","NULL","9200","9200","NULL","NULL","9592",3,1,"1",2,"88","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","26","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",NA,"PrivacySuppressed",0
"68","Fairbanks","AK","99775-7500",-147.8248,64.8571,"University of Alaska Fairbanks",6510,16400,8842,49787.78,"15035","NULL","4984","15560","NULL","9372","NULL",4,3,"3",1,"NULL","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","5729","0.57999998331069",0.20999999344348,69.3499984741211,"4.67999982833862","2.49000000953674","4.67999982833862","93.3899993896484","8.44999980926513",11247,"20000",11.6
"69","Juneau","AK","99801-8697",-134.6363,58.3843,"University of Alaska Southeast",6158,11626,8027,47284.57,"16409","NULL","5693","16269","NULL","9462","NULL",4,3,"3",1,"NULL","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","1488","0.66000002622604",0.23000000417232,73.9300003051757,"1.35000002384185","3.58999991416931","4.61999988555908","92.9700012207031","5.67000007629394",11750,"19437.5",11.8
"70","Anchorage","AK","99508",-149.8042,61.1912,"Alaska Pacific University",13615,10753,5137,65433.53,"42925","NULL","29810","29810","NULL","NULL","30891",4,3,"3",2,"71","0","0","0","0","0","0","0","0.3745","0.3745","510","23","340","0.63999998569488",0.2199999988079,73.1299972534179,"4.44999980926513","4.1100001335144","6.88999986648559","91.3300018310547","7.05000019073486",19250,"25125",7.9
"71","Seward","AK","99664-0889",-149.4446,60.1107,"AVTEC-Alaska's Institute of Technology",5501,21543,6256,31946.82,"NULL","NULL","NULL","NULL","1320","NULL","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","0.4888","0.4888","NULL","NULL","1347","0.31999999284744",0.18000000715255,54.9500007629394,"1.70000004768371","2.26999998092651","2.6800000667572","95.1999969482422","11.4899997711181",5500,"5583",14.4
"72","Anchorage","AK","99508",-149.8402,61.1958,"Charter College-Anchorage",20340,6073,3949,47041.46,"21163","NULL","19882","19882","NULL","NULL","17691",3,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2191","0.68000000715255",0.37999999523162,71.1699981689453,"5.8600001335144","5.40000009536743","5.84999990463256","90.0899963378906","6.01000022888183",9500,"13000",16.2
"73","Valdez","AK","99686-0097",-146.178,61.1224,"Prince William Sound Community College",3126,9474,7202,52227.99,"12434","NULL","4448","4448","NULL","8775","NULL",2,2,"3",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","134","0.62999999523162",0.23999999463558,73.6600036621093,"4.17999982833862","4.26000022888183","5.09000015258789","91.75","6.69999980926513",11336.5,"20675",12.4
