"","CITY","STABBR","ZIP","LONGITUDE","LATITUDE","INSTNM","TUITFTE","INEXPFTE","AVGFACSAL","faminc","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITIONFEE_PROG","NPT4_PUB","NPT4_PRIV","HIGHDEG","PREDDEG","sch_deg","CONTROL","RELAFFIL","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","ADM_RATE_ALL","ADM_RATE","SATMT75","ACTMT75","UGDS","female","married","pct_white","pct_black","pct_asian","pct_hispanic","pct_born_us","poverty_rate","DEBT_MDN","GRAD_DEBT_MDN","CDR3"
"74","Anchorage","AK","99507-1033",-149.857,61.1814,"Alaska Career College","6193","1894","3359",1848,"NULL","17095","NULL","NULL","13693","NULL","14170",2,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","335","0.85000002384185","0.28999999165534","68.2300033569336","5.82000017166137","5.15000009536743","5.6100001335144","90.5","7.32000017166137","8407","9500","22.5"
"5640","Barrow","AK","99723",-156.6795,71.3247,"Ilisagvik College","2485","40655","5942",63,"17895","NULL","2740","3940","NULL","11549","NULL",2,1,"1",1,"NULL","0","0","1","1","0","0","0","NULL","NULL","NULL","NULL","102","0.54000002145767","0.15000000596046","19.3199996948242","0.85000002384185","6.30999994277954","2.69000005722045","93.1600036621093","8.88000011444091","NULL","NULL","0"
"69","Juneau","AK","99801-8697",-134.6363,58.3843,"University of Alaska Southeast","6158","11626","8027",3224,"16409","NULL","5693","16269","NULL","9462","NULL",4,3,"3",1,"NULL","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","1488","0.66000002622604","0.23000000417232","73.9300003051757","1.35000002384185","3.58999991416931","4.61999988555908","92.9700012207031","5.67000007629394","11750","19437.5","11.8"
"70","Anchorage","AK","99508",-149.8042,61.1912,"Alaska Pacific University","13615","10753","5137",4078,"42925","NULL","29810","29810","NULL","NULL","30891",4,3,"3",2,"71","0","0","0","0","0","0","0","0.3745","0.3745","510","23","340","0.63999998569488","0.2199999988079","73.1299972534179","4.44999980926513","4.1100001335144","6.88999986648559","91.3300018310547","7.05000019073486","19250","25125","7.9"
"71","Seward","AK","99664-0889",-149.4446,60.1107,"AVTEC-Alaska's Institute of Technology","5501","21543","6256",2080,"NULL","NULL","NULL","NULL","1320","NULL","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","0.4888","0.4888","NULL","NULL","1347","0.31999999284744","0.18000000715255","54.9500007629394","1.70000004768371","2.26999998092651","2.6800000667572","95.1999969482422","11.4899997711181","5500","5583","14.4"
"73","Valdez","AK","99686-0097",-146.178,61.1224,"Prince William Sound Community College","3126","9474","7202",3487,"12434","NULL","4448","4448","NULL","8775","NULL",2,2,"3",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","134","0.62999999523162","0.23999999463558","73.6600036621093","4.17999982833862","4.26000022888183","5.09000015258789","91.75","6.69999980926513","11336.5","20675","12.4"
"66","Anchorage","AK","99508",-149.8261,61.1896,"University of Alaska Anchorage","5732","9844","8471",3487,"13180","NULL","5147","15206","NULL","8160","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","1","NULL","NULL","NULL","NULL","13116","0.62999999523162","0.23999999463558","73.6600036621093","4.17999982833862","4.26000022888183","5.09000015258789","91.75","6.69999980926513","11336.5","20675","12.4"
"5937","Soldotna","AK","99669",-151.136,60.4905,"Alaska Christian College","13001","33654","5310",4849,"18094","NULL","7614","7614","NULL","NULL","8393",1,1,"1",2,"37","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","53","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4200","PrivacySuppressed","19"
"68","Fairbanks","AK","99775-7500",-147.8248,64.8571,"University of Alaska Fairbanks","6510","16400","8842",3358,"15035","NULL","4984","15560","NULL","9372","NULL",4,3,"3",1,"NULL","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","5729","0.57999998331069","0.20999999344348","69.3499984741211","4.67999982833862","2.49000000953674","4.67999982833862","93.3899993896484","8.44999980926513","11247","20000","11.6"
"67","Palmer","AK","99645",-145.5262,62.113,"Alaska Bible College","5777","14539","2500",4849,"13380","NULL","9200","9200","NULL","NULL","9592",3,1,"1",2,"88","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","26","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","0"
"109","Mesa","AZ","85202-4887",-111.8627,33.393,"International Academy of Hair Design","10192","4397","NULL",2780,"NULL","19268","NULL","NULL","15495","NULL","15463",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","210","0.95999997854232","0.27000001072883","79.1600036621093","3.41000008583068","2.03999996185302","22.1000003814697","87.4899978637695","8.10000038146972","8666.5","11833","19.3"
"5509","Phoenix","AZ","85021-2859",-112.1076,33.5671,"The Art Institute of Phoenix","14908","3774","4717",2366,"30617","NULL","17416","17416","NULL","NULL","25923",3,3,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1045","0.57999998331069","0.20999999344348","73.4400024414062","3.71000003814697","2.00999999046325","32.1899986267089","84.6999969482422","11.9300003051757","12136.5","21599","24.6"
"75","Phoenix","AZ","85021-1641",-112.1138,33.581,"Everest College-Phoenix","13190","8489","7411",1693,"25089","NULL","12960","12960","NULL","NULL","20126",3,2,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2761","0.81000000238418","0.31999999284744","73","7.71999979019165","2.08999991416931","24.0499992370605","85.5899963378906","10.6499996185302","6338.5","9500","19.6"
"6243","Tucson","AZ","85705",-110.98,32.2856,"Empire Beauty School-North Tucson","11999","15395","NULL",2367,"NULL","15467","NULL","NULL","16000","NULL","11349",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","6","0.97000002861022","0.20999999344348","73.7799987792968","3.20000004768371","1.88999998569488","32.8199996948242","85.9599990844726","11.5600004196167","5781","9046.5","17.2"
"4732","Tempe","AZ","85283",-111.9761,33.3777,"University of Advancing Technology","19771","4660","5279",4076,"33800","NULL","19700","19700","NULL","NULL","29999",4,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","959","0.09000000357627","0.10999999940395","81.1800003051757","7.53000020980835","2.79999995231628","11.0100002288818","89.9700012207031","7.63999986648559","15250","29125","12.2"
"128","Phoenix","AZ","85034-1816",-111.9894,33.4487,"Refrigeration School Inc","10161","2393","3493",2289,"NULL","22226","NULL","NULL","18150","NULL","20099",2,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","621","0.01999999955296","0.34999999403953","70.5299987792968","4","1.87999999523162","27.6700000762939","85.0400009155273","11.6099996566772","11830.5","12708","10.7"
"6850","Phoenix","AZ","85029",-112.1185,33.6054,"Brown Mackie College-Phoenix","9553","3550","5984",4849,"23438","NULL","12114","12114","NULL","NULL","18574",3,2,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","637","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12136.5","21599","24.6"
"102","Mesa","AZ","85210",-111.8583,33.3766,"Avalon School of Cosmetology-Mesa","5660","4143","NULL",2823,"NULL","14520","NULL","NULL","16000","NULL","11591",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","273","0.93000000715255","0.30000001192092","80.9899978637695","3.03999996185302","2","19.5400009155273","87.870002746582","6.88000011444091","10423.5","12907","20.5"
"103","Thatcher","AZ","85552-0769",-109.7617,32.8407,"Eastern Arizona College","906","5140","8016",1018,"11649","NULL","1760","8360","NULL","534","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","4812","0.57999998331069","0.20999999344348","66.4400024414062","3.38000011444091","0.87999999523162","22.6499996185302","94.2600021362304","17.4599990844726","PrivacySuppressed","PrivacySuppressed","0"
"122","Scottsdale","AZ","85257",-111.9084,33.4666,"Cortiva Institute-Scottsdale","8057","7446","NULL",2941,"NULL","17863","NULL","NULL","11194","NULL","15318",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","87","0.75","0.2199999988079","79.6699981689453","2.89000010490417","1.75","19.6499996185302","88.0800018310547","8.65999984741211","7917","7917","16.2"
"5725","Bradenton","FL","34208",-82.4776,27.4949,"Florida College of Natural Health-Bradenton","7903","3885","3458",2621,"NULL","20574","NULL","NULL","12473","NULL","18131",2,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","127","0.83999997377395","0.25999999046325","77.5100021362304","13.6899995803833","2.04999995231628","20.7600002288818","75.8199996948242","8.4399995803833","8107","8107","18.2"
"823","Winter Park","FL","32789",-81.4484,28.5554,"Fortis College-Winter Park","9109","4816","3790",986,"31994","NULL","NULL","NULL","NULL","NULL","27342",2,1,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","59","0.86000001430511","0.23000000417232","61.9799995422363","26.6200008392334","2.66000008583068","15.25","81.0400009155273","11.1499996185302","12417","13875","17.2"
"7232","Pembroke Pines","FL","33026",-80.2522,25.9974,"Jose Maria Vargas University","2232","11965","1348",4849,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","34","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","0"
"5493","Miami Beach","FL","33139-5203",-80.1408,25.7799,"Miami Ad School-Miami Beach","17135","1451","NULL",3230,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","173","0.43999999761581","0.10000000149011","78.5599975585937","9.60000038146972","4.84000015258789","16.1000003814697","79.9400024414062","8.10000038146972","16143","24055.5","5.4"
"926","Lake Worth","FL","33461-4796",-80.0871,26.6132,"Palm Beach State College","1935","3554","6086",1718,"7804","NULL","2378","8612","NULL","2557","NULL",3,2,"2",1,"NULL","0","0","0","0","0","1","0","NULL","NULL","NULL","NULL","26106","0.64999997615814","0.11999999731779","72.2300033569336","19.1100006103515","1.58000004291534","14.8900003433227","78.8499984741211","9.75","5500","7500","19.3"
"7421","Apopka","FL","32703",-81.4687,28.6731,"Hair Design Institute","8011","1487","NULL",4849,"NULL","19871","NULL","NULL","12600","NULL","16323",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","122","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7481","7670","14.2"
"890","West Palm Beach","FL","33411",NA,NA,"Keiser University-West Palm Beach","NULL","NULL","NULL",2135,"NULL","NULL","16284","NULL","NULL","NULL","NULL",0,0,"2",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.9331","NULL","NULL","NULL","NULL","0.73000001907348","0.28999999165534","73.5400009155273","18.079999923706","1.8400000333786","18.3999996185302","79.0800018310547","9.92000007629394","19200","27500","14.9"
"7476","Miami","FL","33186-4830",NA,NA,"American Medical Academy","4711","1684","2396",4849,"NULL","NULL","NULL","NULL","10300","NULL","NULL",2,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5756","7103","0"
"896","Leesburg","FL","34788-8751",-81.7977,28.8302,"Lake-Sumter State College","1713","3411","5176",1754,"9570","NULL","3172","13276","NULL","3886","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","3510","0.73000001907348","0.20999999344348","84.1299972534179","10.8800001144409","0.88999998569488","7.23999977111816","92.3000030517578","8.07999992370605","3868.5","6375","11"
"963","Panama City","FL","32405",-85.6466,30.2034,"Tom P Haney Technical Center","2728","5749","NULL",430,"NULL","13978","NULL","NULL","4540","6388","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","421","0.76999998092651","0.30000001192092","83.9800033569336","10.9200000762939","1.63999998569488","2.4300000667572","94.1699981689453","10.4300003051757","PrivacySuppressed","PrivacySuppressed","28.9"
"4725","Las Vegas","NM","87701",-105.2509,35.6163,"Luna Community College","544","6656","4166",905,"9769","NULL","886","2230","NULL","5312","NULL",2,2,"2",1,"NULL","0","0","0","0","0","1","0","NULL","NULL","NULL","NULL","868","0.68000000715255","0.15999999642372","57.9599990844726","1.22000002861022","0.43999999761581","75.620002746582","97.3300018310547","20.2800006866455","4168","7081","26"
"2554","Gallup","NM","87301",-108.727,35.5015,"University of New Mexico-Gallup Campus","1148","4577","6296",2657,"12542","NULL","1704","4104","NULL","6699","NULL",2,2,"3",1,"NULL","0","0","0","0","0","0","0","0.6458","NULL","NULL","NULL","2233","0.62000000476837","0.14000000059604","60.0299987792968","2.19000005722045","1.39999997615814","35.6100006103515","92.5100021362304","15.7700004577636","14164.5","20500","13"
"2544","Crownpoint","NM","87313-0849",-108.1481,35.6874,"Navajo Technical University","657","4389","4379",400,"9178","NULL","2590","3790","NULL","4149","NULL",3,1,"1",1,"NULL","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","1654","0.49000000953674","0.14000000059604","8.84000015258789","0.20999999344348","0.18999999761581","4.26000022888183","99.2799987792969","36.3400001525878","NULL","NULL","0"
"2547","Clovis","NM","88101-8381",-103.1659,34.4025,"Clovis Community College","1123","3957","4669",1078,"11844","NULL","1176","2376","NULL","7798","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2021","0.69999998807907","0.36000001430511","71.6299972534179","5.28000020980835","1.37999999523162","34.1800003051757","90.3199996948242","15.4799995422363","5500","8875","26.7"
"5124","Albuquerque","NM","87110",-106.5894,35.0888,"Southwest University of Visual Arts-Albuquerque","12401","2726","4889",3124,"50053","NULL","34541","34541","NULL","NULL","47611",3,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","224","0.69999998807907","0.18999999761581","76.1699981689453","3.09999990463256","2.10999989509582","29.2199993133544","89.5999984741211","9.73999977111816","20000","50437","19.7"
"5961","Albuquerque","NM","87114",-106.6879,35.1808,"Pima Medical Institute-Albuquerque West","3086","1388","NULL",503,"NULL","21688","NULL","NULL","11181","NULL","18008",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","103","0.80000001192092","0.07000000029802","68.5100021362304","2.76999998092651","1.90999996662139","45.5900001525878","90.5899963378906","10.4600000381469","7728","8708","17.4"
"2550","Santa Fe","NM","87508-1300",-106.01,35.5866,"Institute of American Indian and Alaska Native Culture","4447","14257","5351",570,"15287","NULL","3560","3560","NULL","10181","NULL",3,3,"3",1,"NULL","0","0","0","1","0","0","0","1","1","NULL","NULL","225","0.46000000834465","0.07000000029802","51.6100006103515","2.24000000953674","1.85000002384185","17.5599994659423","93.3399963378906","19.0300006866455","PrivacySuppressed","PrivacySuppressed","34.3"
"2562","Los Lunas","NM","87031-7633",-106.7074,34.7293,"University of New Mexico-Valencia County Campus","1106","4177","5084",2657,"11069","NULL","1561","4182","NULL","5623","NULL",2,2,"3",1,"NULL","0","0","0","0","0","1","0","0.6458","NULL","NULL","NULL","1775","0.62000000476837","0.14000000059604","60.0299987792968","2.19000005722045","1.39999997615814","35.6100006103515","92.5100021362304","15.7700004577636","14164.5","20500","13"
"7132","Santa Teresa","NM","88008",-106.6914,31.8639,"Anamarc College-Santa Teresa","16335","3161","5278",4849,"NULL","16260","NULL","NULL","28472","NULL","14503",2,2,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","96","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7732","8861","NULL"
"5160","Albuquerque","NM","87113-1570",-106.5852,35.1971,"University of Phoenix-Albuquerque Campus","11563","1915","2321",3208,"23147","NULL","10240","10240","NULL","NULL","18089",4,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2097","0.6700000166893","0.44999998807907","69.4700012207031","15.369999885559","4.13999986648559","16.2299995422363","86.6999969482422","9.60000038146972","18532","35500","19"
"174","Pine Bluff","AR","71603",-92.018,34.1878,"Jefferson Regional Medical Center School of Nursing","2888","5103","NULL",2038,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,1,"1",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","76","0.87999999523162","0.37999999523162","66.3000030517578","31.4400005340576","0.47999998927116","1.32000005245208","98.5299987792969","13.4200000762939","15521","16246","13.5"
"200","Mena","AR","71953",-94.2197,34.5908,"Rich Mountain Community College","1183","3672","5085",603,"10415","NULL","2208","5064","NULL","4538","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","553","0.75","0.36000001430511","93.8799972534179","0.34000000357627","0.47999998927116","3.77999997138977","97.0999984741211","14.4399995803833","NULL","NULL","0"
"209","Fort Smith","AR","72913-3649",-94.3741,35.3853,"University of Arkansas-Fort Smith","2204","5165","6658",2285,"14335","NULL","4528","10072","NULL","6727","NULL",3,3,"3",1,"NULL","0","0","0","0","0","0","0","0.5736","0.5736","620","24","6508","0.62999999523162","0.23999999463558","85.9400024414062","3.97000002861023","1.95000004768371","4.76999998092651","95.1399993896484","11.3500003814697","8240","17432","25.1"
"166","North Little Rock","AR","72117",-92.2213,34.7913,"Imagine-Paul Mitchell Partner School","10300","3636","NULL",334,"NULL","19884","NULL","NULL","15250","NULL","17127",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","482","0.94999998807907","0.18999999761581","64.1299972534179","32.2599983215332","0.77999997138977","2.32999992370605","97","10.6400003433227","9833","12500","17.8"
"206","Magnolia","AR","71753",-93.2351,33.2912,"Southern Arkansas University Main Campus","3465","6317","6077",2556,"17738","NULL","7466","10616","NULL","7543","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.6081","0.6081","590","24","2640","0.56999999284744","0.12999999523162","67.4800033569336","28.75","0.62000000476837","3.55999994277954","97.1299972534179","14.6599998474121","10500","17216.5","18.1"
"158","Pocahontas","AR","72455",-90.951,36.2398,"Black River Technical College","1275","3776","4485",1604,"11401","NULL","2520","5208","NULL","5481","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1894","0.62999999523162","0.36000001430511","96.3000030517578","1.48000001907348","0.15000000596046","0.99000000953674","98.870002746582","12.6099996566772","7698","10559","29.1"
"168","Batesville","AR","72503-3350",-91.6161,35.7929,"University of Arkansas Community College-Batesville","1044","5691","4392",1645,"7631","NULL","2166","3942","NULL","2702","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1090","0.66000002622604","0.37000000476837","95.1900024414062","2.19000005722045","0.46000000834465","1.35000002384185","98.5100021362304","10.869999885559","7900","9350","26.9"
"6470","Fayetteville","AR","72703",-94.145,36.1139,"Blue Cliff College-Fayetteville","7980","1438","NULL",4849,"26062","NULL","15260","15260","NULL","NULL","22034",1,1,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","181","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8250","9500","15.3"
"7211","North Little Rock","AR","72116-7310",-92.2565,34.7962,"The Salon Professional Academy-North Little Rock","6965","1873","NULL",4849,"NULL","15406","NULL","NULL","14990","NULL","11466",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","64","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9833","9833","0"
"6135","Conway","AR","72032",-92.446,35.1091,"Arthur's Beauty School Inc-Conway","8439","8409","NULL",1382,"NULL","12262","NULL","NULL","11420","NULL","9047",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","67","0.93999999761581","0.28000000119209","74.6399993896484","22.2800006866455","0.62999999523162","1.78999996185302","97.5500030517578","11.8999996185302","9500","9900","12.6"
"3809","Jefferson City","TN","37760",-83.4922,36.1222,"Carson-Newman University","11866","6574","5577",3902,"32446","NULL","23696","23696","NULL","NULL","14549",4,3,"3",2,"54","0","0","0","0","0","0","0","0.6657","0.6657","580","25","1688","0.54000002145767","0.07000000029802","87.1399993896484","9.13000011444091","0.91000002622604","3.63000011444091","95.2600021362304","9.64999961853027","15505","25500","10.3"
"3825","Elizabethton","TN","37643",-82.178,36.3661,"Tennessee College of Applied Technology-Elizabethton","876","3894","NULL",707,"NULL","13687","NULL","NULL","3477","7163","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","521","0.75999999046325","0.41999998688697","96.1399993896484","2.10999989509582","0.31999999284744","1.14999997615814","98.4899978637695","12.2399997711181","NULL","NULL","0"
"3873","Ripley","TN","38063",-89.5557,35.746,"Tennessee College of Applied Technology-Ripley","275","7099","NULL",805,"NULL","12537","NULL","NULL","3477","6382","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","126","0.83999997377395","0.43000000715255","69.5500030517578","28.2099990844726","0.17000000178813","1.99000000953674","98.4499969482422","15.4700002670288","NULL","NULL","0"
"4640","Nashville","TN","37209-4515",-86.8563,36.1326,"Tennessee College of Applied Technology-Nashville","3050","6689","NULL",1237,"NULL","13076","NULL","NULL","3477","6696","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","749","0.68000000715255","0.27000001072883","68.5899963378906","25.7399997711181","1.66999995708465","3.78999996185302","94","10.4399995803833","PrivacySuppressed","PrivacySuppressed","26.9"
"3906","Jackson","TN","38301",-88.8489,35.6359,"West Tennessee Business College","13274","2565","2549",1120,"NULL","16740","NULL","NULL","15605","NULL","12577",2,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","212","0.93999999761581","0.25999999046325","71.2099990844726","26.6200008392334","0.40000000596046","1.63999998569488","97.9300003051758","11.8800001144409","8628","9500","29.5"
"3814","Columbia","TN","38401",-87.1019,35.6168,"Columbia State Community College","2878","4863","4993",2448,"11572","NULL","3607","14047","NULL","6300","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","4317","0.68000000715255","0.27000001072883","88.7099990844726","8.39999961853027","0.54000002145767","2.4300000667572","97.4199981689453","8.86999988555908","6500","11000","17.8"
"3845","Cleveland","TN","37311",-84.87,35.1662,"Lee University","9563","5177","5605",4019,"23554","NULL","13750","13750","NULL","NULL","13104",4,3,"3",2,"57","0","0","0","0","0","0","0","0.9165","0.9165","580","26","4143","0.57999998331069","0.10000000149011","85.6900024414062","9.23999977111816","1.41999995708465","4.26000022888183","94.6299972534179","8.02000045776367","17686.5","28000","11.3"
"3806","Nashville","TN","37212-3757",-86.7947,36.1339,"Belmont University","21777","8976","8450",4828,"41450","NULL","27380","27380","NULL","NULL","32120",4,3,"3",2,"42","0","0","0","0","0","0","0","0.7987","0.7987","630","28","5465","0.62999999523162","0.07000000029802","85.8199996948242","8.71000003814697","2","4.03000020980835","93.9300003051757","6.17999982833862","19173","23250","1.9"
