Rank,Company Name,# of Contacts,
1961,CITI Global Security Operations Asia Pacific,1,
1962,CK Clinical,1,
1963,"CLA Organizational Solutions, LLC",1,
1964,CLEAR MEASURES is now Data Intensity,1,
1965,CMA CGM,1,
1966,CMC Lid.,1,
1967,CMD,1,
1968,CMD Systems Inc.,1,
1969,CN,1,
1970,CNA Insurance,1,
1971,CNBC,1,
1972,CNRS,1,
1973,CNSI,1,
1974,COLORS DATA +CONTENT consulting,1,
1975,COLOURS'COMPANY,1,
1976,COMSATS Institute of Information Technology,1,
1977,COPROB,1,
1978,CORE,1,
1979,COREBI SA,1,
1980,COUNTRY Financial,1,
1981,CPA Global,1,
1982,CPE Coalition,1,
1983,CPG Inc,1,
1984,CPI Corp.,1,
1985,CPIALP,1,
1986,CPXi,1,
1987,CREFOR Haute-Normandie,1,
1988,CRGT Inc.,1,
1989,CRU,1,
1990,CS Technology,1,
1991,CSDN,1,
1992,CSE,1,
1993,CSS Corp,1,
1994,"CSS International, Inc.",1,
1995,CST,1,
1996,CSX Transportation,1,
1997,CTC Ten Foundation,1,
1998,CTI Education Group,1,
1999,CUNA Mutual Group,1,
2000,CUP,1,
2001,CWI Software,1,
2002,CXO India,1,
2003,Cabela's,1,
2004,Cabot Microelectronics,1,
2005,Cabot Research,1,
2006,Cadence Design Systems,1,
2007,Caesars Entertainment Corporation,1,
2008,Cafe Analytics,1,
2009,CafeMom,1,
2010,Caitlann,1,
2011,Caja de Burgos,1,
2012,Calandra Soluções,1,
2013,Caledonia Investments plc,1,
2014,Caliber Home Loans,1,
2015,California,1,
2016,California Department of Justice,1,
2017,"California State University, East Bay",1,
2018,"California State University, Fullerton",1,
2019,Call Center Connections.ca,1,
2020,Cambridge Nanny Group,1,
2021,Cambridge Technology Partners,1,
2022,Cambridge Title,1,
2023,Cameron,1,
2024,Campanja,1,
2025,Campton Township,1,
2026,"Camstar Systems, Inc.",1,
2027,Canada Post - Innovapost,1,
2028,Canadian Marketing Company,1,
2029,Canadian Tire,1,
2030,Canadian Tire Bank,1,
2031,Canadian Youth Business Foundation,1,
2032,Cannon Gray LLC,1,
2033,Canopy Cloud,1,
2034,Capco,1,
2035,Capillary Technologies,1,
2036,Capita,1,
2037,Capital Connections International,1,
2038,Capital District Transportation Committee,1,
2039,Capital Markets CRC Limited and CMC Insurance Solution,1,
2040,Capital One Finance,1,
2041,Capitalogix,1,
2042,Capitec Bank,1,
2043,Capvision,1,
2044,Car Dealership,1,
2045,"Carat, Dentsu Aegis Network",1,
2046,Carbonite,1,
2047,Cardinal Health,1,
2048,Cardinal Health Inc.,1,
2049,Cardinal Path,1,
2050,CareCore National,1,
2051,Career Break,1,
2052,Career Catalysts,1,
2053,Career International,1,
2054,Career Network,1,
2055,Career Partners International,1,
2056,"Career Partners International, Twin Cities",1,
2057,Careeradex,1,
2058,Caring Partners International,1,
2059,Carleton University,1,
2060,Carlson Wagonlit Travel,1,
2061,Caroline Samuel,1,
2062,CartCanvas,1,
2063,Carter Machinery,1,
2064,Cartouchan Ltd,1,
2065,Caseware UK Limited,1,
2066,CashStar,1,
2067,Cassidy Creative Solutions,1,
2068,Cast Interactive,1,
2069,Cast-Info,1,
2070,Castedo Ellerman LLC,1,
2071,"Catalina Marketing, Paris",1,
2072,"Catalyst, GroupM Search & Social Marketing, a WPP Agency",1,
2073,"Catapult BI, a Dialog Group company",1,
2074,Catapult Resources West,1,
2075,Catasys,1,
2076,Caterpillar Inc.,1,
2077,Catho Online,1,
2078,Catholic Charities of Baltimore,1,
2079,Catholic Health Services,1,
2080,Catholic Leadership Institute,1,
2081,Catlin,1,
2082,"Causalytics, LLC",1,
2083,Cavalier Communications,1,
2084,"Cedar Street Capital LLC,New York",1,
2085,Cegedim Strategic Data,1,
2086,Celerity,1,
2087,Celestial Asia Securities Holdings Limited,1,
2088,Celgene,1,
2089,Cengage Learning,1,
2090,Centennial College,1,
2091,Center for Excellence in Brand & Customer Management,1,
2092,Center for Molecular Dynamics,1,
2093,Center for Urban Science and Progress at New York University,1,
2094,Center of Luxury,1,
2095,Centers for Disease Control and Prevention,1,
2096,Centers for Medicare & Medicaid Services,1,
2097,"Central Business Solutions, Inc",1,
2098,Central California Alliance for Health,1,
2099,Central Desktop,1,
2100,Central National Bank TX,1,
2101,Central Valley Bank,1,
2102,Centre for Maritime Research and Experimentation (NATO STO - CMRE),1,
2103,Centre for coastal and marine Bio diversity,1,
2104,Centric Maintenance Systems,1,
2105,Centro de Bioplantas,1,
2106,Centro de Ensino Unificado de Teresina,1,
2107,Century Associates,1,
2108,Ceralon -Technology Advisory Services,1,
2109,Ceres Technology Advisors,1,
2110,CertSpring,1,
2111,CertiSign Certificadora Digital,1,
2112,Certona,1,
2113,Cessna & Associates,1,
2114,Chainalytics,1,
2115,Champlain College,1,
2116,Chandler Macleod Group,1,
2117,Change.org,1,
2118,Changemaker Digital,1,
2119,Channel 4,1,
2120,ChannelAdvisor,1,
2121,"Chapel Hill Carrboro Corp., LLC",1,
2122,Charles Schwab & Co.,1,
2123,"Charles Schwab & Co., Inc.",1,
2124,Charles Sturt University,1,
2125,Chart Industries,1,
2126,Charter Global,1,
2127,Chartis Insurance China,1,
2128,"Chat Consultants, Inc.",1,
2129,Chateau Beaumont,1,
2130,Chef (formerly Opscode),1,
2131,Chefs Feed,1,
2132,ChemGenes Corporation,1,
2133,"Cheniere Energy, Inc.",1,
2134,Cherry Clever Ltd,1,
2135,"Cherry, Light & Ridley LLC",1,
2136,Cheyenne Products,1,
2137,Chicago ASA,1,
2138,Children's Hospitals & Clinics of Minnesota,1,
2139,Chinese Academy of Sciences,1,
2140,Chinese Radio Seattle,1,
2141,Chip's custom Painting and Powerwashing,1,
2142,"Chitika, Inc.",1,
2143,Cho Consulting,1,
2144,Chocolate communications,1,
2145,"Choice Internet Brands, Inc.",1,
2146,Choose Digital,1,
2147,Chrome River Technologies,1,
2148,Chronos Technology Pvt Ltd (formerly ABsoftsourse Pvt Ltd),1,
2149,Chrysler,1,
2150,Chubb Hong Kong Ltd,1,
2151,Cicayda,1,
2152,"Cielo, authorized representative of UOP",1,
2153,Ciena,1,
2154,Cigna-HealthSpring,1,
2155,Cignifi Inc.,1,
2156,Cigniti Technologies,1,
2157,Cincinnati Children's Hospital Medical Center,1,
2158,Cincinnati Test Systems,1,
2159,Ciphershed,1,
2160,Cisco WebEx,1,
2161,Citi Global Decision Management,1,
2162,Citicorp Services India Limited,1,
2163,Citigroup,1,
2164,Cititec Associates Limited,1,
2165,Citizens Bank,1,
2166,Citizenship and Immigration Canada,1,
2167,Citrix Online,1,
2168,City College of New York (CCNY) & NOAA - CREST Center,1,
2169,City University of New York,1,
2170,City of Clifton,1,
2171,City of Hope,1,
2172,City of Issaquah,1,
2173,City of Mukilteo,1,
2174,City of New York - Mayor's Office of Data Analytics,1,
2175,City of Plattsmouth,1,
2176,"City of Powell, Ohio",1,
2177,City of San Rafael,1,
2178,City of Somerville,1,
2179,CityGrid Media,1,
2180,Civic Consulting Alliance,1,
2181,CivicShopping,1,
2182,Civis Analytics,1,
2183,Civitas Learning,1,
2184,Claflin Medical Equipment,1,
2185,Clalit Research Institute,1,
2186,Clarivoy,1,
2187,"ClassCat Co.,LTD.",1,
2188,ClassDojo,1,
2189,"Classified Verticals, LLC",1,
2190,Classified*,1,
2191,"ClassifiedAds.com, Inc.",1,
2192,Clayton Homes,1,
2193,Clear Blue X,1,
2194,Clear Cell Group,1,
2195,Clear Value B.V.,1,
2196,Clear-Ideas,1,
2197,ClearAction LLC,1,
2198,ClearStreet Inc,1,
2199,"Clearpath Solutions, LLC",1,
2200,Clearsight Advisors,1,
2201,Clearstream.tv,1,
2202,Clef,1,
2203,ClergyNet,1,
2204,Clerysys Inc.,1,
2205,"CleverSource, LLC",1,
2206,Click Forensics,1,
2207,Click Security,1,
2208,ClickTale,1,
2209,ClickThrough Marketing,1,
2210,ClickValue,1,
2211,ClientSide Interactive,1,
2212,ClientSoftInfo,1,
2213,Climate Control Middle East,1,
2214,Climber,1,
2215,Climformatics,1,
2216,Clinical Research Advantage,1,
2217,Cliniome,1,
2218,"ClipMine, Inc.",1,
2219,Clockwork Solutions,1,
2220,Cloud Comrade,1,
2221,Cloud Intelligence Services,1,
2222,Cloud Security Alliance,1,
2223,Cloud Sherpas,1,
2224,Cloud Strategy Magazine,1,
2225,"CloudFlare, Inc.",1,
2226,"CloudRunner, Inc.",1,
2227,"CloudlyIO, Inc.",1,
2228,Cloudoscope,1,
2229,Cloudscaling,1,
2230,Clover,1,
2231,Clubforeducation,1,
2232,Cnova - GPA,1,
2233,"CoEnterprise, LLC",1,
2234,CoStar Group,1,
2235,Coach,1,
2236,"Coastal Chemical Company LLC, a Brenntag Company",1,
2237,Cobot Systems,1,
2238,Coca-Cola Amatil,1,
2239,Coca-Cola Bottling Co. Consolidated,1,
2240,Coca-Cola HBC,1,
2241,"Codestini,Inc",1,
2242,Coding Sabbatical,1,
2243,Coegi,1,
2244,Cogent Electromechanical LLC,1,
2245,"Cogitativo, Inc.",1,
2246,Cognesia Ltd,1,
2247,Cognia,1,
2248,Cognilytics,1,
2249,"Cognition Technologies, Inc.",1,
2250,Cognitro Analytics,1,
2251,Cognizant,1,
2252,Cognizant Inc,1,
2253,Cognizant Technologies,1,
2254,Cognizant Technologies Solutions,1,
2255,Cognizant Technology Solutions (CTS),1,
2256,Cognizant tech solutions,1,
2257,Cognodata,1,
2258,Cognus Consulting,1,
2259,CoinDesk,1,
2260,CoinDesk.com,1,
2261,Colchões Ortobom - Franquia Foz do Iguaçu,1,
2262,Colin Coderre Consulting,1,
2263,CollabX,1,
2264,CollabX Networks,1,
2265,Collaborative Elements,1,
2266,"CollectiveHealth, Inc.",1,
2267,Collective[i],1,
2268,College of Charleston,1,
2269,College of William and Mary,1,
2270,CollegeMapper,1,
2271,Collegiate Independent Sudy,1,
2272,Collibra,1,
2273,Colliers-International,1,
2274,Coloplast,1,
2275,Colour,1,
2276,Colston Consulting,1,
2277,Columbia Bank,1,
2278,Columbia Basin College,1,
2279,Columbia University,1,
2280,ColumbusAgain,1,
2281,Colvill Banks,1,
2282,Colvillbanks,1,
2283,Comerica Bank,1,
2284,Comlinkdata,1,
2285,Comma Soft AG,1,
2286,Commercemuse,1,
2287,Comming Soon ???,1,
2288,Commission de la santé et de la sécurité du travail (CSST),1,
2289,Commonground/MGS,1,
2290,Commonwealth Bank (HCL Payroll),1,
2291,"Communicus, Inc.",1,
2292,Communiiity Projects,1,
2293,Communiiity.com,1,
2294,Community Builder,1,
2295,Community Health Plan,1,
2296,CommutePays,1,
2297,"Companies in the Cleveland/Akron, Ohio Area",1,
2298,Company Name Withheld,1,
2299,Company in Stealth Mode,1,
2300,Compass Identity Dynamics,1,
2301,Competitive Analytics Professionals (CAP) LLC,1,
2302,Complete Innovations Inc.,1,
2303,"Completech, Inc",1,
2304,Complex Systemics,1,
2305,Complexis,1,
2306,Composite Software,1,
2307,CompuGain,1,
2308,Computational Profit Modeling,1,
2309,Computational Science Solutions,1,
2310,"Computer Science Department, University of minnesota",1,
2311,Computers-ITPro,1,
2312,Comrise,1,
2313,Concentrix/Synnex Infotec Japan,1,
2314,Conclusive Analytics,1,
2315,"Concord Components, Inc.",1,
2316,Concordis LLC,1,
2317,Concur Technologies,1,
2318,Conde Nast,1,
2319,Conecta Energía,1,
2320,Conexess,1,
2321,Conexidade.Mottoman,1,
2322,"Confident Technologies, Inc.",1,
2323,Confidential (In stealth mode),1,
2324,Confidential Assignments,1,
2325,Congruent Software,1,
2326,Conifer Health Solutions    (Acquired InforMed LLC in 2012),1,
2327,Conjecto,1,
2328,Conker,1,
2329,Connected Analytics,1,
2330,Connected Lyfe Inc,1,
2331,Connections of New York,1,
2332,"Connecture, Inc.",1,
2333,Connery Consulting LLC,1,
2334,Connexity,1,
2335,"Connolly, LLC",1,
2336,ConocoPhillips,1,
2337,Conselho Municipal de Educação de Campo Formoso-BA,1,
2338,Conservation International,1,
2339,Consilience Market Analytics,1,
2340,Consolidated Communications,1,
2341,Consortium GFA-DevStat-AAM-Statistics Slovakia,1,
2342,ConsultConsortium,1,
2343,ConsultNet,1,
2344,Consultant (self-employed),1,
2345,Consultant - Healthacare,1,
2346,Consulting,1,
2347,Consulting for startups,1,
2348,Consultoría Directiva,1,
2349,Consultoría Paasel S. C.,1,
2350,Consumer Finance Startup in stealth mode,1,
2351,Consumer Testing Laboratories,1,
2352,Consumers Energy,1,
2353,Consórcio Nacional Universitário,1,
2354,Contemporary Analysis,1,
2355,Content Analyst Company,1,
2356,Content Bridges,1,
2357,Content Carnivores,1,
2358,Contract Consultant,1,
2359,Contract Positions,1,
2360,Contract Recruiter,1,
2361,Control Solutions International,1,
2362,ConverBiz Technologies Private Limited,1,
2363,Convergent Media Group LLC,1,
2364,Convergia Networks,1,
2365,Conversant Inc. (Formerly ValueClick / Dotomi),1,
2366,Converse Bank,1,
2367,Conversion Conference,1,
2368,ConvertClick Digital Analytics,1,
2369,Cook Children's Health Care System,1,
2370,CookBrite,1,
2371,Cooler Heads Intelligence,1,
2372,Coop Bank A/S,1,
2373,Cooper Johnson Recruiting,1,
2374,Copal Amba (a Moody’s subsidiary),1,
2375,"Copal Partners, A Moody's Group Company",1,
2376,Copenhagen Capacity,1,
2377,Copenhagen Roller Derby,1,
2378,Core BTS,1,
2379,CoreHR,1,
2380,CoreTechs Direct,1,
2381,Corinium Global Intelligence,1,
2382,Coritsu Group,1,
2383,Corkscrew Wine & Cheese,1,
2384,Corner Banca,1,
2385,Cornerstone Control Systems,1,
2386,Corning mobileaccess,1,
2387,Corporación Power Builders,1,
2388,Corporate Social Responsibility Forum Pakistan,1,
2389,"Corporation for National and Community Services (AmeriCorps, SeniorCorps, Serve.gov)",1,
2390,Corral Search,1,
2391,Correlation Ventures,1,
2392,Correos,1,
2393,Cortex Search Inc.,1,
2394,Cortney Sellers,1,
2395,Costco Wholesale,1,
2396,Cottage Labs,1,
2397,Cottonwood Financial,1,
2398,Counsyl,1,
2399,Counterfeit.Technology,1,
2400,"County of Alameda, Information Technology Department",1,
2401,Coupa Software,1,
2402,Coupons Inc,1,
2403,Covance,1,
2404,"CoverHound, Inc.",1,
2405,Coverent,1,
2406,Covidien,1,
2407,Cox Media Group,1,
2408,Coöperatie VGZ,1,
2409,Cracow University of Economics,1,
2410,Craft Communications - Integrated Marketing Communications Agency,1,
2411,Crain Associates Insurance,1,
2412,Cranbrook Search Consultants,1,
2413,Creamfinance,1,
2414,Creation Karyalaya,1,
2415,Creative Directions Recruiting (CDR),1,
2416,Creative Technology Partners,1,
2417,Creative Thirst - Conversion Agency,1,
2418,Creative+ ????,1,
2419,Credience Corporation,1,
2420,Credit Acceptance,1,
2421,Credit Information Bureau (India) Limited,1,
2422,CreditXpert Inc.,1,
2423,Creditinfo Solutions,1,
2424,Creighton University,1,
2425,Cresell IT Pty Ltd,1,
2426,Cresta Partners,1,
2427,Cricket Media (ePals Inc),1,
2428,Criminal Justice Coordinating Council,1,
2429,Crimson Growth Partners LLP,1,
2430,Crisis Brain/Action Trust,1,
2431,Crisma,1,
2432,Critigen,1,
2433,Croatian Motorways Ltd,1,
2434,Crosly & Associates,1,
2435,Cross-Tab Marketing Services,1,
2436,"CrossInnovation, LLC",1,
2437,CrossInstall,1,
2438,Crossmark,1,
2439,CrowdFlower,1,
2440,CrowdSource,1,
2441,Crunch.io,1,
2442,"Crunchyroll, Inc.",1,
2443,Crushing Talents,1,
2444,Cruxbase,1,
2445,CtrlS Datacenters Ltd,1,
2446,Culto de BI,1,
2447,Cummins India Limited,1,
2448,CumuloCogitus Inc.,1,
2449,"Cupcake Cosmetics, LLC",1,
2450,Curacao,1,
2451,Currently Retired,1,
2452,Currently on Assignment,1,
2453,Currently seeking new opportunities,1,
2454,Custom Sensors & Technologies,1,
2455,"CustomWeather, Inc.",1,
2456,"Customer Analytics, LLC",1,
2457,Customer Experience Company (acquired Davanti Consulting Australia),1,
2458,Customer Management IQ,1,
2459,Customer Sentiments,1,
2460,CustomerMatrix,1,
2461,CyActive,1,
2462,Cybage,1,
2463,Cyber Center Of Excellence (CCOE),1,
2464,Cyber Security Network™,1,
2465,CyberDivan Recruiting,1,
2466,"CyberSource, a VISA company",1,
2467,CyberStream LTD,1,
2468,CyberTECH,1,
2469,CyberVision Development Inc.,1,
2470,Cybernetic Analytics Ltd,1,
2471,Cyfeon Solutions,1,
2472,Cymer,1,
2473,D-klic,1,
2474,DAOMax Recruiting,1,
2475,DAQRI,1,
2476,DARPA - CYBER GRAND CHALLENGE,1,
2477,DASC B.V.,1,
2478,DATADEBUG,1,
2479,DATAForge™,1,
2480,DB Best,1,
2481,DB Results,1,
2482,DBA Locator,1,
2483,DBdonkey.com,1,
2484,DC Executive Search,1,
2485,DC Storm,1,
2486,DCDA,1,
2487,DCI-Artform,1,
2488,DCS Corp,1,
2489,DDB,1,
2490,DDGlobal,1,
2491,DEFY Media,1,
2492,DENSO,1,
2493,DFH Real Estate,1,
2494,DFW Technology,1,
2495,DFWTRN,1,
2496,DHL,1,
2497,DHTechnologies (DHT),1,
2498,DICE,1,
2499,DIKW Academy,1,
2500,DIO-soft,1,
2501,DIRECTV,1,
2502,DIRECTV PANAMERICANA,1,
2503,DISYS,1,
2504,"DIVERSANT, LLC",1,
2505,DKT Techonology,1,
2506,DM STAT-1 Consulting,1,
2507,DNA HR Assessment Inc. / DNA RH Évaluation Inc.,1,
2508,"DNA Response, Inc.",1,
2509,DOCS (A division of ICON),1,
2510,DOS,1,
2511,DPO International,1,
2512,DRAPER-DBS,1,
2513,DRDO,1,
2514,"DS-IQ, Inc.",1,
2515,DSC Logistics,1,
2516,DSG,1,
2517,DSI,1,
2518,DST's Applied Analyitcs Group,1,
2519,"DST-CIMS, Banaras Hindu University",1,
2520,DSW,1,
2521,DTAC,1,
2522,"DTE Research, Inc.",1,
2523,DW Simpson Global Actuarial & Analytics Recruitment,1,
2524,DaVita,1,
2525,Dadi Telecom,1,
2526,Daikin Applied,1,
2527,Dailymotion,1,
2528,Daimler Trucks North America,1,
2529,Dainik Jagran,1,
2530,Dalhousie University,1,
2531,Dalian University of Technology,1,
2532,DallasStartups.com,1,
2533,Dana Todd Consulting,1,
2534,Danone,1,
2535,Darden,1,
2536,Dassault Systemes - Apriso,1,
2537,Data Blueprint,1,
2538,"Data Boiler Technologies, LLC",1,
2539,Data Brains inc. (DBi),1,
2540,Data Driven Business,1,
2541,Data Driven Investors,1,
2542,Data Genius Resources,1,
2543,Data Integration Group,1,
2544,"Data Management Association - MN, DAMA-MN",1,
2545,"Data Miners, Inc. (www.data-miners.com)",1,
2546,Data Mining,1,
2547,Data Modeling Zone,1,
2548,Data Networks Corporation,1,
2549,Data Products LLC,1,
2550,Data Science Dojo,1,
2551,Data Science Foundation,1,
2552,Data Science Institute,1,
2553,Data ScienceTech Institute,1,
2554,Data Scientist Freelancer,1,
2555,Data Symmetry,1,
2556,"Data Works, LLC",1,
2557,"Data and Analytic Solutions, Inc.",1,
2558,Data-Mania,1,
2559,DataDirect Networks,1,
2560,DataFactors,1,
2561,DataFlurry,1,
2562,DataGro Ltd,1,
2563,DataKrunch,1,
2564,DataMetica,1,
2565,DataPredict,1,
2566,DataQ Research,1,
2567,DataRPM,1,
2568,DataRobot,1,
2569,DataScience Hacks,1,
2570,DataSpell,1,
2571,DataWeave Software Pvt. Ltd.,1,
2572,DataXu,1,
2573,DatabaseUSA,1,
2574,Datability,1,
2575,Datacorp,1,
2576,Datafloq,1,
2577,Datagoodies,1,
2578,Dataguise,1,
2579,Dataiku,1,
2580,"Datalogix, Inc.",1,
2581,Datalytx,1,
2582,Datamatics Global Services Limited,1,
2583,Datamuse Technologies,1,
2584,Datanut Sciences Consultancy,1,
2585,Datascope Recruitment Ltd.,1,
2586,Datasol Technology Services Pvt. Ltd.,1,
2587,"Datasource Consulting, LLC",1,
2588,Daugherty Business Solutions,1,
2589,Davanti Consulting Inc.,1,
2590,David Allen Ellis,1,
2591,David Schutzman Marketing,1,
2592,Davis International LLC,1,
2593,Davis Vision,1,
2594,Day & Zimmermann,1,
2595,"DayNine Consulting, Inc.",1,
2596,Dazult,1,
2597,De Bortoli wines,1,
2598,DePaul University,1,
2599,DeVry Education Group,1,
2600,Deakin University,1,
2601,DealDey Limited,1,
2602,Dean R Spitzer & Associates Inc.,1,
2603,"Deanship of Admissions & Registration?, Imam University",1,
2604,DecTech Solutions,1,
2605,Decision Frameworks,1,
2606,Decision Management Solutions,1,
2607,Decision Resources,1,
2608,Decision Science,1,
2609,DecisionValley,1,
2610,Decisionstats.com,1,
2611,"Decisyon, Inc.",1,
2612,Decypher Technologies,1,
2613,Deep Code Consulting,1,
2614,Deep Forest Media,1,
2615,"Deep Information Sciences, Inc.",1,
2616,Deep Learning Research Private Limited,1,
2617,Deepdive Technologies,1,
2618,Deerwalk Inc,1,
2619,Dees Research,1,
2620,Defend The Vote,1,
2621,Defense Security Information Exchange (DSIE),1,
2622,Delaware Consulting,1,
2623,Delgence Technologies Pvt. Ltd,1,
2624,Delhi IT,1,
2625,Dell IT,1,
2626,Dell Services @ HPHC,1,
2627,Dell Services- Healthcare and Life Sciences Business Unit,1,
2628,Dell Software - Statistica,1,
2629,Dell Software Group,1,
2630,Deloitte Analytics,1,
2631,"Deloitte Consulting, LLP",1,
2632,Deloitte Ireland,1,
2633,Deloitte Nederland,1,
2634,Deloitte UK,1,
2635,Deloosh Pty Ltd,1,
2636,Delta Air Lines,1,
2637,Delta Career Education Corporation,1,
2638,Delta Data Software,1,
2639,Delta State University,1,
2640,"Delucchi eBrains Company, LLC",1,
2641,Demand Planning Net,1,
2642,Demetrio & Associates,1,
2643,Demilec USA LLC,1,
2644,DemystData,1,
2645,"Den-Mat Holdings, LLC",1,
2646,Denimsandjeans.com,1,
2647,"Denovolab, Inc.      (www.Denovolab.com)",1,
2648,DentaQuest,1,
2649,DentalOne Partners Inc,1,
2650,Department of Defense,1,
2651,"Department of Statistics, Kumaun University S S J Campus Almora",1,
2652,"Department of Statistics, Manipal University",1,
2653,Department of Veterans Affairs,1,
2654,Desert Gems,1,
2655,Design & Research,1,
2656,Designing IT solutions,1,
2657,Detective Desk,1,
2658,"DeusM, a United Business Media company",1,
2659,Deutsche Asset Management,1,
2660,Deutsche Asset and Wealth Management,1,
2661,Deutsche Telekom,1,
2662,Deutsche Telekom AG,1,
2663,Devon Energy,1,
2664,Dexter Consultancy Limited,1,
2665,DiUS Computing,1,
2666,Diageo,1,
2667,Dice,1,
2668,Dice Holdings Inc.,1,
2669,Dick's Sporting Goods,1,
2670,Different Thinkers,1,
2671,Digilant,1,
2672,Digitab,1,
2673,Digital Doughnut - Global Digital Marketing Community,1,
2674,Digital Marketing Haus,1,
2675,Digital Quotient,1,
2676,Digital Realty,1,
2677,Digital Recognition Network,1,
2678,Digital River,1,
2679,Digital Roots,1,
2680,Digital Ventures,1,
2681,DigitalGlobe,1,
2682,DigitasLBI,1,
2683,DigitasLBi,1,
2684,Digitex Web IT Solutions,1,
2685,DilKiBimari.com,1,
2686,"Diligent Media Corporation Ltd,Mumbai",1,
2687,DilogR (Formerly Questionmine),1,
2688,Dimagi Inc.,1,
2689,Dimensional Research,1,
2690,"Dineplex International, LLC",1,
2691,Direct Effects LLC,1,
2692,"Direct FX, LLC",1,
2693,DirectEmployers Association,1,
2694,"DirectEmployers Association, Inc.",1,
2695,"Director, Morgan Campbell (SAP Executive Recruitment Specialists for New Zealand & Australia)",1,
2696,Directors Guild-Producer Training Plan,1,
2697,"Discount Fence Supply, Inc.",1,
2698,Discount Tire Company,1,
2699,Discover,1,
2700,Discover Financial Services LLC,1,
2701,DiscoverIT Solutions,1,
2702,"Discovery Corps, Inc.",1,
2703,Dish Network,1,
2704,Disney Interactive,1,
2705,Dissero,1,
2706,District Data Labs,1,
2707,Diversified Communications,1,
2708,Diversity.com,1,
2709,Dixon Hughes Goodman LLP,1,
2710,Diyotta,1,
2711,"Docker, Inc",1,
2712,Docnet,1,
2713,Doherty Employer Services,1,
2714,Dolat Capital Market Private Ltd.,1,
2715,Dollar Shave Club,1,
2716,Domain 23 Communications,1,
2717,Domain Traffic explorer,1,
2718,Domino's Pizza,1,
2719,Domiruth American Express Travel,1,
2720,"Dotstudioz, INC",1,
2721,DoubleDown Interactive,1,
2722,Dovenmuehle Mortgage,1,
2723,Dow Jones,1,
2724,Doximity,1,
2725,Dr  Pepper Snapple Group,1,
2726,"Dr. Eric Walden,Director of Data Science Programs",1,
2727,"DraftKings, Inc.",1,
2728,Draftfcb,1,
2729,Dragon Wealth Asia,1,
2730,Dragonstrike Systems,1,
2731,Draper Laboratory,1,
2732,"Drawbridge, Inc.",1,
2733,Dream Drives for Kids,1,
2734,Dream It Get IT Ltd,1,
2735,Drexel University,1,
2736,Driftt,1,
2737,Drinkard Consulting Services,1,
2738,Dropbox,1,
2739,Dstillery,1,
2740,Dstl,1,
2741,Dubai Customs,1,
2742,Dubai Municipality,1,
2743,Duke Hudson,1,
2744,Duke University,1,
2745,Duke University Health System,1,
2746,Duolingo,1,
2747,Durema,1,
2748,Dwellworks,1,
2749,DxContinuum,1,
2750,Dyad Systems,1,
2751,Dylan Hannah Recruitment Partners DHRP,1,
2752,DynTek Services Inc.,1,
2753,"Dynetics, Inc.",1,
2754,Dyson,1,
2755,E*TRADE Financial Corporation,1,
2756,EB Brands,1,
2757,"ECG Management Consultants, Inc.",1,
2758,ECIL,1,
2759,ECO Research Institute,1,
2760,ECOPA,1,
2761,ECSTeam,1,
2762,ECUBE,1,
2763,ED&F Man,1,
2764,EDF R&D,1,
2765,EDISON ENERGIA,1,
2766,EF Education First,1,
2767,EGB Systems & Solutions,1,
2768,EMC China R&D Center,1,
2769,EMC Computer Systems,1,
2770,EMC Isilon,1,
2771,EMC Isilon Storage Division,1,
2772,EMC SEARCH,1,
2773,EMD Serono,1,
2774,ENSIIE,1,
2775,EPAM Systems,1,
2776,EPCS,1,
2777,EPFL,1,
2778,"EPIS, Inc.",1,
2779,EPSON,1,
2780,EQ Excellence,1,
2781,"ERE Media, Inc. www.ere.net",1,
2782,ERGOSE S.A.,1,
2783,ERS Funding,1,
2784,ESA/ESOC,1,
2785,ESC Rennes,1,
2786,ESIC / ICEMD,1,
2787,"ESP, ESTM, MIT (Dakar)sessional lecturer",1,
2788,ESPM,1,
2789,ESPN,1,
2790,ESS Analysis,1,
2791,ESSE One Consulting,1,
2792,ET Inc,1,
2793,ETH Zurich,1,
2794,ETS Marketing Science,1,
2795,EU-Supply,1,
2796,EURODECISION,1,
2797,EUROPA FINANCE,1,
2798,EVELO Electric Bicycles,1,
2799,EVINE Live Inc. (formerly ValueVision Media operating as ShopHQ),1,
2800,EWS Outsourcing,1,
2801,EXASOL AG,1,
2802,EXL Decision Analytics,1,
2803,EXL Service,1,
2804,EXL Services Ltd,1,
2805,EY & HP,1,
2806,EY Data Analytics Center of Excellence (CoE - CSE),1,
2807,"EY, Financial Services Advisory",1,
2808,EYC,1,
2809,Eagle Digital Media,1,
2810,Eagle Recruiting Services LLC,1,
2811,EagleEye Analytics,1,
2812,Early Warning®,1,
2813,EarthFare Inc,1,
2814,EarthStream,1,
2815,East Capital,1,
2816,East Carolina University,1,
2817,Eastern Communication Association,1,
2818,Eastern Labs,1,
2819,Eastman Chemical Company,1,
2820,Eastside Baby Corner,1,
2821,Easy Analytic Software Inc.,1,
2822,Easynet Systems,1,
2823,Easytobook.com,1,
2824,Ebiquity plc,1,
2825,Ebsta,1,
2826,Echelon Insights,1,
2827,EcoGuard AB,1,
2828,Ecole Centrale Nantes,1,
2829,Ecole Nationale Supérieure de Statistique et d'Economie Appliquée,1,
